N	2gram	Tiupa_Lite_1	Istorich
273	еще на	1	1
274	как то	1	1
275	в целом	8	1
276	себя к	1	1
277	так или	8	1
278	текст совершенно	1	1
279	будет сказано	1	1
280	однако как	1	1
281	что к	1	1
282	в обратном	1	1
283	же именно	1	1
284	свою собственную	1	1
285	силу своей	3	1
286	но дело	1	1
287	так например	1	1
288	с собой	4	1
289	мне в	1	1
290	это было	1	1
291	особенность этого	1	1
292	ему своего	1	1
293	на полу	1	1
294	смерть и	1	1
295	для них	2	1
296	в них	1	1
297	он же	1	1
298	точнее и	1	1
299	на второй	2	1
300	соответствии с	1	1
301	далеко не	3	1
302	не всегда	1	1
303	несмотря на	3	1
304	к своему	1	1
305	и некоторые	1	1
306	бы на	2	1
307	в своей	4	1
308	что такое	2	1
309	это делает	1	1
310	на ступени	1	1
311	которого является	1	1
312	не подлежит	1	1
313	к одному	1	1
314	в стране	1	1
315	при рассмотрении	1	1
316	тем не	2	1
317	высшую степень	1	1
318	бы быть	1	1
319	можно указать	1	1
320	даже в	2	1
321	освободиться от	2	1
322	с миром	4	1
323	не менее	7	1
324	вплоть до	2	1
325	как о	1	1
326	в то	5	1
327	казалось бы	5	1
328	при наличии	1	1
329	в каком	1	1
330	с другом	1	1
331	в детстве	1	1
332	со стороны	4	1
333	его мне	1	1
334	мы узнаем	1	1
335	на путь	1	1
336	в поле	2	1
337	как человек	1	1
338	на это	2	1
339	как мы	1	1
340	не делает	1	1
341	подобных случаях	1	1
342	как один	1	1
343	тогда как	13	1
344	с каким	1	1
345	при котором	1	1
346	в пределах	3	1
347	в дальнейшем	1	1
348	он появляется	1	1
349	одного из	3	1
350	в чужом	4	1
351	к тем	1	1
352	в материале	1	1
353	в последней	1	1
354	задний план	1	1
355	это может	1	1
356	их собственные	1	1
357	это весьма	1	1
358	сводится к	3	1
359	настолько что	1	1
360	это вполне	1	1
361	означает не	1	1
362	обратном порядке	1	1
363	и во	1	1
364	а во	1	1
365	от него	1	1
366	все в	1	1
367	путь к	1	1
368	или иначе	9	1
369	этому поводу	1	1
370	нуждается в	3	1
371	непосредственно в	1	1
372	вслед за	1	1
373	и окончательно	1	1
374	вся жизнь	1	1
375	смерть есть	1	1
376	в частности	15	1
377	тот же	1	1
378	в какой	1	1
379	могло быть	2	1
380	должен быть	2	1
381	явления не	1	1
382	который в	1	1
383	по этому	2	1
384	для всех	1	1
385	уже не	7	1
386	не можем	1	1
387	если мы	1	1
388	только на	2	1
389	героя с	2	1
390	свидетельствует о	1	1
391	от других	1	1
392	и других	1	1
393	за ним	1	1
394	этом в	3	1
395	не слыхал	1	1
396	себе в	2	1
397	никто не	1	1
398	представлений о	1	1
399	вовсе не	1	1
400	говорит ему	1	1
401	друг друга	4	1
402	да в	1	1
403	один в	1	1
404	нужно было	1	1
405	в исторической	1	1
406	со всем	1	1
407	нельзя сказать	1	1
408	человека а	1	1
409	и прежде	3	1
410	при всей	3	1
411	играет с	1	1
412	в настоящем	1	1
413	что не	2	1
414	а на	1	1
415	а сам	1	1
416	до конца	1	1
417	ниже в	1	1
418	своего рода	11	1
419	а вы	2	1
420	а по	1	1
421	одну из	2	1
422	человека или	1	1
423	и ему	1	1
424	из форм	1	1
425	xix века	6	1
426	он говорит	1	1
427	от первого	1	1
428	к жизни	1	1
429	в той	1	1
430	ведет к	4	1
431	что же	1	1
432	такая форма	1	1
433	мотив в	1	1
434	с тобой	1	1
435	на свете	1	1
436	исходя из	3	1
437	мыслится как	3	1
438	быть не	1	1
439	в это	1	1
440	с этой	5	1
441	воздействия на	2	1
442	только для	1	1
443	поэтому что	1	1
444	можно назвать	1	1
445	из ряда	1	1
446	в наше	1	1
447	при таком	1	1
448	на задний	1	1
449	он играет	1	1
450	это как	2	1
451	особого рода	2	1
452	у них	1	1
453	этого рода	2	1
454	как явление	1	1
455	которому предшествует	1	1
456	все они	2	1
457	последним звеном	1	1
458	же в	5	1
459	и вдруг	1	1
460	именно героя	1	1
461	материалом а	1	1
462	имеет право	1	1
463	в свою	1	1
464	из этого	1	1
465	в самом	3	1
466	нами как	1	1
467	и состоит	1	1
468	этой связи	1	1
469	к этому	1	1
470	после чего	1	1
