N	2gram	Berdyaev_M_2	Formalny
161	он считает	2	2
162	чтобы не	3	2
163	человека и	7	2
164	в такой	3	2
165	он может	1	2
166	это и	3	2
167	к другому	3	2
168	в котором	1	2
169	высшей степени	3	2
170	с таким	2	2
171	который был	2	2
172	в сущности	2	2
173	говорить о	1	2
174	не знают	1	2
175	же что	2	2
176	оценок и	1	2
177	с его	4	2
178	жизни с	1	2
179	россии и	2	2
180	за пределы	1	2
181	почему они	2	2
182	в своем	8	2
183	увидим что	2	2
184	от этого	2	2
185	то в	2	2
186	это можно	1	2
187	бы не	2	2
188	в этой	7	2
189	только один	1	2
190	говорят о	1	2
191	как он	3	2
192	что она	5	2
193	перестает быть	1	2
194	ведь не	1	2
195	в россии	3	2
196	на земле	8	2
197	одной и	2	2
198	что ни	1	2
199	на этом	2	2
200	человека в	14	2
201	на протяжении	1	2
202	на почве	3	2
203	из нее	1	2
204	в высшей	3	2
205	для чего	3	2
206	и тогда	3	2
207	не от	2	2
208	но эта	2	2
209	сам он	2	2
210	в отношении	5	2
211	до известной	1	2
212	как о	1	2
213	принадлежат к	3	2
214	правда в	2	2
215	и именно	1	2
216	не останется	1	2
217	отличается от	1	2
218	и это	5	2
219	как не	1	2
220	в пределе	2	2
221	был бы	1	2
222	для этого	4	2
223	ничего не	2	2
224	на все	3	2
225	в самой	1	2
226	ее и	2	2
227	и во	3	2
228	переходит в	8	2
229	что и	4	2
230	и только	1	2
231	нем и	1	2
232	человека как	1	2
233	и мир	2	2
234	но так	1	2
235	мы увидим	2	2
236	должен быть	4	2
237	очень характерно	1	2
238	к более	1	2
239	он становится	1	2
240	они будут	1	2
241	от того	3	2
242	или иной	2	2
243	к которому	3	2
244	мы еще	2	2
245	связано с	3	2
246	превращается в	2	2
247	была бы	1	2
248	материал и	1	2
249	с такой	1	2
250	смысле этого	1	2
251	распадается на	1	2
252	этого слова	1	2
253	а к	1	2
254	новых формах	1	2
255	но это	8	2
256	но для	2	2
257	она должна	1	2
258	сознания и	2	2
259	у них	4	2
260	конце концов	1	2
261	мы должны	1	2
262	к самому	2	2
263	но если	1	2
264	именно потому	1	2
265	к этому	1	2
266	который должен	2	1
267	я и	2	1
268	от этой	2	1
269	не иначе	1	1
270	нем нет	2	1
271	оно входит	1	1
272	сам по	2	1
273	и то	1	1
274	себе путь	2	1
275	стали бы	3	1
276	с какой-то	1	1
277	между двумя	1	1
278	от своей	2	1
279	иное место	1	1
280	не имеют	2	1
281	ведь и	1	1
282	все те	1	1
283	со своей	1	1
284	было глубоко	1	1
285	процесс а	1	1
286	есть не	5	1
287	ему принадлежат	2	1
288	процесс может	1	1
289	всех его	1	1
290	и полнотой	1	1
291	среды и	1	1
292	не была	1	1
293	а для	2	1
294	жизни это	4	1
295	человеческой судьбы	1	1
296	себе а	1	1
297	быть никакого	1	1
298	определенный предмет	1	1
299	не внешними	1	1
300	и связь	1	1
301	тем как	1	1
302	а следовательно	1	1
303	как у	2	1
304	другого человека	2	1
305	два явления	1	1
306	значение и	1	1
307	только тогда	1	1
308	должны были	1	1
309	постановка проблемы	1	1
310	себе и	2	1
311	друга и	1	1
312	значение для	1	1
313	определяется не	1	1
314	сама по	1	1
315	его на	4	1
316	с этим	1	1
317	своем творчестве	1	1
318	путь в	1	1
319	и нет	3	1
320	идеи достоевского	2	1
321	завершение ее	1	1
322	литература не	1	1
323	хотя и	2	1
324	сознания в	1	1
325	который будет	1	1
326	такой связи	1	1
327	та же	10	1
328	из жизни	1	1
329	в нашем	7	1
330	то я	1	1
331	и тот	2	1
332	на то	1	1
333	и если	2	1
334	если для	1	1
335	все другие	1	1
336	он не	10	1
337	как часто	1	1
338	замыкается в	2	1
339	к одному	1	1
340	этого вопроса	2	1
341	не к	2	1
342	душу и	3	1
343	остается лишь	1	1
344	в нее	1	1
345	но все	1	1
346	значительной степени	1	1
347	что является	1	1
348	не будет	3	1
349	же не	1	1
350	он знал	1	1
351	если нет	8	1
352	в мире	7	1
353	его не	2	1
354	еще вернемся	2	1
355	отца и	1	1
356	истории она	1	1
357	нет в	4	1
358	что совершенно	1	1
359	с этой	1	1
360	на друга	1	1
361	очень важное	2	1
362	чем в	2	1
363	в чистом	1	1
364	в развитии	1	1
365	должно быть	2	1
366	она в	1	1
367	и оправдание	1	1
368	и той	2	1
369	нас все	1	1
370	но он	11	1
371	мере в	1	1
372	огромное место	1	1
373	есть всегда	1	1
374	же такое	1	1
375	а от	2	1
376	этого движения	1	1
377	с ним	3	1
378	внешними причинами	1	1
379	ведь под	1	1
380	того как	3	1
381	она никогда	3	1
382	к этим	1	1
383	жизни из	1	1
384	тогда и	1	1
385	та или	1	1
386	для всего	1	1
387	в разных	2	1
388	учения о	1	1
389	х годов	1	1
390	же этот	1	1
391	в сознании	1	1
392	и делает	1	1
393	не потому	1	1
394	в момент	1	1
395	нигде нет	2	1
396	к единому	1	1
397	если он	2	1
398	его для	1	1
399	его нужно	1	1
400	от европейского	1	1
401	наконец в	1	1
402	конца в	1	1
403	той или	1	1
404	всегда есть	2	1
405	понять эту	1	1
406	и самое	2	1
407	можно и	1	1
408	но по	1	1
409	вывод что	1	1
410	людей в	2	1
411	всего этого	1	1
412	его художественного	1	1
413	и этим	2	1
414	на той	1	1
415	что такой	1	1
416	можно было	2	1
417	вещи и	1	1
418	не с	1	1
419	начала и	1	1
420	в социальном	1	1
421	нельзя найти	1	1
422	для него	18	1
423	так понимал	1	1
424	в которые	2	1
425	об этом	1	1
426	и здесь	6	1
427	и должно	3	1
428	не был	2	1
429	и возможно	2	1
430	состояние сознания	1	1
431	с особенной	1	1
432	и та	2	1
433	говорит об	1	1
434	как тему	1	1
435	и который	1	1
436	в значительной	1	1
437	не выходит	1	1
438	нас в	2	1
439	все в	1	1
440	путь к	1	1
441	быть ее	1	1
442	а потому	1	1
443	из моментов	1	1
444	в жизнь	1	1
445	не так	3	1
446	и обнаруживает	2	1
447	быть и	2	1
448	быть при	1	1
449	но с	2	1
450	мы видим	2	1
451	тот же	2	1
452	так всегда	1	1
453	сознание в	1	1
454	это очень	1	1
455	одних и	1	1
456	окружающей его	1	1
457	себя в	4	1
458	так что	2	1
459	друг на	1	1
460	есть в	3	1
461	это сам	1	1
462	и у	1	1
463	вопроса о	4	1
464	ни одного	2	1
465	и чисто	1	1
466	не из	1	1
467	смысла в	1	1
468	и других	2	1
469	он существует	1	1
470	себе в	2	1
471	от тех	1	1
472	и продолжает	1	1
473	дело и	1	1
474	и никогда	3	1
475	людей не	1	1
476	почему не	2	1
477	формах в	1	1
478	была только	1	1
479	с традицией	1	1
480	в границах	1	1
481	момент в	3	1
482	любви татьяны	1	1
483	с другим	3	1
484	до сих	3	1
485	что человек	2	1
486	а о	1	1
487	и быть	1	1
488	в природе	1	1
489	не было	11	1
490	жизнь в	6	1
491	о чем	1	1
492	мира в	1	1
493	его нельзя	2	1
494	представляется нам	1	1
495	нет ничего	3	1
496	в творчестве	3	1
497	его вовсе	1	1
498	образ этот	1	1
499	требует от	1	1
500	к своему	2	1
501	им с	1	1
502	а потом	1	1
503	происходит в	1	1
504	в словах	1	1
505	образ и	5	1
506	смысл в	1	1
507	той мере	1	1
508	сих пор	3	1
509	один из	5	1
510	за его	1	1
511	и часто	1	1
512	его с	2	1
513	мира и	1	1
514	тема всегда	1	1
515	в другое	1	1
516	то при	1	1
517	это так	1	1
518	у достоевского	34	1
519	интерес к	2	1
520	еще более	2	1
521	ни к	1	1
522	все они	1	1
523	в новых	2	1
524	вернемся в	1	1
525	на такой	1	1
526	есть уже	4	1
527	лежит в	1	1
528	а в	2	1
529	отношении к	3	1
530	е в	2	1
531	такой степени	2	1
532	не знает	9	1
533	там не	1	1
534	но этот	2	1
535	бы его	2	1
536	в каком-то	1	1
537	это в	1	1
538	возможно к	1	1
