N	2gram	Bakhtin_Pr_1	Literetu
265	и чужого	1	1
266	но даже	1	1
267	с большой	1	1
268	культурной традиции	2	1
269	не от	1	1
270	дороги и	1	1
271	он сам	3	1
272	видения жизни	1	1
273	бы то	3	1
274	в чем	1	1
275	критиков и	1	1
276	он легко	1	1
277	самом деле	5	1
278	то он	3	1
279	целом ряде	1	1
280	сознания не	3	1
281	остаются в	1	1
282	к творчеству	1	1
283	в новом	1	1
284	автора но	1	1
285	отличие от	2	1
286	за пределы	6	1
287	ни есть	1	1
288	которые не	1	1
289	это мир	1	1
290	в произведениях	2	1
291	как в	6	1
292	авторская позиция	1	1
293	этой точки	1	1
294	есть в	3	1
295	как нам	2	1
296	однако не	2	1
297	в полном	1	1
298	это тоже	1	1
299	и художественного	1	1
300	в действительности	1	1
301	а перед	1	1
302	личности поэтому	1	1
303	от этого	1	1
304	в этот	2	1
305	за собой	1	1
306	второго порядка	2	1
307	в самом	8	1
308	героя и	5	1
309	прошлое в	1	1
310	к художественному	1	1
311	себе как	1	1
312	лежит на	1	1
313	что это	1	1
314	ни один	2	1
315	все эти	8	1
316	есть их	1	1
317	не оставляет	1	1
318	за их	1	1
319	в известном	1	1
320	но он	2	1
321	в сырой	1	1
322	не следует	1	1
323	жизни вообще	1	1
324	порядка в	2	1
325	но именно	4	1
326	конце концов	4	1
327	слова а	2	1
328	показал как	1	1
329	всех этих	3	1
330	же это	1	1
331	не укоренен	1	1
332	и вот	2	1
333	никак не	2	1
334	к собственному	1	1
335	в творческом	1	1
336	что ни	1	1
337	и по	2	1
338	образа и	1	1
339	или иных	1	1
340	там ни	1	1
341	ни был	1	1
342	таким образом	11	1
343	здесь мы	2	1
344	укоренен в	1	1
345	то ни	3	1
346	в вечности	1	1
347	со всеми	1	1
348	только не	1	1
349	его не	1	1
350	от земли	1	1
351	с другими	7	1
352	воспринимается как	1	1
353	его личности	2	1
354	это не	10	1
355	он есть	3	1
356	о художественной	1	1
357	характер не	1	1
358	не служит	2	1
359	вся художественная	1	1
360	далеко не	1	1
361	в соединении	1	1
362	мира где	1	1
363	собственного слова	1	1
364	между собою	1	1
365	ведет к	1	1
366	и было	1	1
367	как действительность	2	1
368	общественных отношений	1	1
369	в этих	2	1
370	ему как	1	1
371	и поскольку	1	1
372	в своей	11	1
373	он должен	1	1
374	роман о	1	1
375	которого является	1	1
376	своего индивидуального	1	1
377	знает и	1	1
378	место в	1	1
379	себе а	1	1
380	в отличие	2	1
381	от себя	1	1
382	является в	1	1
383	не путем	1	1
384	но эта	4	1
385	не его	3	1
386	далека от	1	1
387	он этой	1	1
388	их в	2	1
389	свобода и	1	1
390	тому что	2	1
391	в отношении	2	1
392	но они	4	1
393	и притом	2	1
394	пределах самого	1	1
395	не могло	1	1
396	земли в	1	1
397	этот тип	1	1
398	того и	1	1
399	казалось бы	1	1
400	явление в	1	1
401	пути и	1	1
402	по своей	1	1
403	на себе	2	1
404	как художника	1	1
405	есть не	2	1
406	сознанием и	1	1
407	со своим	3	1
408	в сознании	2	1
409	раскрытия и	1	1
410	россии где	1	1
411	что позволяет	1	1
412	которых он	1	1
413	взаимодействия с	1	1
414	все то	4	1
415	не могут	6	1
416	сознания как	1	1
417	и вполне	2	1
418	сравнительно с	1	1
419	сознаний и	3	1
420	же самое	1	1
421	является одним	1	1
422	к тому	1	1
423	вновь и	1	1
424	на своей	1	1
425	в последующие	1	1
426	он ищет	3	1
427	и о	3	1
428	того чтобы	4	1
429	равноправных с	1	1
430	здесь не	1	1
431	этого пути	1	1
432	самим собою	2	1
433	последний час	1	1
434	как по	1	1
435	и всякой	1	1
436	и говорит	1	1
437	только то	3	1
438	идет не	3	1
439	в пределах	9	1
440	приводит к	3	1
441	что может	2	1
442	художественное творчество	1	1
443	можно было	3	1
444	творческий процесс	1	1
445	сознаний в	5	1
446	он писал	3	1
447	во второй	1	1
448	остается только	1	1
449	поэтому в	2	1
450	своего образа	1	1
451	и внешней	1	1
452	же автора	1	1
453	как раньше	1	1
454	находится в	1	1
455	в построении	5	1
456	и перед	2	1
457	с полным	1	1
458	искусства и	1	1
459	вот почему	1	1
460	на другого	1	1
461	не перед	1	1
462	притом в	1	1
463	и сделать	1	1
464	можно сказать	2	1
465	другого сознания	1	1
466	времени в	1	1
467	принципом видения	1	1
468	во втором	1	1
469	ним и	4	1
470	его герой	1	1
471	иного рода	1	1
472	бы в	3	1
473	лица в	1	1
474	нового типа	2	1
475	в литературе	3	1
476	толстой например	1	1
477	и страшной	1	1
478	бы там	1	1
479	сам его	1	1
480	путь которым	1	1
481	типа а	2	1
482	не можем	1	1
483	в единстве	7	1
484	за пределами	1	1
485	первого лица	2	1
486	творчества в	1	1
487	не все	1	1
488	пути по	1	1
489	от других	1	1
490	слова не	1	1
491	плана в	1	1
492	ответ на	1	1
493	мир в	2	1
494	него нет	1	1
495	себе в	1	1
496	личности и	1	1
497	в пространстве	3	1
498	не для	1	1
499	дело и	1	1
500	бытия и	1	1
501	да в	1	1
502	она имеет	1	1
503	в новый	1	1
504	во всей	2	1
505	к той	2	1
506	ее на	1	1
507	лишь для	1	1
508	рядом с	13	1
509	нет и	1	1
510	он нам	1	1
511	приходится признать	1	1
512	живой и	1	1
513	не поддается	1	1
514	как у	2	1
515	этом как	1	1
516	нашему мнению	3	1
517	именно в	6	1
518	человека а	1	1
519	к которому	1	1
520	как же	3	1
521	а с	1	1
522	героя о	3	1
523	и души	2	1
524	в романе	11	1
525	говорит о	1	1
526	к более	2	1
527	к человеку	2	1
528	сделать их	1	1
529	как явление	1	1
530	стремится к	1	1
531	более того	3	1
532	среди них	1	1
533	все время	1	1
534	он становится	1	1
535	что мы	1	1
536	не об	3	1
537	по нашему	5	1
538	развитии и	1	1
539	в творчестве	5	1
540	него в	2	1
541	одно слово	1	1
542	эти слова	1	1
543	автора с	1	1
544	так же	6	1
545	и потому	3	1
546	пространства и	1	1
547	высшего порядка	1	1
548	быть это	1	1
549	он говорит	2	1
550	наряду с	1	1
551	с миром	2	1
552	что же	1	1
553	остался в	1	1
554	в развитии	1	1
555	ни одно	1	1
556	в своем	8	1
557	его в	4	1
558	и от	1	1
559	в основном	2	1
560	автора и	5	1
561	время не	2	1
562	в смысле	2	1
563	о мире	1	1
564	мире а	2	1
565	слова так	1	1
566	всего в	1	1
567	тех или	1	1
568	предметом рефлексии	1	1
569	мысль его	1	1
570	войти в	1	1
571	единой и	1	1
572	на самом	4	1
573	это он	1	1
574	он по	1	1
575	мира и	7	1
576	об одном	1	1
577	совершенно иной	1	1
578	ее и	1	1
579	всего что	1	1
580	и все	3	1
581	к субъективному	1	1
582	личность не	1	1
583	в индивидуальном	1	1
584	над героем	1	1
585	отношении к	2	1
586	и сила	1	1
587	нами не	1	1
588	от первого	2	1
589	от лица	1	1
590	о своем	1	1
591	исторической поэтики	1	1
592	только как	1	1
593	от всех	1	1
594	то здесь	1	1
595	впервые в	1	1
596	к его	1	1
597	самого художественного	1	1
598	и привычной	1	1
599	именно к	1	1
600	из этого	1	1
601	сам в	1	1
602	есть и	1	1
603	который в	1	1
604	ее в	1	1
605	него как	1	1
606	то оно	1	1
607	он у	2	1
608	каждое слово	1	1
609	к этому	2	1
610	они не	3	1
611	гораздо более	1	1
