N	2gram	Berdyaev_V_1	Istorich
155	своего учителя	1	1
156	ко всем	1	1
157	это очень	1	1
158	не имеют	1	1
159	и властителем	1	1
160	и за	2	1
161	и могут	1	1
162	она к	1	1
163	их и	1	1
164	есть не	1	1
165	же ты	3	1
166	говорить о	4	1
167	но она	1	1
168	на себя	5	1
169	их не	1	1
170	же что	1	1
171	зависимости от	1	1
172	существами и	1	1
173	со словами	1	1
174	с его	3	1
175	но как	1	1
176	в истории	8	1
177	себя за	1	1
178	нас они	1	1
179	духа и	2	1
180	от этого	3	1
181	в земной	2	1
182	со своей	1	1
183	в целом	1	1
184	им в	1	1
185	в следующих	1	1
186	образ и	1	1
187	к миру	1	1
188	на земле	7	1
189	и которые	1	1
190	его хотя	1	1
191	мы слышим	2	1
192	не будет	2	1
193	за то	3	1
194	это одна	1	1
195	для них	2	1
196	в них	3	1
197	превращаются в	2	1
198	можно вывести	1	1
199	не всегда	1	1
200	не будут	1	1
201	но я	1	1
202	в своей	3	1
203	наших дней	1	1
204	к сонму	1	1
205	эта не	1	1
206	а есть	2	1
207	над ними	2	1
208	что было	2	1
209	есть еще	1	1
210	нам ты	1	1
211	земного и	4	1
212	благо и	1	1
213	освободиться от	1	1
214	и очень	1	1
215	как можно	1	1
216	так часто	1	1
217	в познании	1	1
218	что их	2	1
219	а ты	1	1
220	и два	1	1
221	природу его	1	1
222	и над	2	1
223	ушел от	1	1
224	во всем	1	1
225	в процессе	1	1
226	до того	2	1
227	что на	1	1
228	их от	3	1
229	у нас	1	1
230	только мы	1	1
231	не могут	2	1
232	я ничего	1	1
233	на путь	1	1
234	его с	1	1
235	они и	2	1
236	из всего	1	1
237	как мы	1	1
238	тогда как	1	1
239	к нам	2	1
240	вот ты	1	1
241	найти в	1	1
242	мира и	1	1
243	не помогают	1	1
244	является в	2	1
245	с ним	2	1
246	под этим	2	1
247	вот почему	2	1
248	пока они	1	1
249	людей как	1	1
250	ее и	2	1
251	это желание	1	1
252	и во	2	1
253	от него	2	1
254	все в	1	1
255	которого не	1	1
256	вслед за	2	1
257	слова для	1	1
258	сделать это	1	1
259	в двух	1	1
260	идет по	1	1
261	тот же	3	1
262	по этому	3	1
263	с которыми	1	1
264	из темноты	1	1
265	всем мире	1	1
266	уже не	2	1
267	ничего нельзя	1	1
268	на этих	2	1
269	за ним	3	1
270	не того	1	1
271	они бросают	1	1
272	в прошлом	2	1
273	вовсе не	1	1
274	но что	1	1
275	ее на	1	1
276	чему же	1	1
277	не были	1	1
278	формах в	1	1
279	есть то	1	1
280	ней и	1	1
281	мы это	2	1
282	и можно	1	1
283	миру и	1	1
284	в высшую	1	1
285	что не	4	1
286	к человеку	1	1
287	них и	1	1
288	на которых	1	1
289	ничем не	1	1
290	жизнь в	1	1
291	о чем	1	1
292	это дело	2	1
293	с братьями	1	1
294	в одно	1	1
295	так говорит	1	1
296	его по	1	1
297	и потому	7	1
298	человека к	1	1
299	их к	1	1
300	он говорит	1	1
301	к жизни	1	1
302	ведет к	1	1
303	с тобой	2	1
304	что ты	3	1
305	человек с	1	1
306	это значит	1	1
307	который он	1	1
308	этого слова	1	1
309	с этой	1	1
310	на пути	1	1
311	есть знак	1	1
312	с радостью	1	1
313	думают что	1	1
314	могут сказать	1	1
315	указать на	1	1
316	источник силы	1	1
317	в результате	1	1
318	это как	1	1
319	он за	1	1
320	бы сделать	1	1
321	пошел он	1	1
322	у них	1	1
323	хлеба и	1	1
324	стороны в	1	1
325	по пути	5	1
326	там он	1	1
327	можно признать	1	1
328	на части	1	1
329	человека не	1	1
330	его к	2	1
331	но часто	1	1
332	является и	1	1
333	в самом	1	1
334	людей но	1	1
335	и эта	1	1
336	к этому	1	1
337	одном образе	1	1
338	и вновь	1	1
