N	2gram	Tiupa_Narr_1	Hudozhes
149	как и	7	3
150	текста выступает	1	3
151	иначе говоря	6	3
152	одного и	1	3
153	несет в	1	3
154	с точки	2	3
155	композиционных форм	1	3
156	но он	1	3
157	тем не	3	3
158	их в	1	3
159	однако в	2	3
160	в культуре	2	3
161	текст и	1	3
162	не менее	3	3
163	всех без	1	3
164	в русской	1	3
165	в структуре	2	3
166	однако если	1	3
167	как раз	2	3
168	потому что	1	3
169	ценностного центра	2	3
170	имеет место	4	3
171	рамках которого	1	3
172	не будет	3	3
173	говорит и	2	3
174	в произведении	3	3
175	в пределах	2	3
176	читателя в	2	3
177	мог бы	3	3
178	к его	1	3
179	если бы	1	3
180	того или	2	3
181	в конечном	3	3
182	что он	6	3
183	к нему	5	3
184	во втором	4	3
185	данного текста	1	3
186	во всей	2	3
187	и того	1	3
188	человека с	1	3
189	не слияние	1	3
190	к содержанию	3	3
191	не случайно	2	3
192	в области	2	3
193	являет собой	2	3
194	далеко не	5	3
195	в рассказе	4	3
196	не на	2	3
197	человеческой жизни	1	3
198	и адресата	1	3
199	сближение но	1	3
200	человека к	1	3
201	текста в	2	3
202	сказания или	4	3
203	по своему	1	3
204	о чем	2	3
205	в данном	5	3
206	в той	6	3
207	текста как	2	3
208	и для	2	3
209	таким образом	1	3
210	в свою	3	3
211	кадров внутреннего	1	3
212	в таком	2	3
213	в роли	2	3
214	мире это	1	2
215	таком случае	2	2
216	это и	3	2
217	идет о	2	2
218	статус знания	2	2
219	между двумя	5	2
220	к другому	2	2
221	взаимодействия людей	1	2
222	текста характеризующийся	1	2
223	и больше	1	2
224	к собственной	1	2
225	в году	1	2
226	анекдот не	2	2
227	речевой деятельности	1	2
228	жанровой традиции	1	2
229	преодолеваемая даль	1	2
230	говоря и	1	2
231	такая возможность	1	2
232	совпадает с	1	2
233	но она	1	2
234	на свою	1	2
235	из перечисленных	1	2
236	проявляет себя	1	2
237	и на	3	2
238	в чем	1	2
239	возможность иного	2	2
240	вокруг я	2	2
241	могло быть	1	2
242	но как	2	2
243	не входит	1	2
244	свою жизнь	1	2
245	не все	5	2
246	человеческих отношений	1	2
247	данный момент	1	2
248	опыта к	1	2
249	форма авторства	2	2
250	человеческого бытия	1	2
251	в своем	2	2
252	кому говорят	1	2
253	или субъектом	2	2
254	каждый такой	1	2
255	креативного и	1	2
256	бытийной компетенцией	1	2
257	в себя	6	2
258	позволяет говорить	1	2
259	образом и	1	2
260	участок текста	2	2
261	все эти	2	2
262	бы не	2	2
263	всей своей	2	2
264	в этой	5	2
265	рассказ о	1	2
266	коммуникативной природе	1	2
267	высказывания не	1	2
268	но на	1	2
269	всей его	2	2
270	могут оказаться	1	2
271	не как	2	2
272	в силу	4	2
273	силу своей	1	2
274	уже говорилось	1	2
275	мире на	1	2
276	писал бахтин	1	2
277	и возможность	2	2
278	на этом	1	2
279	встречаются в	1	2
280	ни был	1	2
281	значительной степени	2	2
282	единое целое	1	2
283	об этом	1	2
284	рамках художественного	1	2
285	времени и	7	2
286	времени в	2	2
287	по мысли	3	2
288	по себе	5	2
289	коммуникативной стратегии	3	2
290	в них	1	2
291	или анекдота	3	2
292	несмотря на	2	2
293	жизни но	2	2
294	поведение в	1	2
295	с другими	1	2
296	вненаходимости бахтин	1	2
297	м.м бахтин	2	2
298	сводятся к	1	2
299	речевого замысла	2	2
300	известной степени	1	2
301	даль и	1	2
302	герое и	1	2
303	а.н веселовского	1	2
304	он оказывается	1	2
305	и более	1	2
306	я героя	2	2
307	до известной	1	2
308	лично для	1	2
309	вовсе не	1	2
310	даже в	2	2
311	хоровое слово	1	2
312	дело не	1	2
313	одна из	3	2
314	материала в	1	2
315	ситуации рассказывания	2	2
316	маска такого	2	2
317	двоякого рода	1	2
318	не могло	2	2
319	вытекает из	1	2
320	воображаемого мира	1	2
321	риторический предел	2	2
322	и соответственно	2	2
323	имеем дело	2	2
324	этих двух	1	2
325	не является	8	2
326	этического выбора	2	2
327	художественной литературы	3	2
328	числе и	4	2
329	оно не	2	2
330	жизни однако	1	2
331	для себя	1	2
332	нового эпизода	1	2
333	свою очередь	3	2
334	в анекдоте	2	2
335	здесь не	4	2
336	для читателя	1	2
337	в организации	2	2
338	к жизни	1	2
339	роль в	2	2
340	с языком	1	2
341	и сам	1	2
342	высказывания и	3	2
343	такого знания	1	2
344	или в	2	2
345	притча не	2	2
346	присутствующего в	2	2
347	индивидуального речевого	2	2
348	с человеком	2	2
349	о том	6	2
350	судьбы а	1	2
351	что каждый	1	2
352	основе своей	4	2
353	в значительной	2	2
354	коммуникативное событие	3	2
355	коммуникативную стратегию	2	2
356	и сближение	1	2
357	русской литературе	1	2
358	однако с	1	2
359	или напротив	4	2
360	другого в	1	2
361	ему позиции	1	2
362	именно в	6	2
363	а именно	3	2
364	в литературе	2	2
365	к сообщаемому	2	2
366	может оказаться	2	2
367	является своего	1	2
368	одного сознания	2	2
369	известного рода	1	2
370	уготованной ему	1	2
371	сказания это	2	2
372	жизнь личности	1	2
373	мире и	1	2
374	в сказании	2	2
375	тот или	1	2
376	с одной	7	2
377	есть в	2	2
378	и др	2	2
379	за пределами	1	2
380	с позиций	1	2
381	жанровая форма	1	2
382	слова не	1	2
383	или даже	2	2
384	одно из	2	2
385	никто не	1	2
386	слова в	1	2
387	и прежде	1	2
388	в пространстве	4	2
389	при всей	4	2
390	у него	4	2
391	автора как	1	2
392	чем и	1	2
393	в финале	1	2
394	в данный	1	2
395	между которыми	1	2
396	причастной вненаходимости	1	2
397	или иначе	3	2
398	субъекта жизни	1	2
399	или притчи	3	2
400	а с	3	2
401	себя и	2	2
402	такого дискурса	1	2
403	нового времени	2	2
404	равной степени	1	2
405	жизни то	1	2
406	речевой маски	2	2
407	героя тогда	1	2
408	одной стороны	7	2
409	биографического дискурса	2	2
410	мира в	5	2
411	может выступать	1	2
412	ни столь	2	2
413	самостоятельный эпизод	1	2
414	о себе	1	2
415	начиная с	1	2
416	так же	2	2
417	и потому	2	2
418	системы эпизодов	1	2
419	в дискурсе	1	2
420	как в	7	2
421	сути дела	2	2
422	из которых	4	2
423	к своему	1	2
424	так или	2	2
425	было и	1	2
426	с.с аверинцева	2	2
427	слово сказания	1	2
428	и по	1	2
429	жизни в	3	2
430	по бахтину	3	2
431	текста так	1	2
432	производящего текст	1	2
433	его речевой	1	2
434	о его	1	2
435	в аспекте	2	2
436	ни для	7	2
437	художественного высказывания	2	2
438	коммуникативным событием	2	2
439	с иными	1	2
440	и позволяет	1	2
441	во всех	1	2
442	для такого	1	2
443	искусства как	1	2
444	для автора	2	2
445	стороны адресата	2	2
446	речь идет	4	2
447	воображенного мира	1	2
448	мира и	2	2
449	коммуникативный статус	2	2
450	совершенно иной	2	2
451	видения мира	1	2
452	собственно говоря	1	2
453	тем более	2	2
454	референтная компетенция	3	2
455	с ним	1	2
456	в равной	1	2
457	поскольку не	1	2
458	одной из	4	2
459	позицию внутренне	2	2
460	от всех	2	2
461	в иной	2	2
462	культуры в	1	2
463	только о	2	2
464	м.м бахтина	1	2
465	оказывается уже	1	2
466	том числе	6	2
467	личности творится	1	1
468	сообщенному знанию	1	1
469	адресата притчи	1	1
470	воспринимающему сознанию	1	1
471	выступая здесь	1	1
472	неотделима от	1	1
473	также и	1	1
474	межличностной соотносительности	1	1
475	несовместимом с	1	1
476	знания аналогичному	1	1
477	же как	3	1
478	героев бытийная	1	1
479	смертью герой	1	1
480	и через	1	1
481	переходит к	1	1
482	не такое	1	1
483	давшее литературе	1	1
484	слушающих общим	1	1
485	соответственно риторика	1	1
486	преодолевая их	1	1
487	этом остается	1	1
488	притчей напротив	1	1
489	требующей для	1	1
490	образ становящегося	1	1
491	смыслополагания между	1	1
492	в самостоятельный	1	1
493	него убеждения	1	1
494	это игра	1	1
495	двух сыновей	1	1
496	раннего зачинателя	1	1
497	слова эта	1	1
498	ситуации притчи	1	1
499	жанровой схемы	1	1
500	традиции как	1	1
501	и есть	1	1
502	слушателей с	1	1
503	не признает	1	1
504	самих событий	1	1
505	то в	6	1
506	анекдотическому дискурсу	1	1
507	непредсказуемое стечение	1	1
508	здесь и	2	1
509	чего не	1	1
510	характерное для	1	1
511	лишь орудие	1	1
512	ситуации иным	1	1
513	отношения между	1	1
514	жеста и	1	1
515	и чрезвычайно	1	1
516	где демонстрируется	1	1
517	значения чьей-то	1	1
518	всегда имплицитно	1	1
519	из его	1	1
520	жизни героя	1	1
521	которого останется	1	1
522	др в	1	1
523	о происшествиях	1	1
524	едва ли	1	1
525	действительности и	1	1
526	в окказионально-авантюрном	1	1
527	маска биографа	1	1
528	целенаправленно устремленный	1	1
529	уже по	1	1
530	монологизированного слова	2	1
531	общественных отношений	1	1
532	самоотмежевание адресата	1	1
533	взаимопонимания носителей	1	1
534	есть не	1	1
535	надлежит уметь	1	1
536	в стилевых	1	1
537	необыкновенное в	1	1
538	внутренне карнавального	1	1
539	рода хоровое	1	1
540	жизнеописание несет	1	1
541	обычно является	1	1
542	ставят перед	1	1
543	персонажей здесь	1	1
544	их поступки	1	1
545	стилевых формах	1	1
546	нам всегда	1	1
547	раскрытие установленного	1	1
548	и примеряя	1	1
549	во-первых истолкования	1	1
550	к интонации	1	1
551	героического актанта	1	1
552	акта в	1	1
553	со смертью	2	1
554	восприятия сказания	1	1
555	завершенная и	1	1
556	личностного опыта	1	1
557	например слухи	1	1
558	ними здесь	1	1
559	в сущности	3	1
560	отсюда существенная	1	1
561	что иное	2	1
562	жизненной позиции	4	1
563	события эта	1	1
564	анекдота напротив	1	1
565	первое может	1	1
566	своему герою	1	1
567	присущая некоторым	1	1
568	невымышленные анекдотические	1	1
569	вырастающая из	1	1
570	и со	1	1
571	притчевое нормативное	1	1
572	никогда не	3	1
573	которое в	1	1
574	не знают	1	1
575	доверительной и	1	1
576	времени старого	1	1
577	события на	1	1
578	убеждения мнения	1	1
579	притчи явственно	1	1
580	фактический слушатель	1	1
581	быть осуществлено	1	1
582	не что	2	1
583	жизни повествователя	1	1
584	жанра представляют	1	1
585	сказание в	1	1
586	пребывания в	1	1
587	всегда эксплицированного	1	1
588	особого коммуникативного	1	1
589	его несовместимом	1	1
590	нарушителем некоторых	1	1
591	непредубежденное любопытство	1	1
592	системы явлений	1	1
593	не от	2	1
594	анекдота новелла	1	1
595	принципиально недопустимая	1	1
596	быть проделано	1	1
597	выбора риторический	1	1
598	и определяется	1	1
599	не героического	1	1
600	на них	1	1
601	между собой	2	1
602	внимание и	1	1
603	эта позиция	1	1
604	концепированный адресат	1	1
605	хх веке	1	1
606	тексте может	1	1
607	иное как	2	1
608	столь же	3	1
609	время в	2	1
610	претерпевшего к	1	1
611	бы то	3	1
612	в различных	1	1
613	события в	2	1
614	если первое	1	1
615	совершенно особое	1	1
616	во внешнем	2	1
617	> мы	1	1
618	непосредственного присутствия	1	1
619	быть художественно	1	1
620	архаичному состоянию	1	1
621	выбора или	1	1
622	уникальным жизненным	1	1
623	общенародной хвалы	1	1
624	глазами анекдота	1	1
625	сообщаемому характерно	1	1
626	маска анекдота	1	1
627	легко может	1	1
628	не таково	1	1
629	здесь также	1	1
630	определяется креативная	1	1
631	фон романного	1	1
632	более крупные	1	1
633	литературы анекдот	1	1
634	с совершенно	1	1
635	согласия за	1	1
636	самообнаружения все	1	1
637	существенным образом	2	1
638	риториках рассматриваемых	1	1
639	отношений анекдот	1	1
640	быть так	1	1
641	с легкой	1	1
642	друг от	1	1
643	противоположность характеру	1	1
644	авторитарная риторика	1	1
645	центрального героя	1	1
646	или иное	2	1
647	эпизоде в	1	1
648	есть нарушение	1	1
649	до которого	2	1
650	говорилось выше	1	1
651	что они	3	1
652	романного образа	1	1
653	уточнить что	1	1
654	именовал веком	1	1
655	общий знаменатель	1	1
656	иными соседствами	1	1
657	система обстоятельств	1	1
658	отнюдь не	5	1
659	предполагает как	1	1
660	премудрость притчевого	1	1
661	это мир	1	1
662	мере в	1	1
663	дискурсе речевой	1	1
664	речи именно	1	1
665	притчи не	1	1
666	данного коммуникативного	1	1
667	делает героя	1	1
668	необходимый фон	1	1
669	от друга	1	1
670	соответствующего жанра	2	1
671	отношений которое	1	1
672	романного дискурса	1	1
673	от содержания	1	1
674	и непристойность	1	1
675	припоминая и	1	1
676	притчу то	1	1
677	внутри себя	1	1
678	вследствие которого	1	1
679	фольклора являет	1	1
680	о жизни	1	1
681	о разных	1	1
682	в различные	1	1
683	названа маской	1	1
684	объединяющая субъекта	1	1
685	аналогичному адресату	1	1
686	осмеяния тогда	1	1
687	или вяземским	1	1
688	что касается	2	1
689	обращения к	1	1
690	анекдота обычно	1	1
691	перед нами	4	1
692	рассматриваемых типов	1	1
693	собственным смыслом	1	1
694	такое слово	1	1
695	запрета есть	1	1
696	текста где	1	1
697	проективной компетентностью	1	1
698	что по	2	1
699	ином отношении	1	1
700	житиям святых	1	1
701	текста да	1	1
702	слово анекдота	1	1
703	острота или	1	1
704	или преступается	1	1
705	просторную сферу	1	1
706	тому архаичному	1	1
707	ответную реакцию	1	1
708	в герое	1	1
709	смерти героя	1	1
710	обстоятельств столкновение	1	1
711	от этого	1	1
712	совершенно иными	1	1
713	доверия к	1	1
714	изобразителя жизни	1	1
715	знают становления	1	1
716	могли бы	1	1
717	или иную	2	1
718	того требует	1	1
719	некоторую коммуникативную	1	1
720	статичном актанте	1	1
721	только то	1	1
722	шире и	1	1
723	не выбирают	1	1
724	формы скрытой	1	1
725	этого знания	1	1
726	уже столь	1	1
727	притчи креативная	1	1
728	с собачкой	1	1
729	только вымышленные	1	1
730	авторства выше	1	1
731	заданность человеческих	1	1
732	и многосмысленном	1	1
733	или причастной	1	1
734	и способность	1	1
735	из жизни	1	1
736	что это	3	1
737	должен не	1	1
738	порой фактически	1	1
739	а во-вторых	1	1
740	посрамляющий умершее	1	1
741	обратное влияние	1	1
742	маской в.т	1	1
743	слушатель читатель	1	1
744	модификаций анекдотического	1	1
745	таковы например	1	1
746	риторика императивного	1	1
747	столь легкую	1	1
748	европейского романа	1	1
749	сомнению отсюда	1	1
750	невозможно рассказывать	1	1
751	новелла первоначально	1	1
752	монолог в	1	1
753	становление мира	1	1
754	ситуацию разрушает	1	1
755	из этих	3	1
756	из анекдота	2	1
757	нормативное самоотождествление	1	1
758	двоякий жизненный	1	1
759	серьезности бахтин	1	1
760	заинтересовывать судьбой	1	1
761	этим моментам	1	1
762	этом что	1	1
763	наличии у	1	1
764	тексте но	1	1
765	это разделение	1	1
766	определена как	1	1
767	тоже не	1	1
768	феномена культуры	1	1
769	без ее	1	1
770	но без	2	1
771	в известном	2	1
772	всего к	1	1
773	собственного ее	1	1
774	рассказывающего анекдот	1	1
775	воля рекоша	1	1
776	коммуникативной ситуации	2	1
777	данном контексте	1	1
778	герою жизнеописания	1	1
779	реализации некоторой	1	1
780	текста не	1	1
781	зависим от	1	1
782	и рецептивная	3	1
783	содержанию сказания	1	1
784	инициативно личностно	1	1
785	ситуации речевая	1	1
786	выше она	1	1
787	дискредитирующе глупое	1	1
788	не могла	1	1
789	в случае	7	1
790	героя к	3	1
791	анекдот должен	1	1
792	к реализации	1	1
793	от своея	1	1
794	жизнью и	2	1
795	на его	1	1
796	анекдот невозможно	1	1
797	в классическом	2	1
798	готовом стабильно	1	1
799	в мир	1	1
800	него концепты	1	1
801	анекдота но	1	1
802	самой ситуации	1	1
803	своего другого	1	1
804	разъединяет участников	1	1
805	хотят и	1	1
806	чего анекдот	1	1
807	мире по	1	1
808	вероятностном и	1	1
809	окказионального ситуативного	1	1
810	одному из	1	1
811	романе реалистической	1	1
812	или острота	1	1
813	ключ к	2	1
814	ощущаться завершенная	1	1
815	определенной жанровой	1	1
816	во-вторых извлечения	1	1
817	и свершают	1	1
818	комическая апофегма	1	1
819	в первую	1	1
820	оно существенным	1	1
821	опыт становления	1	1
822	поведения речевой	1	1
823	в понимании	1	1
824	нашего высказывания	1	1
825	индивидуальной жизненной	1	1
826	к одному	1	1
827	биография и	1	1
828	до которой	2	1
829	отношений между	1	1
830	границами между	1	1
831	нем звучит	1	1
832	риторика окказионального	1	1
833	мир как	1	1
834	как опыт	1	1
835	развития самоопределяющегося	1	1
836	ошибка оговорка	1	1
837	субъектом инициативного	1	1
838	у читателя	1	1
839	стратегией морализме	1	1
840	содержит в	1	1
841	быть субъектом	1	1
842	наконец наиболее	1	1
843	адресата высказывания	1	1
844	бытия это	1	1
845	на земле	1	1
846	свое время	1	1
847	и фиксируемой	1	1
848	репродуцирование сообщенный	1	1
849	смертью в	1	1
850	с максимальной	1	1
851	сплетни то	1	1
852	отношение слушателя	1	1
853	других типов	1	1
854	и предполагает	1	1
855	занимательное неожиданное	1	1
856	подобно тому	2	1
857	новеллистическому герою	1	1
858	адресат протороманного	1	1
859	сказании или	1	1
860	адресата при	1	1
861	образа и	1	1
862	графически как	1	1
863	парадигмы где	1	1
864	или иных	1	1
865	рекоша но	1	1
866	известного предназначения	1	1
867	чьей-то биографии	1	1
868	не бывает	1	1
869	именно это	2	1
870	которая предполагает	1	1
871	мнения или	1	1
872	частности форма	1	1
873	как единого	1	1
874	по его	1	1
875	поэтому форма	1	1
876	слушателей преодолевая	1	1
877	объект и	1	1
878	подход к	2	1
879	знания означала	1	1
880	то ни	3	1
881	что все	1	1
882	его характера	1	1
883	столь свободным	1	1
884	в совершенно	1	1
885	реализатором самобытного	1	1
886	говорящих и	1	1
887	и внутренняя	1	1
888	этой уготованной	1	1
889	самобытного смысла	1	1
890	человеком неким	1	1
891	приложение запечатленного	1	1
892	предметно-тематическое содержание	1	1
893	бы быть	3	1
894	а по	2	1
895	активизации воспринимающего	1	1
896	рода механизмом	1	1
897	ценностной дистанции	1	1
898	косвенной речи	1	1
899	для своей	2	1
900	не с	3	1
901	карнавальной непредвиденностью	1	1
902	все их	2	1
903	свободного согласия	1	1
904	а как	1	1
905	это было	1	1
906	первую очередь	1	1
907	активизирующего позицию	1	1
908	его личности	2	1
909	диалогической анекдот	1	1
910	впервые освоена	1	1
911	такой кадр	1	1
912	события суть	1	1
913	всякую фатальную	1	1
914	и иных	1	1
915	притче о	1	1
916	было бы	4	1
917	знания убеждения	1	1
918	и где	1	1
919	определяемое отсутствием	1	1
920	он ни	1	1
921	к иллюзии	1	1
922	стержнем целой	1	1
923	нормы ни	1	1
924	возможность принципиально	1	1
925	зрения и	2	1
926	и одна	1	1
927	в молчание	2	1
928	такого выбора	1	1
929	претендуют на	1	1
930	не верифицируемым	1	1
931	исторически восходит	1	1
932	как регулятивная	1	1
933	иногда графически	1	1
934	свободного игрового	1	1
935	делает его	1	1
936	бахтин жизни	1	1
937	оно стремится	1	1
938	никакого миропорядка	1	1
939	как объекты	1	1
940	неадекватным субъект	1	1
941	его личностности	1	1
942	особое отношение	1	1
943	степени зависим	1	1
944	и реализатором	1	1
945	оцененном мире	1	1
946	анекдотической стратегией	1	1
947	ответственность свободного	1	1
948	составляет необходимый	1	1
949	чудаковатое дурацкое	1	1
950	и недостоверностью	1	1
951	смысл закономерно	1	1
952	однако диалогизм	1	1
953	знает к	1	1
954	устремленного к	1	1
955	отклонений от	1	1
956	как формулирует	1	1
957	бытийные компетенции	1	1
958	реализация такого	1	1
959	соответствии с	1	1
960	принципе могут	1	1
961	мира где	1	1
962	как об	1	1
963	ролевого обезличенного	1	1
964	и оцененном	1	1
965	анекдота ценностное	1	1
966	зрения или	2	1
967	знанием верификация	1	1
968	игрового переиначивающего	1	1
969	солнце тысяча	1	1
970	предначертанность судьбы	1	1
971	где иллюстрировалась	1	1
972	сказания исторически	1	1
973	характеристика того	1	1
974	первые два	2	1
975	притче он	1	1
976	он и	1	1
977	существенная зависимость	1	1
978	кладет начало	1	1
979	исполнитель передаваемого	1	1
980	соответствующим жанром	1	1
981	или попросту	1	1
982	осуществляется или	1	1
983	необыкновенностью и	1	1
984	построения речевого	1	1
985	как сказано	1	1
986	как целого	1	1
987	в чистом	1	1
988	поведение остроумно	1	1
989	случайности полноценная	1	1
990	предстают перед	1	1
991	он от	1	1
992	пришел увидел	1	1
993	но само	1	1
994	обратимся к	3	1
995	коммуникативных стратегий	1	1
996	жанр городского	1	1
997	деятельности персонажа	1	1
998	вещами и	1	1
999	и конец	1	1
1000	хвалы или	1	1
1001	биографической личности	1	1
1002	ценностное самоотмежевание	1	1
1003	персонажем в	1	1
1004	общим знанием	1	1
1005	или сплетни	1	1
1006	на раскрытие	1	1
1007	собой исторически	1	1
1008	но факультативны	1	1
1009	рецептивной компетенцией	1	1
1010	жизненного поведения	1	1
1011	мифологического мышления	1	1
1012	жребий а	1	1
1013	адресата занимающего	1	1
1014	необходимо уточнить	1	1
1015	высказывания как	1	1
1016	связь со	1	1
1017	всеобщей межличностной	1	1
1018	адресата позицию	1	1
1019	сказания героическая	1	1
1020	это ощущение	1	1
1021	поводу этой	1	1
1022	свою речь	1	1
1023	ценностной однозначности	1	1
1024	компетенция рассказывающего	1	1
1025	знанием поэтому	1	1
1026	оговорка где	1	1
1027	составляет преломляющая	1	1
1028	анекдота ни	1	1
1029	за которым	1	1
1030	нем определенные	1	1
1031	предел сказания	1	1
1032	в котором	1	1
1033	искусство заинтересовывать	1	1
1034	к предмету	1	1
1035	полнотой референтная	1	1
1036	голоса зримого	1	1
1037	опыта их	1	1
1038	литературные жанры	3	1
1039	хранения и	1	1
1040	все и	1	1
1041	ночной жанр	1	1
1042	коммуникативную ситуацию	1	1
1043	предполагается ни	1	1
1044	оно живет	1	1
1045	себе а	1	1
1046	фиксируемой иногда	1	1
1047	нейтральное к	1	1
1048	мира вокруг	1	1
1049	анекдота это	1	1
1050	до последнего	1	1
1051	от его	1	1
1052	всякий раз	1	1
1053	без благоговейного	1	1
1054	недостоверное знание	1	1
1055	и другого	1	1
1056	хоровой сказание	1	1
1057	при несоответствии	1	1
1058	а некий	1	1
1059	внутреннюю обособленность	1	1
1060	главы и	1	1
1061	форме индивидуального	1	1
1062	плутарх при	1	1
1063	есть его	1	1
1064	притчи лично	1	1
1065	присутствия рассказчика	1	1
1066	приятия не	1	1
1067	герою своей	1	1
1068	риторики составляет	1	1
1069	ценностно дистанцированной	1	1
1070	не предполагается	1	1
1071	ситуацией высказывания	1	1
1072	по характеристике	4	1
1073	другом и	2	1
1074	но во	1	1
1075	более романного	1	1
1076	анекдот ни	1	1
1077	тексте не	1	1
1078	отсутствием ценностной	1	1
1079	постулирует адресата	1	1
1080	по крайней	1	1
1081	и персонажи	1	1
1082	сказания в	1	1
1083	разные формы	1	1
1084	подготовившем почву	1	1
1085	рекреативная компетентность	1	1
1086	ли я	1	1
1087	в прошлом	3	1
1088	анекдотического дискурса	2	1
1089	не могли	1	1
1090	в конце	1	1
1091	произведения в	1	1
1092	манифестирующего двоякий	1	1
1093	дискурс вовлекает	1	1
1094	маловероятное беспрецедентное	1	1
1095	как исполненной	1	1
1096	том же	1	1
1097	свободным как	1	1
1098	собой лишь	1	1
1099	данную коммуникативную	1	1
1100	некоторого автономного	1	1
1101	как несомненно	1	1
1102	наизнанку глупость	1	1
1103	занять этой	1	1
1104	текст речевая	1	1
1105	игра случая	1	1
1106	в историческом	1	1
1107	адресат биографического	1	1
1108	сообщаемое в	1	1
1109	анекдот как	1	1
1110	сознанию той	1	1
1111	приводят к	1	1
1112	инициатив бытийной	1	1
1113	рок и	1	1
1114	лишь одну	1	1
1115	стечение обстоятельств	1	1
1116	характеризующийся единством	1	1
1117	между людьми	1	1
1118	его полноте	1	1
1119	веком героев	1	1
1120	курьезное любопытное	1	1
1121	хулы плача	1	1
1122	это фатально	1	1
1123	чистом виде	1	1
1124	однозначности и	1	1
1125	тысяча и	1	1
1126	неустранимо обладает	1	1
1127	как центрированная	1	1
1128	однако внутренняя	1	1
1129	занимающего позицию	1	1
1130	не ценностно	1	1
1131	установка не	1	1
1132	дискурса авторитарная	1	1
1133	знание что	1	1
1134	как ценностного	1	1
1135	солирует риторический	1	1
1136	справедливо противопоставлял	1	1
1137	быть без	1	1
1138	здесь невозможно	1	1
1139	исторического бытия	1	1
1140	она могла	1	1
1141	его уникальным	1	1
1142	знаковые комплексы	1	1
1143	очевидная граница	1	1
1144	некоторого рода	2	1
1145	коммуникативному статусу	1	1
1146	и ситуации	1	1
1147	статичен в	1	1
1148	высказывания >	1	1
1149	субъекты смыслополагания	1	1
1150	не имеет	2	1
1151	принадлежат к	1	1
1152	между жизнью	1	1
1153	писал он	2	1
1154	высказывания своего	1	1
1155	сознания однако	1	1
1156	фактически точными	1	1
1157	частного существования	1	1
1158	вовлекает адресата	1	1
1159	к этим	1	1
1160	в эпизоде	3	1
1161	тамарченко историческое	1	1
1162	разворачивается в	1	1
1163	общенародной хвале	1	1
