N	2gram	Vinokur_St_2	Psycholo
314	говорит о	2	2
315	до конца	3	2
316	на возможность	1	2
317	эти слова	2	2
318	к его	1	2
319	хотя бы	3	2
320	к своему	2	2
321	в данном	2	2
322	что за	2	2
323	что же	1	2
324	по существу	2	2
325	том смысле	2	2
326	быть не	1	2
327	с этой	2	2
328	о мире	2	2
329	где предмет	1	2
330	только что	2	2
331	конечно нельзя	1	2
332	же в	1	2
333	так же	3	2
334	была бы	5	2
335	к этой	1	2
336	и другие	2	2
337	они не	2	2
338	можно назвать	1	2
339	во всяком	3	2
340	а между	1	1
341	и известный	1	1
342	как известно	2	1
343	же как	3	1
344	именно эта	1	1
345	зависимость от	1	1
346	с кем	1	1
347	и потому	2	1
348	это и	1	1
349	относятся к	3	1
350	в первом	1	1
351	и до	1	1
352	из его	2	1
353	между той	1	1
354	высшей степени	1	1
355	в зависимости	1	1
356	драмы в	1	1
357	их и	1	1
358	в несколько	1	1
359	рядом других	1	1
360	рассказ из	1	1
361	которую я	1	1
362	и тут	1	1
363	это что	1	1
364	бы что	1	1
365	большую роль	1	1
366	что самый	1	1
367	что многие	1	1
368	чем ты	1	1
369	не столько	7	1
370	на себя	3	1
371	на свою	1	1
372	событий и	1	1
373	указал что	1	1
374	и он	3	1
375	в сцене	7	1
376	характер которых	1	1
377	что оба	2	1
378	еще не	1	1
379	здесь нет	1	1
380	о трагедии	2	1
381	в чем	1	1
382	с его	2	1
383	в знаменитой	1	1
384	временной последовательности	1	1
385	в изображении	1	1
386	при жизни	1	1
387	но не	3	1
388	следующими стихами	2	1
389	от характера	1	1
390	в сторону	1	1
391	присутствует в	2	1
392	в комментариях	2	1
393	отношение к	1	1
394	отличие от	2	1
395	тут же	1	1
396	нет и	2	1
397	из важнейших	1	1
398	доказать что	2	1
399	которые не	3	1
400	этот прием	1	1
401	новой школы	1	1
402	как говорит	2	1
403	независимо от	1	1
404	как нам	1	1
405	кроме того	4	1
406	еще больше	1	1
407	хотя и	4	1
408	сказал бы	1	1
409	прежде и	1	1
410	не покажется	1	1
411	более или	2	1
412	действие и	1	1
413	о самом	1	1
414	действительностью в	1	1
415	для которого	1	1
416	очень много	1	1
417	где речь	1	1
418	в известном	3	1
419	всех литературных	1	1
420	и тот	1	1
421	зависимости от	1	1
422	только один	1	1
423	этого образа	2	1
424	и те	2	1
425	на его	2	1
426	его подражателей	1	1
427	не следует	1	1
428	в определенном	1	1
429	этому приему	1	1
430	и еще	1	1
431	в понимании	1	1
432	них нет	1	1
433	не как	1	1
434	том чтобы	1	1
435	это дело	1	1
436	теперь еще	1	1
437	своего времени	4	1
438	но все	7	1
439	русском языке	1	1
440	тут не	1	1
441	что почти	1	1
442	поэзии которая	1	1
443	не будет	1	1
444	а затем	2	1
445	факт что	6	1
446	а когда	1	1
447	значение в	1	1
448	которыми он	1	1
449	только не	2	1
450	и с	4	1
451	на этой	1	1
452	для своей	2	1
453	с другими	1	1
454	не имела	1	1
455	тем легко	1	1
456	всю свою	1	1
457	кажется что	3	1
458	и рядом	1	1
459	для них	1	1
460	но уже	1	1
461	в высшей	1	1
462	нас к	1	1
463	на основании	1	1
464	а за	1	1
465	не ради	1	1
466	он и	1	1
467	о чем	5	1
468	в тоне	1	1
469	еще раз	1	1
470	было не	1	1
471	или менее	2	1
472	первой части	2	1
473	что такое	2	1
474	нас не	2	1
475	это делает	1	1
476	бы никогда	1	1
477	которым прибегает	1	1
478	в их	3	1
479	то для	1	1
480	что вся	1	1
481	трагедия не	2	1
482	что до	1	1
483	была не	2	1
484	борьбу с	2	1
485	есть еще	2	1
486	и почти	1	1
487	и вообще	2	1
488	намека на	1	1
489	даже в	2	1
490	при этой	1	1
491	и вся	2	1
492	стороны нельзя	1	1
493	можно ли	1	1
494	в таких	1	1
495	для трагедии	1	1
496	мысли в	1	1
497	принадлежат к	1	1
498	дело в	4	1
499	на два	1	1
500	на него	1	1
501	не по	2	1
502	читаем что	1	1
503	возражает против	1	1
504	героев и	1	1
505	совершенно правильно	1	1
506	это еще	2	1
507	не могло	3	1
508	он с	1	1
509	совершенно напрасно	1	1
510	в построении	1	1
511	смысл его	1	1
512	этих двух	1	1
513	как она	1	1
514	он пытался	1	1
515	это слово	3	1
516	вот что	3	1
517	этом отношении	9	1
518	что на	3	1
519	одним из	6	1
520	в стиле	1	1
521	у меня	3	1
522	которого он	1	1
523	ни о	1	1
524	в трагедии	17	1
525	из элементов	1	1
526	весь в	1	1
527	нам что	1	1
528	и такие	1	1
529	нашего критика	1	1
530	совершенно новым	1	1
531	которого я	1	1
532	так а	1	1
533	что является	1	1
534	бы он	1	1
535	самом факте	1	1
536	что при	1	1
537	отказаться от	1	1
538	ничего общего	1	1
539	в каждой	1	1
540	предисловии к	2	1
541	значения и	1	1
542	в некоторых	2	1
543	действующие лица	3	1
544	что составляет	1	1
545	только при	1	1
546	всякую возможность	1	1
547	характер и	1	1
548	мысль о	1	1
549	стиля а	1	1
550	роль в	1	1
551	слова а	1	1
552	можно было	1	1
553	так и	9	1
554	не за	1	1
555	те же	1	1
556	не с	1	1
557	которая была	2	1
558	у другого	1	1
559	образа в	1	1
560	в результате	2	1
561	без сомнения	1	1
562	по сравнению	1	1
563	даны в	2	1
564	этом месте	2	1
565	у нее	1	1
566	говоря в	1	1
567	трагедии в	4	1
568	на вопрос	3	1
569	второй половине	1	1
570	можно сказать	1	1
571	в пользу	3	1
572	по их	2	1
573	от тона	1	1
574	ровно в	1	1
575	это было	2	1
576	которых в	1	1
577	подробное описание	1	1
578	этому поводу	2	1
579	раньше чем	4	1
580	или иначе	1	1
581	что человек	1	1
582	в форме	1	1
583	чтобы эта	1	1
584	только там	1	1
585	еще более	4	1
586	находим и	1	1
587	по содержанию	1	1
588	нашел в	1	1
589	но с	4	1
590	что описание	1	1
591	характеры и	1	1
592	этот вопрос	2	1
593	пришел к	1	1
594	этих описаний	1	1
595	будто бы	1	1
596	трагедии и	1	1
597	серьезностью и	1	1
598	сторону от	1	1
599	вернее сказать	1	1
600	или же	1	1
601	по этому	2	1
602	с которыми	1	1
603	что следовательно	1	1
604	эти обвинения	1	1
605	остаются совершенно	1	1
606	когда говорил	1	1
607	когда казалось	1	1
608	и насколько	1	1
609	только на	1	1
610	ни одного	3	1
611	себя и	1	1
612	в поэзии	1	1
613	и новым	1	1
614	в начале	3	1
615	от других	1	1
616	но совершенно	1	1
617	также говорят	1	1
618	совсем другое	1	1
619	и их	1	1
620	ведь это	1	1
621	в прозе	1	1
622	тому же	3	1
623	не о	1	1
624	которым они	1	1
625	так легко	1	1
626	на стороне	1	1
627	не было	3	1
628	именно как	1	1
629	а на	1	1
630	оставил в	1	1
631	мы привыкли	1	1
632	как у	3	1
633	именно в	4	1
634	той точки	1	1
635	по своим	1	1
636	догадаться что	1	1
637	и стоит	1	1
638	к которому	1	1
639	не потому	2	1
640	чем он	2	1
641	в предисловии	3	1
642	в отличие	2	1
643	ни на	1	1
644	что для	1	1
645	обратить внимание	5	1
646	который с	1	1
647	самой поэме	1	1
648	на которых	1	1
649	ничем не	1	1
650	и самый	2	1
651	жизнь в	1	1
652	долго и	1	1
653	в начало	1	1
654	на эту	1	1
655	что из	1	1
656	ее своим	1	1
657	если не	2	1
658	виде в	1	1
659	которой в	2	1
660	наконец что	1	1
661	в момент	1	1
662	именно поэтому	1	1
663	в частности	4	1
664	о себе	1	1
665	время с	1	1
666	уже то	1	1
667	тот факт	4	1
668	по одному	1	1
669	характера и	1	1
670	что теперь	1	1
671	у себя	1	1
672	резкий и	1	1
673	сравнению с	1	1
674	лежащий в	1	1
675	на тот	2	1
676	по плечу	1	1
677	утверждая что	1	1
678	своими глазами	1	1
679	из этой	2	1
680	для понимания	1	1
681	на свете	1	1
682	который он	1	1
683	нам еще	1	1
684	чтобы судить	1	1
685	нечто совершенно	1	1
686	все дано	1	1
687	внимания на	1	1
688	отличается от	1	1
689	между прочим	12	1
690	имел в	1	1
691	на высоту	1	1
692	ни для	1	1
693	я от	1	1
694	нисколько не	1	1
695	сцены в	2	1
696	не является	3	1
697	поэта как	1	1
698	которых он	1	1
699	ли в	1	1
700	уже на	1	1
701	этого рода	1	1
702	бы как	1	1
703	должна была	2	1
704	как не	1	1
705	в отдельных	1	1
706	к одной	1	1
707	от него	1	1
708	идет не	1	1
709	и смысл	1	1
710	случае и	1	1
711	из древнего	1	1
712	его жизнь	1	1
713	что конечно	1	1
714	этом можно	1	1
715	поэзии но	1	1
716	эту поэму	1	1
717	отношении к	3	1
718	пример которым	1	1
719	в романе	4	1
720	между ними	1	1
721	остался совершенно	1	1
722	комментариях к	1	1
723	в последнем	1	1
724	мере в	2	1
725	значение этой	1	1
726	что действие	1	1
727	лиц на	1	1
728	с о	1	1
729	описаний в	1	1
730	стиля и	1	1
731	жизни и	1	1
732	как результат	1	1
733	нет что	1	1
734	каждое слово	1	1
735	все что	1	1
736	для тебя	1	1
737	гораздо более	1	1
738	смысле что	1	1
