N	2gram	Bakhtin_KF_1	Komedia
258	сделало их	1	1
259	как-то не	1	1
260	с ним	5	1
261	бы не	3	1
262	этот факт	2	1
263	можно только	1	1
264	от того	3	1
265	не найдем	1	1
266	не знает	5	1
267	от него	3	1
268	в специальном	1	1
269	того чтобы	2	1
270	в третьем	1	1
271	а только	1	1
272	по себе	2	1
273	и разрешает	1	1
274	бы ни	1	1
275	во главе	2	1
276	об этом	1	1
277	все остальное	2	1
278	одном случае	1	1
279	как единственного	2	1
280	и он	1	1
281	с тем	2	1
282	что уже	1	1
283	что только	2	1
284	эти слова	1	1
285	на степень	2	1
286	его к	2	1
287	в эту	1	1
288	и под	2	1
289	другом случае	1	1
290	но все	5	1
291	вся его	1	1
292	поэтому он	1	1
293	ее как	2	1
294	первая часть	1	1
295	нуждается в	1	1
296	дело с	2	1
297	же не	1	1
298	и только	6	1
299	смысле этого	1	1
300	его как	5	1
301	места и	4	1
302	всем что	1	1
303	на чем	1	1
304	ее основных	1	1
305	превращается в	1	1
306	к действительности	1	1
307	и сама	1	1
308	следовательно и	1	1
309	из жизни	1	1
310	содержания и	2	1
311	совершенно не	6	1
312	того что	3	1
313	из него	3	1
314	конечно в	2	1
315	культуры в	1	1
316	мир в	11	1
317	особенно в	1	1
318	скорее наоборот	1	1
319	и очень	1	1
320	слово может	1	1
321	это только	2	1
322	на самом	3	1
323	слова и	1	1
324	и поскольку	1	1
325	но ни	2	1
326	еще более	2	1
327	значительной степени	1	1
328	жизнь и	2	1
329	как свой	1	1
330	ссылки на	1	1
331	во всем	7	1
332	в этих	1	1
333	выражено в	1	1
334	него самого	1	1
335	то есть	1	1
336	за свое	4	1
337	сюда и	2	1
338	или своей	1	1
339	различия между	1	1
340	и к	1	1
341	что мотивы	1	1
342	от времени	1	1
343	а как	2	1
344	он может	2	1
345	и каждый	1	1
346	и этим	3	1
347	конкретными чертами	1	1
348	с человеком	3	1
349	со всех	1	1
350	а их	1	1
351	следует что	1	1
352	культуры и	5	1
353	для этой	3	1
354	в душе	1	1
355	можно говорить	1	1
356	ответственного за	1	1
357	вышла из	1	1
358	к его	1	1
359	сказать и	1	1
360	за собой	1	1
361	предположение что	1	1
362	каждый раз	1	1
363	содержание которое	1	1
364	поскольку же	1	1
365	человек а	1	1
366	поэтому и	1	1
367	во всех	11	1
368	мысль в	1	1
369	мира и	4	1
370	с этим	1	1
371	людьми и	1	1
372	зависимости от	1	1
373	для того	3	1
374	не дает	3	1
375	только на	1	1
376	на том	1	1
377	лучше всего	1	1
378	бы только	1	1
379	и потому	2	1
380	и она	2	1
381	подойти к	1	1
382	сознания как	2	1
383	и эти	2	1
384	понятий и	1	1
385	всем том	1	1
386	и за	2	1
387	конца в	1	1
388	это было	2	1
389	новизна его	1	1
390	так по	1	1
391	что все	1	1
392	отношении к	2	1
393	ему в	2	1
394	и справедливости	1	1
395	а с	2	1
396	близости к	1	1
397	воплощается в	1	1
398	в последней	1	1
399	познания и	4	1
400	можно игнорировать	1	1
401	друг друга	1	1
402	и др	1	1
403	противоречие между	1	1
404	ни у	2	1
405	но прежде	1	1
406	в зависимости	1	1
407	этого слова	2	1
408	также у	1	1
409	не делает	1	1
410	содержанием в	1	1
411	всех отношениях	2	1
412	том же	1	1
413	что именно	1	1
414	или нет	1	1
415	когда он	1	1
416	тому что	2	1
417	в данном	2	1
418	к которой	2	1
419	чтобы не	2	1
420	которой он	2	1
421	совпадает с	1	1
422	миру и	1	1
423	в мире	6	1
424	с собой	1	1
425	не являются	1	1
426	также и	1	1
427	в данной	1	1
428	не противоречит	1	1
429	но нельзя	1	1
430	и когда	2	1
431	должен был	1	1
432	можно исправить	1	1
433	между отдельными	1	1
434	самого и	1	1
435	соответствии с	2	1
436	к совершенно	1	1
437	в это	2	1
438	и определенная	1	1
439	той же	1	1
440	говорить в	1	1
441	к человеку	1	1
442	нее в	2	1
443	даже для	1	1
444	границу между	1	1
445	из первоначального	1	1
446	как целое	1	1
447	для каждого	1	1
448	этого человека	1	1
449	где под	1	1
450	не остается	2	1
451	стороны в	3	1
452	участия в	1	1
453	если оно	1	1
454	в духе	1	1
455	эстетики и	1	1
456	она могла	2	1
457	не прибавляет	1	1
458	его для	1	1
459	себя в	8	1
460	в ней	3	1
461	до того	1	1
462	что она	1	1
463	тем же	1	1
464	при всех	1	1
465	к миру	1	1
466	и уже	1	1
467	и единственное	5	1
468	к себе	2	1
469	возможности для	1	1
470	о принципиальной	1	1
471	и это	12	1
472	это уже	2	1
473	в каждом	3	1
474	мира в	6	1
475	все границы	1	1
476	своей функции	1	1
477	быть в	4	1
478	норм не	1	1
479	отнюдь не	6	1
480	о нем	4	1
481	в соответствии	2	1
482	месте в	1	1
483	и эта	2	1
484	нравственных норм	1	1
485	которой я	2	1
486	ближе к	3	1
487	ко всему	5	1
488	себе в	1	1
489	чем не	4	1
490	как бы	9	1
491	жизни но	3	1
492	что эти	1	1
493	в своем	16	1
494	моего в	1	1
