N	2gram	Nazirov_Tv_2	NovoeSre
187	роль она	1	1
188	еще в	1	1
189	на место	1	1
190	истории я	1	1
191	с ним	3	1
192	говорить о	2	1
193	обречен на	1	1
194	на себя	1	1
195	эпохи в	1	1
196	как я	1	1
197	то это	1	1
198	не был	1	1
199	в виду	1	1
200	это я	1	1
201	с большим	3	1
202	в xix	2	1
203	творческий процесс	3	1
204	он стремился	1	1
205	что его	2	1
206	в чем	4	1
207	и началом	1	1
208	не могут	1	1
209	своего рода	3	1
210	в которую	2	1
211	то он	1	1
212	переходит в	1	1
213	в его	10	1
214	есть по	1	1
215	менее всего	1	1
216	но нет	1	1
217	нужно быть	1	1
218	отличие от	2	1
219	и только	2	1
220	и она	1	1
221	к которому	2	1
222	с раскрытием	1	1
223	и нет	1	1
224	известном смысле	1	1
225	в формах	1	1
226	новый мир	1	1
227	говорит что	1	1
228	человека в	3	1
229	что он	6	1
230	особое место	2	1
231	только в	2	1
232	в этот	2	1
233	в самом	3	1
234	характерная для	1	1
235	он действует	1	1
236	то время	1	1
237	из этих	1	1
238	падения и	1	1
239	тоже не	2	1
240	в известном	1	1
241	что ничего	1	1
242	истории человечества	1	1
243	и у	2	1
244	уже в	2	1
245	в большинстве	1	1
246	раньше чем	1	1
247	идей и	2	1
248	в статье	2	1
249	что вообще	1	1
250	из них	2	1
251	человека на	1	1
252	страшным и	1	1
253	мир в	1	1
254	это тем	1	1
255	и их	1	1
256	всяком случае	2	1
257	нуждается в	1	1
258	к одному	1	1
259	народ не	1	1
260	сами по	1	1
261	в конце	6	1
262	но ведь	2	1
263	друг друга	2	1
264	бытия и	1	1
265	не случайно	2	1
266	тем что	3	1
267	вот что	1	1
268	принято считать	1	1
269	жить в	1	1
270	играют большую	1	1
271	значение в	1	1
272	чего он	1	1
273	во власти	1	1
274	до начала	1	1
275	возможно что	1	1
276	в глубине	1	1
277	из всех	1	1
278	а по	1	1
279	говорим о	1	1
280	в будущее	1	1
281	с другими	2	1
282	было бы	1	1
283	это одна	1	1
284	сам себя	1	1
285	в отличие	2	1
286	что не	3	1
287	для них	1	1
288	связано с	1	1
289	превращается в	3	1
290	нет в	1	1
291	в этой	5	1
292	с большей	1	1
293	всю жизнь	1	1
294	жизнь в	1	1
295	не быть	1	1
296	как ни	1	1
297	отказаться от	2	1
298	от творческих	1	1
299	огромную роль	1	1
300	принципу который	1	1
301	перед собой	1	1
302	и еще	2	1
303	себя на	2	1
304	в эту	1	1
305	в этих	1	1
306	во время	1	1
307	уже давно	1	1
308	есть бог	1	1
309	жизнь не	1	1
310	но если	2	1
311	в недра	1	1
312	и особенно	1	1
313	и а	1	1
314	истории ее	1	1
315	в такой	2	1
316	на это	1	1
317	начиная со	1	1
318	к себе	1	1
319	в котором	3	1
320	только для	2	1
321	ничего нет	1	1
322	одну из	1	1
323	не столько	2	1
324	нет ни	1	1
325	и мир	1	1
326	власть над	1	1
327	у нас	2	1
328	переходит от	1	1
329	но сам	1	1
330	в силу	1	1
331	отпадения от	1	1
332	войне и	1	1
333	величие и	1	1
334	но он	1	1
335	о человеке	2	1
336	и более	1	1
337	их в	2	1
338	что этот	2	1
339	том смысле	1	1
340	по себе	1	1
341	нас к	1	1
342	будто бы	1	1
343	сих пор	3	1
344	так как	3	1
345	человечества и	1	1
346	истории с	1	1
347	она должна	1	1
348	карикатура на	1	1
349	это уже	2	1
350	и имеет	1	1
351	до сих	3	1
352	если взять	1	1
353	в силах	2	1
354	явились результатом	1	1
355	а к	1	1
356	всего что	1	1
357	а во	2	1
358	мысль еще	1	1
359	бы он	1	1
360	или нет	1	1
361	к ней	1	1
362	более всего	2	1
363	и его	9	1
364	человека так	1	1
365	давно уже	2	1
366	быть понята	1	1
367	процессы в	2	1
368	образ человека	2	1
369	в области	1	1
370	нет ничего	3	1
371	ему не	1	1
372	в свою	1	1
373	личности с	1	1
374	от всех	1	1
375	но можно	1	1
376	во все	1	1
377	и вполне	1	1
378	ли он	1	1
379	и повести	1	1
380	в которой	2	1
381	числе и	1	1
382	огромное значение	1	1
383	эти слова	1	1
384	для настоящего	1	1
385	во всяком	2	1
386	того времени	1	1
387	и культурный	1	1
388	я могу	1	1
389	идеями в	1	1
390	как на	1	1
391	том числе	1	1
