N	2gram	Bakhtin_sl_2	TeoriaLi
136	но она	2	2
137	в целом	1	2
138	между собой	1	2
139	в чем	3	2
140	чем это	1	2
141	но как	2	2
142	способность к	1	2
143	у него	3	2
144	за пределы	2	2
145	сама по	3	2
146	как к	3	2
147	и как	3	2
148	рассказ о	1	2
149	но на	1	2
150	с языком	2	2
151	однако при	1	2
152	или иных	1	2
153	без исключения	1	2
154	одно и	1	2
155	об этом	1	2
156	нашем случае	1	2
157	это не	5	2
158	и иных	4	2
159	и тем	1	2
160	вовсе не	10	2
161	одного и	1	2
162	высказывания как	1	2
163	с точки	3	2
164	высказывания и	1	2
165	произведений искусства	1	2
166	зрения и	2	2
167	по себе	5	2
168	даже в	2	2
169	автора и	2	2
170	и одной	1	2
171	и притом	1	2
172	дело не	1	2
173	только не	1	2
174	мышления и	5	2
175	слова как	2	2
176	и для	5	2
177	вокруг него	2	2
178	и о	1	2
179	здесь не	4	2
180	в себя	2	2
181	роль в	2	2
182	не с	3	2
183	к его	2	2
184	в виду	1	2
185	и здесь	2	2
186	в состав	3	2
187	о том	2	2
188	особого рода	1	2
189	это было	1	2
190	к нему	3	2
191	во всех	12	2
192	или иначе	1	2
193	соединении с	1	2
194	в литературе	1	2
195	композиционная форма	1	2
196	с одной	5	2
197	в большинстве	6	2
198	или иным	1	2
199	слова не	4	2
200	в конце	1	2
201	во всей	1	2
202	и даже	7	2
203	в области	2	2
204	а именно	2	2
205	себя и	4	2
206	одной стороны	5	2
207	а на	1	2
208	не на	1	2
209	на фоне	4	2
210	о себе	1	2
211	вместе с	2	2
212	и особенно	2	2
213	в той	4	2
214	могут быть	7	2
215	автором и	1	2
216	при условии	1	2
217	в мировой	2	2
218	совершенно иной	1	2
219	в художественной	1	2
220	жизни в	2	2
221	одной из	1	2
222	в романе	46	2
223	что он	2	2
224	можно говорить	2	1
225	те же	2	1
226	также и	2	1
227	в сфере	2	1
228	человека и	3	1
229	мы к	1	1
230	две реплики	2	1
231	границ и	1	1
232	идет о	1	1
233	слова эта	1	1
234	целом здесь	1	1
235	и есть	1	1
236	в иных	1	1
237	и до	1	1
238	можно лишь	1	1
239	иметь место	1	1
240	сливается с	4	1
241	одним из	2	1
242	со всех	1	1
243	той же	3	1
244	от художественного	1	1
245	единство и	3	1
246	и ограничивают	1	1
247	героя но	1	1
248	этим определяется	4	1
249	и такой	1	1
250	вырастающая из	1	1
251	и со	1	1
252	не знают	1	1
253	к общему	1	1
254	момент в	1	1
255	поэтического слова	4	1
256	освобождения от	1	1
257	и на	4	1
258	на них	2	1
259	это возможно	2	1
260	и возможности	1	1
261	и служит	1	1
262	в различных	2	1
263	роман и	2	1
264	тем как	1	1
265	совсем не	1	1
266	прозы в	4	1
267	ивана карамазова	1	1
268	на то	1	1
269	отнюдь не	1	1
270	в истории	11	1
271	независимо от	2	1
272	от содержания	1	1
273	интересом к	1	1
274	если на	1	1
275	не два	1	1
276	сознания в	1	1
277	могли бы	1	1
278	целый ряд	1	1
279	как уже	2	1
280	и внутреннюю	1	1
281	и свою	1	1
282	в герое	1	1
283	или иную	1	1
284	шире и	1	1
285	в условиях	1	1
286	и властно	1	1
287	момент его	1	1
288	европейского романа	7	1
289	он в	1	1
290	с их	3	1
291	литературу с	1	1
292	говорят о	1	1
293	ее как	1	1
294	если он	1	1
295	корнями в	2	1
296	на его	2	1
297	не выделено	1	1
298	что она	1	1
299	время и	1	1
300	он ни	1	1
301	но именно	1	1
302	по ту	1	1
303	материал из	2	1
304	введенное в	1	1
305	но прежде	2	1
306	его сознание	1	1
307	принадлежащих к	1	1
308	том числе	1	1
309	поэтому оно	1	1
310	основе его	2	1
311	подход к	1	1
312	и внутренняя	1	1
313	сознание не	1	1
314	глубокий и	1	1
315	косвенной речи	1	1
316	большинстве случаев	5	1
317	для своей	1	1
318	художественный образ	4	1
319	толстого в	1	1
320	но их	1	1
321	претендуют на	1	1
322	должен был	1	1
323	высказывание как	1	1
324	оно стремится	2	1
325	слишком сильно	1	1
326	в них	6	1
327	рядом с	3	1
328	не всегда	2	1
329	ее судьбы	1	1
330	рода и	1	1
331	речи могут	1	1
332	ведет к	1	1
333	остается в	5	1
334	и становится	1	1
335	менее чем	1	1
336	мифологического мышления	1	1
337	другим и	1	1
338	или точнее	1	1
339	обращается к	1	1
340	в такой	1	1
341	и без	1	1
342	себе а	1	1
343	от его	1	1
344	но эта	2	1
345	этих моментов	1	1
346	но во	1	1
347	и более	2	1
348	в прошлом	2	1
349	произведения в	1	1
350	и достоевского	1	1
351	форму в	1	1
352	и вся	1	1
353	до известной	1	1
354	в таких	1	1
355	с которой	1	1
356	дело в	2	1
357	одна из	4	1
358	на себе	1	1
359	которого он	2	1
360	облекается в	1	1
361	героев и	1	1
362	зрения не	1	1
363	синтаксической конструкции	1	1
364	только и	2	1
365	и речевой	1	1
366	с одним	2	1
367	языка происходит	1	1
368	в статике	1	1
369	его внешними	1	1
370	от него	5	1
371	этих случаях	2	1
372	связи с	3	1
373	возможно в	1	1
374	задолго до	1	1
375	не является	1	1
376	и оценки	1	1
377	в тени	1	1
378	разрыв между	3	1
379	не могут	5	1
380	и существенно	2	1
381	числе и	1	1
382	значительной степени	6	1
383	становящегося человека	1	1
384	всего что	1	1
385	эта внутренняя	1	1
386	человека внутренняя	1	1
387	но два	1	1
388	вырождается в	2	1
389	слова с	4	1
390	в каждом	1	1
391	оно не	8	1
392	она не	6	1
393	реальности жизни	1	1
394	говорит о	1	1
395	должен быть	2	1
396	как мы	7	1
397	того чтобы	2	1
398	существенное значение	1	1
399	людей в	1	1
400	говорит и	2	1
401	языка и	9	1
402	в собственном	3	1
403	чтобы быть	1	1
404	чужой речи	16	1
405	однако на	1	1
406	внешне не	1	1
407	значение в	2	1
408	с собой	1	1
409	здесь как	2	1
410	особенно в	2	1
411	в научном	1	1
412	в окружающей	1	1
413	случаях обычно	1	1
414	и определяется	1	1
415	на каждом	2	1
416	путем его	1	1
417	для этого	4	1
418	к языку	1	1
419	с ним	7	1
420	с человеком	1	1
421	фамильярный контакт	1	1
422	определенным образом	1	1
423	никак не	1	1
424	или их	1	1
425	может не	2	1
426	в сущности	6	1
427	в значительной	6	1
428	в евгении	1	1
429	от автора	1	1
430	в драме	1	1
431	стоит и	1	1
432	нуждается в	2	1
433	ним и	2	1
434	говорящий здесь	1	1
435	и только	1	1
436	утратит свою	1	1
437	наконец в	4	1
438	и писать	1	1
439	человека как	1	1
440	языка мы	1	1
441	индивидуальный характер	1	1
442	с чужим	11	1
443	всех сторон	2	1
444	на жизненное	1	1
445	в формах	1	1
446	один из	5	1
447	есть процесс	1	1
448	композиционно и	3	1
449	в двух	1	1
450	дело с	4	1
451	и роман	2	1
452	в какой	1	1
453	тем или	1	1
454	и приобретает	1	1
455	между этими	1	1
456	их не	1	1
457	на мир	2	1
458	ним всегда	1	1
459	со всеми	2	1
460	из которого	1	1
461	же и	2	1
462	для всех	4	1
463	определяющее значение	1	1
464	с нею	1	1
465	только на	1	1
466	всем его	2	1
467	пусть это	1	1
468	в поэзии	2	1
469	но самое	1	1
470	или даже	3	1
471	это требует	1	1
472	за ним	1	1
473	двуголосого слова	4	1
474	одно из	1	1
475	и их	5	1
476	представить себе	1	1
477	и мир	4	1
478	которого может	1	1
479	гуманитарных науках	1	1
480	в одном	2	1
481	в пространстве	1	1
482	с этими	1	1
483	так как	4	1
484	к явлениям	1	1
485	к ним	1	1
486	ту сторону	1	1
487	может служить	1	1
488	входят в	2	1
489	случае не	1	1
490	как такового	1	1
491	чтобы оно	1	1
492	в жизненном	1	1
493	для того	2	1
494	познаваемого объекта	1	1
495	точек зрения	3	1
496	и глубже	1	1
497	как у	1	1
498	в общественном	1	1
499	не обязательно	1	1
500	романного слова	2	1
501	завершенность и	1	1
502	с той	1	1
503	это необходимо	1	1
504	души и	1	1
505	внешних и	1	1
506	превращается в	1	1
507	и политического	1	1
508	не было	2	1
509	стремится к	3	1
510	более того	2	1
511	зависит от	1	1
512	с которым	2	1
513	становления мира	1	1
514	слова своего	2	1
515	из участников	1	1
516	здесь выступает	1	1
517	процесс их	1	1
518	могут служить	1	1
519	и слово	2	1
520	ближе к	1	1
521	его как	2	1
522	в одно	2	1
523	то она	1	1
524	в связи	2	1
525	и литературные	1	1
526	как ни	1	1
527	с помощью	4	1
528	почву для	1	1
529	может иметь	3	1
530	делает их	1	1
531	предмет речи	1	1
532	в одной	1	1
533	проза может	1	1
534	со словом	5	1
535	требует от	2	1
536	процесс формирования	1	1
537	к своему	9	1
538	определяет его	1	1
539	новый модус	3	1
540	целом ряде	1	1
541	передаваемого текста	1	1
542	этого типа	1	1
543	с некоторыми	1	1
544	одновременно и	3	1
545	да и	1	1
546	для понимания	1	1
547	евгении онегине	1	1
548	условность и	1	1
549	степени и	2	1
550	мира с	1	1
551	в контексте	3	1
552	этом случае	6	1
553	быть и	3	1
554	высказывания но	1	1
555	все это	16	1
556	этом и	1	1
557	ее содержание	1	1
558	себе еще	1	1
559	и ценностями	1	1
560	известной степени	2	1
561	говорящего и	2	1
562	и от	3	1
563	в результате	2	1
564	все они	2	1
565	себя самого	1	1
566	это может	1	1
567	к различным	2	1
568	из своего	1	1
569	истории литературы	3	1
570	с другими	4	1
571	своей внутренней	1	1
572	за его	1	1
573	же в	1	1
574	но всегда	1	1
575	в эпосе	4	1
576	вступает в	1	1
577	к самому	1	1
578	нами не	1	1
579	может и	2	1
580	оценки и	1	1
581	речь о	2	1
582	только о	2	1
583	что такое	1	1
584	если она	3	1
585	включает в	2	1
586	просто не	2	1
587	жизни и	6	1
588	и другие	2	1
589	в своих	1	1
590	в таком	4	1
591	все что	2	1
