N	2gram	Bakhtin_sl_1	Myslijsy
232	его к	1	2
233	в которой	4	2
234	в целом	2	2
235	есть как	3	2
236	языка к	1	2
237	лица и	1	2
238	на то	1	2
239	не могла	2	2
240	и если	1	2
241	все ее	1	2
242	по крайней	1	2
243	так сказать	5	2
244	он должен	1	2
245	как увидим	2	2
246	к одному	1	2
247	оно должно	1	2
248	и более	1	2
249	из него	2	2
250	с этой	3	2
251	значительной степени	1	2
252	могла бы	1	2
253	на все	2	2
254	для них	2	2
255	но уже	1	2
256	о которых	1	2
257	чем в	1	2
258	в один	1	2
259	и того	1	2
260	язык но	1	2
261	но если	1	2
262	в понятия	1	2
263	таким же	1	2
264	может казаться	2	2
265	в их	4	2
266	мы называем	1	2
267	слова в	8	2
268	же язык	1	2
269	но он	2	2
270	том и	2	2
271	том же	4	2
272	к языку	3	2
273	эти формы	1	2
274	дело в	1	2
275	на себе	1	2
276	мнения о	1	2
277	того чтобы	1	2
278	только не	1	2
279	следовательно и	3	2
280	как во	1	2
281	в разных	3	2
282	связанное с	1	2
283	ее с	1	2
284	должны иметь	1	2
285	все то	1	2
286	его с	1	2
287	бы они	1	2
288	и самое	2	2
289	как мы	8	2
290	с ее	4	2
291	они ни	1	2
292	могут не	2	2
293	и может	3	2
294	с языком	2	2
295	и которые	1	2
296	языке в	1	2
297	на которую	1	2
298	для этого	1	2
299	в виду	1	2
300	них не	1	2
301	этого языка	1	2
302	о том	3	2
303	одного из	2	2
304	казаться что	1	2
305	что самое	1	2
306	и только	1	2
307	крайней мере	1	2
308	еще более	5	2
309	и следовательно	7	2
310	в другую	1	2
311	от влияния	1	2
312	есть в	1	2
313	уже не	2	2
314	же в	1	2
315	в начале	1	2
316	слова не	1	2
317	нуждается в	1	2
318	к ним	1	2
319	речь и	3	2
320	в других	3	2
321	не были	3	2
322	влияние на	1	2
323	точке зрения	2	2
324	только по	1	2
325	у нас	2	2
326	на этот	1	2
327	каждое поколение	1	2
328	связь с	2	2
329	нет ничего	1	2
330	его на	1	2
331	своего языка	3	2
332	даже с	1	2
333	и о	2	2
334	же то	1	2
335	стороны и	1	2
336	между прочим	1	2
337	нисколько не	2	2
338	но с	1	2
339	взаимного понимания	2	2
340	слова но	1	2
341	или в	8	2
342	тем более	1	2
343	хотя бы	3	2
344	все они	7	2
345	ни было	2	2
346	из этого	3	2
347	жизни и	1	2
348	но эти	3	2
349	языке а	2	2
350	все что	1	2
351	литературный язык	8	1
352	от этой	2	1
353	не должны	2	1
354	например в	2	1
355	же как	2	1
356	в зародыше	1	1
357	и грубые	1	1
358	должен быть	1	1
359	непосредственного выражения	1	1
360	которого в	1	1
361	языку и	5	1
362	выражения в	1	1
363	он может	2	1
364	силы и	1	1
365	бы для	1	1
366	языков но	1	1
367	своего выражения	1	1
368	чего не	1	1
369	от самого	1	1
370	в чисто	2	1
371	явления и	1	1
372	в мыслях	1	1
373	из его	1	1
374	и такое	1	1
375	с таким	1	1
376	в зависимости	3	1
377	и связанное	1	1
378	его не	1	1
379	и образования	1	1
380	мы имеем	1	1
381	или наоборот	1	1
382	предмета в	1	1
383	двух и	1	1
384	именно к	1	1
385	в основных	1	1
386	не столько	1	1
387	они были	2	1
388	зависимости от	3	1
389	форм в	1	1
390	и на	14	1
391	на их	1	1
392	влияния на	3	1
393	наоборот как	1	1
394	в различных	1	1
395	бы мы	1	1
396	с его	4	1
397	языкознание с	1	1
398	язык от	1	1
399	на самом	2	1
400	сущности и	1	1
401	пользоваться языком	1	1
402	к слову	1	1
403	своей конкретной	1	1
404	в помощи	1	1
405	нескольких примеров	1	1
406	друга и	1	1
407	между словом	2	1
408	что они	2	1
409	построенной на	1	1
410	связи и	1	1
411	становится одним	1	1
412	одном из	1	1
413	и языки	1	1
414	и нет	1	1
415	задачами которые	1	1
416	перед нами	4	1
417	в теснейшем	1	1
418	сошелся с	1	1
419	все языки	2	1
420	более или	3	1
421	вносит в	2	1
422	от этого	2	1
423	нами явлениях	1	1
424	пределы его	1	1
425	еще на	1	1
426	та же	1	1
427	форм для	2	1
428	мы представили	1	1
429	таковы например	1	1
430	он в	5	1
431	все эти	9	1
432	определяет все	1	1
433	так в	2	1
434	в известном	2	1
435	приводит к	1	1
436	нами в	2	1
437	между которыми	1	1
438	его но	3	1
439	вследствие этого	1	1
440	жизнью и	1	1
441	на его	8	1
442	как оно	3	1
443	задний план	1	1
444	связанные с	3	1
445	от которого	1	1
446	единство в	1	1
447	перестает быть	2	1
448	всем своем	1	1
449	поэтому его	1	1
450	не как	4	1
451	без всяких	2	1
452	нашего времени	1	1
453	не исчерпывают	1	1
454	на этом	2	1
455	без исключения	1	1
456	что она	1	1
457	в нее	1	1
458	одно и	2	1
459	своих произведений	1	1
460	же не	1	1
461	сознание и	1	1
462	язык это	3	1
463	литературного языка	20	1
464	зрения на	7	1
465	лишь в	4	1
466	его в	3	1
467	входит в	4	1
468	того или	2	1
469	которою оно	1	1
470	может стать	1	1
471	которым он	1	1
472	только одно	1	1
473	представителей этой	2	1
474	в предмете	8	1
475	форм а	1	1
476	этого слова	1	1
477	как общее	1	1
478	рядом с	4	1
479	далеко не	5	1
480	только свою	1	1
481	и уже	1	1
482	не язык	2	1
483	жизни но	2	1
484	как сказано	3	1
485	значит не	1	1
486	приближаются к	1	1
487	или менее	3	1
488	и другие	1	1
489	привело к	1	1
490	из общего	1	1
491	от своего	1	1
492	в отношении	6	1
493	в котором	2	1
494	он принимает	1	1
495	языка от	1	1
496	в которых	1	1
497	не всеми	1	1
498	имеют общего	1	1
499	есть его	1	1
500	языки не	3	1
501	не его	2	1
502	и эти	2	1
503	есть еще	1	1
504	слова к	1	1
505	языков и	9	1
506	где нет	2	1
507	вместе со	2	1
508	даже в	2	1
509	и говорящий	1	1
510	то с	1	1
511	и самостоятельность	1	1
512	какие бы	1	1
513	слово должно	1	1
514	оба эти	1	1
515	ничего нового	2	1
516	а на	2	1
517	на логическую	1	1
518	которого он	1	1
519	в единство	2	1
520	в самых	2	1
521	и проч	2	1
522	но только	1	1
523	совсем иное	1	1
524	для всего	1	1
525	может только	1	1
526	возможно и	1	1
527	ничего не	4	1
528	невозможно так	1	1
529	языка это	2	1
530	по своей	1	1
531	создается в	1	1
532	понимание только	1	1
533	этом отношении	1	1
534	предмете в	1	1
535	был бы	2	1
536	и сразу	1	1
537	в духе	2	1
538	языке и	2	1
539	лежит в	4	1
540	как только	3	1
541	и другим	2	1
542	высшее единство	1	1
543	не предполагает	2	1
544	он видит	1	1
545	и можем	1	1
546	самостоятельно и	1	1
547	всегда в	2	1
548	поколений и	2	1
549	образ предмета	1	1
550	а язык	1	1
551	здесь не	2	1
552	себя до	1	1
553	жизни языка	1	1
554	в ее	2	1
555	с каким	1	1
556	которые как	1	1
557	выделить и	1	1
558	языка так	3	1
559	то время	2	1
560	роль в	2	1
561	дано в	1	1
562	различие между	1	1
563	на том	2	1
564	и совершенно	1	1
565	переход к	1	1
566	можно было	2	1
567	в нескольких	1	1
568	те же	2	1
569	не с	2	1
570	оно как	2	1
571	произведения не	2	1
572	он по	1	1
573	в результате	3	1
574	всей вероятности	3	1
575	не исчерпывается	2	1
576	является в	1	1
577	остановимся на	2	1
578	смысле и	1	1
579	связанная с	1	1
580	образом в	3	1
581	именно эти	1	1
582	в построении	2	1
583	и историческое	1	1
584	движения и	1	1
585	о нем	4	1
586	в другом	2	1
587	в язык	1	1
588	подводимых под	1	1
589	притом в	1	1
590	иное значение	1	1
591	в которое	1	1
592	языка язык	2	1
593	понимания как	1	1
594	все его	4	1
595	там в	1	1
596	одном языке	1	1
597	в вопросах	1	1
598	на данном	1	1
599	нас в	2	1
600	языка или	2	1
601	к нему	5	1
602	с другими	5	1
603	переходит в	3	1
604	или напротив	2	1
605	богатство и	1	1
606	которые он	1	1
607	наконец в	2	1
608	исторического развития	2	1
609	языка мы	1	1
610	проходит в	1	1
611	один из	4	1
612	части его	1	1
613	отражения в	1	1
614	вне себя	3	1
615	кроме самого	1	1
616	с ними	3	1
617	понимания не	1	1
618	дело с	1	1
619	явления в	1	1
620	и две	1	1
621	в какой	1	1
622	поэтому и	3	1
623	всяком случае	5	1
624	между этими	2	1
625	и ее	3	1
626	на мир	4	1
627	от них	1	1
628	принадлежит именно	1	1
629	с которыми	2	1
630	какой степени	1	1
631	себя в	9	1
632	понимать и	1	1
633	языком а	2	1
634	в виде	2	1
635	языка который	1	1
636	но языки	1	1
637	она строится	1	1
638	мышления и	1	1
639	из них	3	1
640	относятся к	1	1
641	него нет	1	1
642	существа то	1	1
643	ни в	1	1
644	произведения и	2	1
645	с этими	2	1
646	из одной	1	1
647	как его	5	1
648	но что	1	1
649	она построена	1	1
650	у него	3	1
651	случае не	1	1
652	другом в	1	1
653	слово возможно	1	1
654	из своих	2	1
655	с общим	1	1
656	именно как	2	1
657	в свой	1	1
658	которому мы	1	1
659	до сих	2	1
660	понимания в	2	1
661	без понимания	1	1
662	из пределов	1	1
663	же языка	1	1
664	именно в	3	1
665	человек может	1	1
666	по всей	3	1
667	себя и	1	1
668	слово но	1	1
669	предмет и	1	1
670	его из	1	1
671	ничем не	1	1
672	более того	3	1
673	не на	5	1
674	которое по	1	1
675	и подчиняются	1	1
676	все состояние	1	1
677	и непосредственно	5	1
678	его как	2	1
679	на смерть	1	1
680	их только	1	1
681	а следовательно	1	1
682	к высшему	1	1
683	и слово	2	1
684	особенностей и	1	1
685	слова от	1	1
686	языке с	1	1
687	в одной	1	1
688	как одно	1	1
689	возможность в	1	1
690	как та	1	1
691	п и	1	1
692	в данном	3	1
693	такого рода	2	1
694	все логические	1	1
695	себя то	1	1
696	и там	3	1
697	по которому	1	1
698	да и	1	1
699	языками но	1	1
700	как две	1	1
701	единства в	1	1
702	и формы	4	1
703	аналогии с	1	1
704	сих пор	2	1
705	над языком	1	1
706	все это	5	1
707	ибо он	2	1
708	слова так	2	1
709	при всем	3	1
710	вне его	2	1
711	на одной	1	1
712	не получает	1	1
713	бы невозможно	1	1
714	когда говорящий	1	1
715	говорящего и	2	1
716	тем и	2	1
717	потому не	1	1
718	на задний	1	1
719	сколько бы	1	1
720	имеет дело	2	1
721	души в	1	1
722	в эту	2	1
723	находит свое	1	1
724	пришлось бы	1	1
725	и предметом	2	1
726	языки были	1	1
727	языком может	1	1
728	языка тем	1	1
729	слово в	10	1
730	между ними	2	1
731	отношением к	1	1
732	совершенно не	2	1
733	равно как	1	1
734	него то	1	1
735	исчерпывают и	1	1
736	предмете и	1	1
737	в последнем	1	1
738	первом случае	2	1
739	на это	1	1
740	речи как	1	1
741	внутри одного	1	1
742	это было	1	1
743	эти условия	1	1
744	бы из	1	1
745	его языка	2	1
746	к этому	2	1
747	этой точки	1	1
748	они не	1	1
