N	2gram	Tiupa_Narr_1	Mirosoze
200	в той	2	2
201	как бы	6	2
202	образ и	1	2
203	человеке в	1	2
204	быть не	3	2
205	в начале	3	2
206	в более	1	2
207	и для	2	2
208	не существует	3	2
209	она может	2	2
210	отношении к	1	2
211	жизни в	2	2
212	в свою	2	2
213	сказать что	2	2
214	к этой	1	2
215	к этому	1	2
216	все что	2	2
217	обращено к	2	1
218	и т	1	1
219	и то	3	1
220	на самом	1	1
221	переход от	2	1
222	между двумя	5	1
223	и до	1	1
224	внутреннюю жизнь	2	1
225	этим вихрем	1	1
226	имея в	1	1
227	в зависимости	2	1
228	из всех	1	1
229	мы имеем	3	1
230	мы не	3	1
231	он идет	2	1
232	обращенный к	1	1
233	и через	2	1
234	что иное	1	1
235	принадлежит к	1	1
236	не вполне	2	1
237	жизни как	2	1
238	бы ни	1	1
239	ему в	2	1
240	и красота	1	1
241	зависимости от	2	1
242	начало и	3	1
243	и состоит	4	1
244	себе а	1	1
245	еще не	4	1
246	за это	1	1
247	иное как	1	1
248	в последних	1	1
249	во всех	1	1
250	тем как	1	1
251	природы и	1	1
252	увидеть своего	1	1
253	самом деле	3	1
254	и всякий	1	1
255	тех же	1	1
256	если в	2	1
257	человеческих отношений	1	1
258	отличие от	2	1
259	которые не	1	1
260	же мало	1	1
261	мира в	4	1
262	стало быть	3	1
263	вот я	2	1
264	его на	1	1
265	сознания в	2	1
266	отношение между	1	1
267	в противоположность	1	1
268	в смысл	2	1
269	со своей	1	1
270	мировой жизни	1	1
271	роль в	2	1
272	во многих	1	1
273	но ведь	1	1
274	не понять	1	1
275	верит в	1	1
276	ключ к	2	1
277	действительности о	1	1
278	к одному	1	1
279	в силу	1	1
280	бытия это	1	1
281	которое может	1	1
282	его от	1	1
283	значительной степени	1	1
284	для христианской	1	1
285	значение в	1	1
286	том случае	1	1
287	он ничего	1	1
288	была в	1	1
289	и чтобы	1	1
290	состояния и	1	1
291	них не	1	1
292	в душе	1	1
293	это было	2	1
294	не умеет	1	1
295	сознание может	1	1
296	всю свою	1	1
297	в иные	1	1
298	выходя из	1	1
299	период его	1	1
300	жизни то	1	1
301	мировой литературы	1	1
302	и вся	1	1
303	которой он	1	1
304	одна и	1	1
305	основывается на	1	1
306	без этой	1	1
307	нисколько не	1	1
308	дома с	1	1
309	с еще	1	1
310	его нельзя	1	1
311	во время	1	1
312	этой связи	1	1
313	но у	1	1
314	она в	2	1
315	что вся	1	1
316	это верно	1	1
317	в отличие	2	1
318	нельзя понять	1	1
319	что я	1	1
320	должны были	1	1
321	сам же	1	1
322	нельзя было	1	1
323	мир и	1	1
324	точку зрения	1	1
325	основной для	1	1
326	повергает в	1	1
327	но во	1	1
328	обращение к	1	1
329	на небо	1	1
330	и наоборот	1	1
331	бы но	1	1
332	как будет	1	1
333	не менее	3	1
334	не раз	1	1
335	вплоть до	4	1
336	в обоих	2	1
337	в русской	3	1
338	это еще	1	1
339	не могло	2	1
340	казалось бы	2	1
341	такова что	2	1
342	а во	4	1
343	такой строй	1	1
344	во всем	1	1
345	и после	2	1
346	сознанием и	1	1
347	и мысли	1	1
348	человека так	1	1
349	только с	1	1
350	не до	1	1
351	в области	2	1
352	только от	2	1
353	событие в	5	1
354	к себе	4	1
355	протяжении всего	1	1
356	оно не	2	1
357	от которой	1	1
358	и открывает	1	1
359	и о	3	1
360	в пределах	2	1
361	так в	4	1
362	слова а	1	1
363	и сам	1	1
364	в образе	1	1
365	к исследованию	1	1
366	так и	5	1
367	и каждый	1	1
368	она была	2	1
369	является в	1	1
370	поэтому в	1	1
371	из одного	1	1
372	и даже	2	1
373	об этом	6	1
374	жизни не	1	1
375	и та	1	1
376	своей истории	2	1
377	в глаза	1	1
378	одного из	6	1
379	в значительной	1	1
380	нас в	2	1
381	в греческой	1	1
382	они вели	1	1
383	творчества в	1	1
384	и только	2	1
385	боли в	1	1
386	также в	1	1
387	все время	1	1
388	и наконец	1	1
389	мы уже	1	1
390	не несет	1	1
391	быть и	2	1
392	порядка и	1	1
393	сразу же	1	1
394	в новой	1	1
395	многообразие человеческого	1	1
396	одной из	1	1
397	новая история	1	1
398	ли он	1	1
399	духовного кризиса	1	1
400	между тем	3	1
401	между этими	1	1
402	и ее	3	1
403	в россию	1	1
404	отрешенный от	1	1
405	то и	1	1
406	ответ на	1	1
407	участие в	1	1
408	его и	2	1
409	него нет	1	1
410	всяком случае	2	1
411	мир так	1	1
412	что она	1	1
413	на одном	1	1
414	в первый	1	1
415	в одном	4	1
416	произведения и	1	1
417	у нее	4	1
418	останется для	1	1
419	к ним	2	1
420	за границу	1	1
421	и показывает	1	1
422	людей не	1	1
423	бы из	1	1
424	от ее	1	1
425	как у	2	1
426	о влиянии	1	1
427	по своим	2	1
428	а именно	1	1
429	с той	1	1
430	чем он	2	1
431	действующих лиц	5	1
432	же о	1	1
433	все было	1	1
434	что не	2	1
435	с большей	1	1
436	говорит о	1	1
437	окружающего мира	1	1
438	а на	2	1
439	не на	1	1
440	хотелось бы	1	1
441	точек зрения	2	1
442	было для	1	1
443	разных местах	1	1
444	ближе к	1	1
445	вызывает в	1	1
446	если не	2	1
447	в частности	14	1
448	из мира	1	1
449	к его	2	1
450	отразилось в	1	1
451	над ним	1	1
452	к жизни	2	1
453	она есть	1	1
454	наряду с	1	1
455	и мировой	1	1
456	есть на	1	1
457	и смысла	1	1
458	когда она	1	1
459	это его	1	1
460	да и	2	1
461	ее пределы	1	1
462	бросается в	1	1
463	о жизни	1	1
464	приблизиться к	1	1
465	что мы	2	1
466	под собой	1	1
467	своей жизни	1	1
468	но это	1	1
469	о его	2	1
470	он видел	1	1
471	не имея	1	1
472	это он	1	1
473	сознания и	1	1
474	он чувствовал	1	1
475	она уже	1	1
476	то не	1	1
477	целый ряд	1	1
478	еще более	1	1
479	тем более	1	1
480	нормы а	1	1
481	я в	2	1
482	можно признать	1	1
483	к ее	2	1
484	в период	1	1
485	это все	1	1
486	впервые в	1	1
487	самой своей	1	1
488	он интересен	1	1
489	остается на	1	1
490	этом все	1	1
491	жизни а	3	1
492	та же	2	1
493	в искусстве	1	1
494	случае если	1	1
495	так же	1	1
496	во всяком	2	1
497	они не	1	1
498	которая не	1	1
