N	2gram	Tiupa_Teor_1	Problema
156	художественном произведении	1	3
157	отношения к	2	3
158	же как	1	3
159	то в	2	3
160	здесь и	1	3
161	и больше	2	3
162	говорить о	3	3
163	и ее	3	3
164	из того	1	3
165	но не	9	3
166	в художественном	3	3
167	языкового знака	2	3
168	и как	2	3
169	в самом	4	3
170	что это	1	3
171	в этой	3	3
172	говорят о	1	3
173	на то	1	3
174	свою собственную	1	3
175	содержит в	1	3
176	одно и	1	3
177	значение в	1	3
178	об этом	2	3
179	его в	2	3
180	с другими	5	3
181	только о	1	3
182	и тоже	1	3
183	но эта	1	3
184	бы быть	1	3
185	в таких	1	3
186	знаком и	1	3
187	на себе	1	3
188	та или	1	3
189	однако если	2	3
190	или иная	1	3
191	на которую	1	3
192	как будто	2	3
193	именно потому	1	3
194	и такие	1	3
195	она не	1	3
196	то или	1	3
197	с самим	1	3
198	с собой	1	3
199	если бы	3	3
200	в порядке	3	3
201	том или	1	3
202	во всей	1	3
203	быть и	2	3
204	в качестве	24	3
205	есть в	2	3
206	для него	2	3
207	случае не	2	3
208	отличие от	6	3
209	говорим о	1	3
210	жизни а	1	3
211	являются только	1	3
212	что для	1	3
213	прежде всего	2	3
214	не сама	1	3
215	жизнь в	1	3
216	если не	1	3
217	художественности и	2	3
218	в той	2	3
219	отдельно от	1	3
220	слова и	1	3
221	в любом	1	3
222	в условиях	1	3
223	это уже	1	3
224	тем более	1	3
225	ни к	3	3
226	ни было	1	3
227	или иного	3	3
228	из этого	1	3
229	точно так	1	3
230	и другие	2	3
231	к тому	2	3
232	того же	3	2
233	говорилось выше	1	2
234	и до	1	2
235	мы имеем	7	2
236	этого термина	1	2
237	во всех	1	2
238	совсем не	1	2
239	с которыми	1	2
240	друг от	1	2
241	или иное	1	2
242	в известном	1	2
243	первый взгляд	1	2
244	это тоже	2	2
245	тем же	1	2
246	с нею	1	2
247	еще на	1	2
248	в которой	2	2
249	он в	1	2
250	с их	2	2
251	всей его	1	2
252	в наших	1	2
253	с чем	1	2
254	время и	1	2
255	но именно	1	2
256	на одну	1	2
257	же типа	1	2
258	что все	1	2
259	в другом	3	2
260	чего бы	1	2
261	в слове	3	2
262	жизни но	2	2
263	данного стихотворения	1	2
264	в этих	3	2
265	с точки	3	2
266	в их	2	2
267	еще нет	1	2
268	не столько	1	2
269	в отличие	6	2
270	от себя	3	2
271	от его	1	2
272	является в	1	2
273	образом и	1	2
274	его внешней	2	2
275	и более	1	2
276	произведения в	1	2
277	однако в	7	2
278	если нет	1	2
279	в отношении	3	2
280	таких случаях	2	2
281	с которой	1	2
282	дело не	2	2
283	на котором	1	2
284	и сама	1	2
285	в основе	3	2
286	например не	1	2
287	в самой	2	2
288	слова как	3	2
289	и по	2	2
290	ничто не	1	2
291	однако это	1	2
292	является ни	1	2
293	могут быть	4	2
294	в стихотворении	4	2
295	для себя	1	2
296	с ее	3	2
297	от друга	1	2
298	определенным образом	2	2
299	даже самое	1	2
300	только то	1	2
301	разного рода	1	2
302	жизнь и	1	2
303	о ней	2	2
304	искусства и	1	2
305	и многих	1	2
306	пушкинского пророка	1	2
307	это было	2	2
308	на отдельные	1	2
309	по типу	1	2
310	но с	1	2
311	знак но	1	2
312	даже если	1	2
313	который в	2	2
314	образа в	1	2
315	аллегории и	1	2
316	с одной	2	2
317	себя в	6	2
318	является не	1	2
319	из них	1	2
320	никто не	2	2
321	знака к	5	2
322	в известной	1	2
323	или ином	1	2
324	о каком	1	2
325	значение знака	2	2
326	нам не	1	2
327	на ее	1	2
328	не обязательно	1	2
329	именно в	3	2
330	а с	3	2
331	только к	1	2
332	человеческой жизни	1	2
333	о чем	1	2
334	в частности	16	2
335	вместе с	2	2
336	и особенно	2	2
337	происходит в	1	2
338	как это	8	2
339	по своему	2	2
340	по существу	1	2
341	сравнении с	1	2
342	многих других	1	2
343	в контексте	3	2
344	к понятию	1	2
345	о его	1	2
346	и для	2	2
347	иной мере	1	2
348	котором он	1	2
349	в результате	1	2
350	бы в	1	2
351	все они	1	2
352	в сравнении	1	2
353	и состоит	1	2
354	по поводу	1	2
355	значения этого	1	1
356	не явно	1	1
357	одним из	2	1
358	но чтобы	2	1
359	жизни поэтому	1	1
360	значении этого	3	1
361	идет о	1	1
362	об искусстве	1	1
363	в первом	2	1
364	действительности и	1	1
365	которая при	1	1
366	той же	1	1
367	например в	1	1
368	принадлежит только	2	1
369	на первом	1	1
370	вопрос о	1	1
371	именно к	1	1
372	знак указывает	1	1
373	именно те	1	1
374	не вполне	2	1
375	греческое слово	2	1
376	как впрочем	1	1
377	подчеркнуть что	1	1
378	стихотворение в	1	1
379	который может	1	1
380	и на	1	1
381	между собой	3	1
382	это возможно	1	1
383	как смысл	1	1
384	образом которого	1	1
385	является таким	1	1
386	своего рода	7	1
387	чем это	2	1
388	стихотворения в	1	1
389	жить и	2	1
390	в сторону	1	1
391	не все	3	1
392	а и	4	1
393	пришлось бы	1	1
394	в произведениях	2	1
395	они ни	1	1
396	если она	1	1
397	независимо от	1	1
398	данного типа	1	1
399	чего нет	1	1
400	в одноименной	2	1
401	по пути	3	1
402	ином отношении	1	1
403	гоголя не	1	1
404	имеет в	2	1
405	более или	2	1
406	каждый такой	2	1
407	именно эта	1	1
408	или иную	1	1
409	сливается с	1	1
410	говорит не	1	1
411	из жизни	1	1
412	в литературном	1	1
413	произведения искусства	2	1
414	так или	4	1
415	он состоит	1	1
416	из этих	3	1
417	одном случае	1	1
418	говорить об	1	1
419	собой в	1	1
420	литературной речи	1	1
421	рассказ о	2	1
422	отношение между	1	1
423	во многих	1	1
424	все человеческие	1	1
425	но на	1	1
426	еще одна	1	1
427	у а	1	1
428	на его	1	1
429	знака есть	1	1
430	поведение в	1	1
431	можно даже	1	1
432	но дело	1	1
433	что она	2	1
434	и заключается	1	1
435	не должно	1	1
436	бы они	1	1
437	здесь мы	1	1
438	однако все	2	1
439	произведение искусства	5	1
440	различие между	1	1
441	лишь в	6	1
442	входит в	1	1
443	двух моментов	1	1
444	вещами как	1	1
445	и дает	1	1
446	делает его	2	1
447	на сцене	1	1
448	случае совершенно	1	1
449	в жизни	2	1
450	ценность и	1	1
451	в них	2	1
452	на второй	1	1
453	далеко не	2	1
454	как об	1	1
455	в своих	1	1
456	и своя	1	1
457	духовной жизни	1	1
458	от понятия	1	1
459	автора и	1	1
460	и того	3	1
461	перед собой	1	1
462	или менее	2	1
463	в войне	2	1
464	от своего	2	1
465	с вещами	1	1
466	в такой	1	1
467	мы конечно	1	1
468	это делает	1	1
469	в узком	3	1
470	на свою	1	1
471	говорил о	1	1
472	оно стало	1	1
473	слова в	2	1
474	дается в	1	1
475	войне и	2	1
476	для данного	1	1
477	но он	3	1
478	слова ни	1	1
479	зрения и	2	1
480	даже в	3	1
481	это особенно	1	1
482	случае мы	1	1
483	и вся	1	1
484	в одно	2	1
485	а а	5	1
486	из нас	1	1
487	другом но	1	1
488	или жизнь	1	1
489	иметь в	1	1
490	к такому	1	1
491	того чтобы	1	1
492	только не	2	1
493	того и	1	1
494	не всякий	1	1
495	казалось бы	2	1
496	подобно тому	1	1
497	это утро	1	1
498	не говорит	1	1
499	виду не	3	1
500	не могут	2	1
501	образом что	1	1
502	взятое в	1	1
503	героев и	1	1
504	для такого	1	1
505	всего что	1	1
506	она же	1	1
507	оно не	1	1
508	вещей в	1	1
509	поскольку всякая	1	1
510	знака при	1	1
511	из всего	1	1
512	именно эту	1	1
513	значения и	2	1
514	быть может	1	1
515	узком значении	2	1
516	самим собою	2	1
517	анна каренина	3	1
518	в собственном	1	1
519	по сути	2	1
520	реальной действительности	1	1
521	как знак	1	1
522	в пределах	5	1
523	на нее	1	1
524	особенно в	1	1
525	начала и	1	1
526	мог бы	3	1
527	что от	1	1
528	но у	1	1
529	строго говоря	1	1
530	что художественный	1	1
531	означает что	1	1
532	является весьма	1	1
533	каждой из	1	1
534	и поэтому	1	1
535	все прочие	3	1
536	в глаза	2	1
537	к одному	1	1
538	я на	3	1
539	особого рода	2	1
540	мы понимаем	1	1
541	в евгении	1	1
542	также еще	1	1
543	во втором	3	1
544	нуждается в	1	1
545	в соотношении	1	1
546	искусство имеет	1	1
547	именно знаком	1	1
548	в литературе	2	1
549	и личной	1	1
550	дело с	1	1
551	но этим	1	1
552	именно о	1	1
553	и мире	2	1
554	живые существа	1	1
555	целого и	1	1
556	и весьма	1	1
557	о художественном	1	1
558	самые разнообразные	1	1
559	впрочем и	1	1
560	бы ни	1	1
561	языка этот	1	1
562	без этого	1	1
563	от одной	1	1
564	от автора	1	1
565	для всех	1	1
566	человеческого духа	1	1
567	свидетельствует о	1	1
568	в душе	8	1
569	ту или	1	1
570	к каким	1	1
571	этом в	1	1
572	суждением а	1	1
573	в обыденной	1	1
574	в одном	2	1
575	является именно	1	1
576	у него	1	1
577	ее на	1	1
578	смысла и	1	1
579	себе отчет	1	1
580	для того	1	1
581	момент в	1	1
582	или иначе	5	1
583	перестают быть	1	1
584	значений и	1	1
585	и глубокий	1	1
586	себя и	1	1
587	что не	1	1
588	не на	2	1
589	когда у	1	1
590	не означает	1	1
591	с которым	1	1
592	однако и	1	1
593	содержания к	1	1
594	была бы	3	1
595	и исторической	1	1
596	время для	1	1
597	искусства при	1	1
598	нет в	1	1
599	которое в	1	1
600	со словом	1	1
601	сути дела	1	1
602	требует от	1	1
603	к своему	1	1
604	и пусть	1	1
605	этих случаях	1	1
606	другу и	1	1
607	одной стороны	2	1
608	для обозначения	1	1
609	как таковыми	1	1
610	с некоторыми	1	1
611	типа как	1	1
612	родовым понятием	1	1
613	для возникновения	3	1
614	в первой	5	1
615	евгении онегине	1	1
616	главного героя	1	1
617	есть модель	1	1
618	иной действительности	1	1
619	действительность в	1	1
620	точно и	1	1
621	вместо него	1	1
622	остается в	1	1
623	чтобы этот	1	1
624	в более	1	1
625	искусства это	2	1
626	одного и	3	1
627	делает ее	1	1
628	жизни когда	1	1
629	не существует	1	1
630	не прямо	1	1
631	имеет дело	1	1
632	именно такого	1	1
633	о котором	1	1
634	не представляет	1	1
635	обращается к	2	1
636	не с	3	1
637	себя самого	1	1
638	здесь именно	1	1
639	в литературной	1	1
640	истории литературы	1	1
641	стороны в	1	1
642	от всего	1	1
643	зрения в	1	1
644	вещи в	1	1
645	себе никакого	1	1
646	не сами	1	1
647	мере в	1	1
648	одновременно и	1	1
649	первом случае	1	1
650	собою он	1	1
651	произведения есть	1	1
652	ее в	2	1
653	в стихе	2	1
654	можно назвать	1	1
655	они не	1	1
