N	2gram	Nazirov_Vr_1	Dialekti
236	а отношение	1	1
237	и всего	1	1
238	отношение к	2	1
239	тут же	1	1
240	и я	1	1
241	как говорит	1	1
242	по которому	1	1
243	как к	1	1
244	целый ряд	4	1
245	тут нет	1	1
246	за это	1	1
247	только два	1	1
248	достоевского в	7	1
249	роль в	1	1
250	чувств и	2	1
251	но ведь	1	1
252	лет тому	1	1
253	к смерти	1	1
254	как он	1	1
255	он не	3	1
256	о которой	2	1
257	всех этих	1	1
258	сердце и	1	1
259	и начинается	1	1
260	я с	1	1
261	никому не	1	1
262	которым не	1	1
263	людей и	1	1
264	одно и	1	1
265	же не	2	1
266	конечно в	1	1
267	его в	3	1
268	как тот	1	1
269	этот человек	2	1
270	к своим	1	1
271	всю жизнь	1	1
272	быть иначе	1	1
273	отражение и	1	1
274	меня но	2	1
275	теперь это	1	1
276	такой же	1	1
277	и какая	1	1
278	одного и	1	1
279	но я	1	1
280	говорилось в	1	1
281	же возникает	1	1
282	можно найти	1	1
283	место в	2	1
284	сам же	1	1
285	но он	3	1
286	их в	2	1
287	том же	2	1
288	не должна	1	1
289	вплоть до	1	1
290	в обоих	1	1
291	это дает	1	1
292	в процессе	1	1
293	следовательно и	1	1
294	одна из	2	1
295	это то	1	1
296	какая правда	1	1
297	и лишь	1	1
298	того в	1	1
299	такая же	1	1
300	связи с	3	1
301	всего то	1	1
302	прямо в	1	1
303	ему не	1	1
304	не знали	1	1
305	такие же	1	1
306	а в	2	1
307	к себе	2	1
308	в духе	1	1
309	человека в	3	1
310	ли не	1	1
311	сама жизнь	1	1
312	этого и	1	1
313	и относительной	1	1
314	из их	1	1
315	его почти	1	1
316	перейдя в	1	1
317	имеет никаких	1	1
318	только при	1	1
319	имя не	1	1
320	верит в	1	1
321	было в	1	1
322	через него	1	1
323	быть может	1	1
324	о котором	1	1
325	важно и	1	1
326	говорить не	1	1
327	входя в	1	1
328	его жизни	1	1
329	к нему	1	1
330	доходит до	1	1
331	не могло	1	1
332	от них	1	1
333	и конечное	1	1
334	событий и	1	1
335	в другой	1	1
336	вслед за	1	1
337	все в	1	1
338	не знаю	1	1
339	человека как	1	1
340	у которого	1	1
341	в него	2	1
342	но с	1	1
343	что только	1	1
344	он стал	1	1
345	пришел к	2	1
346	с нею	2	1
347	истории человечества	1	1
348	и у	3	1
349	уже в	4	1
350	возникает вопрос	1	1
351	в душе	1	1
352	его и	2	1
353	хочет быть	1	1
354	в конце	3	1
355	ее не	1	1
356	о совпадении	1	1
357	мне и	2	1
358	тогда это	1	1
359	с другой	1	1
360	такое же	1	1
361	души и	1	1
362	получается что	1	1
363	что для	1	1
364	только по	1	1
365	на этот	1	1
366	до конца	1	1
367	и самый	1	1
368	выше и	1	1
369	и далее	2	1
370	только от	1	1
371	в связи	3	1
372	если это	1	1
373	отличается от	1	1
374	человек в	1	1
375	ко всем	1	1
376	человека к	1	1
377	в москве	1	1
378	и самые	1	1
379	наряду с	3	1
380	в той	2	1
381	я покажу	1	1
382	романе достоевского	1	1
383	в это	2	1
384	у вас	1	1
385	ближе к	1	1
386	имел в	3	1
387	в недрах	1	1
388	в великом	1	1
389	и явно	1	1
390	и выражение	1	1
391	за одну	1	1
392	уже на	1	1
393	и от	1	1
394	в известном	2	1
395	это можно	1	1
396	человек и	1	1
397	на первый	2	1
398	но об	1	1
399	ее и	1	1
400	я хотел	3	1
401	конце концов	1	1
402	она же	1	1
403	хотя в	1	1
404	могли быть	2	1
405	но вот	1	1
406	давно уже	3	1
407	гораздо больше	1	1
408	о своем	1	1
409	в романе	6	1
410	из этого	1	1
411	как на	1	1
412	о себе	3	1
413	в своих	4	1
414	во сне	1	1
