N	2gram	Tiupa_Anal_1	VrazhdaK
317	все равно	1	1
318	прежде всего	6	1
319	в соответствии	1	1
320	целым рядом	1	1
321	в рассказе	1	1
322	в ту	1	1
323	человек в	3	1
324	одну из	1	1
325	что из	2	1
326	не об	1	1
327	нет ничего	2	1
328	в частности	19	1
329	человека к	4	1
330	или по	1	1
331	из которых	4	1
332	того что	4	1
333	я с	1	1
334	н и	1	1
335	в свое	2	1
336	еще раз	1	1
337	известном смысле	1	1
338	сих пор	1	1
339	об одном	1	1
340	меня я	1	1
341	более того	3	1
342	глубине души	1	1
343	восходящая к	2	1
344	и от	1	1
345	я всегда	1	1
346	о котором	1	1
347	это как	2	1
348	человек и	1	1
349	хотя и	1	1
350	ее и	1	1
351	в литературной	1	1
352	на мое	1	1
353	в обоих	1	1
354	нам не	1	1
355	а о	1	1
356	быть и	1	1
357	другой стороны	2	1
358	которой был	1	1
359	из этого	1	1
360	героя в	2	1
361	жизни и	1	1
362	который не	1	1
363	в таком	3	1
364	все что	1	1
365	они не	1	1
