N	2gram	Trubetskoy_1	Psycholo
123	здесь мы	1	4
124	смысл и	1	4
125	но если	2	4
126	что этот	1	4
127	что эта	4	4
128	что с	5	4
129	и другое	1	4
130	одна из	2	4
131	из него	2	4
132	никогда не	4	4
133	больше чем	1	4
134	в самой	2	4
135	как будто	5	4
136	мы все	2	4
137	в виду	2	4
138	образом мы	1	4
139	что и	7	4
140	у всех	1	4
141	только в	6	4
142	конечно не	3	4
143	при помощи	3	4
144	у него	5	4
145	и даже	1	4
146	и между	1	4
147	из которых	4	4
148	по своему	5	4
149	в течение	4	4
150	того что	6	4
151	и для	6	4
152	в свою	2	4
153	сказать что	1	4
154	ее в	1	4
155	в своих	2	4
156	должен быть	1	3
157	того же	9	3
158	смысл этого	1	3
159	сам автор	1	3
160	по его	2	3
161	из всех	5	3
162	совсем не	1	3
163	что как	4	3
164	что по	3	3
165	и к	5	3
166	но в	4	3
167	та же	3	3
168	из этих	8	3
169	чем сильнее	1	3
170	не к	1	3
171	состоит в	1	3
172	одно и	1	3
173	что все	5	3
174	конечно в	2	3
175	бы в	3	3
176	его в	5	3
177	и тем	1	3
178	в них	2	3
179	далеко не	5	3
180	в один	2	3
181	в такой	4	3
182	мы говорили	7	3
183	из области	1	3
184	бы не	1	3
185	у этих	1	3
186	в то	6	3
187	того как	1	3
188	в основе	2	3
189	из двух	2	3
190	каждого из	1	3
191	к тем	2	3
192	наряду с	1	3
193	из одного	2	3
194	были бы	1	3
195	и только	2	3
196	здесь не	1	3
197	тот же	3	3
198	уже говорили	1	3
199	не так	4	3
200	ее не	1	3
201	к ним	2	3
202	тем что	1	3
203	параллельно с	1	3
204	то и	2	3
205	когда она	1	3
206	все это	11	3
207	главным образом	1	3
208	страсть к	2	3
209	что под	2	3
210	однако мы	2	3
211	к этому	5	3
212	как на	4	3
213	в таком	4	3
214	от этой	1	2
215	например в	1	2
216	на самом	7	2
217	он может	1	2
218	что когда	1	2
219	которую они	1	2
220	все те	1	2
221	той же	1	2
222	большей частью	1	2
223	между собой	4	2
224	на их	1	2
225	столь же	5	2
226	что его	4	2
227	это имеет	1	2
228	истинный смысл	1	2
229	видели что	1	2
230	но как	2	2
231	в общем	6	2
232	очевидно что	3	2
233	отнюдь не	2	2
234	и я	1	2
235	в истории	3	2
236	тем больше	1	2
237	что именно	1	2
238	как к	5	2
239	целый ряд	4	2
240	и наконец	3	2
241	со своей	1	2
242	он в	1	2
243	лучшем случае	1	2
244	что так	1	2
245	нами в	1	2
246	не могла	1	2
247	всех остальных	2	2
248	всех этих	4	2
249	в силу	7	2
250	и вот	1	2
251	одной и	2	2
252	и по	3	2
253	тем в	1	2
254	на всю	1	2
255	и может	3	2
256	в совершенно	3	2
257	каждой новой	1	2
258	он все	2	2
259	и уже	2	2
260	такой же	2	2
261	в эту	2	2
262	и ее	2	2
263	как все	1	2
264	его мнению	1	2
265	признать что	3	2
266	и той	1	2
267	образом и	2	2
268	друг другу	1	2
269	и эти	1	2
270	и более	2	2
271	их в	2	2
272	том и	2	2
273	истинную сущность	1	2
274	в этих	3	2
275	все более	1	2
276	этими двумя	2	2
277	вытекает из	1	2
278	нельзя не	1	2
279	ничего не	1	2
280	в противоречие	2	2
281	к ней	1	2
282	то это	1	2
283	ли это	1	2
284	всех прочих	2	2
285	у нас	3	2
286	не могут	4	2
287	что оно	3	2
288	из всего	1	2
289	с ее	2	2
290	свою очередь	2	2
291	не могу	1	2
292	данном случае	3	2
293	что впечатление	1	2
294	только то	2	2
295	то время	2	2
296	для этого	7	2
297	со стороны	1	2
298	с ним	6	2
299	и та	1	2
300	но мы	1	2
301	а у	1	2
302	у них	6	2
303	и следовательно	1	2
304	все прочие	4	2
305	что только	2	2
306	с каждым	1	2
307	и часто	1	2
308	по мнению	1	2
309	нам удалось	1	2
310	согласно с	1	2
311	все они	5	2
312	в качестве	1	2
313	для всех	1	2
314	есть в	2	2
315	уже не	1	2
316	так точно	1	2
317	или не	1	2
318	в виде	4	2
319	тем сильнее	2	2
320	к своим	1	2
321	к каким	1	2
322	следует что	2	2
323	который как	1	2
324	одно из	3	2
325	для него	2	2
326	всяком случае	2	2
327	иначе как	1	2
328	в конце	4	2
329	что та	4	2
330	заметить что	1	2
331	к совершенно	1	2
332	как же	1	2
333	еще и	1	2
334	а с	4	2
335	и затем	1	2
336	до конца	1	2
337	на время	1	2
338	эти слова	1	2
339	к его	1	2
340	противоречие с	1	2
341	совершенно в	1	2
342	надо было	1	2
343	хотя бы	4	2
344	к своему	1	2
345	если так	1	2
346	в данном	3	2
347	что за	2	2
348	есть только	1	2
349	смысле этого	1	2
350	это есть	4	2
351	уже указали	1	2
352	что же	2	2
353	по существу	6	2
354	быть не	1	2
355	этого слова	2	2
356	с этой	3	2
357	благодаря этому	1	2
358	при том	2	2
359	не знаем	1	2
360	при таком	2	2
361	и другими	1	2
362	развития и	1	2
363	не более	2	2
364	только что	3	2
365	так же	8	2
366	его к	1	2
367	в лучшем	1	2
368	была бы	1	2
369	имеет место	2	2
370	на гибель	1	2
371	можем не	1	2
372	указывают на	3	2
373	и другие	1	2
374	они не	2	2
375	можно назвать	3	2
376	во всяком	2	2
377	а между	8	1
378	как известно	3	1
379	же как	3	1
380	он считает	2	1
381	и потому	3	1
382	силы и	1	1
383	это и	1	1
384	время вызывает	1	1
385	том именно	1	1
386	ему что	1	1
387	в первом	1	1
388	только эти	1	1
389	по которым	1	1
390	и до	3	1
391	из его	1	1
392	высшей степени	1	1
393	в зависимости	1	1
394	собою в	1	1
395	что мы	4	1
396	бороться с	4	1
397	с более	3	1
398	нашу мысль	1	1
399	и тут	1	1
400	из своих	1	1
401	что многие	2	1
402	так чтобы	2	1
403	отдельных частей	1	1
404	с детства	1	1
405	на себя	1	1
406	на практике	1	1
407	между этими	2	1
408	сложнее и	1	1
409	всякое новое	2	1
410	что оба	2	1
411	чем больше	4	1
412	еще не	5	1
413	с его	1	1
414	у таких	1	1
415	и главное	1	1
416	но не	2	1
417	мы будем	3	1
418	в сторону	2	1
419	более как	2	1
420	отношение к	4	1
421	отличие от	3	1
422	которые все	1	1
423	нет и	1	1
424	доказать что	2	1
425	которые не	3	1
426	вызывает в	1	1
427	дело идет	1	1
428	независимо от	2	1
429	ниже по	1	1
430	части в	2	1
431	этому надо	1	1
432	все остальные	1	1
433	кроме того	1	1
434	и где	2	1
435	тех случаях	1	1
436	еще больше	3	1
437	хотя и	4	1
438	он признает	1	1
439	между двумя	5	1
440	более или	7	1
441	обобщение относительно	1	1
442	что сказанное	1	1
443	для ее	1	1
444	дело только	1	1
445	то в	2	1
446	в себя	2	1
447	совершенно одинаковой	1	1
448	очень много	3	1
449	ни один	3	1
450	самой природе	1	1
451	непременно будет	1	1
452	то я	1	1
453	рассказ о	1	1
454	дать картину	1	1
455	зависимости от	1	1
456	только один	2	1
457	впечатление совершенно	1	1
458	и те	2	1
459	на его	1	1
460	не следует	1	1
461	сделанных им	1	1
462	которая вытекает	1	1
463	образом для	1	1
464	силу общих	1	1
465	когда все	1	1
466	и еще	1	1
467	однако он	1	1
468	в корне	1	1
469	том чтобы	2	1
470	а всегда	1	1
471	заключает в	2	1
472	становится как	1	1
473	но все	5	1
474	это конечно	2	1
475	русском языке	1	1
476	всех отношениях	1	1
477	тут не	1	1
478	этом последнем	1	1
479	сделать из	1	1
480	других видов	1	1
481	в одну	4	1
482	не будет	5	1
483	а затем	2	1
484	факт что	4	1
485	том случае	4	1
486	только не	2	1
487	и с	5	1
488	на этой	2	1
489	для своей	1	1
490	все их	1	1
491	с другими	1	1
492	есть не	1	1
493	это не	3	1
494	всю свою	1	1
495	приводятся в	1	1
496	в жизни	3	1
497	кажется что	1	1
498	и вредные	1	1
499	самые различные	1	1
500	чаще всего	1	1
501	она и	1	1
502	в высшей	1	1
503	на основании	1	1
504	а за	1	1
505	он и	1	1
506	а если	1	1
507	и впоследствии	1	1
508	должно быть	4	1
509	же я	1	1
510	и ко	1	1
511	или менее	7	1
512	мы попытаемся	1	1
513	и при	6	1
514	что такое	1	1
515	таким же	3	1
516	представить себе	2	1
517	нас не	1	1
518	это делает	1	1
519	с к	1	1
520	и всеми	1	1
521	во времена	1	1
522	и благодаря	1	1
523	станет для	1	1
524	в их	4	1
525	то для	1	1
526	на каждом	2	1
527	что до	1	1
528	оказывается что	5	1
529	не от	1	1
530	стоит в	1	1
531	мысли и	1	1
532	от себя	2	1
533	имеет другой	1	1
534	основании этих	1	1
535	своему развитию	3	1
536	нет вовсе	1	1
537	борьбу с	1	1
538	ставит себя	1	1
539	однако в	1	1
540	с такими	1	1
541	теперь я	1	1
542	и вообще	3	1
543	намека на	1	1
544	даже в	3	1
545	случае мы	1	1
546	то с	2	1
547	тем меньше	2	1
548	а от	1	1
549	можно ли	2	1
550	с которой	1	1
551	как о	1	1
552	принадлежат к	1	1
553	дело в	1	1
554	на два	1	1
555	и притом	1	1
556	ее с	1	1
557	к этим	1	1
558	на него	2	1
559	не по	1	1
560	что каждое	1	1
561	в уме	1	1
562	борьба невозможна	1	1
563	лучше и	3	1
564	что ни	1	1
565	именно с	1	1
566	этих двух	2	1
567	это слово	1	1
568	которые часто	1	1
569	что на	1	1
570	за ними	3	1
571	одним из	4	1
572	которые вытекают	2	1
573	конечно только	1	1
574	к таким	2	1
575	и оно	1	1
576	одному пути	1	1
577	из элементов	7	1
578	и заключается	1	1
579	этой истории	3	1
580	и другой	1	1
581	и всех	1	1
582	всего в	1	1
583	понять что	2	1
584	бы он	1	1
585	не есть	2	1
586	что при	6	1
587	конца не	1	1
588	ничего общего	3	1
589	всегда в	1	1
590	говорят на	1	1
591	но по	3	1
592	но при	1	1
593	вывод что	1	1
594	что составляет	1	1
595	только при	2	1
596	знаем что	8	1
597	а другая	1	1
598	себе больше	1	1
599	они стараются	1	1
600	мысль о	1	1
601	на той	1	1
602	говорили что	1	1
603	идет речь	8	1
604	роль в	1	1
605	ее совершенно	1	1
606	из русской	1	1
607	правильнее было	1	1
608	и которую	1	1
609	можно было	1	1
610	так и	10	1
611	те же	2	1
612	у другого	1	1
613	же эти	1	1
614	именно этот	1	1
615	в результате	9	1
616	по сравнению	5	1
617	не исчерпывается	1	1
618	случай с	2	1
619	будет уже	1	1
620	все дело	1	1
621	и нужно	1	1
622	то из	3	1
623	может не	3	1
624	на вопрос	4	1
625	язык и	1	1
626	к действительности	1	1
627	еще дальше	1	1
628	и просто	1	1
629	в пользу	5	1
630	все та	1	1
631	знает что	1	1
632	это было	1	1
633	всякой другой	3	1
634	котором они	1	1
635	образом все	1	1
636	и всю	1	1
637	которой мы	2	1
638	этому поводу	1	1
639	раньше чем	1	1
640	или иначе	5	1
641	ним и	1	1
642	в глазах	2	1
643	в другой	1	1
644	еще более	1	1
645	принципиальной разницы	1	1
646	выше в	1	1
647	вывода из	1	1
648	и всякое	1	1
649	вытекают из	2	1
650	людей с	1	1
651	узнать ее	1	1
652	быть и	5	1
653	показывают что	2	1
654	но с	2	1
655	же все	1	1
656	этот вопрос	2	1
657	говорили выше	5	1
658	вступить в	1	1
659	будто бы	1	1
660	пор не	2	1
661	сказали что	3	1
662	каждом шагу	1	1
663	по этому	2	1
664	с которыми	2	1
665	что следовательно	1	1
666	ряде случаев	1	1
667	и у	4	1
668	только на	1	1
669	себя и	2	1
670	в нашей	1	1
671	в начале	2	1
672	целого ряда	1	1
673	и выводов	1	1
674	и других	2	1
675	но совершенно	1	1
676	за ним	1	1
677	что борьба	1	1
678	только одно	2	1
679	не будут	2	1
680	и их	5	1
681	когда дело	1	1
682	является именно	1	1
683	своих собственных	2	1
684	для меня	4	1
685	тому же	6	1
686	друг друга	2	1
687	каждый из	3	1
688	к той	2	1
689	в других	1	1
690	указание на	1	1
691	само собой	1	1
692	бы это	1	1
693	этим двум	1	1
694	на стороне	1	1
695	не было	2	1
696	смотря по	1	1
697	именно как	1	1
698	и заключает	1	1
699	ней и	1	1
700	на второй	1	1
701	а на	1	1
702	мы воспринимаем	1	1
703	пришли к	1	1
704	как у	3	1
705	же часто	1	1
706	именно в	5	1
707	догадаться что	1	1
708	а именно	1	1
709	будет ли	1	1
710	к которому	1	1
711	не потому	2	1
712	что для	4	1
713	деле если	1	1
714	от этого	1	1
715	а сам	1	1
716	на которых	1	1
717	ничем не	4	1
718	так это	1	1
719	зависит от	1	1
720	что несмотря	2	1
721	долго и	1	1
722	на эту	1	1
723	когда же	1	1
724	ближе к	3	1
725	мы знаем	10	1
726	для этой	1	1
727	с удивлением	1	1
728	последнего что	1	1
729	виде в	1	1
730	тем чтобы	2	1
731	именно поэтому	1	1
732	вступает в	1	1
733	в частности	2	1
734	и особенно	2	1
735	исходит от	1	1
736	смысл что	1	1
737	тот факт	4	1
738	по одному	3	1
739	целом ряде	3	1
740	сравнению с	5	1
741	эту мысль	1	1
742	в тот	1	1
743	из этой	2	1
744	течение своей	1	1
745	и там	1	1
746	каждый раз	1	1
747	сейчас же	3	1
748	художественное произведение	1	1
749	оба они	1	1
750	отличается от	6	1
751	между прочим	2	1
752	ни для	2	1
753	и практическая	1	1
754	с простым	1	1
755	пока еще	1	1
756	будем признать	1	1
757	двух детей	1	1
758	ли в	1	1
759	должна была	1	1
760	в самые	1	1
761	том виде	2	1
762	как не	2	1
763	в отдельных	2	1
764	от него	3	1
765	соединяются в	1	1
766	от всех	1	1
767	или нет	1	1
768	мы должны	4	1
769	мысль на	1	1
770	бы на	1	1
771	этим он	1	1
772	всех тех	2	1
773	гораздо больше	3	1
774	мир который	1	1
775	это все	1	1
776	между ними	2	1
777	необходимое условие	1	1
778	с ней	1	1
779	и эта	1	1
780	прибавим еще	1	1
781	количество возможных	1	1
782	и так	2	1
783	нет но	1	1
784	всех других	2	1
785	ко всему	2	1
786	серьезный и	1	1
787	тогда не	1	1
788	просто не	1	1
789	жизни и	2	1
790	но еще	1	1
791	случае если	5	1
792	нет что	1	1
793	тем самым	3	1
794	все что	9	1
795	этой точки	1	1
796	гораздо более	2	1
