N	2gram	Losev_Vlad_3	Otkroven
124	даже и	12	2
125	этом он	1	2
126	в другом	2	2
127	что ведь	1	2
128	и из	1	2
129	его в	2	2
130	сказать что	12	2
131	с тем	7	2
132	было для	1	2
133	чем в	4	2
134	для человека	1	2
135	должно быть	5	2
136	него не	1	2
137	подойти к	1	2
138	том что	18	2
139	что есть	3	2
140	человека к	1	2
141	и против	3	2
142	к этому	2	2
143	что же	9	2
144	выше всего	2	2
145	то к	1	2
146	свобода и	1	2
147	можно ли	2	2
148	своей жизни	1	2
149	с которой	1	2
150	ничего кроме	1	2
151	не имеет	4	2
152	и для	3	2
153	ничего не	5	2
154	он вечно	1	2
155	и ни	2	2
156	не есть	10	2
157	ума и	1	2
158	в своей	9	2
159	что все	7	2
160	всего в	1	2
161	к этой	2	2
162	хотя и	7	2
163	ее в	3	2
164	все еще	1	2
165	но в	4	2
166	бог и	2	1
167	смысле слова	6	1
168	и это	6	1
169	отношения к	5	1
170	также и	17	1
171	например в	1	1
172	можно и	1	1
173	нельзя потому	1	1
174	не делает	1	1
175	чтобы не	1	1
176	от самой	1	1
177	в виду	3	1
178	сам по	2	1
179	на самом	3	1
180	могут и	1	1
181	с каким	3	1
182	науки о	1	1
183	него была	1	1
184	нет никакой	1	1
185	из самых	1	1
186	говорится что	1	1
187	свое учение	1	1
188	не имеют	2	1
189	должна быть	2	1
190	и больше	1	1
191	стремиться к	1	1
192	можно было	5	1
193	к чему	1	1
194	из всех	1	1
195	не с	4	1
196	есть не	2	1
197	и каждый	1	1
198	что уж	1	1
199	чтобы то	1	1
200	бытие не	1	1
201	он знает	1	1
202	мы не	2	1
203	том как	1	1
204	если бы	3	1
205	и природной	1	1
206	все и	2	1
207	все есть	1	1
208	в сущности	2	1
209	находится в	3	1
210	собственно в	1	1
211	не вполне	2	1
212	бы даже	1	1
213	и гармонии	1	1
214	ли так	1	1
215	себе что	1	1
216	и был	3	1
217	преодолеть его	1	1
218	в ней	5	1
219	на примере	1	1
220	него совершенно	1	1
221	для целей	1	1
222	и что	8	1
223	красоты в	1	1
224	в глаза	4	1
225	почему же	6	1
226	в ранге	1	1
227	с того	1	1
228	и нигде	1	1
229	все та	1	1
230	вечной жизни	1	1
231	вопросу о	1	1
232	там и	1	1
233	самому себе	1	1
234	самом деле	1	1
235	иных случаях	1	1
236	что люди	1	1
237	но ничего	1	1
238	доходит до	1	1
239	но не	4	1
240	у вл	42	1
241	того чтоб	1	1
242	то он	4	1
243	в откровении	1	1
244	и положительное	1	1
245	к богу	2	1
246	в новом	1	1
247	нуждается в	1	1
248	всегда хотел	1	1
249	себе и	2	1
250	отметить что	1	1
251	в древнем	5	1
252	есть просто	2	1
253	и можно	4	1
254	и чем	1	1
255	вообще и	1	1
256	и свободное	1	1
257	у обоих	1	1
258	он хотел	1	1
259	но сам	1	1
260	как в	1	1
261	других его	1	1
262	к раскрытию	1	1
263	бросается в	2	1
264	человеческая личность	1	1
265	как например	2	1
266	в частности	1	1
267	один из	1	1
268	в плоти	1	1
269	что только	1	1
270	сознания в	1	1
271	и как	7	1
272	дается в	2	1
273	духа и	1	1
274	от этого	2	1
275	то в	6	1
276	и после	1	1
277	который в	2	1
278	начало в	1	1
279	не хочет	2	1
280	бы и	4	1
281	что это	9	1
282	в эти	1	1
283	к которой	1	1
284	думать что	1	1
285	нигде и	1	1
286	же и	2	1
287	с их	3	1
288	но о	3	1
289	есть уже	1	1
290	уже не	9	1
291	системы и	1	1
292	на то	4	1
293	люди а	1	1
294	что она	2	1
295	на этих	1	1
296	свободу и	1	1
297	больше всего	1	1
298	боге то	1	1
299	и скорее	1	1
300	сказать в	1	1
301	и других	1	1
302	бытия но	1	1
303	да и	6	1
304	растворяется в	1	1
305	из них	2	1
306	после этого	1	1
307	раз навсегда	3	1
308	только их	1	1
309	был бы	3	1
310	к одному	1	1
311	в силу	2	1
312	в корне	1	1
313	в одном	5	1
314	через свою	1	1
315	вовсе не	13	1
316	и сам	1	1
317	само по	3	1
318	этом отношении	2	1
319	от того	4	1
320	вот оказывается	1	1
321	существование в	1	1
322	же не	2	1
323	бытие и	3	1
324	том случае	3	1
325	и даже	6	1
326	со стороны	2	1
327	что пишет	1	1
328	интерес к	1	1
329	заключается в	1	1
330	в глазах	1	1
331	а именно	12	1
332	он ни	2	1
333	с той	1	1
334	и прежде	1	1
335	а это	1	1
336	в свой	1	1
337	истории и	1	1
338	он во	1	1
339	связанным с	1	1
340	бог в	1	1
341	всякого человека	1	1
342	в жизни	2	1
343	в это	2	1
344	говорит о	4	1
345	притом не	1	1
346	в них	1	1
347	этого слова	1	1
348	вл соловьева	188	1
349	а с	4	1
350	был в	1	1
351	на этот	1	1
352	и имя	1	1
353	а ведь	1	1
354	о чем	1	1
355	строгом смысле	1	1
356	выше всякого	2	1
357	бога и	1	1
358	в мире	2	1
359	нисколько не	3	1
360	в одно	2	1
361	я хочу	1	1
362	стремился к	1	1
363	не так	3	1
364	другой его	1	1
365	начиная с	1	1
366	и тут	3	1
367	этот свой	1	1
368	и без	1	1
369	как это	4	1
370	в иных	1	1
371	в котором	4	1
372	в строгом	1	1
373	и почему	1	1
374	всего только	1	1
375	и проблема	1	1
376	оказывается что	2	1
377	он говорит	1	1
378	эта не	1	1
379	мир и	1	1
380	есть на	1	1
381	это есть	10	1
382	всяком случае	3	1
383	чистой духовности	1	1
384	видно что	1	1
385	идею он	1	1
386	и более	2	1
387	в конце	12	1
388	что сам	1	1
389	представляется ему	1	1
390	которым он	1	1
391	распадается на	1	1
392	а потому	1	1
393	особенное значение	1	1
394	для тех	2	1
395	любви и	1	1
396	захватывает и	1	1
397	в отношении	5	1
398	и здесь	6	1
399	сторон его	1	1
400	но это	6	1
401	оба они	1	1
402	но у	2	1
403	отличается от	3	1
404	она не	2	1
405	всего для	1	1
406	начинает с	1	1
407	этого нужно	1	1
408	дело в	5	1
409	того как	1	1
410	одна из	1	1
411	в науке	1	1
412	ближе к	1	1
413	она должна	2	1
414	со всей	1	1
415	в процессе	1	1
416	он еще	1	1
417	было у	1	1
418	указать на	4	1
419	внимание его	1	1
420	не существует	2	1
421	его всегда	2	1
422	его творчества	2	1
423	человека от	2	1
424	в разных	2	1
425	и весь	1	1
426	в форму	1	1
427	что их	1	1
428	но еще	2	1
429	бы в	2	1
430	говорит в	3	1
431	еще более	1	1
432	для его	1	1
433	по своей	2	1
434	ни к	2	1
435	во всем	6	1
436	вот что	3	1
437	отношении к	1	1
438	как будто	1	1
439	и начинается	1	1
440	это все	1	1
441	всего мира	1	1
442	есть у	1	1
443	у нас	5	1
444	и эта	3	1
445	всему этому	1	1
446	не быть	1	1
447	состоит из	1	1
448	бытия как	1	1
449	в космосе	1	1
450	но можно	2	1
451	совершенно не	2	1
452	природе и	1	1
453	к его	2	1
454	для нашего	1	1
455	жизни а	2	1
456	и заключается	1	1
457	ко всему	1	1
458	вл соловьев	127	1
459	но оно	2	1
460	и всех	1	1
461	та же	1	1
462	всех произведений	1	1
463	особенно в	1	1
464	сила и	1	1
465	огромное значение	1	1
466	очень важные	1	1
467	жизни и	1	1
468	будто бы	1	1
469	бы он	1	1
470	и никакая	1	1
471	во всяком	3	1
472	за границу	2	1
473	указывает на	1	1
474	случае если	2	1
475	он никогда	2	1
476	был даже	2	1
