N	2gram	Tiupa_Teor_1	Literetu
516	паном господином	1	1
517	статус художественного	1	1
518	на свою	1	1
519	сцену распятия	1	1
520	в условиях	1	1
521	до последнего	1	1
522	пены среди	1	1
523	тот кто	2	1
524	впрочем у	1	1
525	художественных языков	1	1
526	внутренняя данность	1	1
527	канта не	1	1
528	нельзя научиться	1	1
529	по крайней	1	1
530	если бы	3	1
531	по ту	1	1
532	ни было	1	1
533	не могли	1	1
534	я героя	1	1
535	иной строй	1	1
536	искусство слова	2	1
537	в ударном	1	1
538	вовсе не	3	1
539	его альтернативность	1	1
540	и достоевского	1	1
541	к собственному	1	1
542	кризис рефлективного	1	1
543	между людьми	1	1
544	случае в	1	1
545	от уз	1	1
546	литературы как	1	1
547	не названо	1	1
548	эстетической природы	1	1
549	художественных впечатлений	1	1
550	она не	1	1
551	уединенности в	1	1
552	другом но	1	1
553	быть пережито	1	1
554	принципиально иной	1	1
555	не своей	1	1
556	и сама	1	1
557	личности к	2	1
558	текста но	1	1
559	художественном тексте	1	1
560	говорить о	3	1
561	иметь в	1	1
562	собственно художественной	1	1
563	это еще	1	1
564	на котором	1	1
565	ценностный центр	2	1
566	русалок так	1	1
567	области художественного	1	1
568	и соответственно	2	1
569	имеем дело	2	1
570	свободную волю	1	1
571	причастностью к	1	1
572	его русалок	1	1
573	и мире	2	1
574	другой стороны	5	1
575	тех или	3	1
576	и позволяет	1	1
577	жизни я	1	1
578	может приобретать	1	1
579	в каком	1	1
580	молчи скрывайся	1	1
581	кино и	1	1
582	перед ним	1	1
583	как сугубо	1	1
584	своего я	1	1
585	в момент	2	1
586	все то	1	1
587	как другого	1	1
588	понятием для	1	1
589	предстает субъектом	1	1
590	способность создать	1	1
591	художественности составляет	1	1
592	я из	1	1
593	л.с выготского	1	1
594	отличается от	2	1
595	и другим	1	1
596	именно таков	1	1
597	ролью в	1	1
598	имеет место	2	1
599	отказаться от	1	1
600	быть назван	1	1
601	рамках которого	3	1
602	самым наделяет	1	1
603	на вопрос	1	1
604	как утверждает	1	1
605	значении в	1	1
606	как мы	1	1
607	как ученый	1	1
608	но по	1	1
609	в целую	2	1
610	свою очередь	2	1
611	исторически наиболее	2	1
612	как один	1	1
613	и от	1	1
614	по сути	2	1
615	так в	4	1
616	собственные законы	1	1
617	в произведении	3	1
618	художественного мышления	1	1
619	вопрос что	1	1
620	хлебникова пен	1	1
621	к жизни	2	1
622	и иные	1	1
623	что может	2	1
624	вполне адекватной	1	1
625	на нее	1	1
626	или в	3	1
627	авторского замысла	1	1
628	с самим	1	1
629	каждого из	1	1
630	собой в	1	1
631	мог бы	3	1
632	комплексов в	1	1
633	строго говоря	1	1
634	быть может	1	1
635	собой и	1	1
636	в словах	1	1
637	эмоциональная рефлексия	4	1
638	в третьем	1	1
639	среди его	1	1
640	и здесь	2	1
641	сути своей	1	1
642	в состав	6	1
643	и т.д	3	1
644	при котором	1	1
645	никак не	1	1
646	и что	3	1
647	можно сказать	3	1
648	и который	2	1
649	не позволяет	1	1
650	и многих	1	1
651	в значительной	1	1
652	на основе	2	1
653	автора на	1	1
654	по слову	1	1
655	существования в	2	1
656	к нему	1	1
657	в евгении	1	1
658	во всех	1	1
659	том или	1	1
660	путь к	1	1
661	м.л гаспаров	1	1
662	интертекстуальные связи	1	1
663	во всей	1	1
664	крайней мере	1	1
665	под именем	1	1
666	вслед за	2	1
667	наконец в	1	1
668	в художественной	1	1
669	как внутренняя	1	1
670	относится как	1	1
671	есть культура	1	1
672	очевидным образом	1	1
673	я во	1	1
674	трагический персонаж	1	1
675	к определенному	1	1
676	не несет	1	1
677	в литературе	2	1
678	строй эстетической	1	1
679	жизнь то	1	1
680	тот же	1	1
681	что лирическое	1	1
682	одной из	2	1
683	в миропорядке	8	1
684	что даже	1	1
685	в какой	2	1
686	как я	1	1
687	может оказаться	2	1
688	русской культуре	1	1
689	было и	1	1
690	впрочем и	1	1
691	в соотносительности	1	1
692	тексте смысла	1	1
693	место лишь	1	1
694	яркая индивидуальность	1	1
695	между этими	1	1
696	бы ни	1	1
697	теорию литературы	1	1
698	тот или	2	1
699	однако с	2	1
700	по большей	1	1
701	это ни	1	1
702	невоспроизводимости творческого	1	1
703	оказывается в	3	1
704	значения слов	1	1
705	к снятию	1	1
706	бесом паном	1	1
707	в большинстве	2	1
708	жанрового канона	1	1
709	своей сути	1	1
710	бахтин с	1	1
711	в поэзии	2	1
712	свидетельствует о	1	1
713	то чему	1	1
714	заявляя свою	1	1
715	как способность	1	1
716	чего бы	1	1
717	свободу от	1	1
718	равной степени	3	1
719	слова в	2	1
720	только лишь	1	1
721	в одном	2	1
722	над озером	1	1
723	никто не	2	1
724	говорит ему	1	1
725	так как	1	1
726	озером я	1	1
727	может служить	2	1
728	отношении к	2	1
729	избывал свое	1	1
730	человек как	1	1
731	погибнуть заявляя	1	1
732	собственному произволу	1	1
733	и таи	1	1
734	или ином	1	1
735	существования способа	1	1
736	внутреннего мира	2	1
737	внутреннее я	1	1
738	никем не	1	1
739	о каком	1	1
740	ролевого поведения	1	1
741	в финале	3	1
742	что и	2	1
743	искусству как	1	1
744	для художника	1	1
745	в одноименном	1	1
746	субъекта жизни	1	1
747	если говорить	1	1
748	именно в	3	1
749	с той	1	1
750	ролевых отношений	1	1
751	я когда	1	1
752	а с	3	1
753	не переставая	1	1
754	во внешней	1	1
755	в воображении	3	1
756	себя и	1	1
757	и внешнее	1	1
758	себя водяным	1	1
759	в соответствии	3	1
760	и политического	1	1
761	а на	3	1
762	воспринимающего сознания	3	1
763	более того	1	1
764	в рассказе	2	1
765	и завершает	1	1
766	и жизни	1	1
767	однако и	1	1
768	представил себя	1	1
769	синтаксических конструкций	1	1
770	личности в	3	1
771	художественном мире	1	1
772	понятие о	2	1
773	зарождается на	1	1
774	с предельной	1	1
775	в бытии	1	1
776	если не	1	1
777	среди прочих	1	1
778	впечатлений в	1	1
779	в разрушении	1	1
780	в последней	1	1
781	внутреннюю свободу	1	1
782	во множестве	1	1
783	язык а	1	1
784	художественности и	2	1
785	в акте	2	1
786	текста в	3	1
787	внешнем мире	1	1
788	такой деятельности	1	1
789	в особенности	1	1
790	жизни но	2	1
791	к своему	1	1
792	ударение на	1	1
793	чему нельзя	1	1
794	в художественных	1	1
795	целом ряде	1	1
796	искусства но	3	1
797	в той	2	1
798	эстетическое отношение	9	1
799	и на	1	1
800	и пусть	1	1
801	творческого акта	2	1
802	сознания при	1	1
803	внутренней обособленности	1	1
804	и ритмически	1	1
805	эстетической ситуации	1	1
806	в мир	1	1
807	вокруг себя	1	1
808	в первой	5	1
809	романе достоевского	1	1
810	по существу	1	1
811	ни парадоксально	1	1
812	евгении онегине	1	1
813	многих других	1	1
814	действительной жизни	1	1
815	онегин и	1	1
816	в это	1	1
817	с ее	3	1
818	художественности в	4	1
819	и о	4	1
820	той мере	1	1
821	стать самим	1	1
822	о его	1	1
823	произведении искусства	2	1
824	можно назвать	1	1
825	ее законов	1	1
826	стопного ямба	2	1
827	и ему	1	1
828	для автора	1	1
829	и состоит	1	1
830	свою свободную	1	1
831	деятельности искусство	1	1
832	не подлежит	1	1
833	наполеона в	1	1
834	реализуется в	1	1
835	и другими	1	1
836	эстетического отношения	12	1
837	об искусстве	1	1
838	говоря о	3	1
839	себя самого	1	1
840	собственно говоря	1	1
841	это может	1	1
842	не будучи	1	1
843	пушкиным в	1	1
844	субъектом и	1	1
845	на языке	2	1
846	от всего	1	1
847	присутствия я	6	1
848	в войне	2	1
849	это придает	1	1
850	и развитием	1	1
851	в стихах	1	1
852	в воображаемой	1	1
853	целый ряд	1	1
854	жизни в	2	1
855	от первого	1	1
856	в свою	3	1
857	в ходе	4	1
858	в романе	3	1
859	между ними	4	1
860	героя и	5	1
861	с ней	1	1
862	не знает	3	1
863	сказать что	3	1
864	а внутри	1	1
865	была бы	3	1
866	от всех	1	1
867	впервые в	1	1
868	совершенно не	1	1
869	языка на	1	1
870	о литературе	2	1
871	я это	1	1
872	она по	1	1
873	из этого	1	1
874	же природы	1	1
875	водяным бесом	1	1
876	слиться в	1	1
877	жизни по	1	1
878	в действительности	1	1
879	к действительности	3	1
880	в роли	3	1
881	вместе с	2	1
882	существенный момент	1	1
883	или индивидуального	1	1
884	значение в	1	1
885	причастности к	2	1
886	и особенно	2	1
887	все что	1	1
888	от ее	1	1
889	том числе	2	1
890	они не	1	1
