N	2gram	Bakhtin_Pr_3	Russkaja
300	надо было	2	1
301	и ничего	1	1
302	а где	1	1
303	он как	4	1
304	в каждый	1	1
305	в сущности	11	1
306	придется не	1	1
307	они были	1	1
308	событий и	1	1
309	себе что	1	1
310	без всякого	1	1
311	разумеется не	1	1
312	дать ему	1	1
313	он был	1	1
314	именно благодаря	1	1
315	на них	5	1
316	собой он	1	1
317	столь же	2	1
318	или все	1	1
319	что его	3	1
320	именно тем	2	1
321	друг к	1	1
322	ее к	1	1
323	отказ от	1	1
324	но как	4	1
325	в общем	4	1
326	должны были	1	1
327	оно является	1	1
328	трудно сказать	1	1
329	в одной	3	1
330	этой власти	1	1
331	по которому	2	1
332	что касается	1	1
333	перед нами	1	1
334	ни того	1	1
335	в полном	1	1
336	когда он	2	1
337	что по	1	1
338	не являются	1	1
339	жизни нет	1	1
340	он на	1	1
341	тон и	2	1
342	за границей	2	1
343	еще на	1	1
344	в которой	2	1
345	нее он	1	1
346	ни один	1	1
347	того ни	1	1
348	бы не	2	1
349	но ведь	1	1
350	им в	1	1
351	тому же	2	1
352	но на	4	1
353	вследствие этого	2	1
354	в общении	1	1
355	вообще не	2	1
356	на его	4	1
357	не могла	1	1
358	тем не	2	1
359	и осуществить	1	1
360	верит в	1	1
361	чтобы они	1	1
362	же это	1	1
363	к одному	3	1
364	этого вопроса	1	1
365	роли не	1	1
366	войти в	2	1
367	ни другого	1	1
368	и уважают	1	1
369	языком и	1	1
370	его можно	1	1
371	лишь с	1	1
372	так например	1	1
373	заключает в	1	1
374	и заключается	1	1
375	но все	5	1
376	такого же	2	1
377	это конечно	1	1
378	значительной степени	1	1
379	здесь мы	1	1
380	является утверждение	1	1
381	эпохи не	1	1
382	об этом	1	1
383	и второй	1	1
384	к другу	1	1
385	момент и	1	1
386	то есть	1	1
387	входит в	2	1
388	с другими	4	1
389	чтобы он	1	1
390	чтобы все	2	1
391	это не	5	1
392	и мы	1	1
393	то все	2	1
394	в жизни	2	1
395	и примирения	1	1
396	этого слова	7	1
397	она и	1	1
398	все равно	4	1
399	со своими	1	1
400	благодаря такому	1	1
401	нет и	3	1
402	такой же	3	1
403	в один	1	1
404	и того	2	1
405	одного и	1	1
406	перед собой	1	1
407	другом как	1	1
408	что значит	2	1
409	бы на	1	1
410	может лишь	1	1
411	другим и	3	1
412	в такой	3	1
413	и без	2	1
414	не столько	1	1
415	оказывается что	1	1
416	в которых	2	1
417	собой не	1	1
418	и другого	3	1
419	стало быть	1	1
420	надо чтобы	1	1
421	ко всему	1	1
422	теми же	1	1
423	по крайней	3	1
424	с совершенной	1	1
425	и эти	1	1
426	ни было	4	1
427	вовсе не	11	1
428	даже в	5	1
429	а два	1	1
430	же мы	1	1
431	освободиться от	1	1
432	если и	2	1
433	всех их	1	1
434	не менее	3	1
435	его целом	2	1
436	самого начала	8	1
437	для каждого	1	1
438	а тогда	2	1
439	оно появляется	1	1
440	у кого	1	1
441	на него	7	1
442	в основе	1	1
443	образом в	1	1
444	идет в	1	1
445	конкретные формы	1	1
446	но только	2	1
447	себе самом	5	1
448	он с	4	1
449	только не	1	1
450	того и	1	1
451	найти в	1	1
452	от власти	2	1
453	в разных	1	1
454	именно с	1	1
455	и весь	1	1
456	к ней	2	1
457	и теперь	1	1
458	доказать что	1	1
459	этом отношении	1	1
460	что на	1	1
461	покаяние и	1	1
462	вот в	1	1
463	него на	2	1
464	нет ни	2	1
465	есть только	3	1
466	сказать только	1	1
467	человека в	1	1
468	слова но	1	1
469	всего в	1	1
470	а ее	1	1
471	и материал	1	1
472	в применении	1	1
473	и это	4	1
474	оно может	1	1
475	как мы	7	1
476	становясь на	1	1
477	с ее	3	1
478	как не	1	1
479	свою очередь	1	1
480	но при	1	1
481	на нем	1	1
482	всего этого	2	1
483	сравнению со	1	1
484	в ее	3	1
485	начал с	2	1
486	мысль о	1	1
487	перед самим	1	1
488	в себя	1	1
489	с самого	8	1
490	роль в	1	1
491	котором мы	1	1
492	что у	6	1
493	и себе	2	1
494	так и	6	1
495	те же	2	1
496	жизнь а	1	1
497	больше в	1	1
498	собой в	1	1
499	мог бы	2	1
500	бы признать	1	1
501	вообще оставаясь	1	1
502	по сравнению	1	1
503	а там	1	1
504	всеми силами	1	1
505	из одного	1	1
506	вопроса необходимо	1	1
507	вся ее	1	1
508	никак не	1	1
509	и ставит	1	1
510	можно сказать	1	1
511	с другой	4	1
512	элементы этой	1	1
513	должно было	1	1
514	а во	1	1
515	в согласии	1	1
516	переходит в	2	1
517	это ко	1	1
518	ним с	1	1
519	крайней мере	3	1
520	такой человек	1	1
521	происходит в	1	1
522	эти последние	2	1
523	он есть	2	1
524	оставаясь в	1	1
525	как самоцель	1	1
526	по своей	1	1
527	один из	2	1
528	и дело	1	1
529	с ними	6	1
530	не идет	1	1
531	же он	2	1
532	человека с	3	1
533	ибо его	1	1
534	же и	2	1
535	в сторону	2	1
536	и у	5	1
537	или не	1	1
538	же но	1	1
539	на свое	1	1
540	здесь же	1	1
541	а то	1	1
542	и обратно	1	1
543	и других	1	1
544	за ним	2	1
545	мы знаем	2	1
546	и их	1	1
547	которая может	1	1
548	в прошлом	1	1
549	не для	2	1
550	это пусть	1	1
551	это именно	1	1
552	случае не	1	1
553	но из	1	1
554	в очень	1	1
555	связан с	2	1
556	о своей	2	1
557	может ли	1	1
558	каждый человек	1	1
559	главное и	1	1
560	к которому	2	1
561	и прежде	4	1
562	еще и	1	1
563	в стремлении	1	1
564	с протестом	1	1
565	люди что	1	1
566	что не	7	1
567	на этот	1	1
568	которых мы	2	1
569	а наоборот	1	1
570	до конца	3	1
571	ничем не	1	1
572	не верит	1	1
573	власти и	1	1
574	с которым	7	1
575	это она	1	1
576	этот принцип	1	1
577	из области	1	1
578	всякому человеку	1	1
579	которые будут	1	1
580	о себе	18	1
581	а вы	2	1
582	всех элементов	1	1
583	человека к	1	1
584	речь не	1	1
585	по своему	3	1
586	неожиданно и	1	1
587	в чужих	3	1
588	смысле этого	2	1
589	не удалось	2	1
590	его собственные	1	1
591	это его	1	1
592	в тот	1	1
593	быть не	1	1
594	материал для	1	1
595	или хотя	1	1
596	с этой	2	1
597	него прежде	2	1
598	сейчас же	1	1
599	к другим	2	1
600	не является	2	1
601	отношениях к	1	1
602	на все	1	1
603	которых он	2	1
604	всего с	1	1
605	может но	1	1
606	это как	3	1
607	которая в	1	1
608	своей собственной	1	1
609	человек и	2	1
610	в те	1	1
611	в отдельных	1	1
612	любви и	1	1
613	бы в	3	1
614	и все	19	1
615	хотя в	1	1
616	от всякого	1	1
617	к самому	3	1
618	может и	1	1
619	всюду где	1	1
620	в свою	1	1
621	с ней	1	1
622	из тех	1	1
623	и внутренне	2	1
624	к его	1	1
625	всех других	1	1
626	отношению к	6	1
627	себе но	1	1
628	ни на	1	1
629	этого и	2	1
