N	2gram	Vinokur_Vv_1	StatiiOP
363	в примечаниях	1	1
364	действительно ли	1	1
365	себе отчет	1	1
366	по сравнению	3	1
367	сравнению с	3	1
368	входить в	1	1
369	чтобы эта	1	1
370	бы в	1	1
371	к которому	1	1
372	с полной	1	1
373	уже наперед	1	1
374	еще не	4	1
375	гораздо более	3	1
376	в свое	2	1
377	одно и	1	1
378	же время	5	1
379	вся история	1	1
380	данном случае	5	1
381	в связи	2	1
382	которые одновременно	1	1
383	он написан	2	1
384	должны быть	1	1
385	конце концов	2	1
386	с русской	3	1
387	говорить о	3	1
388	можно сказать	3	1
389	что следовательно	1	1
390	или в	1	1
391	но нужно	1	1
392	самый способ	1	1
393	жизни и	2	1
394	на том	3	1
395	самостоятельных исторических	1	1
396	нашел в	1	1
397	к концу	1	1
398	но для	1	1
399	видеть что	6	1
400	понятно почему	1	1
401	для которого	1	1
402	вполне понятным	1	1
403	отличается от	1	1
404	а это	1	1
405	в более	2	1
406	этого процесса	1	1
407	и для	4	1
408	истории русского	1	1
409	можно считать	1	1
410	отношении именно	1	1
411	котором мы	1	1
412	здесь не	2	1
413	исторической действительности	1	1
414	на позиции	1	1
415	истории русской	1	1
416	находится у	1	1
417	его собственной	1	1
418	на тему	2	1
419	для них	1	1
420	разница между	1	1
421	следует понимать	1	1
422	которой был	1	1
423	в точности	1	1
424	только на	3	1
425	не говоря	2	1
426	к числу	1	1
427	внимание только	1	1
428	и тот	1	1
429	известном смысле	3	1
430	при жизни	2	1
431	его характер	1	1
432	только при	1	1
433	и все	1	1
434	с отношениями	1	1
435	к языку	1	1
436	только после	2	1
437	одновременно и	1	1
438	переворот в	1	1
439	жизни своей	1	1
440	своеобразия и	1	1
441	и которые	1	1
442	на эту	1	1
443	говорил что	1	1
444	основания до	1	1
445	к тексту	2	1
446	отношениями между	1	1
447	когда говорил	2	1
448	говоря уже	2	1
449	настоящее время	1	1
450	свое время	2	1
451	из того	2	1
452	научного издания	1	1
453	у него	1	1
454	имея в	1	1
455	самостоятельного и	1	1
456	помощи которого	1	1
457	воплощен в	1	1
458	которого он	1	1
459	ступеней в	1	1
460	этом и	1	1
461	всем что	1	1
462	духовной атмосфере	1	1
463	литература в	1	1
464	мы не	2	1
465	и которая	1	1
466	очень много	1	1
467	чем вполне	1	1
468	второй половине	2	1
469	и далее	2	1
470	все здесь	1	1
471	дошедшие до	1	1
472	том каким	1	1
473	в в	3	1
474	нисколько не	3	1
475	из важнейших	1	1
476	с другими	1	1
477	е не	2	1
478	таким путем	1	1
479	о возможности	1	1
480	стороной а	1	1
481	а между	1	1
482	вследствие этого	1	1
483	что к	1	1
484	похож на	1	1
485	которыми он	1	1
486	вот почему	3	1
487	он выражается	2	1
488	согласно которой	1	1
489	совсем другое	1	1
490	не выдерживает	1	1
491	говорил о	1	1
492	жизнь в	1	1
493	разного рода	1	1
494	была создана	1	1
495	а в	5	1
496	под заглавием	1	1
497	ответ на	3	1
498	по тому	1	1
499	в принципе	2	1
500	у автора	1	1
501	были бы	1	1
502	он сам	3	1
503	совсем не	3	1
504	исторических сведений	1	1
505	в идеале	2	1
506	в настоящее	1	1
507	независимо от	3	1
508	в свете	1	1
509	и принципиально	1	1
510	нуждается в	2	1
511	поворотным пунктом	1	1
512	отношения между	1	1
513	источников в	1	1
514	что же	3	1
515	по языку	5	1
516	с критикой	1	1
517	исторического исследования	2	1
518	судить о	1	1
519	и последний	1	1
520	который был	1	1
521	или же	3	1
522	и ранее	2	1
523	только один	1	1
524	языка как	2	1
525	этом смысле	11	1
526	виде как	1	1
527	и внутренне	1	1
528	но уже	2	1
529	отношение к	3	1
530	в русский	1	1
531	до нас	3	1
532	на разные	1	1
533	между ними	2	1
534	место у	1	1
535	академии наук	1	1
536	так а	1	1
537	как не	1	1
538	в таких	1	1
539	и формальным	1	1
540	быть не	1	1
541	здесь нет	4	1
542	пунктом в	1	1
543	большей части	2	1
544	было не	1	1
545	и очень	1	1
546	с теми	2	1
547	из различных	1	1
548	отчет в	3	1
549	но если	3	1
550	но как	2	1
551	виде в	2	1
552	мы видели	2	1
553	тот же	1	1
554	и то	5	1
555	не трудно	7	1
556	не с	2	1
557	в черновой	1	1
558	литературы и	1	1
559	традиции и	4	1
560	какой они	1	1
561	и той	2	1
562	этом случае	6	1
563	мысли в	1	1
564	в момент	1	1
565	не могут	5	1
566	думать будто	1	1
567	по отношению	4	1
568	слова а	1	1
569	этой почве	2	1
570	фактической стороны	1	1
571	прав был	1	1
572	раз ко	1	1
573	речь в	4	1
574	и без	2	1
575	свою славу	1	1
576	же только	2	1
577	в том-то	1	1
578	это отрицание	1	1
579	в самое	1	1
580	том-то и	1	1
581	могут дать	1	1
582	этим не	1	1
583	тесно связан	1	1
584	говорят о	1	1
585	вырастать в	1	1
586	какие бы	1	1
587	как мы	9	1
588	тему о	1	1
589	с соответствующими	1	1
590	но одно	1	1
591	острова в	1	1
592	чтобы можно	2	1
593	все время	1	1
594	из этих	5	1
595	данном отношении	2	1
596	это и	1	1
597	русском языке	1	1
598	не создает	1	1
599	которого был	1	1
600	общего с	1	1
601	за собой	3	1
602	к новым	1	1
603	что из	1	1
604	которые он	1	1
605	заключается в	4	1
606	новое и	1	1
607	и всего	1	1
608	смысле слова	7	1
609	ведь это	1	1
610	именно как	3	1
611	речи например	1	1
612	действительности в	2	1
613	представляет собой	12	1
614	в чем	4	1
615	которую принято	1	1
616	в определенном	1	1
617	однако что	1	1
618	русского литературного	1	1
619	свою очередь	1	1
620	и от	1	1
621	в сущности	3	1
622	средних веков	2	1
623	можно назвать	1	1
624	остановиться на	1	1
625	в поисках	1	1
626	всего к	2	1
627	с которыми	1	1
628	зависимости от	1	1
629	и материальную	1	1
630	во второй	3	1
631	да и	4	1
632	точности соответствует	1	1
633	один из	6	1
634	связано с	1	1
635	к какому	2	1
636	исторических источников	1	1
637	в создании	2	1
638	как она	4	1
639	в очень	3	1
640	которые были	2	1
641	бы только	1	1
642	в руки	6	1
643	в многочисленных	1	1
644	есть нечто	1	1
645	на основании	5	1
646	от своего	1	1
647	эту формулу	1	1
648	против этой	1	1
649	в первом	5	1
650	смысле не	1	1
651	перестает быть	1	1
652	так называемых	4	1
653	явным образом	1	1
654	и картина	1	1
655	нуждаются в	1	1
656	читать и	2	1
657	это делает	2	1
658	реальной действительности	1	1
659	говорится о	1	1
660	той же	4	1
661	уже в	5	1
662	назвать в	1	1
663	не иначе	2	1
664	в изображении	1	1
665	что при	1	1
666	заметить что	1	1
667	себе и	2	1
668	в форме	2	1
669	лишь на	1	1
670	в каждом	4	1
671	без всякого	1	1
672	сам же	2	1
673	начале xix	2	1
674	а во-вторых	2	1
675	нужно сказать	1	1
676	с ними	1	1
677	в среде	1	1
678	приводил к	1	1
679	именно только	1	1
680	идей и	1	1
681	времени была	1	1
682	можно указать	1	1
683	сам по	1	1
684	стиля а	1	1
685	одна из	2	1
686	и тем	5	1
687	еще раз	1	1
688	в зависимости	1	1
689	знать и	2	1
690	иной раз	2	1
691	различие между	1	1
692	с рукописным	1	1
693	одно дело	2	1
694	xix в	12	1
695	др в	1	1
696	дело история	1	1
697	не вполне	4	1
698	будто бы	2	1
699	это однако	2	1
700	выводу что	5	1
701	действительности и	1	1
702	не существует	2	1
703	идут от	1	1
704	и об	1	1
705	значение в	2	1
706	е по	1	1
707	в руках	1	1
708	французского языка	1	1
709	по содержанию	2	1
710	приступает к	1	1
711	та деятельность	1	1
712	ставит себе	1	1
713	значения и	1	1
714	то для	1	1
715	был уже	1	1
716	при чем	1	1
717	в сторону	1	1
718	от истории	4	1
719	из истории	2	1
720	чем же	3	1
721	формы но	1	1
722	в материал	1	1
723	может служить	3	1
724	к одной	1	1
725	которых в	1	1
726	имеют своим	1	1
727	но вместе	2	1
728	критики и	2	1
729	обоих случаях	1	1
730	мы можем	2	1
731	г и	1	1
732	о них	2	1
733	рукописи и	2	1
734	этого термина	2	1
735	его современников	1	1
736	не просто	4	1
737	в основу	2	1
738	представление о	1	1
739	имеет право	1	1
740	о языке	3	1
741	каждом данном	2	1
742	на этом	3	1
743	в эпоху	1	1
744	нельзя было	1	1
745	впрочем не	1	1
746	этот текст	1	1
747	действительно все	1	1
748	не как	3	1
749	от других	2	1
750	же касается	2	1
751	в своих	2	1
752	в ряду	1	1
753	с какой	1	1
754	в каждой	2	1
755	в прямом	2	1
756	этих двух	1	1
757	одно из	5	1
758	с именем	1	1
759	тому кто	1	1
760	по истории	2	1
761	уже о	1	1
762	на этой	3	1
763	представляют собой	6	1
764	но нет	1	1
765	говорит что	1	1
766	но что	3	1
767	случае и	1	1
768	в известной	3	1
769	же в	1	1
770	части своего	1	1
771	они должны	1	1
772	творчества пушкина	1	1
773	с их	5	1
774	от собственно	1	1
775	в построении	1	1
776	но важно	1	1
777	языком и	1	1
778	смотреть на	4	1
779	не следует	2	1
780	и до	2	1
781	которое в	2	1
782	которая не	1	1
783	в какой-то	1	1
784	в составе	1	1
785	бы уже	1	1
786	уже потому	1	1
787	но вообще	1	1
788	из наиболее	4	1
789	понимать в	2	1
790	с полным	1	1
791	с чем-нибудь	1	1
792	внимания к	1	1
793	что она	3	1
794	которым в	1	1
795	котором он	2	1
796	языка на	2	1
797	ли все	1	1
798	которых он	1	1
799	себе целью	1	1
800	и уже	3	1
801	так или	4	1
802	на одной	1	1
803	в каких	1	1
804	одного из	1	1
805	этого рода	8	1
806	известно что	1	1
807	вполне возможно	1	1
808	своим источником	1	1
809	что все	1	1
810	что оно	2	1
811	точно так	2	1
812	язык в	1	1
813	о чем-нибудь	1	1
814	языка не	1	1
815	своей работе	1	1
816	как будто	3	1
817	ранее не	1	1
818	мог не	1	1
819	них и	2	1
820	и такая	1	1
821	отношению к	4	1
822	не совпадает	1	1
823	более глубокого	1	1
824	или иначе	4	1
825	имел в	1	1
826	ответить на	1	1
827	и теми	2	1
828	к выводу	6	1
829	от характера	3	1
830	исторического миросозерцания	1	1
831	можно было	7	1
832	которая должна	1	1
833	г он	1	1
834	не признать	3	1
835	ни к	2	1
836	но совершенно	1	1
837	образом в	1	1
838	тех пор	1	1
839	выражения которые	1	1
840	так называемую	2	1
841	она была	2	1
842	связь между	4	1
843	все что	1	1
844	к народности	1	1
845	том чтобы	6	1
846	е в	4	1
847	в текст	1	1
848	он и	2	1
849	каком он	1	1
850	была перенесена	1	1
851	не место	1	1
852	что история	6	1
853	в свою	1	1
854	во втором	2	1
