N	2gram	Nazirov_Tv_2	RusskieA
306	христианского учения	1	1
307	однако все	1	1
308	что все	1	1
309	значение в	1	1
310	в другом	1	1
311	входит в	1	1
312	того или	1	1
313	смеха и	1	1
314	известно что	2	1
315	означало что	1	1
316	нет в	1	1
317	не понимают	1	1
318	о которой	1	1
319	перешедшего в	1	1
320	по улице	1	1
321	он из	1	1
322	и некоторых	2	1
323	в развитии	1	1
324	такой же	2	1
325	остается в	1	1
326	их на	1	1
327	таким же	1	1
328	этой связи	1	1
329	в такой	2	1
330	начиная со	1	1
331	в которые	1	1
332	и народ	1	1
333	место в	3	1
334	еще с	1	1
335	своего рода	3	1
336	смех в	1	1
337	но эта	2	1
338	только для	2	1
339	такую же	1	1
340	женского пола	1	1
341	однако в	1	1
342	является так	1	1
343	что этот	2	1
344	возвращается к	1	1
345	игрой в	1	1
346	виду что	1	1
347	как о	2	1
348	в русской	2	1
349	дело в	1	1
350	часто делалось	1	1
351	на него	2	1
352	в основе	2	1
353	это еще	1	1
354	силой в	1	1
355	ничего не	4	1
356	с лицом	1	1
357	и его	9	1
358	же он	1	1
359	так например	3	1
360	особое значение	1	1
361	как будто	1	1
362	не является	3	1
363	и несколько	1	1
364	от их	1	1
365	и здесь	1	1
366	он называет	1	1
367	всей их	1	1
368	в духе	4	1
369	во все	1	1
370	и такие	1	1
371	как только	1	1
372	сходство с	1	1
373	и за	1	1
374	быть назван	1	1
375	ничего общего	1	1
376	в применении	1	1
377	и это	3	1
378	из всего	1	1
379	совпадают с	1	1
380	свою очередь	1	1
381	на основе	1	1
382	в в	1	1
383	что где-то	1	1
384	в пределах	1	1
385	приводит к	2	1
386	это для	1	1
387	что у	4	1
388	что однако	1	1
389	с собой	1	1
390	так и	6	1
391	шел в	1	1
392	что также	1	1
393	мог бы	1	1
394	том как	1	1
395	возможно что	1	1
396	но у	4	1
397	он был	1	1
398	если бы	4	1
399	и вообще	2	1
400	с ним	3	1
401	означает что	1	1
402	говорят что	1	1
403	сводится к	2	1
404	другом месте	1	1
405	форма более	1	1
406	и поэтому	2	1
407	утверждает что	1	1
408	комический эффект	1	1
409	может не	1	1
410	однако такое	1	1
411	этот момент	1	1
412	в его	10	1
413	но нет	1	1
414	сопоставляется с	1	1
415	по разным	1	1
416	в середине	1	1
417	в ту	2	1
418	все время	2	1
419	как правило	2	1
420	и мир	1	1
421	в литературе	2	1
422	уходит в	1	1
423	к различным	1	1
424	тот же	1	1
425	в основном	6	1
426	с ними	2	1
427	что он	6	1
428	пришел к	1	1
429	ли он	1	1
430	но ни	1	1
431	и является	1	1
432	который в	1	1
433	за которую	1	1
434	сильнее чем	1	1
435	в большинстве	1	1
436	раньше чем	1	1
437	входящие в	1	1
438	при первой	1	1
439	при помощи	2	1
440	мир в	1	1
441	был бы	1	1
442	не так	2	1
443	для него	3	1
444	всяком случае	2	1
445	обратно и	1	1
446	в одном	2	1
447	в конце	6	1
448	ю м	8	1
449	как его	1	1
450	не составляет	1	1
451	как раз	1	1
452	не просто	1	1
453	следует признать	1	1
454	случае с	1	1
455	не противоречит	1	1
456	рядом с	2	1
457	из своих	1	1
458	и даже	5	1
459	даже не	1	1
460	как у	3	1
461	и эту	1	1
462	и др	3	1
463	на ней	2	1
464	превращается в	3	1
465	его смерти	1	1
466	зависит от	2	1
467	а по	1	1
468	под влиянием	1	1
469	есть одно	1	1
470	через нее	1	1
471	уверенности что	1	1
472	эти слова	1	1
473	нее как	1	1
474	в одной	3	1
475	и потому	4	1
476	к себе	1	1
477	и летописец	1	1
478	в область	3	1
479	что за	1	1
480	не дают	1	1
481	представляется весьма	1	1
482	что весь	1	1
483	когда же	1	1
484	в современной	1	1
485	и более	1	1
486	этого слова	1	1
487	и не	9	1
488	но это	5	1
489	отдельно от	1	1
490	и тогда	2	1
491	при всем	1	1
492	происходит не	1	1
493	на улице	1	1
494	первую очередь	1	1
495	от него	1	1
496	а может	1	1
497	новую жизнь	1	1
498	его к	1	1
499	несмотря на	1	1
500	он же	2	1
501	и начинается	1	1
502	только с	2	1
503	о своем	1	1
504	в свою	1	1
505	месте в	1	1
506	разделяет и	1	1
507	сказать что	1	1
508	другой стороны	2	1
509	из любого	1	1
510	когда в	1	1
511	им не	1	1
512	него в	2	1
513	во всяком	2	1
514	упоминаний о	1	1
515	очень редко	1	1
516	как на	1	1
517	и особенно	1	1
