N	2gram	Tiupa_Lite_3	Psycholo
391	и вне	1	1
392	жизни но	1	1
393	чем в	1	1
394	и было	1	1
395	должно быть	4	1
396	и тогда	2	1
397	и того	1	1
398	из понимания	1	1
399	что такая	1	1
400	нас не	1	1
401	взгляд на	3	1
402	за которым	1	1
403	в котором	1	1
404	то для	1	1
405	и цель	1	1
406	не столько	1	1
407	на свою	3	1
408	в отличие	5	1
409	путем в	1	1
410	впадая в	1	1
411	и новые	1	1
412	что было	1	1
413	однако в	4	1
414	в устах	1	1
415	поведение и	1	1
416	в историческом	1	1
417	как может	1	1
418	осуществления как	1	1
419	что ему	2	1
420	в русской	1	1
421	и остается	1	1
422	своего существования	1	1
423	не по	1	1
424	аналогично тому	1	1
425	и искусство	1	1
426	сторон этого	1	1
427	мы все	1	1
428	что вы	1	1
429	только не	1	1
430	в качестве	5	1
431	жизни не	2	1
432	поэтическое произведение	1	1
433	к поэзии	1	1
434	с нами	1	1
435	и является	1	1
436	находящееся вне	1	1
437	эти самые	1	1
438	связи с	2	1
439	уже и	1	1
440	и делает	1	1
441	форма все	1	1
442	в области	3	1
443	точке зрения	1	1
444	именно такой	1	1
445	принадлежит к	1	1
446	ли не	1	1
447	сходство с	1	1
448	на читателя	1	1
449	не есть	1	1
450	как некая	1	1
451	в каждой	2	1
452	деятельности в	1	1
453	для себя	2	1
454	того самого	1	1
455	совершается в	1	1
456	именно эту	1	1
457	как мы	2	1
458	и о	1	1
459	от друга	1	1
460	но при	1	1
461	людей в	1	1
462	психологию искусства	1	1
463	самый центр	1	1
464	сознания то	1	1
465	мы вместо	1	1
466	на объект	1	1
467	обращаясь к	1	1
468	поэтическим произведением	1	1
469	природе своей	1	1
470	своей мысли	1	1
471	художественное творчество	2	1
472	по аналогии	2	1
473	другом и	1	1
474	на нее	1	1
475	произведение искусства	6	1
476	времени и	1	1
477	не с	2	1
478	было в	1	1
479	здесь как	2	1
480	в борьбе	1	1
481	с собой	1	1
482	еще в	3	1
483	к общей	1	1
484	разного рода	1	1
485	а там	1	1
486	чтобы вызвать	1	1
487	и всякого	1	1
488	быть может	2	1
489	как у	4	1
490	не впадая	1	1
491	и восприятия	1	1
492	иное как	1	1
493	о нем	2	1
494	переживать свою	1	1
495	на другого	1	1
496	не ведая	1	1
497	но мы	1	1
498	художника в	4	1
499	можно сказать	2	1
500	ищет опоры	1	1
501	аналогии с	1	1
502	оставляет в	2	1
503	в эстетической	2	1
504	восходит к	1	1
505	художника который	2	1
506	переходит в	1	1
507	тогда она	1	1
508	когда оно	1	1
509	эти два	1	1
510	ко всей	1	1
511	самого конца	1	1
512	которая и	1	1
513	если эта	1	1
514	и об	2	1
515	и она	1	1
516	нет на	1	1
517	в самый	2	1
518	герой в	2	1
519	людей а	1	1
520	в двух	1	1
521	художественного восприятия	1	1
522	трудно не	1	1
523	с ними	2	1
524	явления в	1	1
525	не само	1	1
526	со всеми	2	1
527	какой степени	1	1
528	в таких	1	1
529	конечно не	1	1
530	ему казалось	1	1
531	историческом развитии	1	1
532	собой если	1	1
533	свидетельствует о	1	1
534	а то	1	1
535	двух основных	1	1
536	по выражению	1	1
537	за ним	2	1
538	был бы	1	1
539	для него	2	1
540	прежде всего	3	1
541	возвращает нас	1	1
542	ее не	1	1
543	литературного произведения	1	1
544	случае не	1	1
545	людей не	1	1
546	не просто	1	1
547	к той	1	1
548	до самого	1	1
549	с общим	1	1
550	из двух	1	1
551	нужно было	1	1
552	в девятой	1	1
553	ней и	1	1
554	со стороны	7	1
555	для художника	1	1
556	даже не	1	1
557	мы воспринимаем	1	1
558	русской поэзии	1	1
559	и ему	1	1
560	не один	1	1
561	сюда же	1	1
562	именно в	5	1
563	себя и	2	1
564	обратиться к	1	1
565	к более	1	1
566	же для	1	1
567	в соответствии	3	1
568	связано с	1	1
569	смысла и	1	1
570	искусстве не	1	1
571	ничем не	1	1
572	которое по	1	1
573	однако его	1	1
574	о широком	1	1
575	к литературному	1	1
576	стыдится своей	1	1
577	не об	1	1
578	в связи	1	1
579	деятельности и	1	1
580	этой же	1	1
581	как жизнь	1	1
582	ко всем	1	1
583	о работе	1	1
584	из его	1	1
585	поскольку они	1	1
586	из героев	1	1
587	как поэт	1	1
588	самое можно	1	1
589	какого бы	2	1
590	одной стороны	4	1
591	в той	1	1
592	такого рода	10	1
593	в европейской	1	1
594	цели это	1	1
595	и там	1	1
596	искусства до	1	1
597	или менее	1	1
598	стороне жизни	1	1
599	в первой	2	1
600	если это	2	1
601	на свете	2	1
602	исходя из	1	1
603	тех пор	1	1
604	быть не	2	1
605	еще раз	2	1
606	человека который	1	1
607	между тремя	1	1
608	нет ничего	1	1
609	новые и	1	1
610	этом и	1	1
611	произведении искусства	1	1
612	в первые	1	1
613	должен подавить	1	1
614	искусством и	1	1
615	от той	1	1
616	потому не	1	1
617	и другими	1	1
618	мира и	2	1
619	бы в	1	1
620	художественную деятельность	1	1
621	ни к	3	1
622	будто бы	1	1
623	которое должно	1	1
624	и наконец	3	1
625	и земли	1	1
626	быть определена	1	1
627	ни было	2	1
628	страсть к	1	1
629	может и	1	1
630	есть от	1	1
631	от своего	1	1
632	лишь тогда	1	1
633	не что	1	1
634	до какой	1	1
635	это и	1	1
636	из своей	1	1
637	своих читателей	1	1
638	себе но	1	1
639	но еще	2	1
640	что за	1	1
641	тем самым	7	1
642	к этому	2	1
643	они не	1	1
644	ничего общего	1	1
