N	2gram	Kanaev_Sov_1	Problema
147	и более	1	2
148	дело в	1	2
149	в науке	2	2
150	ничего не	6	2
151	в области	3	2
152	не могут	2	2
153	это конечно	1	2
154	как мы	2	2
155	данном случае	1	2
156	можно было	1	2
157	по себе	1	2
158	бы то	1	2
159	во втором	1	2
160	и только	1	2
161	здесь в	1	2
162	ли он	1	2
163	в какой	1	2
164	по мнению	2	2
165	или же	2	2
166	со всеми	2	2
167	конечно не	1	2
168	уже в	3	2
169	и они	2	2
170	из них	4	2
171	всяком случае	2	2
172	до сих	1	2
173	вообще и	1	2
174	то и	2	2
175	с помощью	4	2
176	в данном	1	2
177	такого рода	2	2
178	по существу	1	2
179	сих пор	1	2
180	но для	1	2
181	один из	1	2
182	это уже	1	2
183	человек и	1	2
184	себя самого	1	2
185	не будет	1	2
186	в свою	2	2
187	отношению к	1	2
188	в заключение	1	2
189	жизни и	4	2
190	но еще	1	2
191	к этому	1	2
192	во всяком	2	2
193	все что	1	2
194	они не	1	2
195	должен быть	1	1
196	на самом	1	1
197	это и	1	1
198	и есть	2	1
199	случае только	1	1
200	к другому	1	1
201	значение но	1	1
202	мы уже	1	1
203	в и	2	1
204	он изображен	1	1
205	всего только	2	1
206	вопрос о	4	1
207	жизни как	1	1
208	разобраться в	1	1
209	же мере	1	1
210	с его	1	1
211	то он	1	1
212	друг на	1	1
213	если в	1	1
214	не принимает	1	1
215	с этим	2	1
216	и наконец	5	1
217	это просто	1	1
218	в этот	1	1
219	на какой	1	1
220	что это	2	1
221	и принципиального	1	1
222	в нашем	2	1
223	из этих	2	1
224	если мы	4	1
225	и те	1	1
226	и если	1	1
227	что она	3	1
228	он должен	2	1
229	же это	4	1
230	прошлого века	1	1
231	и по	2	1
232	же остается	1	1
233	к очень	1	1
234	и сделал	1	1
235	их и	1	1
236	имеет с	1	1
237	времени и	2	1
238	те или	1	1
239	образом если	1	1
240	но самый	1	1
241	должен был	1	1
242	отличать от	1	1
243	весь мир	1	1
244	на друга	1	1
245	чем в	1	1
246	такой же	2	1
247	их на	1	1
248	и при	1	1
249	что такое	2	1
250	в такой	1	1
251	уже к	1	1
252	почти не	1	1
253	его мнению	1	1
254	силу и	1	1
255	все это	3	1
256	без всяких	1	1
257	их в	4	1
258	общего не	1	1
259	вообще на	1	1
260	в древней	1	1
261	же мы	2	1
262	xviii века	1	1
263	что эта	1	1
264	самого начала	3	1
265	мысли в	1	1
266	не имеет	1	1
267	на котором	2	1
268	он с	1	1
269	в предыдущей	1	1
270	все свои	1	1
271	из четырех	2	1
272	же время	1	1
273	является ли	1	1
274	ни о	1	1
275	и должно	1	1
276	когда мы	3	1
277	что наш	1	1
278	его с	1	1
279	той или	1	1
280	только одно	1	1
281	в очень	1	1
282	о каком	1	1
283	на это	1	1
284	она не	1	1
285	правда не	1	1
286	и это	1	1
287	к действию	3	1
288	с ее	1	1
289	человек же	1	1
290	на другой	1	1
291	с самого	3	1
292	значение в	2	1
293	по аналогии	1	1
294	из двух	3	1
295	те же	1	1
296	здесь нет	1	1
297	когда в	1	1
298	том как	1	1
299	это только	1	1
300	смысле то	1	1
301	поэтому в	1	1
302	утверждает что	1	1
303	аналогии с	1	1
304	науке и	1	1
305	дома и	1	1
306	вся эта	1	1
307	этого вполне	1	1
308	эта схема	1	1
309	дальнейшем и	1	1
310	которых он	1	1
311	и следовательно	1	1
312	человека как	1	1
313	эта для	1	1
314	одной из	1	1
315	этот вопрос	1	1
316	да еще	1	1
317	этом само	1	1
318	в большинстве	1	1
319	только на	1	1
320	на эту	1	1
321	который как	2	1
322	себе в	1	1
323	говорить об	2	1
324	как его	1	1
325	науки в	1	1
326	нет и	4	1
327	или иной	2	1
328	и из	1	1
329	как у	1	1
330	на которые	1	1
331	в природе	1	1
332	ничего общего	1	1
333	не было	1	1
334	а на	2	1
335	поскольку она	1	1
336	в ту	1	1
337	но никогда	1	1
338	для их	1	1
339	действия в	1	1
340	так называемых	3	1
341	на этой	3	1
342	нет никаких	1	1
343	и потому	3	1
344	тот факт	1	1
345	из которых	2	1
346	xix века	1	1
347	могут быть	2	1
348	должны стремиться	1	1
349	там где	1	1
350	но это	1	1
351	только одна	6	1
352	не ищите	1	1
353	и от	1	1
354	а все	3	1
355	или нет	1	1
356	мы должны	4	1
357	древней греции	1	1
358	ни было	1	1
359	а о	1	1
360	состоит из	3	1
361	определяет собою	1	1
362	его таким	1	1
363	но часто	1	1
364	только о	1	1
365	будет ли	1	1
366	таким же	1	1
367	просто не	1	1
368	зрения хотя	1	1
369	в своих	1	1
370	которая не	1	1
