N	2gram	Savitsky_P_1	Myshleni
149	в сфере	2	2
150	и то	1	2
151	то же	9	2
152	мы и	1	2
153	с его	1	2
154	хотя и	3	2
155	что по	1	2
156	не связаны	1	2
157	в себе	3	2
158	связанные с	1	2
159	заключает в	2	2
160	в нем	3	2
161	главным образом	2	2
162	в мире	2	2
163	из нее	1	2
164	в них	2	2
165	в эту	2	2
166	в этих	1	2
167	место в	1	2
168	и эти	1	2
169	тем самым	3	2
170	одна из	2	2
171	бы неправильно	1	2
172	на себя	1	2
173	они являются	1	2
174	в каком	1	2
175	по характеру	2	2
176	все еще	1	2
177	совершенно ясно	1	2
178	ясно что	1	2
179	еще в	1	2
180	для этого	1	2
181	находится в	1	2
182	и здесь	1	2
183	а также	4	2
184	и только	1	2
185	в свете	1	2
186	эти последние	1	2
187	этом смысле	1	2
188	известном смысле	1	2
189	вопрос об	1	2
190	в начале	2	2
191	и других	2	2
192	противоречии с	1	2
193	само по	1	2
194	каждый из	1	2
195	развития в	1	2
196	может ли	2	2
197	ни на	1	2
198	и особенно	1	2
199	и потому	4	2
200	к жизни	1	2
201	должно быть	2	2
202	на пути	4	2
203	об отношении	1	2
204	том виде	1	2
205	о котором	1	2
206	для нас	2	2
207	только что	1	2
208	же в	4	2
209	тот же	3	2
210	есть и	1	2
211	к другим	1	2
212	как на	2	2
213	отношения к	2	1
214	также и	1	1
215	должен быть	1	1
216	мало ибо	1	1
217	на две	1	1
218	выражается в	1	1
219	целому ряду	1	1
220	например в	2	1
221	есть не	2	1
222	что уже	1	1
223	вопрос о	1	1
224	растет в	1	1
225	сам как	1	1
226	есть нечто	2	1
227	и через	1	1
228	почти исключительно	1	1
229	их не	1	1
230	начала в	1	1
231	во всех	2	1
232	бы она	1	1
233	с трудом	1	1
234	не просто	1	1
235	и чем	1	1
236	поскольку они	1	1
237	более или	1	1
238	только один	1	1
239	в которой	1	1
240	бы и	1	1
241	думать что	2	1
242	философской и	1	1
243	с основной	1	1
244	свои собственные	1	1
245	ни были	1	1
246	наших глазах	1	1
247	что каждая	1	1
248	поскольку она	1	1
249	ее по	1	1
250	а затем	1	1
251	что все	1	1
252	и с	2	1
253	и тем	2	1
254	для них	2	1
255	рождается и	1	1
256	нисколько не	1	1
257	и при	1	1
258	глубоко в	1	1
259	из восприятия	1	1
260	прийти к	1	1
261	в положительном	1	1
262	сопоставление это	1	1
263	бы мы	1	1
264	иначе как	1	1
265	теми же	1	1
266	что было	1	1
267	и более	1	1
268	и очень	1	1
269	этой области	1	1
270	с точки	3	1
271	не имеет	1	1
272	не сумеем	1	1
273	в естественных	1	1
274	чем оно	1	1
275	чрезвычайно существенным	1	1
276	входят в	1	1
277	числе и	1	1
278	и другим	1	1
279	бы это	1	1
280	что при	1	1
281	в применении	1	1
282	гласит что	1	1
283	и которая	1	1
284	этот спор	1	1
285	в ней	6	1
286	в ее	2	1
287	в пределах	8	1
288	сменяют друг	1	1
289	и центральной	1	1
290	iii в	2	1
291	за то	1	1
292	особенно в	1	1
293	во многих	1	1
294	что дело	1	1
295	быть может	6	1
296	в эпоху	1	1
297	исторический материализм	1	1
298	сводится к	3	1
299	многих случаях	1	1
300	ли или	1	1
301	он пришел	1	1
302	и который	1	1
303	может не	1	1
304	в значительной	2	1
305	вопросу о	1	1
306	что эта	1	1
307	к истине	1	1
308	в которую	2	1
309	переходит в	1	1
310	это имеет	1	1
311	во всей	2	1
312	в это	1	1
313	судить по	1	1
314	основном и	1	1
315	культурного развития	1	1
316	может оказаться	1	1
317	можем представить	1	1
318	тот или	1	1
319	человека с	1	1
320	есть в	2	1
321	положение что	1	1
322	обратиться к	1	1
323	этап на	1	1
324	одно из	1	1
325	представить себе	1	1
326	эта вторая	1	1
327	гораздо большей	4	1
328	не о	2	1
329	ними во	1	1
330	друга на	1	1
331	без того	1	1
332	в исторической	1	1
333	точек зрения	2	1
334	в большинстве	1	1
335	но о	2	1
336	что не	1	1
337	а не	2	1
338	с которым	1	1
339	как ни	1	1
340	но каждый	1	1
341	не об	1	1
342	и путь	1	1
343	бы оно	1	1
344	эти пути	1	1
345	исходить из	1	1
346	естественных условиях	1	1
347	в данном	1	1
348	ведет к	1	1
349	применении к	1	1
350	чем к	1	1
351	в мир	1	1
352	в тот	2	1
353	да и	2	1
354	многих других	1	1
355	и менее	1	1
356	дело идет	1	1
357	в гораздо	4	1
358	в условиях	1	1
359	в ряду	2	1
360	но для	1	1
361	как раз	2	1
362	исторического материализма	3	1
363	и слова	1	1
364	чтобы понять	1	1
365	с двух	1	1
366	и выделения	1	1
367	хотя бы	8	1
368	в ходе	1	1
369	всеми его	1	1
370	в психологии	1	1
371	по одному	1	1
372	из авторов	1	1
373	и наряду	1	1
374	все основные	1	1
375	но в	9	1
376	который не	1	1
377	том числе	2	1
