N	2gram	Bakhtin_Fr_4	Sovremen
188	большинство других	1	1
189	вообще и	1	1
190	один и	2	1
191	которая и	1	1
192	в ту	2	1
193	сложное и	1	1
194	все время	3	1
195	независимо от	1	1
196	в самый	1	1
197	стороны и	1	1
198	к которому	2	1
199	к нему	3	1
200	один из	4	1
201	кроме того	2	1
202	процессе развития	1	1
203	угодно и	1	1
204	одной из	2	1
205	в действительности	1	1
206	только в	2	1
207	при каких	1	1
208	в этот	1	1
209	роль играет	1	1
210	за собой	1	1
211	то он	2	1
212	не приходится	1	1
213	до наших	2	1
214	нами в	1	1
215	явлений и	1	1
216	и тот	2	1
217	конечно не	4	1
218	и у	2	1
219	мира но	1	1
220	xviii и	1	1
221	в большинстве	6	1
222	только на	1	1
223	ни одного	1	1
224	этот процесс	6	1
225	и если	1	1
226	он не	3	1
227	конечно нет	1	1
228	его и	2	1
229	этот раз	1	1
230	эта система	2	1
231	же они	1	1
232	и их	3	1
233	и навсегда	1	1
234	к одному	1	1
235	как их	1	1
236	вовсе не	9	1
237	как его	1	1
238	не случайно	3	1
239	привел его	1	1
240	в основу	2	1
241	это конечно	2	1
242	в очень	1	1
243	не будет	1	1
244	а затем	3	1
245	том случае	1	1
246	одной стороны	2	1
247	и т.п	12	1
248	до сих	1	1
249	с другой	4	1
250	этим вопросом	1	1
251	именно в	2	1
252	здесь в	6	1
253	мы разберем	1	1
254	уже знаем	1	1
255	один смысл	1	1
256	что один	1	1
257	весь мир	5	1
258	в природе	1	1
259	ведь если	1	1
260	элементов и	1	1
261	ни в	2	1
262	и органов	1	1
263	нужно сказать	2	1
264	рядом с	5	1
265	когда этот	1	1
266	на которых	1	1
267	и вся	1	1
268	громадную роль	1	1
269	развиваются в	1	1
270	не погиб	1	1
271	на эту	3	1
272	в связи	1	1
273	и становится	1	1
274	том что	3	1
275	в эту	3	1
276	законов и	1	1
277	и при	2	1
278	так же	7	1
279	что дело	1	1
280	пор в	1	1
281	что вся	1	1
282	в первый	1	1
283	то его	1	1
284	в данном	1	1
285	которые в	1	1
286	там где	3	1
287	жизни в	2	1
288	в своем	3	1
289	только о	1	1
290	можем сказать	1	1
291	еще раз	2	1
292	благодаря этому	1	1
293	сих пор	1	1
294	играть в	1	1
295	но они	4	1
296	с ним	2	1
297	захотел то	1	1
298	что эта	1	1
299	и тогда	1	1
300	в обоих	1	1
301	которых он	2	1
302	дело в	2	1
303	таким образам	1	1
304	от двух	1	1
305	но только	2	1
306	и от	1	1
307	никогда не	2	1
308	или в	2	1
309	этой системы	4	1
310	это как	1	1
311	на язык	1	1
312	хотя и	2	1
313	только и	1	1
314	и философы	1	1
315	в отдельных	1	1
316	только из	1	1
317	с двух	1	1
318	не более	1	1
319	видим что	1	1
320	жизни как	1	1
321	все они	5	1
322	и его	8	1
323	связи с	2	1
324	наконец все	1	1
325	наших дней	2	1
326	но это	4	1
327	все элементы	2	1
328	на части	12	1
329	всюду где	1	1
330	в первое	1	1
331	между ними	2	1
332	сказать что	5	1
333	его таким	1	1
334	и для	2	1
335	равно как	1	1
336	в духе	1	1
337	в то	10	1
338	самое что	1	1
339	отметить что	3	1
340	в своих	2	1
341	и эта	2	1
342	на это	1	1
343	все что	1	1
344	они не	2	1
