N	2gram	Propp_Morf_1	Narrotol
135	могли бы	1	2
136	как уже	2	2
137	в нашем	3	2
138	из этих	1	2
139	на то	2	2
140	что она	2	2
141	герои с	1	2
142	чтобы в	1	2
143	которая не	1	2
144	не будет	1	2
145	также является	1	2
146	было бы	3	2
147	несмотря на	4	2
148	ведет к	1	2
149	является его	1	2
150	бы на	1	2
151	за которым	2	2
152	с точки	2	2
153	и что	2	2
154	часто не	1	2
155	но он	1	2
156	и более	1	2
157	однако в	2	2
158	что с	1	2
159	в обоих	2	2
160	не имеет	2	2
161	говорить о	3	2
162	потому что	3	2
163	для нас	2	2
164	не вполне	1	2
165	в области	1	2
166	у нас	2	2
167	и здесь	5	2
168	оно не	2	2
169	но для	2	2
170	подобно тому	6	2
171	здесь не	2	2
172	мысль о	1	2
173	всей своей	1	2
174	на свой	1	2
175	можно было	2	2
176	те же	1	2
177	том как	1	2
178	как было	1	2
179	а во	1	2
180	что и	7	2
181	дело с	1	2
182	не происходит	3	2
183	со всеми	1	2
184	себя в	1	2
185	в виде	2	2
186	в начале	3	2
187	не все	6	2
188	одно из	1	2
189	а то	3	2
190	на одном	1	2
191	могло бы	1	2
192	вовсе не	4	2
193	в других	3	2
194	представляют собой	11	2
195	только на	1	2
196	с другим	1	2
197	а с	2	2
198	из наиболее	1	2
199	если не	1	2
200	более чем	1	2
201	так же	3	2
202	в него	1	2
203	по своему	2	2
204	о чем	1	2
205	видит в	1	2
206	в течение	1	2
207	тому как	5	2
208	но это	6	2
209	видно что	1	2
210	потому не	1	2
211	в результате	7	2
212	собственно говоря	1	2
213	хотя бы	4	2
214	только что	2	2
215	во время	6	2
216	вступает в	1	2
217	они все	1	2
218	точно так	1	2
219	он лишь	1	2
220	можно назвать	3	2
221	как на	1	2
222	они не	1	2
223	как все	1	1
224	одним из	1	1
225	также и	4	1
226	например в	2	1
227	таком случае	1	1
228	начинается с	3	1
229	е годы	1	1
230	это и	2	1
231	решительно все	1	1
232	который можно	1	1
233	между двумя	1	1
234	от самого	1	1
235	из его	2	1
236	под которым	1	1
237	противном случае	1	1
238	ведь и	1	1
239	которое может	2	1
240	случае это	1	1
241	вопрос о	7	1
242	сюжета от	2	1
243	форме рассказа	1	1
244	но она	1	1
245	как то	2	1
246	как во	1	1
247	а для	1	1
248	о возможности	1	1
249	вместо того	1	1
250	к началу	4	1
251	она собой	1	1
252	отступление от	1	1
253	это время	1	1
254	собой в	2	1
255	во всех	4	1
256	что вполне	1	1
257	одна за	1	1
258	деление на	1	1
259	не входит	1	1
260	отношение к	1	1
261	в е	1	1
262	каждый в	1	1
263	рассказ о	1	1
264	чем же	1	1
265	наряду с	5	1
266	первый взгляд	3	1
267	в одной	1	1
268	если она	2	1
269	данный момент	1	1
270	за этим	1	1
271	до его	1	1
272	и нет	1	1
273	что касается	1	1
274	не думал	1	1
275	в противном	1	1
276	им в	1	1
277	сидит в	1	1
278	и как	5	1
279	и наконец	1	1
280	по пути	1	1
281	более или	2	1
282	то в	3	1
283	непонятно почему	1	1
284	а есть	1	1
285	в которой	3	1
286	к месту	2	1
287	бы не	1	1
288	в главе	1	1
289	и моральной	1	1
290	есть на	1	1
291	было сделано	1	1
292	к герою	3	1
293	из двенадцати	2	1
294	в формах	1	1
295	для данной	1	1
296	постольку поскольку	1	1
297	на этом	3	1
298	его можно	1	1
299	лишь с	2	1
300	прежде чем	3	1
301	в нее	1	1
302	с собой	3	1
303	здесь мы	3	1
304	конечно в	1	1
305	его не	1	1
306	входит в	2	1
307	обоих случаях	2	1
308	за другой	1	1
309	здесь нет	1	1
310	в это	1	1
311	ни в	1	1
312	но мы	3	1
313	жениться на	1	1
314	из дома	9	1
315	церковь и	1	1
316	герой сказки	1	1
317	не всегда	9	1
318	он имеет	1	1
319	должно быть	1	1
320	еще раз	1	1
321	между ними	1	1
322	в саду	1	1
323	на первый	3	1
324	или менее	2	1
325	в ходе	4	1
326	это делает	1	1
327	всяком случае	2	1
328	она в	2	1
329	не от	2	1
330	в которых	2	1
331	из земли	1	1
332	и уж	1	1
333	данный текст	1	1
334	их в	1	1
335	же может	2	1
336	для нее	1	1
337	своей дочерью	1	1
338	связи с	10	1
339	можно ли	1	1
340	вплоть до	1	1
341	но они	1	1
342	она не	2	1
343	дело не	2	1
344	на котором	3	1
345	характера если	1	1
346	и притом	1	1
347	у кого	1	1
348	в основе	1	1
349	время как	3	1
350	иметь в	1	1
351	это еще	1	1
352	вытекает из	1	1
353	это сделать	1	1
354	не по	2	1
355	как будто	2	1
356	в каком	2	1
357	детей в	1	1
358	не могут	4	1
359	со двора	1	1
360	сомневаться в	1	1
361	следует заметить	2	1
362	же самое	1	1
363	уже было	1	1
364	ли в	1	1
365	если же	5	1
366	как мы	6	1
367	тем и	2	1
368	и брак	1	1
369	то она	1	1
370	с ее	1	1
371	в виду	1	1
372	причина этого	1	1
373	и иных	2	1
374	и исчезает	1	1
375	то время	3	1
376	приводит к	2	1
377	встреча с	1	1
378	его самого	4	1
379	если они	2	1
380	всего следует	1	1
381	не с	2	1
382	ясно что	5	1
383	оно как	2	1
384	превращаясь в	1	1
385	еще в	1	1
386	когда в	1	1
387	к первому	1	1
388	по ее	1	1
389	благодаря этому	3	1
390	собой и	1	1
391	не на	2	1
392	то они	2	1
393	означает что	2	1
394	или на	3	1
395	на что	1	1
396	с того	3	1
397	может не	1	1
398	и по-видимому	1	1
399	это было	3	1
400	нет это	1	1
401	к нему	3	1
402	оговорить что	1	1
403	том или	1	1
404	грань между	1	1
405	этот момент	3	1
406	а потому	1	1
407	во всей	1	1
408	лишь к	1	1
409	в другой	1	1
410	хотя оно	1	1
411	собой то	1	1
412	и она	1	1
413	в лице	1	1
414	я был	1	1
415	быть и	2	1
416	см гл	1	1
417	но с	1	1
418	к различным	2	1
419	субъективно оно	1	1
420	одной из	1	1
421	этот вопрос	2	1
422	которым он	1	1
423	вперед и	1	1
424	ли он	1	1
425	сына в	1	1
426	как нечто	1	1
427	очень много	1	1
428	дочь и	2	1
429	лиц не	1	1
430	мы будем	3	1
431	но то	1	1
432	так что	1	1
433	не можем	1	1
434	событий конечно	1	1
435	в большинстве	3	1
436	затем следует	1	1
437	в нашей	1	1
438	обстоит дело	1	1
439	он первый	1	1
440	большинстве случаев	3	1
441	в данной	1	1
442	быть определено	1	1
443	и их	2	1
444	в одном	1	1
445	никто не	3	1
446	которые могут	1	1
447	заметить что	8	1
448	тем что	4	1
449	это по	1	1
450	образом что	1	1
451	для того	2	1
452	служит в	1	1
453	вопрос как	2	1
454	поскольку это	1	1
455	даже не	3	1
456	невозможно да	1	1
457	до сих	1	1
458	однако что	1	1
459	а именно	1	1
460	как же	2	1
461	и устанавливая	1	1
462	что не	1	1
463	полное забвение	1	1
464	от тех	1	1
465	и своего	1	1
466	ей не	1	1
467	на этот	1	1
468	не исключает	2	1
469	не означает	1	1
470	однако и	1	1
471	и с	1	1
472	на эту	1	1
473	что мы	2	1
474	с помощью	1	1
475	уже давно	1	1
476	исходит от	2	1
477	некоторые из	1	1
478	их за	1	1
479	же с	1	1
480	что именно	1	1
481	в плоскости	1	1
482	эта история	1	1
483	предположить что	1	1
484	не удалось	1	1
485	это так	2	1
486	его мать	1	1
487	что же	2	1
488	откуда они	1	1
489	в первой	1	1
490	многих других	1	1
491	делает и	1	1
492	может существовать	3	1
493	герой в	1	1
494	много лет	1	1
495	сих пор	1	1
496	о его	1	1
497	этом и	1	1
498	персонажей как	1	1
499	тому или	1	1
500	случае он	2	1
501	является ли	1	1
502	волшебной сказки	2	1
503	в связи	9	1
504	не существует	3	1
505	вследствие чего	1	1
506	или в	4	1
507	в другое	1	1
508	чем является	1	1
509	но эти	1	1
510	в последовательности	1	1
511	в этих	13	1
512	на других	1	1
513	мы должны	3	1
514	все содержание	1	1
515	или не	3	1
516	но оно	2	1
517	требует чтобы	3	1
518	может и	1	1
519	функции не	2	1
520	не знает	1	1
521	впоследствии может	1	1
522	в последнем	2	1
523	с такой	1	1
524	что при	2	1
525	из этого	1	1
526	все подобные	1	1
527	имеет в	1	1
528	ее в	1	1
529	к этому	3	1
530	во всяком	2	1
