N	2gram	Medvedev_F_3	DiskursI
307	есть типическая	1	1
308	обойтись без	2	1
309	той же	3	1
310	к предмету	1	1
311	из своих	2	1
312	говорить о	2	1
313	в полной	2	1
314	но уже	2	1
315	из того	1	1
316	мы и	3	1
317	форм в	1	1
318	себе а	1	1
319	не внешними	1	1
320	как таковая	3	1
321	высказывание и	1	1
322	а только	1	1
323	герой не	1	1
324	иногда и	1	1
325	себе и	1	1
326	он пишет	1	1
327	эпоху его	1	1
328	нет и	3	1
329	что они	5	1
330	жанра как	1	1
331	почему они	2	1
332	не входят	1	1
333	независимо от	5	1
334	его на	1	1
335	высказывание не	5	1
336	с их	1	1
337	в различные	1	1
338	и нет	1	1
339	там же	1	1
340	обращения к	1	1
341	в противном	1	1
342	этом же	1	1
343	трехмерного конструктивного	1	1
344	реальной действительности	3	1
345	и художественного	1	1
346	тем же	7	1
347	следующим образом	1	1
348	сходятся в	1	1
349	эволюции но	1	1
350	или иную	1	1
351	со своей	1	1
352	бы и	3	1
353	что это	3	1
354	не был	1	1
355	в нашем	1	1
356	из этих	2	1
357	и те	4	1
358	действительности а	1	1
359	следующей главе	2	1
360	учение о	2	1
361	художественной реальности	1	1
362	и событие	1	1
363	на то	1	1
364	высказывания как	3	1
365	быть только	2	1
366	этот процесс	3	1
367	что она	2	1
368	противном случае	1	1
369	в определенном	1	1
370	время и	1	1
371	он не	1	1
372	событие общения	1	1
373	литературных произведений	1	1
374	произведении как	2	1
375	всех этих	2	1
376	в первую	1	1
377	к одному	1	1
378	не к	1	1
379	понимания и	1	1
380	в понятии	1	1
381	высказываний в	1	1
382	из виду	2	1
383	войти в	5	1
384	на земле	2	1
385	чем она	1	1
386	как от	3	1
387	что ни	2	1
388	или иных	1	1
389	одно и	1	1
390	но все	1	1
391	положения что	1	1
392	не будет	1	1
393	философии или	1	1
394	распространяется на	1	1
395	где нет	2	1
396	и может	1	1
397	значение в	1	1
398	в мире	1	1
399	на все	2	1
400	этих форм	1	1
401	всех областях	2	1
402	все их	1	1
403	целое высказывание	1	1
404	и других	1	1
405	с другими	1	1
406	искусства в	3	1
407	от одного	2	1
408	объективной действительности	1	1
409	отца к	1	1
410	может стать	3	1
411	действительности в	3	1
412	жизненной практике	1	1
413	на почве	2	1
414	этом смысле	2	1
415	приходит в	1	1
416	всякое конкретное	2	1
417	не самой	1	1
418	в жизни	11	1
419	как литературный	1	1
420	от отца	1	1
421	нечто общее	1	1
422	для них	7	1
423	о которых	1	1
424	с этой	1	1
425	с тем	7	1
426	общения поэтому	1	1
427	в слове	4	1
428	и вне	2	1
429	мы видели	4	1
430	строгом смысле	1	1
431	мы не	4	1
432	слова и	4	1
433	автора и	1	1
434	как таковой	3	1
435	только тем	1	1
436	различные формы	1	1
437	в этих	3	1
438	и при	1	1
439	или точнее	2	1
440	таким же	2	1
441	художественного творчества	2	1
442	с точки	14	1
443	в первый	1	1
444	как совокупность	2	1
445	от его	3	1
446	произведение есть	2	1
447	должны были	1	1
448	поэтому в	2	1
449	в философии	2	1
450	в россии	2	1
451	тем не	2	1
452	и эти	1	1
453	и более	3	1
454	не должна	1	1
455	необходимо чтобы	2	1
456	людей между	2	1
457	мере и	1	1
458	вместе со	1	1
459	между двумя	1	1
460	раз и	3	1
461	утрачивает своей	1	1
462	с миром	1	1
463	чистом виде	1	1
464	до конца	4	1
465	литературы как	1	1
466	тем самым	1	1
467	до известной	2	1
468	а иногда	2	1
469	даже не	1	1
470	виду что	2	1
471	и художественной	2	1
472	она могла	1	1
473	самого начала	1	1
474	дело в	2	1
475	и притом	2	1
476	мы все	1	1
477	жанр есть	4	1
478	к жанру	1	1
479	но только	1	1
480	для всего	1	1
481	для всех	1	1
482	его смысл	1	1
483	и является	4	1
484	и теперь	6	1
485	литературного развития	1	1
486	определенного жанра	2	1
487	формы высказывания	1	1
488	на него	1	1
489	здесь же	1	1
490	данный исторический	2	1
491	целом и	1	1
492	такого высказывания	1	1
493	входят в	1	1
494	этом отношении	3	1
495	и делает	1	1
496	в каком	2	1
497	эстетический объект	1	1
498	факта в	1	1
499	явно не	1	1
500	настоящего времени	1	1
501	в специальном	1	1
502	литературе с	1	1
503	не могут	10	1
504	и должно	1	1
505	во все	1	1
506	нашего рассмотрения	1	1
507	в определенную	1	1
508	его с	1	1
509	не встречается	1	1
510	одним и	2	1
511	если же	5	1
512	в работе	1	1
513	и это	2	1
514	своего развития	1	1
515	не делает	1	1
516	но по	1	1
517	развития как	2	1
518	и сами	2	1
519	здесь не	2	1
520	высказывание от	1	1
521	каждый жанр	5	1
522	и от	11	1
523	чтобы быть	1	1
524	только то	3	1
525	с самого	1	1
526	что каждый	2	1
527	только через	1	1
528	те же	3	1
529	собой по	1	1
530	он говорит	1	1
531	в плоскости	5	1
532	как таковые	1	1
533	том как	2	1
534	и социальные	1	1
535	если бы	12	1
536	в словах	1	1
537	из одного	2	1
538	быту и	1	1
539	истории литературы	6	1
540	о генезисе	1	1
541	совокупностью значений	1	1
542	в подобном	1	1
543	к одной	2	1
544	литературными произведениями	1	1
545	иное значение	1	1
546	что его	1	1
547	пригоден для	1	1
548	по их	1	1
549	нас в	1	1
550	места и	1	1
551	том или	1	1
552	мыслятся как	1	1
553	случае ясно	1	1
554	аналогичным образом	1	1
555	и остаются	1	1
556	но внутренняя	1	1
557	а потому	1	1
558	литературой а	1	1
559	наконец в	1	1
560	романа в	3	1
561	в середине	1	1
562	а его	1	1
563	человека как	2	1
564	и существенно	1	1
565	вообще в	1	1
566	в формах	2	1
567	высказывания может	1	1
568	одного сознания	1	1
569	из сторон	1	1
570	сказка как	1	1
571	полнотой и	1	1
572	от современной	1	1
573	и действительно	2	1
574	трагедии и	1	1
575	не имеющих	1	1
576	которое мы	1	1
577	всех его	1	1
578	социальной ситуации	1	1
579	только при	1	1
580	одни и	3	1
581	чаще всего	1	1
582	оказывается в	1	1
583	завершение в	1	1
584	не имеют	1	1
585	можно рассматривать	1	1
586	вопроса о	1	1
587	в большинстве	4	1
588	только на	4	1
589	связи как	1	1
590	этого понятия	1	1
591	в нашей	1	1
592	то и	1	1
593	за счет	2	1
594	большинстве случаев	5	1
595	сравнительно поздно	1	1
596	его и	3	1
597	но для	2	1
598	за ним	1	1
599	ту или	2	1
600	очевидно что	2	1
601	от понятия	1	1
602	о поэзии	2	1
603	и их	5	1
604	всяком случае	6	1
605	и романа	1	1
606	в конце	3	1
607	у этих	1	1
608	не о	3	1
609	друг друга	5	1
610	мы можем	4	1
611	литературной эволюции	1	1
612	своих пределах	1	1
613	форм высказывания	1	1
614	как раз	8	1
615	или ином	1	1
616	или напротив	1	1
617	с традицией	1	1
618	жанровые формы	1	1
619	момент в	1	1
620	иерархическое место	1	1
621	выходит за	1	1
622	между которыми	5	1
623	в области	2	1
624	с другим	1	1
625	до сих	1	1
626	связаны с	2	1
627	что человек	1	1
628	и чем	1	1
629	сюда же	1	1
630	все сферы	1	1
631	фабулы и	1	1
632	и создает	1	1
633	в каких	2	1
634	с той	1	1
635	было бы	6	1
636	еще и	1	1
637	единичное высказывание	1	1
638	тематические и	1	1
639	смысл высказывания	1	1
640	не состоит	1	1
641	служебной роли	1	1
642	говорит о	1	1
643	к более	2	1
644	данного высказывания	3	1
645	связано с	2	1
646	громадное значение	1	1
647	к литературе	1	1
648	от этого	2	1
649	ничем не	1	1
650	не на	3	1
651	их сочетания	1	1
652	что так	1	1
653	здесь имеет	1	1
654	на который	1	1
655	этом случае	1	1
656	в связи	4	1
657	с помощью	8	1
658	но оно	2	1
659	в творчестве	1	1
660	вместе с	6	1
661	как это	4	1
662	только его	1	1
663	не удается	1	1
664	романного жанра	1	1
665	изображения его	1	1
666	требует от	1	1
667	остается и	1	1
668	до настоящего	1	1
669	в той	3	1
670	к ценности	1	1
671	же их	1	1
672	акт его	1	1
673	было содержанием	1	1
674	да и	4	1
675	и другой	1	1
676	что служит	1	1
677	в современной	1	1
678	не создает	1	1
679	поэтому они	1	1
680	этого слова	2	1
681	в чистом	1	1
682	в контексте	1	1
683	по внутренним	1	1
684	высказывания жанр	1	1
685	быть и	1	1
686	сих пор	1	1
687	в основном	2	1
688	конкретное высказывание	4	1
689	не об	2	1
690	человеческого характера	1	1
691	в смысле	4	1
692	при всем	1	1
693	есть она	1	1
694	тех или	1	1
695	всю совокупность	1	1
696	в следующей	2	1
697	в аналогичном	1	1
698	и времени	1	1
699	и часто	1	1
700	значения слова	1	1
701	при таком	1	1
702	его контекста	1	1
703	в результате	5	1
704	а к	2	1
705	оказывается и	1	1
706	то при	1	1
707	у них	2	1
708	у достоевского	1	1
709	от того	2	1
710	мы должны	2	1
711	но это	2	1
712	в новых	1	1
713	или не	1	1
714	групп и	1	1
715	лежит в	1	1
716	не утрачивает	2	1
717	отношении к	1	1
718	не являются	2	1
719	его жанр	1	1
720	в готовом	1	1
721	не знает	1	1
722	от целого	1	1
723	всех других	3	1
724	или иного	1	1
725	в отдельности	1	1
726	этот термин	1	1
727	не совпадают	1	1
728	в таком	2	1
