N	2gram	Ircho_Kome_1	Mirosoze
204	писателей и	1	2
205	к этому	4	2
206	относится к	2	2
207	него не	1	2
208	к миру	1	2
209	долгое время	1	2
210	как будто	2	2
211	о нем	1	2
212	и как	3	2
213	еще в	5	2
214	все что	2	2
215	как бы	1	2
216	в свою	2	2
217	за его	1	1
218	с человеком	1	1
219	если и	1	1
220	и из	2	1
221	в свои	3	1
222	точек зрения	2	1
223	почти все	1	1
224	совершенно исключительное	1	1
225	в значительной	1	1
226	в греции	4	1
227	от них	2	1
228	его от	1	1
229	наше время	1	1
230	еще не	2	1
231	во всяком	2	1
232	в обоих	1	1
233	что их	1	1
234	тех же	2	1
235	дело доходит	1	1
236	обычно не	1	1
237	эпохи возрождения	1	1
238	в противоположность	2	1
239	только их	1	1
240	ее не	1	1
241	что же	1	1
242	одной из	3	1
243	остается на	1	1
244	миру человека	1	1
245	что они	4	1
246	в состоянии	2	1
247	в нескольких	1	1
248	ко всему	1	1
249	целый ряд	1	1
250	на это	1	1
251	себе в	1	1
252	земли и	1	1
253	в эти	2	1
254	сущности и	1	1
255	и ее	3	1
256	т п	5	1
257	так и	5	1
258	зрения у	1	1
259	борьбе с	1	1
260	не менее	3	1
261	направлен против	1	1
262	вовсе не	2	1
263	не стремится	1	1
264	в период	2	1
265	творческих сил	1	1
266	свое завершение	1	1
267	к земле	1	1
268	высшей точки	1	1
269	может показаться	1	1
270	действующих лиц	4	1
271	бы ни	1	1
272	через всю	1	1
273	это еще	2	1
274	которому он	1	1
275	к которому	3	1
276	над собой	1	1
277	и трудно	1	1
278	мы не	3	1
279	так что	1	1
280	и без	2	1
281	состояния и	1	1
282	и против	1	1
283	уже на	1	1
284	то и	2	1
285	если в	1	1
286	во всех	1	1
287	на нем	2	1
288	так в	4	1
289	наряду с	2	1
290	об этом	1	1
291	те не	1	1
292	казалось бы	3	1
293	которой он	1	1
294	тем как	2	1
295	в одном	8	1
296	в это	1	1
297	толстого и	1	1
298	к жизни	1	1
299	что только	1	1
300	собой в	1	1
301	его к	1	1
302	давала ему	1	1
303	культуры в	1	1
304	принадлежит к	2	1
305	в образе	3	1
306	ее как	1	1
307	культурной жизни	1	1
308	индивидуального начала	1	1
309	же не	1	1
310	человек а	1	1
311	и только	1	1
312	выходят за	1	1
313	из всего	2	1
314	путь к	2	1
315	иное как	1	1
316	к людям	2	1
317	было сказано	1	1
318	литературной критики	1	1
319	вплоть до	1	1
320	из него	1	1
321	говорит что	1	1
322	и т	9	1
323	из мира	1	1
324	земле и	1	1
325	европейской культуры	1	1
326	должны были	8	1
327	на самом	1	1
328	между тем	5	1
329	еще более	1	1
330	значительной степени	1	1
331	жизнь и	1	1
332	что иное	1	1
333	во всем	1	1
334	или лучше	1	1
335	внешней формы	1	1
336	на все	2	1
337	стало быть	1	1
338	которые шли	1	1
339	и сам	3	1
340	до последних	1	1
341	средство для	1	1
342	после этого	1	1
343	он дает	1	1
344	общества в	1	1
345	из всех	2	1
346	отказ от	1	1
347	всегда и	1	1
348	был одним	1	1
349	к ее	1	1
350	они не	1	1
351	и каждый	1	1
352	и людей	2	1
353	в душе	1	1
354	и новых	1	1
355	на небо	1	1
356	между людьми	1	1
357	вторично в	1	1
358	отличие от	2	1
359	же она	1	1
360	почти нет	1	1
361	можно сделать	3	1
362	них не	1	1
363	к его	1	1
364	он считал	1	1
365	были в	2	1
366	в самых	1	1
367	каждый раз	1	1
368	что иной	1	1
369	в отношении	6	1
370	в силу	2	1
371	в течение	3	1
372	и о	3	1
373	все мои	1	1
374	зависимости от	1	1
375	да и	3	1
376	находится в	2	1
377	можно найти	1	1
378	трагедия как	1	1
379	лучше всего	1	1
380	и простой	1	1
381	города и	1	1
382	время для	1	1
383	подойти к	1	1
384	своего завершения	1	1
385	всяком случае	2	1
386	в последнюю	1	1
387	со своей	2	1
388	и можно	2	1
389	все границы	1	1
390	вокруг центральной	1	1
391	с именем	1	1
392	то это	1	1
393	в отношения	1	1
394	завершение в	1	1
395	это было	1	1
396	ставит нас	1	1
397	ту же	2	1
398	в последних	3	1
399	в каждом	1	1
400	ему в	1	1
401	во время	5	1
402	и др	1	1
403	так же	3	1
404	ни у	1	1
405	мы уже	1	1
406	в зависимости	1	1
407	ближе к	1	1
408	а к	2	1
409	не принимает	1	1
410	от того	1	1
411	не подходит	1	1
412	роль в	1	1
413	также что	1	1
414	человека во	1	1
415	нас перед	1	1
416	только одна	1	1
417	они должны	1	1
418	не что	1	1
419	в отличие	1	1
420	он еще	1	1
421	и этим	1	1
422	культуры и	1	1
423	у других	2	1
424	из сторон	1	1
425	их было	2	1
426	участие в	4	1
427	в еще	1	1
428	льва толстого	1	1
429	для их	1	1
430	и почему	1	1
431	как у	1	1
432	человека такой	1	1
433	этом они	1	1
434	которым он	1	1
435	ли он	1	1
436	не раз	2	1
437	в своих	2	1
438	даже для	1	1
439	по своим	1	1
440	нас в	2	1
441	сразу же	1	1
442	и почти	1	1
443	даже до	1	1
444	может отказаться	1	1
445	к которой	1	1
446	в глаза	1	1
447	достигает своего	1	1
448	протяжении всего	2	1
449	в духе	1	1
450	в частности	3	1
451	дома и	1	1
452	и эти	1	1
453	о его	1	1
454	человека нового	1	1
455	перед собой	1	1
456	в области	2	1
457	доходит до	1	1
458	и после	1	1
459	всю его	1	1
460	между двумя	1	1
461	с такой	1	1
462	ответ на	1	1
463	все более	3	1
464	что она	1	1
465	нескольких статьях	1	1
466	хотя в	1	1
467	в греческой	1	1
468	именно потому	2	1
469	дано было	1	1
470	потребность в	1	1
471	самых замечательных	1	1
472	одного из	6	1
473	к себе	1	1
474	связанной с	1	1
475	жизни к	1	1
476	бросается в	1	1
477	своей земли	1	1
478	конца и	1	1
479	мира в	1	1
480	означает что	1	1
481	ответить на	1	1
482	и своей	1	1
483	обнаруживает что	1	1
484	можно было	1	1
485	и единственное	1	1
486	и эта	1	1
487	что во	1	1
488	новую науку	1	1
489	об отношении	2	1
490	и даже	5	1
491	к одному	1	1
492	бы такого	1	1
493	также в	2	1
494	чем не	1	1
495	или нет	1	1
496	и более	1	1
497	но это	2	1
498	в русской	1	1
499	в состояние	1	1
