N	2gram	Vygotskiy__2	PoTuStor
102	и др	5	3
103	ребенка и	4	3
104	вместе с	6	3
105	и потому	1	3
106	как это	6	3
107	сравнению с	5	3
108	могут быть	2	3
109	что в	14	3
110	в этих	2	3
111	а в	4	3
112	то что	20	3
113	между ними	1	3
114	во всяком	7	3
115	ту же	2	2
116	же как	2	2
117	этой теории	3	2
118	в самом	11	2
119	и этот	1	2
120	мы уже	6	2
121	мы не	10	2
122	и о	1	2
123	говорить о	2	2
124	что можно	3	2
125	того же	3	2
126	между собой	1	2
127	из этих	4	2
128	но как	1	2
129	друг на	1	2
130	конечном счете	4	2
131	нет и	2	2
132	за пределы	2	2
133	с этим	3	2
134	желаний и	1	2
135	что это	6	2
136	но ведь	2	2
137	вообще не	1	2
138	в переводе	1	2
139	он не	7	2
140	момента в	1	2
141	и по	3	2
142	то же	5	2
143	связанные с	1	2
144	этой ступени	1	2
145	на протяжении	2	2
146	и мы	2	2
147	было бы	10	2
148	в жизни	1	2
149	в них	4	2
150	всю жизнь	1	2
151	как и	6	2
152	на первый	1	2
153	в своей	4	2
154	находится на	1	2
155	в детской	1	2
156	и вся	1	2
157	возникает в	2	2
158	всей их	1	2
159	социального и	1	2
160	никогда не	8	2
161	только и	1	2
162	на два	1	2
163	и лишь	1	2
164	сводится к	1	2
165	здесь же	1	2
166	что на	2	2
167	не могут	2	2
168	что оно	4	2
169	на основе	7	2
170	только то	1	2
171	в пределах	1	2
172	о бессознательном	1	2
173	по аналогии	1	2
174	вернулись к	1	2
175	быть может	2	2
176	для этого	3	2
177	и вообще	2	2
178	с ним	3	2
179	находится в	2	2
180	является по	1	2
181	о том	9	2
182	другими словами	1	2
183	аналогии с	1	2
184	для нас	4	2
185	организма и	1	2
186	что и	2	2
187	во всей	5	2
188	один из	1	2
189	сделать это	1	2
190	мы видим	4	2
191	что он	12	2
192	и так	1	2
193	для психоанализа	1	2
194	не можем	3	2
195	если мы	6	2
196	в итоге	1	2
197	в начале	4	2
198	и других	2	2
199	цели и	1	2
200	к ним	1	2
201	при всей	1	2
202	у него	2	2
203	и т.п	7	2
204	оно не	1	2
205	что не	1	2
206	на друга	1	2
207	в развитии	26	2
208	что мы	9	2
209	мир для	1	2
210	с помощью	5	2
211	в частности	6	2
212	так же	4	2
213	к следующему	1	2
214	некоторые моменты	1	2
215	с этой	2	2
216	в свое	1	2
217	своей жизни	2	2
218	человеческого поведения	1	2
219	но это	1	2
220	это последнее	1	2
221	к другим	1	2
222	и для	2	2
223	не существует	3	2
224	сознания и	1	2
225	переводе на	1	2
226	ни было	1	2
227	нет никаких	2	2
228	не есть	1	2
229	из тех	3	2
230	все остальные	1	2
231	не знает	1	2
232	всех других	1	2
233	а может	1	2
234	ее в	2	2
235	к этому	4	2
236	они не	3	2
237	говоря о	1	1
238	результатов может	1	1
239	совершенно новой	1	1
240	человека и	3	1
241	и то	1	1
242	корней и	1	1
243	и подробно	1	1
244	шаг за	1	1
245	науки о	1	1
246	или к	2	1
247	это и	1	1
248	согласии с	1	1
249	и первую	1	1
250	когда человек	1	1
251	что эти	1	1
252	не имеют	1	1
253	высшей степени	7	1
254	полагает что	5	1
255	мы имеем	3	1
256	что между	2	1
257	что если	2	1
258	вопрос о	5	1
259	на место	2	1
260	совершенно так	1	1
261	ли у	1	1
262	так чтобы	1	1
263	а для	1	1
264	почти исключительно	1	1
265	я не	1	1
266	из того	4	1
267	биологический и	1	1
268	но даже	1	1
269	же что	1	1
270	зависимости от	6	1
271	в ней	1	1
272	и ценность	1	1
273	и самого	2	1
274	он был	1	1
275	первый план	1	1
276	столь же	2	1
277	бы то	1	1
278	что его	4	1
279	при объяснении	3	1
280	одним словом	1	1
281	чем это	3	1
282	но не	3	1
283	отказ от	1	1
284	коем случае	1	1
285	фрейда не	1	1
286	не входит	1	1
287	с совершенно	1	1
288	менее всего	1	1
289	как со	1	1
290	что они	3	1
291	для объяснения	1	1
292	момент он	1	1
293	мы снова	1	1
294	это самое	1	1
295	в течение	2	1
296	общего с	2	1
297	и риск	1	1
298	все же	4	1
299	однако не	1	1
300	в полном	2	1
301	когда он	3	1
302	не являются	1	1
303	его к	2	1
304	всего как	1	1
305	увидим что	2	1
306	сомнений в	1	1
307	есть ли	2	1
308	от этого	2	1
309	к чему	2	1
310	та же	1	1
311	точку зрения	6	1
312	ступени развития	1	1
313	привести к	1	1
314	ни один	1	1
315	этот новый	1	1
316	предметов и	1	1
317	в нашем	1	1
318	или во	2	1
319	влечение к	1	1
320	как он	6	1
321	жизнь как	1	1
322	имеем в	1	1
323	по мнению	1	1
324	всей его	2	1
325	как совершенно	3	1
326	теории и	1	1
327	что она	3	1
328	не следует	2	1
329	по самому	1	1
330	время и	1	1
331	наконец мы	1	1
332	именно и	1	1
333	образом и	1	1
334	но вместе	1	1
335	свое время	1	1
336	приходим к	1	1
337	подобно тому	2	1
338	с чем	1	1
339	мы говорили	1	1
340	без исключения	1	1
341	у ребенка	15	1
342	по его	1	1
343	а вместе	1	1
344	то ни	1	1
345	для всей	2	1
346	как они	1	1
347	этом нет	1	1
348	мир по-своему	1	1
349	той же	2	1
350	момент и	1	1
351	на все	2	1
352	лишь в	3	1
353	как видим	1	1
354	входит в	1	1
355	это было	1	1
356	за ней	1	1
357	речи для	2	1
358	поведения и	1	1
359	признать за	1	1
360	для них	1	1
361	он является	2	1
362	социального целого	1	1
363	с тем	1	1
364	несмотря на	4	1
365	никакого смысла	1	1
366	мир в	1	1
367	действительно не	3	1
368	развитой нами	1	1
369	и еще	1	1
370	с подобными	2	1
371	но если	2	1
372	что есть	1	1
373	и мышления	3	1
374	в следующем	3	1
375	его мнению	1	1
376	значение для	4	1
377	страх и	1	1
378	но эта	3	1
379	не будем	1	1
380	которые в	1	1
381	друг другу	1	1
382	есть еще	1	1
383	так называемое	1	1
384	источник всех	1	1
385	важный момент	1	1
386	однако в	1	1
387	на всю	1	1
388	быть сделан	1	1
389	же мы	1	1
390	она по	1	1
391	на один	1	1
392	и внешней	1	1
393	в смысле	1	1
394	что представляет	1	1
395	тогда когда	5	1
396	дело в	1	1
397	одна из	1	1
398	только из	1	1
399	в сущности	9	1
400	к изучению	1	1
401	двух мирах	1	1
402	в самых	1	1
403	того чтобы	12	1
404	для всего	2	1
405	только не	1	1
406	вытекает из	3	1
407	не имеет	4	1
408	в коем	1	1
409	ничего не	3	1
410	эта сторона	1	1
411	этих двух	2	1
412	пути и	1	1
413	того в	1	1
414	во всем	2	1
415	к этим	1	1
416	связи с	9	1
417	в сознании	1	1
418	в виду	6	1
419	следует что	2	1
420	ребенка не	5	1
421	уже и	2	1
422	и делает	1	1
423	среды но	1	1
424	и социального	1	1
425	с другом	2	1
426	и со	1	1
427	от того	2	1
428	предположение о	1	1
429	решающее для	1	1
430	часть социального	1	1
431	ребенка к	1	1
432	отличается от	1	1
433	же самое	2	1
434	должны быть	1	1
435	мы по	1	1
436	к тому	7	1
437	бы он	1	1
438	той или	2	1
439	для его	1	1
440	что при	3	1
441	на это	1	1
442	она не	1	1
443	как известно	6	1
444	человека имеет	1	1
445	ничего общего	1	1
446	деле мы	1	1
447	в применении	2	1
448	он прежде	2	1
449	опираясь на	2	1
450	говорит и	1	1
451	без всякого	2	1
452	на другой	1	1
453	данном случае	3	1
454	в себя	2	1
455	говорили что	1	1
456	приводит к	5	1
457	и что	8	1
458	и сам	3	1
459	в другом	2	1
460	можно было	5	1
461	всей остальной	1	1
462	только свои	1	1
463	полном согласии	1	1
464	его мысли	4	1
465	если бы	8	1
466	не опирается	1	1
467	эти основные	1	1
468	мы вправе	1	1
469	о ней	1	1
470	в известных	1	1
471	развития в	6	1
472	и здесь	1	1
473	два момента	1	1
474	и т.д	12	1
475	в детском	2	1
476	на вопрос	4	1
477	сила которая	1	1
478	не позволяет	1	1
479	о поведении	1	1
480	нас в	2	1
481	других людей	1	1
482	функциональной психологии	1	1
483	познание и	1	1
484	этот момент	1	1
485	эти два	1	1
486	на одном	2	1
487	в другой	2	1
488	и можно	2	1
489	в свете	1	1
490	все время	3	1
491	некоторых отношениях	1	1
492	для самого	1	1
493	и мир	1	1
494	центральный пункт	2	1
495	это приводит	1	1
496	для ребенка	9	1
497	к нему	1	1
498	что здесь	2	1
499	он что	1	1
500	но так	1	1
501	себя с	1	1
502	мы сталкиваемся	1	1
503	что только	1	1
504	о двух	1	1
505	философии и	3	1
506	словами мы	1	1
507	тот же	7	1
508	к современной	1	1
509	на другие	1	1
510	мы увидим	2	1
511	близкое к	1	1
512	а часто	1	1
513	первой стадии	1	1
514	бы ни	2	1
515	это же	3	1
516	теперь в	2	1
517	с одной	7	1
518	в качестве	4	1
519	же и	1	1
520	оказывается в	1	1
521	уже в	5	1
522	то и	1	1
523	всем его	1	1
524	в нашей	1	1
525	бергсона с	1	1
526	рано или	1	1
527	не дает	2	1
528	плана в	1	1
529	ведь это	1	1
530	ним и	1	1
531	вовсе не	6	1
532	неизбежно приходим	1	1
533	как его	1	1
534	случае не	2	1
535	заметить что	2	1
536	не говорит	1	1
537	как раз	4	1
538	этом отношении	3	1
539	для того	10	1
540	притом чисто	1	1
541	или поздно	1	1
542	во власти	3	1
543	в психоанализе	1	1
544	со всем	1	1
545	со стороны	3	1
546	в истинном	2	1
547	или иной	2	1
548	в высшей	7	1
549	с другой	6	1
550	которые можно	1	1
551	и тех	1	1
552	здесь в	1	1
553	а с	4	1
554	на которые	1	1
555	что для	3	1
556	близко к	1	1
557	в некоторых	2	1
558	связано с	1	1
559	у нас	1	1
560	основной вопрос	1	1
561	одной стороны	7	1
562	как часть	1	1
563	на этот	6	1
564	а наоборот	1	1
565	в ребенке	1	1
566	и самый	2	1
567	зависит от	1	1
568	а не	3	1
569	эту концепцию	1	1
570	с которым	1	1
571	в руках	1	1
572	но никогда	2	1
573	чем на	1	1
574	для человека	2	1
575	не всегда	1	1
576	в связи	6	1
577	в момент	1	1
578	социального в	1	1
579	связь с	2	1
580	и особенно	3	1
581	нам для	1	1
582	и столь	1	1
583	рождаются в	1	1
584	основных чертах	1	1
585	предположить что	1	1
586	в данном	3	1
587	применении к	1	1
588	тому как	2	1
589	что же	2	1
590	ребенком и	2	1
591	у самого	1	1
592	не сознавая	1	1
593	ли все	1	1
594	друг с	2	1
595	в человеческом	1	1
596	том смысле	1	1
597	находится во	1	1
598	основное устремление	1	1
599	в более	2	1
600	мышления в	9	1
601	фрейда и	1	1
602	практики в	1	1
603	пункт всего	1	1
604	по принципу	1	1
605	тянется к	1	1
606	это может	1	1
607	в эту	4	1
608	интерес к	1	1
609	еще более	1	1
610	на других	1	1
611	мы должны	6	1
612	позволяет нам	1	1
613	только что	3	1
614	к ее	1	1
615	по поводу	4	1
616	и желания	1	1
617	жизни в	1	1
618	в психологии	1	1
619	с ней	2	1
620	своей динамикой	1	1
621	за шагом	1	1
622	самое важное	2	1
623	мышления не	1	1
624	т.е как	1	1
625	в своих	1	1
626	этой точки	1	1
627	и эта	2	1
628	области психологии	1	1
629	как на	1	1
