1	и в	23	45
185	и специфическую	1	2
186	начиная с	1	2
187	при этом	6	2
188	на него	3	2
189	что это	3	2
190	заметить что	1	2
191	рядом с	1	2
192	это явление	1	2
193	и есть	5	2
194	это в	2	2
195	не столько	4	2
196	к этому	1	2
197	один из	4	2
198	нам о	2	2
199	в сторону	1	2
200	но вернемся	1	2
201	и если	2	2
202	отличие от	2	2
203	подчеркнуть что	2	2
204	и слово	1	2
205	первая часть	1	2
206	конечно не	2	2
207	на том	2	2
208	к тому	3	2
209	из разговоров	1	2
210	в период	1	2
211	им в	1	2
212	в качестве	2	2
213	и что	7	2
214	в свете	2	2
215	только для	2	2
216	и выражений	2	2
217	во времени	1	2
218	говорить о	6	2
219	даже в	1	2
220	этих слов	3	2
221	не сходятся	1	2
222	он в	2	2
223	и без	2	2
224	то что	4	2
225	может быть	14	2
226	можно сказать	2	2
227	превращается в	1	2
228	не будем	5	2
229	независимо от	5	2
230	когда он	2	2
231	эти последние	2	2
232	в начале	1	2
233	так в	2	2
234	данном случае	4	2
235	что все	2	2
236	нельзя было	1	2
237	вот это	1	2
238	между словом	1	2
239	но мы	2	2
240	нет и	1	2
241	в г	1	2
242	в данном	7	2
243	а именно	3	2
244	раз в	1	2
245	на фоне	7	2
246	так например	1	2
247	в условиях	2	2
248	особенности в	1	2
249	тут же	1	2
250	чем не	1	2
251	в особенности	2	2
252	между тем	4	2
253	пор еще	3	2
254	в пределах	2	2
255	точку зрения	2	2
256	конечно и	1	2
257	значение и	1	2
258	но дело	1	2
259	если мы	7	2
260	языка но	3	2
261	в отличие	2	2
262	относится к	2	2
263	другом месте	1	2
264	труд и	1	2
265	в целом	4	2
266	же самое	1	2
267	в известной	1	2
268	в каждом	1	2
269	этих форм	2	2
270	чтобы не	2	2
271	в чем	5	2
272	лишь в	8	2
273	он знает	1	2
274	с тем	6	2
275	хотя бы	9	2
276	всякого рода	5	2
277	все же	5	2
278	становится возможным	1	2
279	есть здесь	1	2
280	в эту	1	2
281	и только	3	2
282	одновременно и	1	2
283	поэтому-то и	1	1
284	правды и	1	1
285	свою очередь	1	1
286	и того	2	1
287	к жизни	1	1
288	в языке	7	1
289	как внешний	1	1
290	и той	1	1
291	значение в	2	1
292	от него	1	1
293	но вот	1	1
294	в стороне	1	1
295	находящиеся в	1	1
296	как будто	1	1
297	это действительно	1	1
298	высокой ступени	1	1
299	на протяжении	2	1
300	если бы	8	1
301	этой цели	1	1
302	случае нельзя	1	1
303	в несколько	1	1
304	главе о	1	1
305	того как	7	1
306	положений и	1	1
307	тем как	1	1
308	с концами	1	1
309	в искаженном	1	1
310	в целях	1	1
311	в основу	1	1
312	времени на	1	1
313	чаще всего	1	1
314	в виде	1	1
315	с этими	1	1
316	целый ряд	4	1
317	он все	1	1
318	за ними	1	1
319	смысле как	1	1
320	это вовсе	1	1
321	что с	1	1
322	в свою	1	1
323	так сказать	2	1
324	без всякого	1	1
325	о совершенно	1	1
326	и политической	1	1
327	к этим	1	1
328	искаженном виде	1	1
329	о его	1	1
330	и таких	1	1
331	о преимуществах	1	1
332	поэзии и	1	1
333	собою и	1	1
334	какое же	2	1
335	вопросом о	4	1
336	она сама	1	1
337	этого явления	1	1
338	то мы	3	1
339	есть не	3	1
340	вслед за	1	1
341	приводит к	1	1
342	ровно ничего	1	1
343	вообще в	1	1
344	в наши	1	1
345	в частности	2	1
346	как таковой	2	1
347	на ней	1	1
348	но сам	2	1
349	имеют в	1	1
350	же объясняется	1	1
351	характер и	1	1
352	а скорее	1	1
353	жаловаться на	1	1
354	переплетаются с	1	1
355	ни о	1	1
356	он действительно	1	1
357	выше и	1	1
358	как оно	1	1
359	тех кто	1	1
360	во всяком	2	1
361	котором он	1	1
362	от друга	1	1
363	но с	1	1
364	мы сразу	1	1
365	они не	3	1
366	стиль хотя	1	1
367	что дело	2	1
368	тем более	5	1
369	и потому	1	1
370	эту задачу	1	1
371	связана с	1	1
372	более того	1	1
373	известно что	1	1
374	и ее	1	1
375	отца и	1	1
376	то на	1	1
377	в двух	2	1
378	тем не	9	1
379	все те	2	1
380	дана в	1	1
381	этого конечно	1	1
382	и неизбежно	1	1
383	никак не	2	1
384	нуждаются в	1	1
385	формами и	1	1
386	еще раз	2	1
387	однако гораздо	1	1
388	той или	5	1
389	об изучении	1	1
390	целом в	1	1
391	а потому	2	1
392	только тогда	4	1
393	мы говорим	4	1
394	в народной	1	1
395	время когда	1	1
396	посмотреть что	1	1
397	она была	1	1
398	в строгом	1	1
399	не о	2	1
400	формы и	3	1
401	никаких сомнений	1	1
402	все содержание	1	1
403	в рамках	5	1
404	никогда не	1	1
405	будет уже	3	1
406	не совсем	1	1
407	благополучно и	1	1
408	вопреки всем	1	1
409	много и	1	1
410	свое значение	1	1
411	и при	2	1
412	для этого	6	1
413	если не	1	1
414	же на	1	1
415	в возможности	1	1
416	что под	1	1
417	что многие	1	1
418	этого нет	1	1
419	же это	2	1
420	с ними	1	1
421	те же	7	1
422	не должно	1	1
423	вот почему	1	1
424	и будет	1	1
425	правда в	1	1
426	еще яснее	1	1
427	связано с	1	1
428	не все	2	1
429	это был	1	1
430	кровь и	1	1
431	в дальнейшем	2	1
432	остановимся на	1	1
433	же при	1	1
434	не по	3	1
435	отношению к	2	1
436	для самых	1	1
437	и мы	1	1
438	существенное в	1	1
439	между ними	1	1
440	у нас	10	1
441	границ между	1	1
442	второму из	1	1
443	и где	1	1
444	тот же	6	1
445	в одну	1	1
446	как я	2	1
447	вряд ли	1	1
448	это слово	1	1
449	столь же	4	1
450	для меня	2	1
451	до этого	1	1
452	не дает	2	1
453	xix века	3	1
454	из самых	1	1
455	как особой	1	1
456	подчеркнул что	1	1
457	в котором	2	1
458	и такие	2	1
459	тем что	5	1
460	что я	1	1
461	которой мы	1	1
462	не как	2	1
463	граница между	1	1
464	бы и	3	1
465	это только	1	1
466	во внешней	1	1
467	противоречии с	1	1
468	иной форме	1	1
469	поэтому можно	1	1
470	какую роль	1	1
471	в области	14	1
472	отсюда и	1	1
473	город и	1	1
474	и со	1	1
475	тем же	2	1
476	когда во	1	1
477	от января	1	1
478	нами не	1	1
479	но язык	2	1
480	не будет	1	1
481	еще не	9	1
482	мысль а	1	1
483	же значение	1	1
484	к определенному	1	1
485	но все	2	1
486	он пишет	2	1
487	за пределы	2	1
488	еще более	2	1
489	друг от	1	1
490	в главе	1	1
491	не знает	2	1
492	нами в	1	1
493	но здесь	1	1
494	дела но	1	1
495	для всего	1	1
496	на основные	1	1
497	стихи и	1	1
498	он дает	1	1
499	далее и	1	1
500	значение имеет	1	1
501	на этой	1	1
502	и формы	1	1
503	то не	2	1
504	строгом смысле	1	1
505	культуры в	1	1
506	о которых	1	1
507	от них	1	1
508	значение это	1	1
509	это уже	3	1
510	что не	4	1
511	в числе	4	1
512	признать что	1	1
513	и через	2	1
514	ни на	2	1
515	что каждый	1	1
516	к одной	1	1
517	формы но	2	1
518	конечном счете	1	1
519	бы не	3	1
520	себе место	1	1
521	именно на	2	1
522	или иной	7	1
523	конечно совершенно	1	1
524	но вряд	1	1
525	имеет в	2	1
526	после того	6	1
527	мы знаем	1	1
528	бы к	1	1
529	время в	3	1
530	такое значение	1	1
531	также что	2	1
532	нам в	1	1
533	ко второму	1	1
534	слов и	5	1
535	для этой	1	1
536	составная часть	1	1
537	с проблемой	1	1
538	в той	4	1
539	особо нужно	1	1
540	совершенно иной	2	1
541	именно поэтому	2	1
542	тогда когда	4	1
543	казалось бы	1	1
544	свидетельствует о	1	1
545	понятно что	1	1
546	быть и	1	1
547	именно здесь	1	1
548	в коем	1	1
549	тогда и	1	1
550	и тех	1	1
551	связь между	3	1
552	по этому	1	1
553	со всем	1	1
554	вводит в	1	1
555	в процессе	3	1
556	нас к	2	1
557	связанное с	1	1
558	оказывается в	1	1
559	принадлежит в	1	1
560	в современном	1	1
561	в прямой	1	1
562	в каком-то	1	1
563	иногда бывает	1	1
564	не имеют	1	1
565	есть еще	1	1
566	одном случае	1	1
567	является не	1	1
568	в понимании	1	1
569	дело именно	1	1
570	что для	1	1
571	концы с	1	1
572	это конечно	2	1
573	но как	3	1
574	этому поводу	1	1
575	и содержания	2	1
576	о нем	1	1
577	с вопросом	2	1
578	этого рода	3	1
579	ее с	1	1
580	где изображается	1	1
581	сохраняется в	1	1
582	которые в	4	1
583	речи о	1	1
584	именно потому	1	1
585	это самое	2	1
586	этого слова	4	1
587	на которых	5	1
588	в конечном	1	1
589	формы в	1	1
590	в свое	2	1
591	с этого	1	1
592	которые сделали	1	1
593	то это	3	1
594	эти факты	1	1
595	не случайно	4	1
596	только о	2	1
597	на вопрос	3	1
598	несколько раз	1	1
599	обратимся к	1	1
600	находит себе	1	1
601	одной и	1	1
602	одного и	2	1
603	то в	3	1
604	в особых	1	1
605	что во	1	1
606	если эти	1	1
607	в большом	1	1
608	в себе	1	1
609	слово в	3	1
610	без особых	1	1
611	раз и	2	1
612	речи и	1	1
613	смысл и	2	1
614	которая в	1	1
615	чем у	1	1
616	и более	3	1
617	по отношению	3	1
618	далеко не	5	1
619	коем случае	1	1
620	идет здесь	1	1
621	лет а	1	1
622	и эта	1	1
623	точно и	1	1
624	своему содержанию	1	1
625	было еще	1	1
626	на своем	1	1
627	здесь следовательно	1	1
628	которое мы	1	1
629	следовательно и	1	1
630	законов и	1	1
631	что они	2	1
632	тому что	4	1
633	культуры он	1	1
634	говорить что	3	1
635	более чем	2	1
636	не можем	1	1
637	для нее	1	1
638	в полной	1	1
639	замкнуты в	1	1
640	мы обязаны	1	1
641	не просто	2	1
642	себе целью	2	1
643	в таком	4	1
644	и пр	3	1
