N	2gram	Ircho_Kome_2	Tragedij
340	черты лица	1	1
341	в понятие	1	1
342	был прав	1	1
343	в общем	1	1
344	на столе	1	1
345	одно из	2	1
346	и их	3	1
347	всяком случае	2	1
348	могло бы	1	1
349	два противоположных	1	1
350	т п	2	1
351	его речь	1	1
352	не для	2	1
353	идет в	1	1
354	случай не	1	1
355	рядом с	2	1
356	чувствует себя	1	1
357	никого не	1	1
358	до начала	3	1
359	даже не	3	1
360	на любовь	1	1
361	именно в	1	1
362	что не	1	1
363	не было	3	1
364	а на	2	1
365	на этот	4	1
366	а не	1	1
367	с которым	2	1
368	одну из	1	1
369	в и	1	1
370	широкое развитие	1	1
371	в связи	3	1
372	себя на	1	1
373	с помощью	1	1
374	более чем	4	1
375	о себе	1	1
376	вместе с	9	1
377	и особенно	3	1
378	в духе	2	1
379	над ним	1	1
380	сравнению с	1	1
381	наряду с	6	1
382	в той	2	1
383	не удалось	2	1
384	с этой	3	1
385	и от	4	1
386	друг перед	1	1
387	здесь есть	1	1
388	из трех	1	1
389	любовь к	1	1
390	не является	2	1
391	из дома	1	1
392	при таком	1	1
393	только теперь	1	1
394	за свое	1	1
395	в результате	1	1
396	это как	1	1
397	в двух	6	1
398	из себя	1	1
399	бы в	2	1
400	за три	1	1
401	но у	1	1
402	хотя бы	2	1
403	обстоит дело	1	1
404	за этим	1	1
405	в стихах	1	1
406	к ее	1	1
407	жизни в	1	1
408	в период	3	1
409	героя и	1	1
410	из тех	1	1
411	к женщине	1	1
412	при его	1	1
413	ко всему	1	1
414	т е	1	1
415	и жизнь	2	1
416	труда в	1	1
417	время он	1	1
418	в голову	2	1
419	впечатление на	1	1
420	и эта	1	1
421	во всяком	2	1
