N	2gram	Losev_Prob_3	Hudozhes
282	отметим еще	1	1
283	но чего	1	1
284	когда это	2	1
285	также и	16	1
286	понимается в	1	1
287	жизни для	1	1
288	слезами и	1	1
289	мы имеем	2	1
290	мы не	7	1
291	себе как	3	1
292	что если	1	1
293	нам в	1	1
294	и совсем	1	1
295	время как	4	1
296	этого термина	2	1
297	характером и	1	1
298	и самого	1	1
299	не нужно	1	1
300	между собой	1	1
301	со словами	1	1
302	прячется в	1	1
303	бы то	4	1
304	я на	1	1
305	во всех	2	1
306	природы и	2	1
307	то он	2	1
308	что всем	1	1
309	точка зрения	1	1
310	в сторону	1	1
311	а он	1	1
312	поскольку в	1	1
313	с каким	1	1
314	него с	2	1
315	себе и	1	1
316	не просто	23	1
317	друг от	2	1
318	или иное	2	1
319	за пределы	5	1
320	в настоящем	3	1
321	один и	1	1
322	в поисках	2	1
323	во что	1	1
324	герой при	1	1
325	не видно	1	1
326	в той	3	1
327	по сути	1	1
328	она как	1	1
329	и нет	2	1
330	такова же	1	1
331	остановиться на	1	1
332	обладает никакой	1	1
333	хотя и	5	1
334	когда он	2	1
335	но для	1	1
336	угодно и	1	1
337	это просто	1	1
338	имеет в	1	1
339	себе не	2	1
340	от этого	1	1
341	для ее	2	1
342	о самом	1	1
343	в которой	2	1
344	из жизни	1	1
345	так или	1	1
346	он в	2	1
347	все эти	7	1
348	виде ее	1	1
349	самое время	4	1
350	нами в	2	1
351	и тот	1	1
352	ничего и	1	1
353	но ведь	1	1
354	или предмет	1	1
355	с чем	2	1
356	и реалистическим	1	1
357	же о	1	1
358	и когда	1	1
359	раз это	1	1
360	однако он	1	1
361	том чтобы	1	1
362	содержит в	3	1
363	жизни здесь	1	1
364	какой бы	1	1
365	обнаруживает себя	1	1
366	и заключается	1	1
367	не должно	1	1
368	но все	3	1
369	тут не	1	1
370	здесь мы	1	1
371	произведение искусства	1	1
372	то ни	6	1
373	а когда	1	1
374	то есть	34	1
375	и других	1	1
376	значение если	2	1
377	и стала	1	1
378	то все	1	1
379	и чувствовать	1	1
380	зрения и	1	1
381	и тем	9	1
382	даже в	1	1
383	делает его	1	1
384	за ней	1	1
385	быть только	1	1
386	в слове	2	1
387	не всегда	1	1
388	которой он	1	1
389	он и	2	1
390	для чего	2	1
391	жизни но	2	1
392	духовной жизни	1	1
393	ним же	5	1
394	в один	1	1
395	в саду	1	1
396	во время	1	1
397	себе с	1	1
398	и при	2	1
399	никак не	9	1
400	наших дней	1	1
401	и смерть	1	1
402	на месте	1	1
403	на свою	1	1
404	а потом	1	1
405	говорил о	1	1
406	как символ	1	1
407	знаем что	1	1
408	от себя	2	1
409	от его	2	1
410	и другого	1	1
411	образом и	2	1
412	этой плоскости	1	1
413	но он	1	1
414	чего нельзя	1	1
415	видно что	1	1
416	и более	2	1
417	в конце	5	1
418	почему? а	1	1
419	художественной символики	1	1
420	единственный способ	2	1
421	же мы	1	1
422	случае мы	1	1
423	же такое	3	1
424	нас к	2	1
425	произведения и	2	1
426	раз и	4	1
427	каждого отдельного	1	1
428	бескорыстно и	1	1
429	эта картина	2	1
430	и притом	4	1
431	ничего нового	1	1
432	что с	1	1
433	и начинает	1	1
434	и другое	1	1
435	мысли в	1	1
436	то чего	2	1
437	дело в	4	1
438	только из	1	1
439	острейшим образом	1	1
440	на себе	3	1
441	этого какие	1	1
442	и над	1	1
443	во всякой	1	1
444	чем не	3	1
445	та или	3	1
446	например не	2	1
447	всей его	2	1
448	и всегда	2	1
449	в самой	2	1
450	о ней	2	1
451	или иная	3	1
452	это именно	1	1
453	как она	2	1
454	герой существует	1	1
455	и животные	1	1
456	оно возникает	2	1
457	такая же	1	1
458	душу но	1	1
459	не столь	1	1
460	однако это	2	1
461	может показаться	1	1
462	факта что	1	1
463	с разными	1	1
464	когда мы	15	1
465	есть только	4	1
466	во все	1	1
467	и такие	3	1
468	отличается от	4	1
469	еще яснее	1	1
470	души а	1	1
471	от нее	1	1
472	бы он	1	1
473	той или	12	1
474	что остается	1	1
475	только одну	1	1
476	и своя	1	1
477	исключения из	1	1
478	обо всех	1	1
479	на нечто	3	1
480	от друга	2	1
481	он вовсе	1	1
482	не существует	1	1
483	такое что	2	1
484	ни стало	1	1
485	же наконец	1	1
486	то или	3	1
487	нет никакой	1	1
488	в дальнейшем	1	1
489	однако если	3	1
490	нельзя сказать	2	1
491	на нее	1	1
492	особенно в	1	1
493	глубоко и	1	1
494	что от	1	1
495	но у	1	1
496	жизнь и	2	1
497	мы в	4	1
498	является в	2	1
499	в настоящее	2	1
500	по себе	25	1
501	трактуется как	2	1
502	образом в	1	1
503	никогда и	1	1
504	именно потому	3	1
505	и здесь	5	1
506	настоящее время	2	1
507	но мы	1	1
508	и что	7	1
509	в глаза	1	1
510	сам однако	1	1
511	у салтыкова-щедрина	1	1
512	после исключения	1	1
513	нас в	4	1
514	а во	1	1
515	заключается в	4	1
516	все в	1	1
517	или иначе	1	1
518	возникает и	1	1
519	нечто иное	2	1
520	пор мы	1	1
521	бы она	2	1
522	по разным	1	1
523	даже для	1	1
524	тот момент	1	1
525	того что	8	1
526	быть и	3	1
527	но с	2	1
528	сразу же	2	1
529	и личной	1	1
530	другого не	1	1
531	а если	1	1
532	с художественным	1	1
533	вне себя	1	1
534	собой не	1	1
535	всю ее	1	1
536	здесь ни	2	1
537	и потому	7	1
538	и весьма	1	1
539	бы его	1	1
540	по мнению	2	1
541	но как	4	1
542	за себя	2	1
543	это означает	1	1
544	имеет своим	2	1
545	раз вполне	1	1
546	не мешает	3	1
547	тургенева и	1	1
548	это же	3	1
549	со всеми	1	1
550	без этого	1	1
551	так что	12	1
552	для всех	1	1
553	к идее	1	1
554	уже в	3	1
555	вернуться к	2	1
556	в нашей	2	1
557	в начале	2	1
558	не исчезает	1	1
559	не считают	1	1
560	к своим	1	1
561	их как	1	1
562	или даже	5	1
563	представлялось ему	1	1
564	могло бы	3	1
565	среди которых	1	1
566	так как	9	1
567	то время	4	1
568	независимо от	1	1
569	и никогда	1	1
570	произведение не	1	1
571	образом не	1	1
572	от того	2	1
573	на том	1	1
574	были бы	2	1
575	имели бы	1	1
576	и даже	14	1
577	длинный ряд	1	1
578	этом как	1	1
579	этого человека	1	1
580	а именно	8	1
581	души это	1	1
582	такое же	1	1
583	воспоминания о	1	1
584	только по	1	1
585	что бы	1	1
586	образе это	1	1
587	и стал	1	1
588	окружающим его	1	1
589	уже во	2	1
590	которых мы	1	1
591	до конца	1	1
592	не означает	1	1
593	с которым	1	1
594	не то	2	1
595	там где	1	1
596	и мотив	1	1
597	мы пока	1	1
598	с удивлением	1	1
599	которого она	1	1
600	нечто такое	1	1
601	стороны в	1	1
602	уже давно	1	1
603	и она	1	1
604	эти слова	2	1
605	ни на	3	1
606	оказывается не	1	1
607	художественности и	3	1
608	много однако	1	1
609	однако для	2	1
610	сути дела	1	1
611	значении этого	1	1
612	в пределах	1	1
613	что за	1	1
614	еще нет	2	1
615	такого рода	6	1
616	это за	3	1
617	поскольку он	1	1
618	о соотношении	1	1
619	по существу	2	1
620	его личная	1	1
621	дело здесь	4	1
622	с этой	3	1
623	слова и	3	1
624	бытия с	1	1
625	еще раз	1	1
626	этом случае	5	1
627	художественное произведение	8	1
628	в условиях	3	1
629	него вещей	1	1
630	но это	8	1
631	от нас	2	1
632	слова но	1	1
633	только тогда	2	1
634	котором он	2	1
635	она уже	3	1
636	то не	1	1
637	ее и	2	1
638	всего что	1	1
639	из себя	3	1
640	бы в	2	1
641	же в	3	1
642	чем же	4	1
643	не обладает	1	1
644	нам не	2	1
645	с ней	5	1
646	только как	1	1
647	другой стороны	5	1
648	совершенно не	4	1
649	но когда	2	1
650	жизни а	3	1
651	точно так	3	1
652	первом случае	1	1
653	из этого	3	1
654	природы или	1	1
655	разным причинам	1	1
656	только о	3	1
657	героя в	2	1
658	об отношении	1	1
659	не нуждается	1	1
660	это так	2	1
661	к этой	1	1
662	бы даже	1	1
663	в искусстве	4	1
664	в своих	1	1
665	от которой	1	1
666	это в	2	1
667	к этому	1	1
668	можно назвать	1	1
669	в таком	5	1
670	смысле что	3	1
