N	2gram	Bakhtin_fo_1	Problema
294	и здесь	1	2
295	в другом	1	2
296	форма как	1	2
297	в значительной	2	2
298	и познания	1	2
299	от них	1	2
300	и во	7	2
301	этот момент	1	2
302	человека как	1	2
303	будем называть	1	2
304	в него	1	2
305	мир в	2	2
306	и мир	1	2
307	в каких	1	2
308	того что	2	2
309	довлеет себе	2	2
310	что он	1	2
311	и ее	3	2
312	на мир	1	2
313	себя в	1	2
314	события и	1	2
315	в начале	3	2
316	должно иметь	1	2
317	ни с	2	2
318	цели и	1	2
319	что и	3	2
320	вовсе не	13	2
321	произведения и	1	2
322	и искусства	1	2
323	в некоторых	2	2
324	которые могут	1	2
325	тем что	2	2
326	в особенности	9	2
327	событие в	1	2
328	чем в	2	2
329	или иной	2	2
330	связаны с	3	2
331	здесь в	2	2
332	миру и	1	2
333	форме и	1	2
334	характерно для	1	2
335	и определяет	1	2
336	не было	7	2
337	в связи	5	2
338	человек в	3	2
339	в частности	6	2
340	в строгом	2	2
341	подхода к	3	2
342	все моменты	2	2
343	и оценки	1	2
344	из которых	1	2
345	к своему	2	2
346	по существу	12	2
347	других областях	1	2
348	в событие	1	2
349	или в	3	2
350	узком смысле	1	2
351	и события	2	2
352	той или	2	2
353	не более	1	2
354	мы должны	2	2
355	ни к	3	2
356	целом в	1	2
357	но зато	1	2
358	в этих	3	2
359	жанровые формы	1	2
360	слово в	1	2
361	в свою	2	2
362	лишь что	1	2
363	была бы	2	2
364	и другие	5	2
365	в своих	1	2
366	и эта	2	2
367	к этому	3	2
368	момента у	1	1
369	более существенным	1	1
370	лежат в	2	1
371	все снова	1	1
372	человека и	11	1
373	полагается в	1	1
374	все остальное	1	1
375	всех видах	1	1
376	тех же	2	1
377	к данному	1	1
378	с природой	1	1
379	часто приводит	1	1
380	др или	1	1
381	и реального	1	1
382	и принципиально	2	1
383	к другому	2	1
384	нем нет	2	1
385	его же	1	1
386	уже указывали	4	1
387	и полагается	1	1
388	иметь место	1	1
389	и за	1	1
390	и композиционного	1	1
391	из всех	1	1
392	и ничего	1	1
393	и момент	2	1
394	связан с	1	1
395	обходится без	1	1
396	вопрос о	2	1
397	науки и	1	1
398	нам в	1	1
399	и случайной	2	1
400	почти все	1	1
401	который был	1	1
402	время как	5	1
403	на себя	2	1
404	с ее	6	1
405	здесь прежде	1	1
406	жизни как	1	1
407	форм в	1	1
408	основе этого	1	1
409	и происходит	1	1
410	есть для	1	1
411	существенное отношение	1	1
412	время в	6	1
413	материала это	1	1
414	остались бы	1	1
415	романе вообще	1	1
416	роман и	1	1
417	их целом	2	1
418	по своему	1	1
419	а следовательно	1	1
420	и всего	1	1
421	то он	1	1
422	одном и	1	1
423	значение и	3	1
424	в новом	1	1
425	вступают в	1	1
426	себе и	3	1
427	в свои	1	1
428	преступление и	1	1
429	идет о	1	1
430	работа в	1	1
431	увидим далее	1	1
432	пройдя через	1	1
433	пути в	1	1
434	стороны и	2	1
435	поэзии от	1	1
436	более и	1	1
437	в полном	1	1
438	а чисто	1	1
439	могли бы	1	1
440	может получить	1	1
441	вопросом о	1	1
442	характер носит	1	1
443	имеет в	2	1
444	эту проблему	1	1
445	нет здесь	3	1
446	по изучению	1	1
447	психологии и	1	1
448	ее целом	2	1
449	не приходится	1	1
450	бы и	1	1
451	чисто технический	1	1
452	ни один	1	1
453	всего романа	1	1
454	и я	1	1
455	то время	4	1
456	которые в	1	1
457	в этой	1	1
458	такое значение	1	1
459	вносит в	1	1
460	но он	2	1
461	в философии	1	1
462	помимо своей	1	1
463	как он	2	1
464	не могла	1	1
465	а вовсе	1	1
466	к выводу	1	1
467	сомнений и	1	1
468	как оно	2	1
469	в первых	1	1
470	и историческом	1	1
471	всех этих	5	1
472	нее и	1	1
473	в понимании	1	1
474	не как	2	1
475	и вот	1	1
476	широком смысле	2	1
477	характер в	2	1
478	целом а	1	1
479	уже за	1	1
480	его от	2	1
481	его можно	1	1
482	день и	1	1
483	могла бы	1	1
484	человек а	1	1
485	имеют в	1	1
486	в совершенно	1	1
487	значение в	5	1
488	мы уже	11	1
489	все сплошь	1	1
490	сохраняет еще	1	1
491	нашем случае	1	1
492	зрения на	1	1
493	и религиозной	1	1
494	это было	1	1
495	из разновидностей	1	1
496	моменты в	1	1
497	характер не	3	1
498	подходы и	1	1
499	она становится	3	1
500	становится формой	1	1
501	ведь в	1	1
502	для них	3	1
503	в один	1	1
504	нет в	2	1
505	она и	1	1
506	iv проблема	1	1
507	слагаются в	2	1
508	с тем	3	1
509	все творческие	1	1
510	и уже	3	1
511	коснемся вкратце	1	1
512	рода и	1	1
513	отмеченное нами	1	1
514	социальной и	1	1
515	дороги а	1	1
516	автора и	2	1
517	был бы	3	1
518	ибо не	1	1
519	места в	2	1
520	и правильно	1	1
521	более подробного	1	1
522	особенности же	1	1
523	не становится	1	1
524	моментах как	1	1
525	по сравнению	2	1
526	самый момент	1	1
527	в положительном	1	1
528	и оправдание	1	1
529	в которых	2	1
530	действительность в	1	1
531	является только	1	1
532	совершенно новое	1	1
533	имеет более	1	1
534	характера в	2	1
535	силу и	1	1
536	есть именно	2	1
537	не должно	1	1
538	мере и	1	1
539	формы как	1	1
540	по себе	2	1
541	так называемого	1	1
542	связей с	1	1
543	же мы	1	1
544	которой и	1	1
545	на один	2	1
546	быть лишь	1	1
547	вплоть до	1	1
548	до известной	1	1
549	человека но	1	1
550	иной раз	1	1
551	виду что	1	1
552	но для	2	1
553	как о	1	1
554	здесь лишь	1	1
555	правда в	1	1
556	что их	1	1
557	здесь на	4	1
558	не события	1	1
559	бытия и	1	1
560	и снова	1	1
561	та или	1	1
562	следовательно и	1	1
563	того и	2	1
564	области где	1	1
565	место во	1	1
566	находятся в	1	1
567	входят как	1	1
568	или иная	1	1
569	того в	1	1
570	во всей	3	1
571	фоне которого	2	1
572	к концу	3	1
573	всякое событие	1	1
574	и является	2	1
575	мире и	2	1
576	нам важно	1	1
577	отношение и	1	1
578	не нужен	1	1
579	в процессе	4	1
580	и единством	1	1
581	исторического процесса	2	1
582	изолированный и	1	1
583	не столь	2	1
584	моментов это	1	1
585	и со	1	1
586	есть к	1	1
587	от их	1	1
588	в момент	1	1
589	что можно	1	1
590	конкретное и	1	1
591	телесно и	1	1
592	форме как	2	1
593	значительной степени	1	1
594	этого и	1	1
595	два момента	1	1
596	героя его	1	1
597	его с	1	1
598	родство с	1	1
599	произведения которое	1	1
600	протяжении всего	1	1
601	себя только	1	1
602	для его	1	1
603	она же	2	1
604	опыта и	1	1
605	него как	1	1
606	такова в	1	1
607	приходит к	1	1
608	из всего	1	1
609	лежат вне	1	1
610	свою очередь	1	1
611	всего этого	2	1
612	точками зрения	1	1
613	события как	1	1
614	характер и	7	1
615	за пределами	1	1
616	не возникает	1	1
617	и иные	2	1
618	как с	1	1
619	на том	1	1
620	было в	1	1
621	оно как	1	1
622	глубоко и	1	1
623	в одном	3	1
624	его она	1	1
625	не были	2	1
626	определенного и	1	1
627	что дело	1	1
628	и выбора	1	1
629	это внутреннее	1	1
630	выводу что	1	1
631	с человеком	1	1
632	смысле и	1	1
633	образом в	1	1
634	этой проблемы	2	1
635	без которой	1	1
636	часто и	2	1
637	мы это	1	1
638	единство этой	1	1
639	них совершенно	1	1
640	для нас	2	1
641	а также	2	1
642	здесь почти	1	1
643	мы понимаем	1	1
644	события в	1	1
645	и своей	1	1
646	на отдельные	1	1
647	на протяжении	1	1
648	нем не	3	1
649	комедии и	1	1
650	лишь путем	1	1
651	они всецело	1	1
652	моментами и	1	1
653	во втором	2	1
654	полноту и	2	1
655	резко отличается	1	1
656	его то	1	1
657	и следовательно	4	1
658	возможно лишь	1	1
659	быть и	2	1
660	является существенным	1	1
661	важное значение	2	1
662	этот вопрос	1	1
663	ряд то	1	1
664	целом с	2	1
665	не имеющих	1	1
666	глубоко различны	1	1
667	между этими	4	1
668	не происходит	1	1
669	определение в	1	1
670	нас здесь	1	1
671	довлеют себе	1	1
672	не касаемся	1	1
673	человека с	1	1
674	для всех	2	1
675	есть в	2	1
676	уже не	2	1
677	неразрывно связана	1	1
678	только на	3	1
679	по-новому в	1	1
680	не чувствует	1	1
681	об его	1	1
682	чем обычно	1	1
683	его во	1	1
684	с государством	1	1
685	необходимые связи	1	1
686	или даже	1	1
687	из них	1	1
688	его и	2	1
689	и понимание	1	1
690	для него	2	1
691	форм но	1	1
692	характер чтобы	1	1
693	сами по	1	1
694	моментов в	1	1
695	не для	2	1
696	вся внутренняя	1	1
697	с этими	2	1
698	было этого	1	1
699	к ним	2	1
700	не о	2	1
701	друг друга	3	1
702	или это	1	1
703	чрезвычайно важная	1	1
704	природой и	1	1
705	на некоторые	1	1
706	явлений в	1	1
707	деле и	1	1
708	мир на	1	1
709	подходом к	2	1
710	формы к	1	1
711	момент в	2	1
712	значение чем	1	1
713	которые как	1	1
714	чувствует себя	2	1
715	образ человека	6	1
716	глубине и	1	1
717	именно как	4	1
718	с другим	1	1
719	до сих	3	1
720	моменты и	1	1
721	или чисто	1	1
722	нас в	3	1
723	притом не	1	1
724	именно в	3	1
725	и нельзя	1	1
726	случайны и	1	1
727	это своеобразное	1	1
728	мы еще	3	1
729	человек может	1	1
730	затем в	1	1
731	не создает	1	1
732	а на	1	1
733	поэтическое целое	1	1
734	а наоборот	1	1
735	до конца	4	1
736	человеческой жизни	6	1
737	не совсем	1	1
738	с которым	1	1
739	имеет к	1	1
740	как ни	1	1
741	одну из	1	1
742	о чем	1	1
743	все последующие	1	1
744	всех других	1	1
745	что мы	2	1
746	нигде не	1	1
747	и вне	3	1
748	но оно	2	1
749	отметим лишь	1	1
750	участник его	1	1
751	вместе с	3	1
752	так же	6	1
753	подлежит конечно	1	1
754	смысл который	1	1
755	происходит в	2	1
756	свои права	1	1
757	мы говорим	1	1
758	внутреннего человека	1	1
759	этот смысл	1	1
760	его личной	1	1
761	сравнению с	2	1
762	она есть	1	1
763	образом и	1	1
764	в той	4	1
765	тесно связан	1	1
766	более узком	1	1
767	смысле этого	1	1
768	вне этой	1	1
769	и всей	2	1
770	эта проблема	1	1
771	образ и	1	1
772	и первое	1	1
773	форма в	1	1
774	конечно от	1	1
775	мы сказали	1	1
776	или хотя	1	1
777	этого слова	1	1
778	и формы	1	1
779	правда этот	1	1
780	сих пор	3	1
781	себе все	1	1
782	же значение	1	1
783	вообще есть	1	1
784	особый характер	1	1
785	на самой	1	1
786	это уже	1	1
787	приводя в	1	1
788	живет и	1	1
789	только я	2	1
790	и может	2	1
791	не существует	1	1
792	к тому	3	1
793	не подлежит	1	1
794	или только	1	1
795	в результате	6	1
796	которой можно	1	1
797	определенного его	1	1
798	в собственно	1	1
799	бы в	1	1
800	областях культуры	1	1
801	необходимых для	1	1
802	еще более	3	1
803	и смысл	1	1
804	и жанровые	1	1
805	но всегда	1	1
806	как человек	4	1
807	все только	2	1
808	всеми его	3	1
809	процессы в	1	1
810	с людьми	1	1
811	жизни в	8	1
812	но эта	3	1
813	не лежит	1	1
814	именно не	1	1
815	связей и	1	1
816	равно как	2	1
817	большое значение	1	1
818	себе самому	4	1
819	слагается из	2	1
820	ряды они	1	1
821	в которой	2	1
822	жизни и	8	1
823	но эти	1	1
824	к этой	1	1
825	концу романа	3	1
826	снова и	1	1
827	им и	1	1
828	и трагедии	1	1
829	в отрицательном	1	1
