N	2gram	Medvedev_V_1	StatiiOP
203	имеем в	1	2
204	так сказать	2	2
205	в статье	4	2
206	т д	14	2
207	не как	1	2
208	том чтобы	2	2
209	представляет собою	11	2
210	в плане	5	2
211	и по	3	2
212	и может	2	2
213	а по	1	2
214	то есть	1	2
215	заключается в	2	2
216	ее в	4	2
217	эти годы	1	2
218	он и	2	2
219	между собою	2	2
220	черновой редакции	3	2
221	стихах и	1	2
222	не столько	2	2
223	в которых	3	2
224	печатном тексте	1	2
225	взгляд на	1	2
226	которые в	2	2
227	в прямом	1	2
228	для этого	1	2
229	это особенно	2	2
230	произведения и	7	2
231	этой области	3	2
232	не менее	2	2
233	как можно	1	2
234	что эта	1	2
235	самого начала	1	2
236	как о	2	2
237	дело не	1	2
238	тогда когда	2	2
239	одна из	4	2
240	к этим	2	2
241	не имеет	1	2
242	никогда не	4	2
243	в русском	1	2
244	на себе	1	2
245	от того	2	2
246	начиная с	2	2
247	могут быть	5	2
248	к тому	4	2
249	для его	4	2
250	любопытно что	1	2
251	для того	3	2
252	утверждать что	4	2
253	на это	2	2
254	должен быть	4	2
255	как мы	1	2
256	с ее	1	2
257	в виду	4	2
258	говорит и	8	2
259	на основе	5	2
260	свидетельство о	1	2
261	что у	2	2
262	или в	3	2
263	до нас	2	2
264	произведения как	5	2
265	внимание на	1	2
266	с одной	2	2
267	что его	2	2
268	и во	1	2
269	от них	2	2
270	этому поводу	7	2
271	а потому	1	2
272	в форме	3	2
273	и других	1	2
274	еще не	2	2
275	и ее	4	2
276	есть в	1	2
277	и у	2	2
278	что если	1	2
279	в поэзии	1	2
280	при помощи	3	2
281	работой над	2	2
282	вовсе не	3	2
283	при всей	2	2
284	на четыре	1	2
285	заметить что	1	2
286	или иной	2	2
287	до сих	1	2
288	себя и	1	2
289	что не	3	2
290	что из	1	2
291	вместе с	7	2
292	но не	2	2
293	без труда	1	2
294	предисловии к	1	2
295	в последнем	2	2
296	его работе	1	2
297	стихотворений и	1	2
298	сюда относится	1	2
299	том смысле	1	2
300	пушкина например	1	2
301	сих пор	1	2
302	так пушкин	1	2
303	один из	5	2
304	этих формах	1	2
305	с по	1	2
306	в результате	5	2
307	работы над	5	2
308	его не	3	2
309	в духе	1	2
310	и ни	1	2
311	года в	1	2
312	только что	4	2
313	в стихах	1	2
314	одной из	1	2
315	в свою	1	2
316	к сожалению	2	2
317	к этой	1	2
318	при оценке	1	2
319	как известно	2	1
320	вряд ли	1	1
321	ту же	2	1
322	за пределы	1	1
323	прав когда	1	1
324	одним из	5	1
325	также и	2	1
326	начинается с	1	1
327	его основной	1	1
328	не признать	1	1
329	первый этап	1	1
330	сам по	1	1
331	и то	1	1
332	смысле слова	2	1
333	и так	1	1
334	начинается его	2	1
335	самого замысла	2	1
336	видеть в	2	1
337	уже по	2	1
338	интересны в	1	1
339	смотреть на	1	1
340	им самим	1	1
341	с новыми	1	1
342	свидетельствует и	1	1
343	прямом смысле	1	1
344	вопрос о	1	1
345	ответить на	1	1
346	модель для	1	1
347	из своих	2	1
348	почти все	1	1
349	еще до	1	1
350	на себя	1	1
351	мы и	1	1
352	работе над	6	1
353	похожи на	1	1
354	дают возможность	3	1
355	о роли	1	1
356	и он	2	1
357	и характере	1	1
358	проявляется в	1	1
359	между собой	1	1
360	быть в	1	1
361	всего этого	1	1
362	является таким	1	1
363	н ф	2	1
364	как правильно	1	1
365	тот или	1	1
366	несколько неожиданно	1	1
367	или иначе	1	1
368	и другие	1	1
369	было указано	1	1
370	не все	1	1
371	очевидно что	7	1
372	а и	1	1
373	его развития	1	1
374	которые не	1	1
375	она у	1	1
376	чем же	4	1
377	в истории	1	1
378	опирается на	1	1
379	пушкин все	1	1
380	в своем	8	1
381	что ее	1	1
382	что нет	2	1
383	этом же	2	1
384	применении к	1	1
385	когда он	3	1
386	целый ряд	1	1
387	и как	3	1
388	не являются	1	1
389	и художественного	3	1
390	в каком-то	1	1
391	более или	6	1
392	это определение	1	1
393	и невозможно	1	1
394	всего лишь	3	1
395	в большом	1	1
396	при создании	3	1
397	так или	1	1
398	за это	1	1
399	нужно как	1	1
400	не нашли	1	1
401	бы не	2	1
402	в известном	1	1
403	в дальнейшем	1	1
404	всего необходимо	1	1
405	дело так	1	1
406	как он	2	1
407	но на	1	1
408	что она	2	1
409	по словам	8	1
410	к искусству	1	1
411	идей и	3	1
412	в нем	6	1
413	области не	1	1
414	они в	1	1
415	и социальной	2	1
416	те вопросы	1	1
417	что еще	1	1
418	принципиальную высоту	1	1
419	все типичные	1	1
420	что ни	2	1
421	говорит следующее	4	1
422	как оно	1	1
423	поэтической деятельности	1	1
424	а затем	2	1
425	самого автора	1	1
426	поэзии и	1	1
427	явилась у	1	1
428	этому типу	1	1
429	данного автора	3	1
430	зрения на	1	1
431	который у	1	1
432	творчества он	1	1
433	моменты в	1	1
434	и определение	1	1
435	что один	1	1
436	в ином	1	1
437	рассказывает что	2	1
438	то как	1	1
439	соответствии с	1	1
440	в наследство	1	1
441	этого не	1	1
442	отражается в	1	1
443	мы видели	3	1
444	здесь можно	1	1
445	не заметить	1	1
446	мы знаем	3	1
447	произведение с	1	1
448	и некоторые	1	1
449	мере не	1	1
450	ином контексте	1	1
451	их на	1	1
452	или менее	6	1
453	вещи в	1	1
454	и при	5	1
455	их он	1	1
456	как некую	1	1
457	почти не	1	1
458	в черновиках	1	1
459	могло бы	2	1
460	и значит	2	1
461	одном из	3	1
462	и той	1	1
463	поэтому в	1	1
464	эта не	2	1
465	творчества и	1	1
466	друг другу	1	1
467	и эти	1	1
468	том же	6	1
469	следующих словах	1	1
470	бы быть	1	1
471	формы как	1	1
472	по себе	2	1
473	даже в	5	1
474	связь этого	1	1
475	что есть	1	1
476	вплоть до	2	1
477	о значении	1	1
478	а иногда	1	1
479	слова вот	1	1
480	не о	2	1
481	может служить	1	1
482	того как	1	1
483	на него	1	1
484	к изучению	1	1
485	этому сводится	2	1
486	иметь в	2	1
487	того чтобы	3	1
488	смысле что	1	1
489	не могло	1	1
490	для творчества	1	1
491	судя по	1	1
492	его от	2	1
493	и каково	1	1
494	например у	2	1
495	казалось бы	1	1
496	отметим еще	1	1
497	в самой	1	1
498	или как	1	1
499	свое воплощение	1	1
500	друг друга	1	1
501	свидетельствуют о	2	1
502	со своим	2	1
503	е не	1	1
504	последний этап	1	1
505	том отношении	2	1
506	становится понятным	1	1
507	процесса в	1	1
508	очень часто	1	1
509	уже о	1	1
510	все то	1	1
511	нет ни	2	1
512	же самое	2	1
513	не случайно	1	1
514	бы он	1	1
515	той или	1	1
516	слова с	1	1
517	мой взгляд	1	1
518	к поэту	1	1
519	судьба человека	1	1
520	приходит к	1	1
521	в театре	1	1
522	можно и	1	1
523	своего развития	1	1
524	свою очередь	1	1
525	значительной мере	3	1
526	говоря уже	1	1
527	здесь не	1	1
528	в ее	4	1
529	его авторской	1	1
530	формы и	2	1
531	окончательной редакции	1	1
532	этой схемы	1	1
533	всегда были	1	1
534	очень существенно	1	1
535	в пределах	5	1
536	так было	1	1
537	вопрос что	1	1
538	приводит к	5	1
539	мнение что	1	1
540	в классической	1	1
541	и сам	1	1
542	второй этап	1	1
543	в образе	2	1
544	по аналогии	1	1
545	можно было	2	1
546	в нескольких	1	1
547	из писем	2	1
548	том как	3	1
549	часто в	1	1
550	но у	1	1
551	мы в	1	1
552	является в	1	1
553	о котором	1	1
554	по мере	1	1
555	с ним	1	1
556	связанная с	1	1
557	образом в	3	1
558	все его	2	1
559	автор не	1	1
560	или только	1	1
561	в порядке	5	1
562	в применении	1	1
563	вот почему	4	1
564	детальное изучение	1	1
565	и исключительной	1	1
566	может не	2	1
567	в значительной	3	1
568	как у	2	1
569	знает что	1	1
570	теорий в	1	1
571	это имеет	1	1
572	примеры показывают	1	1
573	что и	3	1
574	иной мере	1	1
575	вообще и	2	1
576	сил и	3	1
577	сомнения в	1	1
578	именно в	2	1
579	каждом отдельном	2	1
580	в свете	1	1
581	работу над	1	1
582	для самого	1	1
583	и самые	1	1
584	статье о	1	1
585	указывает что	1	1
586	показывают что	3	1
587	можно отметить	1	1
588	его в	3	1
589	за разработку	1	1
590	стиль в	1	1
591	как нечто	1	1
592	таков первый	1	1
593	эти отдельные	1	1
594	который в	1	1
595	самые разнообразные	1	1
596	между этими	1	1
597	но то	2	1
598	это с	1	1
599	стихотворения и	1	1
600	конечно не	1	1
601	с нею	2	1
602	ее а	1	1
603	ни одного	2	1
604	фактов а	1	1
605	которых можно	1	1
606	целого ряда	2	1
607	является не	4	1
608	важно подчеркнуть	2	1
609	от других	1	1
610	в живом	1	1
611	не дает	1	1
612	в данной	1	1
613	иного вида	2	1
614	из них	9	1
615	основная функция	1	1
616	это обстоятельство	1	1
617	и их	3	1
618	в известной	1	1
619	со вторым	1	1
620	над своими	2	1
621	содержания и	1	1
622	в одном	4	1
623	но что	1	1
624	идет в	1	1
625	того или	2	1
626	во всей	2	1
627	отношении что	2	1
628	своего творчества	3	1
629	характерны для	1	1
630	даже и	3	1
631	не противоречит	1	1
632	некоторые авторы	2	1
633	из приведенных	3	1
634	он работал	3	1
635	отношение в	1	1
636	только у	2	1
637	и из	1	1
638	то это	2	1
639	связаны с	1	1
640	и тех	1	1
641	стороны он	1	1
642	а именно	1	1
643	и создает	1	1
644	как художественное	1	1
645	он это	1	1
646	элементов в	1	1
647	еще и	2	1
648	и образов	5	1
649	могут иметь	1	1
650	свой ответ	1	1
651	говорит о	7	1
652	к более	1	1
653	не говоря	1	1
654	материал в	1	1
655	целым рядом	1	1
656	не означает	1	1
657	что творчество	2	1
658	о чем	2	1
659	на время	2	1
660	совершенно очевидно	1	1
661	примером может	1	1
662	как говорит	5	1
663	и ему	1	1
664	если не	1	1
665	воплощение в	2	1
666	нет ничего	1	1
667	в частности	11	1
668	теперь к	1	1
669	эти примеры	2	1
670	особым этапом	1	1
671	с м	1	1
672	в данном	1	1
673	его исторической	1	1
674	в той	1	1
675	через свое	1	1
676	и этот	2	1
677	тому как	2	1
678	это его	1	1
679	доходят до	1	1
680	по существу	3	1
681	это значит	1	1
682	в состоянии	1	1
683	должно быть	2	1
684	или другого	1	1
685	с отдельными	1	1
686	эти вопросы	2	1
687	и общих	1	1
688	очень разнообразен	1	1
689	о его	2	1
690	этом и	2	1
691	но для	2	1
692	писал в	3	1
693	его литературной	1	1
694	каждой из	2	1
695	в книге	2	1
696	вероятно в	1	1
697	анализа и	1	1
698	п в	3	1
699	как основные	1	1
700	его пушкин	1	1
701	причем в	1	1
702	по принципу	1	1
703	лишь о	1	1
704	это как	1	1
705	чтобы понять	1	1
706	а к	1	1
707	для нас	1	1
708	и все	1	1
709	собственно говоря	1	1
710	у них	2	1
711	бы в	3	1
712	своих героев	2	1
713	является выражением	1	1
714	хотя бы	19	1
715	них и	1	1
716	с теми	1	1
717	а о	2	1
718	о своем	2	1
719	понимать как	2	1
720	состоит из	1	1
721	стихотворение по	1	1
722	видим у	1	1
723	или иного	1	1
724	одновременно и	1	1
725	и еще	1	1
726	приблизительно в	1	1
727	перейти к	1	1
728	содержании и	1	1
729	есть и	1	1
730	художественного творчества	18	1
731	жизни и	3	1
732	этой точки	2	1
733	только не	2	1
734	которая не	2	1
735	так же	3	1
736	они не	2	1
737	и идей	1	1
