N	2gram	Bakhtin_Pr_3	Vvedenie
199	или меньшей	3	3
200	говорит о	2	3
201	так называемой	1	3
202	в строгом	1	3
203	да и	2	3
204	большей или	3	3
205	знать все	1	3
206	в своем	1	3
207	но с	1	3
208	в результате	1	3
209	культуры в	1	3
210	к этому	4	3
211	вряд ли	1	2
212	наших дней	3	2
213	и до	5	2
214	от которых	1	2
215	мы уже	5	2
216	есть не	1	2
217	самое же	1	2
218	мы не	4	2
219	что если	1	2
220	имеет свою	1	2
221	на тему	1	2
222	жизни как	4	2
223	в основу	1	2
224	и со	1	2
225	что можно	1	2
226	того же	2	2
227	в каждой	1	2
228	и был	1	2
229	литературы и	2	2
230	время в	1	2
231	значение и	2	2
232	себе и	1	2
233	но пока	1	2
234	так называемая	2	2
235	о которой	1	2
236	не к	1	2
237	в силу	1	2
238	одной и	1	2
239	и с	6	2
240	традиции и	2	2
241	на протяжении	5	2
242	в соответствии	2	2
243	уже знаем	1	2
244	который по	1	2
245	для них	1	2
246	но уже	1	2
247	о которых	1	2
248	и представить	1	2
249	греческий и	1	2
250	соответствии с	2	2
251	этого не	1	2
252	несмотря на	2	2
253	и тогда	1	2
254	и сейчас	1	2
255	с точки	2	2
256	состоит в	1	2
257	мысли и	1	2
258	и той	2	2
259	произведения и	1	2
260	и истории	1	2
261	нашего времени	1	2
262	того как	1	2
263	одна из	7	2
264	это еще	2	2
265	никогда не	2	2
266	казалось бы	3	2
267	ничего не	6	2
268	иной раз	1	2
269	этого термина	1	2
270	художественной литературы	2	2
271	истории не	1	2
272	возрождения и	2	2
273	как только	1	2
274	с полной	1	2
275	той или	1	2
276	рядом с	1	2
277	если же	1	2
278	средних веков	1	2
279	языка так	1	2
280	в дальнейшем	7	2
281	значение в	4	2
282	так и	6	2
283	мог бы	1	2
284	к самой	1	2
285	известной мере	2	2
286	для этого	1	2
287	же самое	1	2
288	смысле и	2	2
289	и здесь	1	2
290	с соответствующими	1	2
291	вопросу о	1	2
292	во всех	12	2
293	тем или	1	2
294	нуждается в	1	2
295	в форме	6	2
296	тем более	2	2
297	все время	1	2
298	этой почве	1	2
299	народов и	1	2
300	быть и	2	2
301	здесь не	4	2
302	и так	3	2
303	именно на	1	2
304	до наших	3	2
305	литературы в	3	2
306	каждый из	1	2
307	языка а	1	2
308	только на	1	2
309	мы можем	5	2
310	традиции с	1	2
311	или иной	1	2
312	по его	1	2
313	в ряде	1	2
314	и др	14	2
315	не было	4	2
316	в связи	2	2
317	с помощью	1	2
318	все более	1	2
319	мы говорим	1	2
320	в разной	1	2
321	из которых	1	2
322	с этим	2	2
323	этого слова	1	2
324	по существу	5	2
325	еще раз	5	2
326	но это	3	2
327	романов достоевского	1	2
328	которые были	1	2
329	в более	4	2
330	это уже	1	2
331	образом по	1	2
332	не существует	1	2
333	котором он	1	2
334	между ними	2	2
335	обе эти	3	2
336	или нет	1	2
337	конце концов	1	2
338	мы должны	4	2
339	с ней	3	2
340	самой своей	1	2
341	он и	1	2
342	или иным	1	2
343	жизни и	9	2
344	и другие	9	2
345	это в	1	2
346	я и	1	1
347	например в	5	1
348	относится и	1	1
349	типа были	1	1
350	на самом	1	1
351	человека к	3	1
352	это и	1	1
353	и общественного	1	1
354	в средние	10	1
355	например у	3	1
356	проявляются в	1	1
357	др в	2	1
358	видеть в	1	1
359	в зависимости	2	1
360	очень далеко	1	1
361	бы уже	1	1
362	теперь мы	4	1
363	нам в	1	1
364	к одной	1	1
365	совокупности всех	2	1
366	есть нечто	1	1
367	все здесь	3	1
368	которая ведет	1	1
369	иной человеческой	1	1
370	меньшей степени	2	1
371	прямо как	1	1
372	в xix	1	1
373	бывает так	1	1
374	которую можно	3	1
375	которые он	1	1
376	он был	1	1
377	на них	1	1
378	более того	6	1
379	платона в	1	1
380	предисловии к	1	1
381	в область	1	1
382	к слову	1	1
383	как в	7	1
384	этого типа	1	1
385	а через	1	1
386	отличие от	1	1
387	нет и	1	1
388	что они	1	1
389	форме и	1	1
390	всех ее	1	1
391	государства и	1	1
392	его различных	1	1
393	кроме того	3	1
394	разного рода	1	1
395	понять и	2	1
396	показывает что	1	1
397	и художественного	1	1
398	социально-политической и	1	1
399	более или	3	1
400	себе не	1	1
401	заключение нашего	1	1
402	из самых	2	1
403	в которой	2	1
404	подлинный смысл	1	1
405	он в	2	1
406	у каждого	1	1
407	достоевского в	3	1
408	и тот	3	1
409	для которых	1	1
410	только один	1	1
411	античности в	2	1
412	тому же	2	1
413	во многих	1	1
414	но на	1	1
415	на его	3	1
416	время и	1	1
417	в какой-то	4	1
418	перестает быть	1	1
419	собой не	1	1
420	мысли как	1	1
421	из него	1	1
422	как момент	1	1
423	даже прямо	1	1
424	ее мы	1	1
425	жизни европейских	1	1
426	именно это	1	1
427	это конечно	2	1
428	внешний характер	1	1
429	подход к	1	1
430	он обладал	1	1
431	как они	1	1
432	а затем	4	1
433	что все	1	1
434	в определенном	1	1
435	нем есть	1	1
436	этой традиции	1	1
437	здесь останавливаться	2	1
438	лишь на	1	1
439	нам по	2	1
440	видеть и	1	1
441	чаще всего	1	1
442	говорить в	1	1
443	его у	1	1
444	с античной	2	1
445	времени была	1	1
446	в слове	1	1
447	не всегда	1	1
448	более глубокого	1	1
449	уже у	3	1
450	ряде других	1	1
451	перед собой	1	1
452	моментом в	1	1
453	или менее	3	1
454	в эту	3	1
455	исторической действительности	1	1
456	веков в	1	1
457	его нельзя	1	1
458	во время	1	1
459	человеческой природы	1	1
460	эта черта	1	1
461	этому нисколько	1	1
462	в такой	1	1
463	от отдельных	1	1
464	и без	3	1
465	с идеей	1	1
466	быть названы	1	1
467	представление о	1	1
468	в отличие	1	1
469	далее в	1	1
470	и какое	1	1
471	свои собственные	1	1
472	но он	2	1
473	но во	1	1
474	в россии	1	1
475	зависимости от	2	1
476	что было	1	1
477	не его	1	1
478	не была	1	1
479	этом и	1	1
480	например и	1	1
481	если и	1	1
482	в атмосфере	1	1
483	в таких	1	1
484	человечества и	1	1
485	у платона	3	1
486	в обоих	1	1
487	непосредственно и	1	1
488	самого начала	4	1
489	других романов	1	1
490	связан и	1	1
491	народов в	1	1
492	в самых	1	1
493	ней только	1	1
494	а для	2	1
495	на язык	4	1
496	правда в	2	1
497	в самой	1	1
498	имеем дело	1	1
499	этих двух	2	1
500	во всем	2	1
501	убедиться в	1	1
502	но теперь	1	1
503	платона и	1	1
504	что на	1	1
505	ли это	1	1
506	превращается в	1	1
507	по и	1	1
508	в духе	8	1
509	встречается в	1	1
510	на особую	2	1
511	она имела	1	1
512	и другой	3	1
513	человека в	3	1
514	языках и	1	1
515	и отдельных	1	1
516	должны быть	1	1
517	всего в	1	1
518	как своего	1	1
519	что об	1	1
520	в эпоху	10	1
521	особенности этого	5	1
522	не одного	1	1
523	очень не	1	1
524	и которая	1	1
525	дошедшие до	1	1
526	вершине но	1	1
527	он вовсе	1	1
528	основной цели	1	1
529	и этим	1	1
530	с самого	3	1
531	что именно	2	1
532	как с	1	1
533	в многочисленных	1	1
534	достаточно чтобы	1	1
535	проблем и	1	1
536	и которые	2	1
537	других и	2	1
538	жизнь и	1	1
539	в осуществлении	1	1
540	образом в	2	1
541	но здесь	2	1
542	нет уже	1	1
543	они этого	1	1
544	именно потому	1	1
545	и та	1	1
546	и из	3	1
547	в риме	2	1
548	после того	1	1
549	это было	3	1
550	все в	1	1
551	каждом из	3	1
552	возможности и	2	1
553	возникающие на	1	1
554	во всей	4	1
555	них в	2	1
556	наконец в	2	1
557	о единстве	1	1
558	в свете	1	1
559	нет он	1	1
560	условия для	1	1
561	как ее	1	1
562	познания в	1	1
563	в литературе	5	1
564	развития но	1	1
565	на которой	1	1
566	мы видим	2	1
567	эти разнородные	1	1
568	очень много	1	1
569	а лишь	1	1
570	европе и	1	1
571	все той	1	1
572	всех его	1	1
573	тему об	2	1
574	не мешает	1	1
575	распространенного в	1	1
576	с которыми	1	1
577	не то	3	1
578	известное значение	1	1
579	по другим	1	1
580	есть в	3	1
581	литературы xviii	1	1
582	поскольку мы	1	1
583	и у	7	1
584	вопроса о	1	1
585	вернуться к	1	1
586	или даже	1	1
587	у того	1	1
588	дает ему	1	1
589	его из	1	1
590	в так	1	1
591	который как	1	1
592	к мысли	1	1
593	характер но	2	1
594	самый способ	1	1
595	и художественно	1	1
596	вообще в	2	1
597	ведь это	1	1
598	содержания и	1	1
599	мы находим	2	1
600	у этих	1	1
601	к ним	1	1
602	при всей	2	1
603	бытия и	2	1
604	у него	1	1
605	которой то	1	1
606	и никогда	1	1
607	самом же	1	1
608	языком данного	1	1
609	глубине и	1	1
610	развития а	1	1
611	и т.п	31	1
612	эпоху возрождения	5	1
613	здесь в	10	1
614	все равно	4	1
615	и социального	1	1
616	с той	1	1
617	и прежде	6	1
618	в предисловии	1	1
619	своего собственного	1	1
620	очень сильно	1	1
621	к человеку	2	1
622	связано с	1	1
623	нужно сказать	2	1
624	чтобы убедиться	1	1
625	которые не	2	1
626	потом в	1	1
627	всю эту	1	1
628	а главное	2	1
629	оторванной от	2	1
630	и объединяет	1	1
631	на время	2	1
632	говорим об	1	1
633	жизнь в	2	1
634	для этой	2	1
635	и об	1	1
636	был он	1	1
637	проникновения в	1	1
638	в момент	1	1
639	все то	3	1
640	свободна от	1	1
641	и особенно	3	1
642	и чистые	1	1
643	и потому	5	1
644	органическое целое	1	1
645	для нашего	1	1
646	и самые	1	1
647	к своему	1	1
648	и философских	1	1
649	это были	1	1
650	как чего-то	1	1
651	наряду с	5	1
652	в европейской	2	1
653	а между	2	1
654	в тех	1	1
655	рассказа в	1	1
656	быть только	2	1
657	содержание но	1	1
658	о жизни	1	1
659	слова и	3	1
660	она свободна	1	1
661	или по	3	1
662	к вопросу	1	1
663	с большой	2	1
664	взаимоотношениях с	1	1
665	всей европейской	1	1
666	этот образ	1	1
667	и более	2	1
668	теснее всего	1	1
669	и от	3	1
670	которая в	1	1
671	художественного образа	1	1
672	того с	1	1
673	и все	10	1
674	еще более	5	1
675	разной степени	1	1
676	достоевский как	1	1
677	не дает	1	1
678	самому и	1	1
679	них нет	1	1
680	противоречий и	1	1
681	средние века	11	1
682	впервые в	2	1
683	темы и	4	1
684	себе самому	6	1
685	типа и	1	1
686	одновременно и	3	1
687	ко всему	1	1
688	только о	1	1
689	в заключение	2	1
690	включает в	1	1
691	ее в	3	1
692	в своих	2	1
693	можно назвать	2	1
694	в таком	2	1
695	они не	3	1
