N	2gram	Bakhtin_Pr_1	PoTuStor
147	никогда не	5	2
148	и лишь	1	2
149	таким путем	1	2
150	здесь же	2	2
151	так называемый	2	2
152	все то	3	2
153	не могут	2	2
154	что оно	2	2
155	как не	1	2
156	на основе	6	2
157	и этим	6	2
158	в пределах	6	2
159	как с	1	2
160	по аналогии	1	2
161	и вообще	2	2
162	с ним	5	2
163	о том	4	2
164	другими словами	2	2
165	аналогии с	1	2
166	и содержание	3	2
167	для нас	1	2
168	организма и	2	2
169	какое значение	1	2
170	что и	2	2
171	во всей	1	2
172	может иметь	5	2
173	что он	2	2
174	и действительно	1	2
175	всех его	4	2
176	со всеми	3	2
177	есть в	1	2
178	не можем	2	2
179	можно определить	2	2
180	об его	1	2
181	в начале	2	2
182	в душе	1	2
183	и других	2	2
184	цели и	2	2
185	к ним	1	2
186	момент в	1	2
187	дела с	4	2
188	характерно для	2	2
189	оно не	3	2
190	себя и	3	2
191	что не	4	2
192	а на	1	2
193	не на	5	2
194	что мы	1	2
195	с помощью	7	2
196	в частности	2	2
197	так же	1	2
198	в историю	1	2
199	в область	3	2
200	в свое	1	2
201	но это	3	2
202	цельного человека	2	2
203	и для	11	2
204	не существует	1	2
205	но отнюдь	7	2
206	но зато	2	2
207	ни было	3	2
208	не есть	6	2
209	все остальные	1	2
210	не знает	3	2
211	всех других	1	2
212	есть и	1	2
213	к этому	2	2
214	они не	3	2
215	человека и	1	1
216	приходится сказать	1	1
217	мы здесь	4	1
218	все остальное	1	1
219	личной жизни	1	1
220	он может	2	1
221	дело обстоит	1	1
222	других областей	1	1
223	это и	1	1
224	согласии с	1	1
225	велико как	1	1
226	не имеют	2	1
227	высшей степени	5	1
228	и могут	1	1
229	его не	2	1
230	со всех	2	1
231	личность от	1	1
232	мы имеем	2	1
233	и момент	1	1
234	мир не	1	1
235	вопрос о	1	1
236	нам в	1	1
237	в основных	1	1
238	так чтобы	1	1
239	всего сказанного	1	1
240	план в	1	1
241	я не	2	1
242	конечно и	4	1
243	не совсем	1	1
244	целого в	1	1
245	о роли	1	1
246	всех сторон	2	1
247	в ней	4	1
248	и самого	1	1
249	настоящая работа	1	1
250	первый план	2	1
251	иное как	1	1
252	столь же	2	1
253	его отношение	1	1
254	бы то	3	1
255	этим не	1	1
256	рабочая гипотеза	2	1
257	психических образований	1	1
258	но не	12	1
259	отказ от	1	1
260	слов не	1	1
261	коем случае	2	1
262	не входит	10	1
263	значение и	1	1
264	ее самой	1	1
265	с совершенно	2	1
266	менее всего	3	1
267	вступают в	1	1
268	иногда и	3	1
269	в свои	1	1
270	только путем	1	1
271	в материальном	1	1
272	это самое	1	1
273	от содержания	2	1
274	дает нам	2	1
275	пути в	1	1
276	она как	1	1
277	сам же	1	1
278	все же	6	1
279	в полном	1	1
280	хотя и	3	1
281	что по	1	1
282	но несмотря	1	1
283	и материальными	1	1
284	есть ли	1	1
285	психологии и	1	1
286	к чему	2	1
287	уже не	1	1
288	лежит на	1	1
289	ни один	1	1
290	психике все	1	1
291	в нашем	4	1
292	их объединяет	1	1
293	как он	1	1
294	он найдет	1	1
295	не следует	2	1
296	быть поняты	2	1
297	но именно	1	1
298	единство в	1	1
299	именно то	1	1
300	и социальной	1	1
301	есть та	1	1
302	они служат	1	1
303	образом и	1	1
304	душу и	1	1
305	в корне	2	1
306	свое время	1	1
307	и единство	1	1
308	подобно тому	1	1
309	как момент	3	1
310	существенным моментом	2	1
311	человека в	2	1
312	от нее	1	1
313	организм и	1	1
314	то ни	3	1
315	в мире	3	1
316	не должна	4	1
317	все сплошь	1	1
318	момент и	2	1
319	где оно	2	1
320	лишь в	2	1
321	или наконец	1	1
322	входит в	8	1
323	это было	1	1
324	искусства в	2	1
325	может стать	3	1
326	сказанного нами	1	1
327	на почве	3	1
328	себе все	1	1
329	форму и	2	1
330	в свой	1	1
331	истории и	1	1
332	мы сказали	1	1
333	его состав	1	1
334	не чем	1	1
335	для них	1	1
336	он является	1	1
337	связями между	1	1
338	слагаются в	1	1
339	с тем	1	1
340	несмотря на	3	1
341	отвлеченно взятая	1	1
342	все моменты	2	1
343	никакого смысла	1	1
344	мир в	2	1
345	действительно не	1	1
346	здесь она	1	1
347	человека конечно	1	1
348	нужно только	1	1
349	но если	1	1
350	что есть	1	1
351	чтобы войти	1	1
352	входит все	1	1
353	широких кругов	1	1
354	к предмету	1	1
355	никакому сомнению	1	1
356	как совокупность	1	1
357	творчества все	1	1
358	значение для	3	1
359	на первой	1	1
360	но эта	1	1
361	не будем	3	1
362	которые в	1	1
363	каждое из	1	1
364	творчества и	5	1
365	в философии	1	1
366	иным как	1	1
367	поступка и	9	1
368	так называемое	1	1
369	однако в	1	1
370	человека но	1	1
371	так называемого	1	1
372	же мы	1	1
373	на один	1	1
374	всех их	1	1
375	можно ли	1	1
376	а иногда	2	1
377	иной раз	1	1
378	в смысле	1	1
379	дело в	2	1
380	одна из	2	1
381	в самых	1	1
382	и снова	1	1
383	что иное	1	1
384	того чтобы	2	1
385	не имеет	9	1
386	не их	1	1
387	и всегда	1	1
388	в коем	2	1
389	ничего не	6	1
390	эта сторона	1	1
391	этих двух	1	1
392	в форму	2	1
393	только когда	1	1
394	его должно	1	1
395	очень мало	1	1
396	того в	1	1
397	в объективном	1	1
398	во всем	2	1
399	мире и	1	1
400	связи с	2	1
401	ничто не	1	1
402	в сознании	1	1
403	в виду	4	1
404	следует что	2	1
405	уже и	1	1
406	тела и	1	1
407	и социального	1	1
408	один шаг	1	1
409	и со	1	1
410	содержания как	2	1
411	или только	1	1
412	самостоятельности и	1	1
413	отличается от	2	1
414	же самое	2	1
415	должны быть	4	1
416	к тому	1	1
417	той или	2	1
418	это содержание	1	1
419	для его	1	1
420	она же	1	1
421	социальные и	1	1
422	как некое	1	1
423	день и	1	1
424	она не	2	1
425	в применении	3	1
426	из всего	1	1
427	свободно и	1	1
428	без всякого	1	1
429	данном случае	4	1
430	только при	2	1
431	характер и	1	1
432	в себя	2	1
433	культуры и	3	1
434	отвлечься от	1	1
435	приводит к	3	1
436	и что	2	1
437	в другом	2	1
438	можно было	4	1
439	мог бы	1	1
440	полном согласии	1	1
441	это только	1	1
442	формы то	1	1
443	даны в	1	1
444	если бы	3	1
445	остановимся на	1	1
446	о ней	1	1
447	часто и	1	1
448	и здесь	2	1
449	два момента	1	1
450	имеем дело	3	1
451	др и	1	1
452	пр в	1	1
453	необходим для	1	1
454	и связями	2	1
455	как наиболее	1	1
456	всего и	1	1
457	нас в	1	1
458	другими областями	2	1
459	познание и	1	1
460	возможного и	1	1
461	говорить об	1	1
462	этот момент	2	1
463	борьба с	1	1
464	эти два	1	1
465	отметить что	7	1
466	не более	2	1
467	и содержания	3	1
468	во внешнем	1	1
469	нем и	2	1
470	все время	1	1
471	человека как	2	1
472	и мир	2	1
473	в которую	1	1
474	к нему	10	1
475	что здесь	1	1
476	имеют дела	1	1
477	конечно никакому	1	1
478	сомнению что	1	1
479	на другие	1	1
480	дело с	6	1
481	мы увидим	3	1
482	бы из	1	1
483	каждый момент	4	1
484	к их	1	1
485	бы ни	1	1
486	нас здесь	1	1
487	с одной	3	1
488	себя в	2	1
489	определения и	1	1
490	события и	2	1
491	мы принуждены	1	1
492	в нашей	2	1
493	ощущения представления	1	1
494	его жизненной	1	1
495	смысла в	1	1
496	не дает	2	1
497	его и	1	1
498	центр тяжести	2	1
499	в известной	3	1
500	жизни таким	1	1
501	вовсе не	2	1
502	таковы основные	1	1
503	с этими	1	1
504	ее не	1	1
505	как его	3	1
506	случае не	2	1
507	этом отношении	2	1
508	даже и	1	1
509	для того	2	1
510	она начинает	1	1
511	без всякой	2	1
512	или иной	2	1
513	в высшей	5	1
514	с другой	7	1
515	моменты и	1	1
516	на ее	3	1
517	здесь в	2	1
518	в каких	2	1
519	и прежде	5	1
520	в свою	2	1
521	и быть	1	1
522	впервые становится	1	1
523	мы еще	1	1
524	не достигают	2	1
525	в некоторых	2	1
526	связано с	1	1
527	у нас	2	1
528	основной вопрос	1	1
529	одной стороны	3	1
530	отметим здесь	1	1
531	материал в	4	1
532	переживается и	1	1
533	на этот	1	1
534	а наоборот	1	1
535	а не	5	1
536	власти и	1	1
537	с которым	1	1
538	но никогда	1	1
539	чем на	1	1
540	объекте в	1	1
541	все последующие	1	1
542	не всегда	6	1
543	художественной формы	9	1
544	в связи	2	1
545	дальше чем	1	1
546	в момент	1	1
547	связь с	3	1
548	в м	6	1
549	и особенно	1	1
550	подлежит конечно	1	1
551	из мира	1	1
552	основных чертах	1	1
553	его остается	1	1
554	в данном	4	1
555	плотно со	1	1
556	применении к	3	1
557	живо и	3	1
558	тому как	1	1
559	вне этой	1	1
560	быть только	5	1
561	культурного творчества	3	1
562	том смысле	1	1
563	быть не	1	1
564	есть то	1	1
565	этого метода	1	1
566	в культуре	2	1
567	и собственно	1	1
568	в более	4	1
569	это уже	1	1
570	известной степени	4	1
571	и часто	1	1
572	мы останавливаться	1	1
573	другими моментами	1	1
574	понимать только	2	1
575	формы и	5	1
576	она может	3	1
577	не подлежит	1	1
578	и другими	3	1
579	которой можно	1	1
580	которая в	1	1
581	с физическим	1	1
582	это может	1	1
583	еще более	1	1
584	наконец все	1	1
585	теряет свою	1	1
586	мы должны	2	1
587	его помощью	1	1
588	только что	1	1
589	я в	1	1
590	хотя в	1	1
591	только нечто	1	1
592	останавливаться не	1	1
593	но всегда	1	1
594	входить в	1	1
595	всеми его	1	1
596	процессы в	1	1
597	по поводу	2	1
598	жизни в	1	1
599	и начинается	1	1
600	это касается	2	1
601	что угодно	1	1
602	от всех	4	1
603	сказали бы	1	1
604	метафоры и	1	1
605	не что	1	1
606	чем иным	1	1
607	тенденции является	1	1
608	и слов	1	1
609	в своих	2	1
610	и эта	2	1
611	это в	1	1
612	его моментах	1	1
613	снова и	1	1
