N	2gram	Vinokur_St_2	VrazhdaK
155	вместе с	7	2
156	это письмо	2	2
157	в среде	1	2
158	в примечании	1	2
159	в это	2	2
160	но это	3	2
161	что я	2	2
162	же в	1	2
163	очень хорошо	2	2
164	а в	1	2
165	а н	1	2
166	в период	2	2
167	в свою	1	2
168	а между	1	1
169	как известно	2	1
170	вряд ли	3	1
171	также и	2	1
172	от вас	1	1
173	полемика с	1	1
174	в рукописи	2	1
175	того же	2	1
176	к своей	1	1
177	это и	1	1
178	идет о	3	1
179	ему не	2	1
180	что слово	1	1
181	поездке в	1	1
182	по преимуществу	1	1
183	осенью года	1	1
184	совершенно недвусмысленно	1	1
185	едва ли	1	1
186	как пушкин	2	1
187	легенду о	1	1
188	в их	3	1
189	по его	3	1
190	из всех	1	1
191	той же	1	1
192	иметь никакого	1	1
193	еще до	4	1
194	совпадает с	1	1
195	говорить о	1	1
196	в полной	2	1
197	в составе	1	1
198	событий и	1	1
199	к брату	1	1
200	был знаком	1	1
201	в числе	2	1
202	это время	2	1
203	и пытался	1	1
204	меня в	2	1
205	одном из	3	1
206	на них	1	1
207	узнав о	1	1
208	по своему	2	1
209	за него	2	1
210	и всего	1	1
211	совсем не	1	1
212	но не	3	1
213	а тем	1	1
214	о смерти	1	1
215	в сторону	1	1
216	в комедии	1	1
217	тут же	1	1
218	не хотел	1	1
219	что они	2	1
220	к сожалению	2	1
221	и я	2	1
222	сказался в	1	1
223	как говорит	2	1
224	для русской	1	1
225	независимо от	1	1
226	как в	3	1
227	с этим	3	1
228	что как	1	1
229	как нам	1	1
230	в самом	7	1
231	период работы	1	1
232	что это	3	1
233	не был	3	1
234	знать и	1	1
235	что же	1	1
236	выражение в	2	1
237	из разных	1	1
238	тому же	3	1
239	как он	2	1
240	в плагиате	7	1
241	в свет	5	1
242	да и	1	1
243	от которого	1	1
244	одному из	1	1
245	которой не	1	1
246	высшей степени	1	1
247	прочим и	1	1
248	на первое	1	1
249	этой поэмы	3	1
250	одно и	1	1
251	его журнале	1	1
252	не будет	1	1
253	ввел в	1	1
254	конечно в	2	1
255	их и	1	1
256	обратился к	1	1
257	входя в	1	1
258	это было	2	1
259	заключается в	1	1
260	было бы	5	1
261	был очень	1	1
262	в польше	1	1
263	в высшей	1	1
264	а за	1	1
265	во внимание	2	1
266	он и	1	1
267	в москве	2	1
268	не противоречат	1	1
269	в развитии	1	1
270	не принимал	1	1
271	такой же	1	1
272	но я	1	1
273	и взял	1	1
274	которую он	2	1
275	в этих	3	1
276	и их	1	1
277	можно найти	1	1
278	в №	2	1
279	предполагать что	1	1
280	всяком случае	3	1
281	критике не	1	1
282	его современников	1	1
283	на свою	1	1
284	представление о	1	1
285	были известны	1	1
286	далее в	2	1
287	анонимный автор	1	1
288	своего рода	5	1
289	не писал	1	1
290	вышел из	1	1
291	сам же	1	1
292	в поэме	3	1
293	не будем	1	1
294	тем не	2	1
295	есть еще	2	1
296	не могли	2	1
297	что этот	2	1
298	нетрудно заметить	1	1
299	вплоть до	1	1
300	но они	2	1
301	что эта	3	1
302	не имеет	2	1
303	той духовной	1	1
304	первая часть	1	1
305	в процессе	2	1
306	было не	1	1
307	и надеюсь	1	1
308	героев и	1	1
309	только не	2	1
310	нельзя не	3	1
311	все свои	1	1
312	ничего не	4	1
313	того как	7	1
314	и лишь	1	1
315	б в	2	1
316	которой обычно	1	1
317	это слово	3	1
318	потому что	9	1
319	до того	4	1
320	этом отношении	9	1
321	эту сторону	2	1
322	в каком	2	1
323	в бою	1	1
324	не знали	5	1
325	в духе	2	1
326	м н	1	1
327	в разгар	1	1
328	похож на	1	1
329	нашей научной	1	1
330	отличается от	1	1
331	же только	1	1
332	уже на	1	1
333	ничего общего	1	1
334	не совсем	1	1
335	у себя	1	1
336	знаменитое письмо	1	1
337	свою очередь	1	1
338	в ее	2	1
339	только при	1	1
340	не могло	3	1
341	о появлении	1	1
342	сей день	1	1
343	идет не	1	1
344	то время	1	1
345	роль в	1	1
346	и сам	2	1
347	в печати	4	1
348	так и	9	1
349	на нее	3	1
350	не с	1	1
351	было в	1	1
352	так называемую	1	1
353	еще в	2	1
354	дворца в	3	1
355	во второй	1	1
356	и вообще	2	1
357	во всяком	3	1
358	второй половине	1	1
359	до сих	6	1
360	и ставил	1	1
361	от них	1	1
362	в форме	1	1
363	романа в	1	1
364	в свете	1	1
365	к которому	1	1
366	тех пор	1	1
367	этом смысле	1	1
368	один из	1	1
369	но с	4	1
370	что только	1	1
371	не хотят	1	1
372	романа и	1	1
373	в предисловии	3	1
374	личные симпатии	1	1
375	известном письме	2	1
376	н м	1	1
377	он уже	1	1
378	не страшен	1	1
379	это же	1	1
380	в качестве	5	1
381	сколько в	3	1
382	время по	1	1
383	больше не	1	1
384	живо интересовался	1	1
385	а это	1	1
386	что для	1	1
387	по первому	1	1
388	ни с	2	1
389	говорит о	2	1
390	в известной	1	1
391	в одном	6	1
392	в комментариях	2	1
393	было выдвинуто	1	1
394	три недели	1	1
395	не просто	1	1
396	без внимания	1	1
397	ф м	1	1
398	для публики	1	1
399	в особенности	2	1
400	связан с	3	1
401	и речи	2	1
402	о своей	2	1
403	с другой	4	1
404	именно в	4	1
405	что тот	1	1
406	такое же	2	1
407	сцена не	1	1
408	воспоминания о	2	1
409	прежде всего	5	1
410	с семейством	1	1
411	только по	2	1
412	с эпохой	1	1
413	в стиле	1	1
414	на этот	2	1
415	до конца	3	1
416	и самый	2	1
417	в ту	1	1
418	одну из	1	1
419	обычно не	1	1
420	что из	1	1
421	мнение о	2	1
422	в частности	4	1
423	время с	1	1
424	свете этой	1	1
425	продолжал считать	1	1
426	он смотрел	1	1
427	что первая	1	1
428	что за	2	1
429	не дают	1	1
430	в ответ	1	1
431	с тех	1	1
432	того что	5	1
433	ставил очень	1	1
434	я с	1	1
435	с очень	1	1
436	в свое	1	1
437	обоих отзывах	1	1
438	еще раз	1	1
439	известном смысле	1	1
440	в условиях	1	1
441	сих пор	5	1
442	первой публикации	1	1
443	между прочим	12	1
444	но для	1	1
445	которых он	1	1
446	симптоматично что	1	1
447	романтизма и	1	1
448	героини и	1	1
449	и от	1	1
450	котором он	1	1
451	работы над	4	1
452	хотя и	4	1
453	бы в	1	1
454	еще более	4	1
455	у которого	1	1
456	конце концов	1	1
457	только что	2	1
458	можно признать	1	1
459	в обоих	3	1
460	отношении к	3	1
461	другой стороны	3	1
462	комментариях к	1	1
463	бы его	1	1
464	которой был	1	1
465	из этого	1	1
466	сам в	1	1
467	только о	2	1
468	героя в	1	1
469	жизни и	1	1
470	к этой	1	1
471	который не	1	1
472	как на	9	1
473	в таком	1	1
474	точно так	1	1
475	все что	1	1
476	они не	2	1
