N	2gram	Propp_Isto_2	Narrotol
366	хотя они	1	1
367	и воскресению	1	1
368	на путь	1	1
369	быть не	1	1
370	что ни	1	1
371	в следующей	1	1
372	иной форме	1	1
373	разнообразных формах	1	1
374	в нашей	2	1
375	детей и	1	1
376	она названа	1	1
377	а третий	1	1
378	и смертью	1	1
379	инициации в	1	1
380	часто бывает	1	1
381	из его	1	1
382	не происходит	3	1
383	соответствии с	1	1
384	что этот	3	1
385	и прежде	1	1
386	они еще	1	1
387	от начала	1	1
388	и более	2	1
389	и ему	1	1
390	который является	1	1
391	будет сказано	1	1
392	а как	1	1
393	он может	1	1
394	себе а	1	1
395	на самом	2	1
396	и внутренняя	1	1
397	они и	1	1
398	никто не	1	1
399	в целом	1	1
400	в античности	3	1
401	эту форму	1	1
402	какой это	1	1
403	у нас	1	1
404	этих двух	1	1
405	есть то	1	1
406	тот же	1	1
407	она все	1	1
408	что было	1	1
409	мы видели	2	1
410	именно как	1	1
411	однако если	1	1
412	но уже	1	1
413	можно назвать	1	1
414	к ней	2	1
415	от его	1	1
416	человека который	1	1
417	с которыми	1	1
418	до наших	1	1
419	когда она	3	1
420	также как	2	1
421	но на	1	1
422	но всегда	1	1
423	вместить в	1	1
424	человека к	1	1
425	мы увидим	8	1
426	к своему	1	1
427	каждый день	1	1
428	в изложении	2	1
429	при анализе	1	1
430	нему в	1	1
431	этот момент	1	1
432	птиц в	1	1
433	в книге	1	1
434	как только	1	1
435	там они	1	1
436	наших дней	1	1
437	мыслится как	1	1
438	на мир	1	1
439	и над	1	1
440	отчего и	1	1
441	едва ли	1	1
442	самому герою	1	1
443	и за	1	1
444	как нам	1	1
445	в обстановке	1	1
446	может иметь	1	1
447	ни один	2	1
448	герой в	3	1
449	в состоянии	3	1
450	по своему	1	1
451	превратился в	1	1
452	и оно	1	1
453	в них	1	1
454	не должен	4	1
455	сам по	1	1
456	от нас	1	1
457	слова в	2	1
458	в котором	5	1
459	мы уже	6	1
460	из нее	1	1
461	со многими	1	1
462	отца к	1	1
463	также не	2	1
464	так сказать	2	1
465	это явление	2	1
466	иногда особенно	1	1
467	воображаемого мира	1	1
468	силу и	3	1
469	в самом	1	1
470	ни с	1	1
471	же здесь	1	1
472	что и	6	1
473	не могут	1	1
474	живет в	2	1
475	он живет	1	1
476	он еще	1	1
477	хотят и	1	1
478	а он	1	1
479	в процессе	1	1
480	направлению к	1	1
481	поставлены в	1	1
482	мы можем	8	1
483	его из	2	1
484	героя но	1	1
485	знанием или	1	1
486	раз когда	1	1
487	следует понимать	1	1
488	должен был	3	1
489	нельзя было	1	1
490	в этнографии	1	1
491	их в	2	1
492	этот текст	1	1
493	человек с	1	1
494	всю ночь	1	1
495	на земле	1	1
496	нет ничего	2	1
497	от других	1	1
498	быть и	1	1
499	всякий раз	1	1
500	под названием	2	1
501	он видит	2	1
502	и к	1	1
503	проявляет себя	1	1
504	свидетельствующая о	1	1
505	отметить что	1	1
506	не будем	4	1
507	она сама	1	1
508	вопрос как	1	1
509	могло быть	1	1
510	о его	2	1
511	хотя оно	1	1
512	смерть и	1	1
513	не подлежит	1	1
514	но еще	1	1
515	и со	1	1
516	этом не	1	1
517	и где	1	1
518	его о	1	1
519	и есть	5	1
520	это одно	1	1
521	а может	1	1
522	общественных отношений	1	1
523	в которых	2	1
524	это было	1	1
525	силу своей	1	1
526	и то	2	1
527	и может	2	1
528	вступления в	1	1
529	других типов	1	1
530	без участия	2	1
531	который стоял	1	1
532	и передача	1	1
533	затем следует	1	1
534	не могла	2	1
535	в совершенно	1	1
536	в сказке	21	1
537	все еще	2	1
538	в виду	2	1
539	а то	2	1
540	и могут	1	1
541	к зиме	1	1
542	характерно что	1	1
543	и эта	1	1
544	как о	1	1
545	иметь в	2	1
546	к одному	1	1
547	в мир	2	1
548	является в	1	1
549	и по	2	1
550	он и	3	1
551	вспомним что	2	1
552	матери героя	1	1
553	но это	4	1
554	вдруг на	1	1
555	зато в	1	1
556	с ними	2	1
557	в русской	5	1
