N	2gram	Losev_Dial_4	Hudozhes
629	разумеется еще	1	1
630	это его	1	1
631	поскольку он	2	1
632	по существу	1	1
633	на свете	4	1
634	исходя из	1	1
635	лежит в	3	1
636	с этой	2	1
637	на другое	3	1
638	этом случае	1	1
639	художественное произведение	2	1
640	но это	4	1
641	улице и	1	1
642	в аспекте	2	1
643	к двум	1	1
644	становящейся личности	1	1
645	в полном	1	1
646	слова но	1	1
647	этого сознания	1	1
648	только тогда	5	1
649	уже известно	1	1
650	место для	1	1
651	мира и	1	1
652	что нет	1	1
653	говорят не	1	1
654	ее и	1	1
655	всего что	1	1
656	из себя	1	1
657	который бы	1	1
658	бы в	4	1
659	я хотел	1	1
660	и вдруг	1	1
661	чем же	2	1
662	страдает и	1	1
663	собою без	1	1
664	не знает	1	1
665	природы не	2	1
666	другой стороны	2	1
667	но чем	1	1
668	совершенно не	3	1
669	зачем же	1	1
670	но когда	1	1
671	жизни а	1	1
672	точно так	2	1
673	из этого	1	1
674	только о	3	1
675	это так	1	1
676	а я	1	1
677	случае если	1	1
678	в своих	1	1
679	прочих людей	1	1
680	к этому	3	1
681	можно назвать	3	1
682	которая не	2	1
