N	2gram	Medvedev_V_1	Myshleni
130	в пользу	2	4
131	в его	14	4
132	в свете	1	4
133	речи о	1	4
134	одной из	1	4
135	по этому	9	4
136	в конце	3	4
137	друг друга	1	4
138	о чем	2	4
139	должны быть	2	4
140	и от	3	4
141	то о	2	4
142	и наконец	2	4
143	этой точки	2	4
144	связана с	2	3
145	что эти	1	3
146	привести к	1	3
147	из того	1	3
148	в ней	2	3
149	в чем	2	3
150	но не	2	3
151	очевидно что	7	3
152	нет и	3	3
153	в этой	4	3
154	из этих	7	3
155	как совершенно	1	3
156	он не	2	3
157	и по	3	3
158	одно и	1	3
159	так и	5	3
160	и заключается	2	3
161	об этом	9	3
162	с другими	2	3
163	это положение	1	3
164	развития в	1	3
165	мы видели	3	3
166	и значения	1	3
167	обратимся к	1	3
168	для него	8	3
169	в своей	4	3
170	мы в	1	3
171	в основном	5	3
172	друг другу	1	3
173	по себе	2	3
174	в основе	1	3
175	к изучению	1	3
176	идет в	1	3
177	но только	1	3
178	в самой	1	3
179	в другую	2	3
180	его значения	1	3
181	каждой из	2	3
182	этом отношении	13	3
183	отличается от	2	3
184	значения и	1	3
185	для этого	1	3
186	с ним	1	3
187	этому поводу	7	3
188	что и	3	3
189	это не	7	3
190	мы видим	1	3
191	есть в	1	3
192	только на	1	3
193	психологии в	1	3
194	плана в	2	3
195	представить себе	2	3
196	как раз	3	3
197	момент в	3	3
198	были бы	1	3
199	до сих	1	3
200	в живом	1	3
201	естественно что	2	3
202	исторического развития	1	3
203	и потому	2	3
204	сих пор	1	3
205	но это	1	3
206	о его	2	3
207	все это	10	3
208	не является	5	3
209	к пониманию	1	3
210	находит свое	1	3
211	есть то	1	3
212	между ними	3	3
213	в то	6	3
214	не означает	1	3
215	как известно	2	2
216	ту же	2	2
217	одним из	5	2
218	также и	2	2
219	выражения в	1	2
220	и есть	5	2
221	то в	1	2
222	проявляются в	1	2
223	можно говорить	1	2
224	все те	1	2
225	неизбежно приводит	1	2
226	что если	1	2
227	время как	1	2
228	мы и	1	2
229	и он	2	2
230	к общему	1	2
231	их структуры	1	2
232	что его	2	2
233	значение и	1	2
234	конечном счете	5	2
235	ответ на	1	2
236	отношение к	1	2
237	относится к	2	2
238	с этим	3	2
239	что ее	1	2
240	перед нами	4	2
241	говорит что	1	2
242	что по	1	2
243	бы с	1	2
244	в известном	1	2
245	на его	1	2
246	в нем	6	2
247	в определенном	1	2
248	понятий и	1	2
249	а процесс	1	2
250	то как	1	2
251	его от	2	2
252	а затем	2	2
253	поэзии и	1	2
254	а по	1	2
255	лишь в	2	2
256	его в	3	2
257	является общим	1	2
258	не чем	1	2
259	ни в	1	2
260	показывает что	1	2
261	на основании	8	2
262	несмотря на	1	2
263	должно быть	2	2
264	мере не	1	2
265	в этих	1	2
266	во время	3	2
267	и при	5	2
268	могут не	2	2
269	в их	5	2
270	этому же	1	2
271	в которых	3	2
272	признать что	1	2
273	не удивительно	4	2
274	в памяти	1	2
275	и той	1	2
276	которые в	2	2
277	но он	1	2
278	иным как	1	2
279	том же	6	2
280	даже в	5	2
281	можно ли	2	2
282	проявляется не	1	2
283	не имеет	1	2
284	того как	1	2
285	это мы	3	2
286	нельзя не	1	2
287	казалось бы	1	2
288	и весь	2	2
289	у нас	2	2
290	и свой	1	2
291	форм и	1	2
292	ли не	2	2
293	об одном	1	2
294	его значение	1	2
295	что при	2	2
296	если же	1	2
297	основной и	1	2
298	с ее	1	2
299	что все	3	2
300	свою очередь	1	2
301	и мысль	1	2
302	то время	1	2
303	можно было	2	2
304	образом в	3	2
305	из основных	1	2
306	ситуации и	1	2
307	одновременно и	1	2
308	внимание на	1	2
309	в математике	1	2
310	входит в	1	2
311	в конечном	7	2
312	которой мы	1	2
313	во всей	2	2
314	наконец в	1	2
315	к ней	1	2
316	показывают что	3	2
317	один из	5	2
318	и движение	1	2
319	и ее	4	2
320	но то	2	2
321	уже в	1	2
322	является не	4	2
323	и других	1	2
324	его и	1	2
325	мы знаем	3	2
326	ведь это	1	2
327	моментов в	3	2
328	вовсе не	3	2
329	себя от	1	2
330	бы все	1	2
331	и вместе	1	2
332	не выражается	1	2
333	видно из	3	2
334	что на	1	2
335	к сокращению	1	2
336	в свою	1	2
337	процесса и	1	2
338	себя и	1	2
339	что не	3	2
340	что для	3	2
341	подобного рода	1	2
342	в м	1	2
343	к его	2	2
344	мы говорим	1	2
345	из которых	2	2
346	могут быть	5	2
347	никем не	1	2
348	только о	2	2
349	благодаря этому	1	2
350	этом и	2	2
351	к двум	1	2
352	но для	2	2
353	но с	2	2
354	или в	3	2
355	не представляет	1	2
356	для нас	1	2
357	процесса как	3	2
358	а в	3	2
359	о своем	2	2
360	совершенно не	1	2
361	природе и	1	2
362	какой мере	1	2
363	чем иным	1	2
364	эти данные	1	2
365	к этой	1	2
366	к действительности	1	2
367	в своих	2	2
368	к этому	9	2
369	во всяком	1	2
370	формы и	2	1
371	с новыми	1	1
372	также что	2	1
373	и т	23	1
374	например в	3	1
375	начинается с	1	1
376	без них	1	1
377	что наконец	1	1
378	увидим ниже	1	1
379	сам по	1	1
380	исключительно к	1	1
381	становится в	1	1
382	он может	2	1
383	ясность в	1	1
384	связанные как	1	1
385	мыслительного процесса	3	1
386	и впечатления	2	1
387	действительности и	7	1
388	в зависимости	6	1
389	и этот	2	1
390	и связанное	1	1
391	в несколько	1	1
392	а как	2	1
393	в словесной	1	1
394	мы имеем	3	1
395	правильного понимания	1	1
396	или наоборот	1	1
397	своего развития	1	1
398	с более	2	1
399	путь для	1	1
400	именно к	1	1
401	но она	1	1
402	отдельных частей	1	1
403	всего сказанного	2	1
404	в большом	1	1
405	зависимости от	5	1
406	значит и	3	1
407	противоположным этому	1	1
408	и памяти	1	1
409	вещь в	1	1
410	ответа на	1	1
411	не был	1	1
412	не обособлена	1	1
413	это имеет	1	1
414	но как	3	1
415	а только	1	1
416	одном и	2	1
417	только тогда	1	1
418	силу этого	4	1
419	каком направлении	1	1
420	оно является	2	1
421	за пределы	1	1
422	сама по	1	1
423	его развития	1	1
424	после всего	2	1
425	которые не	1	1
426	отнюдь не	3	1
427	необходимо и	2	1
428	что во	1	1
429	оказывается не	1	1
430	от до	2	1
431	сразу и	1	1
432	в своем	8	1
433	кроме того	1	1
434	целом но	1	1
435	авторов и	1	1
436	а чисто	1	1
437	мысль о	2	1
438	этого положения	2	1
439	и понимания	1	1
440	и как	3	1
441	было продиктовано	1	1
442	мысль в	1	1
443	в каком-то	1	1
444	является выражением	1	1
445	и свою	1	1
446	основная тенденция	1	1
447	меньшей мере	1	1
448	быть выражена	1	1
449	толстым из	1	1
450	говоря если	1	1
451	тому же	1	1
452	бы не	2	1
453	процессе формирования	1	1
454	самого себя	2	1
455	ее как	2	1
456	но ведь	1	1
457	но на	1	1
458	этот процесс	2	1
459	идей и	3	1
460	время и	1	1
461	раз навсегда	1	1
462	нас этот	1	1
463	они в	1	1
464	образом на	1	1
465	наличия в	1	1
466	всех этих	2	1
467	не как	1	1
468	что еще	1	1
469	мы полагаем	1	1
470	удивительно поэтому	1	1
471	подобно тому	2	1
472	на этом	1	1
473	так например	2	1
474	заключает в	1	1
475	по аналогии	1	1
476	от других	1	1
477	поскольку она	1	1
478	еще более	1	1
479	удивительно что	3	1
480	слова не	1	1
481	и главнейшей	1	1
482	согласуется с	1	1
483	в работе	3	1
484	тем свободнее	1	1
485	и может	2	1
486	и дальше	2	1
487	в другом	2	1
488	нам остается	2	1
489	этому типу	1	1
490	знаем не	1	1
491	свойств и	1	1
492	разница между	1	1
493	для своей	1	1
494	говорить не	3	1
495	что перед	1	1
496	в данной	1	1
497	по выражению	1	1
498	или наконец	2	1
499	это было	1	1
500	что мысль	1	1
501	то все	1	1
502	свести к	1	1
503	в сложном	1	1
504	и целиком	1	1
505	процессом в	1	1
506	к области	1	1
507	для них	1	1
508	соответствии с	1	1
509	этого не	1	1
510	со своими	1	1
511	как целого	3	1
512	еще в	1	1
513	протекает в	1	1
514	их на	1	1
515	в понимании	1	1
516	теснейшим образом	1	1
517	и без	1	1
518	и музыке	1	1
519	от его	2	1
520	в одном	4	1
521	говорит как	1	1
522	их в	6	1
523	мы встречаемся	1	1
524	этой области	3	1
525	что есть	1	1
526	говорит по	1	1
527	с теми	1	1
528	начинает с	1	1
529	дело не	1	1
530	одна из	4	1
531	на себе	1	1
532	говорить о	2	1
533	в самых	2	1
534	процесса мышления	1	1
535	не могло	1	1
536	это с	1	1
537	не имели	1	1
538	хотя ни	1	1
539	или как	1	1
540	другой стороны	8	1
541	сопоставить эти	1	1
542	на него	1	1
543	почти не	1	1
544	эту внутреннюю	1	1
545	так сказать	2	1
546	в каком	1	1
547	ли это	2	1
548	если только	1	1
549	больше того	1	1
550	один раз	1	1
551	функцию но	1	1
552	строение и	1	1
553	содержание в	1	1
554	одну и	1	1
555	краеугольным камнем	1	1
556	для его	4	1
557	именно таким	1	1
558	и записать	1	1
559	они и	1	1
560	но к	1	1
561	и это	1	1
562	оно может	1	1
563	и которая	1	1
564	основываясь на	2	1
565	но по	1	1
566	изолированно от	1	1
567	как не	1	1
568	здесь не	1	1
569	всего этого	1	1
570	на основе	5	1
571	и ту	1	1
572	в нескольких	1	1
573	к анализу	1	1
574	представлений и	2	1
575	понятно что	1	1
576	поэтому в	1	1
577	силу того	1	1
578	короче говоря	1	1
579	он сам	2	1
580	этапы в	1	1
581	остановимся на	2	1
582	это обычно	1	1
583	особый вид	1	1
584	этих особенностей	1	1
585	связанное с	2	1
586	о нем	1	1
587	вот почему	4	1
588	скорее к	1	1
589	имеем дело	1	1
590	и поэтому	1	1
591	сказанного выше	2	1
592	тенденций в	1	1
593	прямо и	1	1
594	после того	1	1
595	и просто	2	1
596	и обусловливает	1	1
597	этом заключается	1	1
598	аналогии с	1	1
599	деятельность в	1	1
600	связанной с	1	1
601	несомненно и	1	1
602	не заканчивается	1	1
603	восприятии и	1	1
604	между тем	5	1
605	от них	2	1
606	развития не	1	1
607	же говорят	1	1
608	в форме	3	1
609	приводит и	1	1
610	вообще и	2	1
611	сомнения в	1	1
612	из моментов	1	1
613	если это	1	1
614	достаточным основанием	1	1
615	а именно	1	1
616	в представлении	2	1
617	и самые	1	1
618	дальнейшего изложения	1	1
619	в сферу	1	1
620	происходит в	1	1
621	значит что	2	1
622	этом смысле	1	1
623	ни к	1	1
624	всего не	2	1
625	этот вопрос	3	1
626	дело с	1	1
627	образом даже	2	1
628	в стороне	1	1
629	который в	1	1
630	отличия от	2	1
631	всяком случае	1	1
632	но ее	1	1
633	но между	1	1
634	конечно не	1	1
635	положение что	1	1
636	не знать	1	1
637	в виде	1	1
638	целого ряда	2	1
639	предполагает наличие	1	1
640	в понятие	1	1
641	этого процесса	1	1
642	при помощи	3	1
643	из них	9	1
644	до самых	1	1
645	в прозе	1	1
646	целом и	1	1
647	он работал	3	1
648	не для	1	1
649	к ним	1	1
650	собой не	1	1
651	у него	6	1
652	положению вещей	1	1
653	заметить что	1	1
654	как будто	1	1
655	от того	2	1
656	в них	4	1
657	себя это	1	1
658	плане не	1	1
659	исследований и	1	1
660	или иной	2	1
661	и из	1	1
662	и создает	1	1
663	явление наблюдается	2	1
664	деятельности а	1	1
665	от общей	1	1
666	как возникают	1	1
667	как же	1	1
668	говорят об	1	1
669	к более	1	1
670	в соответствии	1	1
671	связано с	1	1
672	но пожалуй	1	1
673	процесс в	1	1
674	не было	7	1
675	в образах	1	1
676	на этот	1	1
677	следовало ожидать	1	1
678	и непосредственно	2	1
679	образом это	1	1
680	благодаря чему	1	1
681	и том	2	1
682	особенностей и	1	1
683	он и	2	1
684	если не	1	1
685	в связи	3	1
686	эти сложные	1	1
687	имеет свои	1	1
688	в частности	11	1
689	и особенно	1	1
690	эти примеры	2	1
691	основных чертах	4	1
692	обратил внимание	1	1
693	он говорит	5	1
694	различные виды	1	1
695	тому как	2	1
696	которая служит	1	1
697	думается что	4	1
698	по существу	3	1
699	и препятствий	1	1
700	исходя из	1	1
701	это значит	1	1
702	в состоянии	1	1
703	года и	2	1
704	образом по	2	1
705	представляется как	1	1
706	сейчас же	1	1
707	только для	1	1
708	поэтому что	1	1
709	поэтому у	1	1
710	числе и	2	1
711	самое существенное	1	1
712	которой он	1	1
713	ней не	1	1
714	случае он	1	1
715	за его	1	1
716	становится понятным	1	1
717	оно и	1	1
718	мышления в	2	1
719	структура и	1	1
720	причем в	1	1
721	в результате	5	1
722	о котором	1	1
723	чтобы понять	1	1
724	встречается не	1	1
725	в меньшей	1	1
726	а к	1	1
727	хотя и	2	1
728	и все	1	1
729	огромную роль	2	1
730	той или	1	1
731	конце концов	2	1
732	все они	2	1
733	же в	6	1
734	те из	1	1
735	и обобщения	2	1
736	если все	1	1
737	непосредственно как	1	1
738	к ее	1	1
739	по поводу	2	1
740	многих авторов	1	1
741	из тех	1	1
742	него когда	1	1
743	состоит из	1	1
744	при определенных	1	1
745	двум основным	1	1
746	по одному	2	1
747	в заключение	1	1
748	что такое	2	1
749	всей полноты	1	1
750	видим в	1	1
751	и другие	1	1
752	это понятие	1	1
753	ничего иного	1	1
754	в таком	1	1
755	том числе	2	1
756	они не	2	1
757	которая не	2	1
