N	2gram	Tiupa_Anal_3	Mirosoze
150	свобода не	1	2
151	себе путь	1	2
152	не имеют	1	2
153	с таким	1	2
154	его не	3	2
155	как то	1	2
156	принадлежит к	4	2
157	а для	2	2
158	не от	2	2
159	во всех	2	2
160	к богу	1	2
161	по отношению	7	2
162	более чем	2	2
163	как к	2	2
164	хотя и	2	2
165	говорит что	1	2
166	от этого	1	2
167	от своей	2	2
168	то в	2	2
169	момент его	1	2
170	бы не	1	2
171	и тот	1	2
172	на его	2	2
173	одной и	2	2
174	этом он	2	2
175	лишь в	5	2
176	в единую	1	2
177	а за	1	2
178	не всегда	3	2
179	есть явление	1	2
180	должно быть	1	2
181	точки зрения	3	2
182	ее в	1	2
183	место в	1	2
184	от его	2	2
185	и той	2	2
186	мир и	1	2
187	а от	1	2
188	ничего не	3	2
189	связи с	1	2
190	как будто	1	2
191	в основе	1	2
192	к себе	1	2
193	оно не	1	2
194	революции в	1	2
195	самим собою	1	2
196	мысль о	3	2
197	он так	1	2
198	по себе	4	2
199	в сущности	5	2
200	свобода и	1	2
201	подобно тому	3	2
202	но с	2	2
203	тот же	1	2
204	а лишь	1	2
205	между тем	5	2
206	так что	1	2
207	со своим	1	2
208	уже в	3	2
209	ни одного	1	2
210	себе в	1	2
211	и мир	1	2
212	не о	1	2
213	не случайно	8	2
214	лишь один	1	2
215	были бы	3	2
216	или иной	5	2
217	как у	1	2
218	что не	3	2
219	превращается в	1	2
220	личности в	3	2
221	личности и	2	2
222	есть бог	1	2
223	вместе с	2	2
224	пройти через	1	2
225	такого рода	5	2
226	тому как	2	2
227	да и	2	2
228	другого человека	1	2
229	в пределе	1	2
230	бы в	1	2
231	а в	10	2
232	к самому	1	2
233	это все	1	2
234	отношению к	7	2
235	самом деле	2	1
236	границ и	1	1
237	случится и	1	1
238	мере в	2	1
239	перед лицом	1	1
240	из самых	1	1
241	с изображением	2	1
242	жизни героя	1	1
243	со своей	8	1
244	она определяется	1	1
245	всего лишь	8	1
246	мы не	3	1
247	у тебя	1	1
248	что если	1	1
249	ни у	1	1
250	на внешние	1	1
251	говорить о	3	1
252	на практике	1	1
253	и ее	2	1
254	на них	1	1
255	тем как	1	1
256	соединиться с	1	1
257	внешней среды	1	1
258	есть ни	1	1
259	не все	1	1
260	если в	3	1
261	с отцом	1	1
262	в новом	2	1
263	уже как	1	1
264	за пределы	1	1
265	но без	1	1
266	сама по	2	1
267	которые могли	1	1
268	с этим	3	1
269	глубоким и	1	1
270	путь в	1	1
271	могли бы	2	1
272	и как	4	1
273	это остается	1	1
274	который будет	1	1
275	для которого	1	1
276	в целом	3	1
277	все эти	2	1
278	во многих	1	1
279	поскольку в	1	1
280	право на	1	1
281	раз в	1	1
282	образ он	1	1
283	свободы но	1	1
284	на то	1	1
285	в записках	1	1
286	все другие	1	1
287	они в	1	1
288	по ту	1	1
289	к собственной	2	1
290	у пушкина	3	1
291	как момент	1	1
292	всех своих	1	1
293	значительной степени	2	1
294	совпадают с	1	1
295	борьбы и	1	1
296	в другом	1	1
297	об этом	2	1
298	самим собой	1	1
299	входит в	2	1
300	было бы	3	1
301	он есть	1	1
302	отца и	1	1
303	к миру	1	1
304	за ней	1	1
305	из первых	1	1
306	так называемого	1	1
307	о грядущем	1	1
308	с тем	2	1
309	не узнает	1	1
310	ибо он	1	1
311	которой он	1	1
312	мире есть	1	1
313	в чистом	1	1
314	потому и	1	1
315	остается в	1	1
316	на себя	2	1
317	и становится	1	1
318	но я	1	1
319	личности на	1	1
320	бы на	1	1
321	но если	1	1
322	от своего	1	1
323	отречение от	1	1
324	как все	1	1
325	и без	3	1
326	с точки	2	1
327	три искушения	1	1
328	это верно	1	1
329	себе а	1	1
330	своего рода	8	1
331	должны были	1	1
332	то от	1	1
333	одном из	1	1
334	втором случае	1	1
335	как достоевский	1	1
336	отцом и	1	1
337	теперь я	1	1
338	он выступает	1	1
339	все три	2	1
340	нас к	1	1
341	но они	2	1
342	как о	1	1
343	не любил	1	1
344	у кого	1	1
345	же его	1	1
346	для всего	1	1
347	на два	2	1
348	возможность свободы	1	1
349	любить в	1	1
350	или как	1	1
351	или иная	1	1
352	ту сторону	1	1
353	своей природе	1	1
354	она хочет	1	1
355	ему и	1	1
356	и теперь	1	1
357	того же	5	1
358	и делает	1	1
359	что на	1	1
360	при такой	1	1
361	без остатка	2	1
362	в нее	1	1
363	в момент	2	1
364	не могут	1	1
365	истории не	2	1
366	бы он	1	1
367	уже было	1	1
368	все еще	1	1
369	своего отца	1	1
370	творчества не	1	1
371	для себя	1	1
372	знает личности	1	1
373	жизни героев	1	1
374	всего этого	1	1
375	в ее	3	1
376	тем в	1	1
377	это ведет	1	1
378	в пределах	4	1
379	приводит к	4	1
380	роль в	3	1
381	в финале	3	1
382	природе своей	1	1
383	и сам	4	1
384	не с	2	1
385	по природе	1	1
386	живет в	1	1
387	в борьбе	2	1
388	и религии	1	1
389	мог бы	1	1
390	и каждый	1	1
391	мира и	2	1
392	культура есть	1	1
393	сознание не	1	1
394	именно потому	1	1
395	а также	2	1
396	нет на	1	1
397	в самой	1	1
398	под маской	1	1
399	своей любви	1	1
400	в значительной	2	1
401	до известной	3	1
402	путь к	3	1
403	во втором	4	1
404	и только	1	1
405	наконец в	1	1
406	человека как	1	1
407	так для	1	1
408	цели не	1	1
409	каждом человеческом	1	1
410	до церкви	1	1
411	существенна для	1	1
412	в стороне	1	1
413	за себя	1	1
414	каждой части	1	1
415	бы ни	1	1
416	в уста	1	1
417	со всеми	2	1
418	того кому	1	1
419	пути но	1	1
420	и у	1	1
421	его совесть	1	1
422	а напротив	2	1
423	его и	1	1
424	этом мире	1	1
425	а потому	1	1
426	моментов в	1	1
427	из нее	1	1
428	человек как	1	1
429	этом отношении	3	1
430	бы это	1	1
431	лишь для	1	1
432	как можно	1	1
433	правом на	1	1
434	на примере	2	1
435	с другой	7	1
436	вслед за	1	1
437	и прежде	2	1
438	идее в	1	1
439	во второй	7	1
440	а с	1	1
441	и политического	1	1
442	о чем	4	1
443	его собственной	1	1
444	на эту	2	1
445	от всех	1	1
446	представляется нам	2	1
447	связь с	2	1
448	на самом	1	1
449	независимо от	1	1
450	требует от	1	1
451	по своему	2	1
452	без которых	1	1
453	но сам	2	1
454	в той	2	1
455	он становится	1	1
456	а между	1	1
457	укладу жизни	1	1
458	есть одна	1	1
459	мыслится как	1	1
460	этого слова	2	1
461	с этой	1	1
462	свою культурную	1	1
463	все это	3	1
464	в культуре	2	1
465	во мне	1	1
466	как отец	1	1
467	не достигает	1	1
468	культуры и	1	1
469	бог но	1	1
470	формы и	1	1
471	а все	1	1
472	когда он	2	1
473	пока лишь	1	1
474	той или	3	1
475	мы должны	1	1
476	все они	2	1
477	карамазов в	1	1
478	а о	1	1
479	на их	1	1
480	между ними	1	1
481	они как	1	1
482	ко всему	1	1
483	из этого	1	1
484	в свое	2	1
485	личности как	1	1
486	к этой	1	1
487	по поводу	3	1
488	к этому	3	1
489	как на	1	1
