N	2gram	Losev_Dial_1	TeoriaLi
135	во мне	1	2
136	в чем	6	2
137	но как	2	2
138	у него	1	2
139	и весьма	1	2
140	что они	3	2
141	сама по	8	2
142	данный момент	1	2
143	и как	7	2
144	говорит что	3	2
145	это тоже	1	2
146	в которой	1	2
147	образом и	2	2
148	так или	1	2
149	к одному	1	2
150	или иных	1	2
151	одно и	4	2
152	здесь мы	1	2
153	могла бы	2	2
154	тем в	1	2
155	об этом	4	2
156	дома и	1	2
157	это не	9	2
158	и тем	1	2
159	вовсе не	7	2
160	нас самих	1	2
161	с точки	12	2
162	от себя	1	2
163	– при	1	2
164	зрения и	1	2
165	по себе	25	2
166	даже в	3	2
167	и притом	4	2
168	для меня	4	2
169	дело не	2	2
170	вытекает из	1	2
171	имеем дело	1	2
172	этих двух	1	2
173	как будто	1	2
174	и для	2	2
175	места для	1	2
176	имеет место	1	2
177	и о	3	2
178	здесь не	1	2
179	как способ	1	2
180	однако эта	1	2
181	не с	5	2
182	к его	1	2
183	– и	3	2
184	если бы	12	2
185	в виду	5	2
186	о том	4	2
187	е о	2	2
188	это было	2	2
189	к нему	8	2
190	во всех	1	2
191	или иначе	1	2
192	вслед за	2	2
193	известного рода	1	2
194	сложности и	1	2
195	мире и	1	2
196	с одной	2	2
197	второй и	1	2
198	в конце	4	2
199	и даже	13	2
200	со стороны	2	2
201	в данный	1	2
202	а именно	1	2
203	одной стороны	2	2
204	а на	1	2
205	одну из	1	2
206	о чем	2	2
207	о себе	1	2
208	вместе с	1	2
209	так же	4	2
210	жизни но	1	2
211	в той	1	2
212	могут быть	3	2
213	при условии	3	2
214	к тому	4	2
215	– уже	1	2
216	собственно говоря	4	2
217	жизни в	1	2
218	о своем	2	2
219	что он	11	2
220	и состоит	2	2
221	– как	5	2
222	однако все	1	2
223	себе никаких	1	1
224	а между	1	1
225	можно говорить	2	1
226	говоря о	2	1
227	неотделима от	1	1
228	также и	7	1
229	с жизнью	1	1
230	себе этот	1	1
231	и есть	16	1
232	тем же	1	1
233	к другому	1	1
234	и до	1	1
235	своего объекта	1	1
236	действительности и	3	1
237	что даже	2	1
238	той же	1	1
239	же как	2	1
240	вопрос о	2	1
241	чтобы не	2	1
242	общем виде	1	1
243	и позитивно	1	1
244	хомы брута	1	1
245	которое в	2	1
246	говорил о	1	1
247	думаю что	1	1
248	как смысл	3	1
249	на их	1	1
250	столь же	1	1
251	в различных	1	1
252	я никогда	2	1
253	во внешнем	1	1
254	он состоит	1	1
255	как система	1	1
256	совсем не	1	1
257	коем случае	1	1
258	оно –	3	1
259	если в	3	1
260	одной общей	1	1
261	искусство в	1	1
262	или иное	3	1
263	на то	5	1
264	отнюдь не	9	1
265	это тот	1	1
266	мере в	1	1
267	себя за	1	1
268	и соответствующих	1	1
269	если на	1	1
270	о разных	1	1
271	что касается	2	1
272	и где	2	1
273	сознания в	1	1
274	могли бы	1	1
275	души поэта	1	1
276	что по	1	1
277	лишь ее	1	1
278	и свою	1	1
279	при чтении	1	1
280	то в	7	1
281	к чему	1	1
282	еще на	1	1
283	в груди	1	1
284	из жизни	1	1
285	что это	11	1
286	то я	4	1
287	из этих	2	1
288	большей части	1	1
289	тоже не	2	1
290	с их	1	1
291	говорят о	2	1
292	если он	1	1
293	в наших	1	1
294	не могла	1	1
295	что одна	3	1
296	что она	7	1
297	но именно	1	1
298	на одну	1	1
299	в понимании	1	1
300	свою собственную	1	1
301	в силу	1	1
302	по существу	1	1
303	остается лишь	1	1
304	содержит в	3	1
305	на земле	2	1
306	иное логическое	1	1
307	образа и	2	1
308	является не	2	1
309	как более	2	1
310	не бывает	1	1
311	по его	1	1
312	бы они	1	1
313	не будет	1	1
314	что все	1	1
315	а по	1	1
316	сознание не	1	1
317	времени и	1	1
318	для своей	1	1
319	теми которые	1	1
320	первую очередь	1	1
321	быть настоящим	1	1
322	было бы	12	1
323	обе стороны	3	1
324	весь мир	1	1
325	внутреннее и	5	1
326	в них	3	1
327	нет в	1	1
328	она и	1	1
329	всю жизнь	1	1
330	не всегда	1	1
331	он и	2	1
332	в чистом	1	1
333	и становится	1	1
334	но я	1	1
335	но если	5	1
336	от своего	1	1
337	в такой	1	1
338	не становится	1	1
339	и без	1	1
340	в котором	4	1
341	на свою	1	1
342	большей степени	1	1
343	себе а	2	1
344	не как	2	1
345	стоит в	1	1
346	действительность в	1	1
347	– один	1	1
348	– только	1	1
349	но эта	3	1
350	друг другу	3	1
351	и более	4	1
352	и вся	1	1
353	случае в	1	1
354	так он	1	1
355	чистом виде	1	1
356	до известной	1	1
357	ее не	1	1
358	по крайней	4	1
359	не имеет	15	1
360	дело в	1	1
361	на себе	3	1
362	зрения не	1	1
363	ясность и	1	1
364	которых и	1	1
365	себе самом	2	1
366	очевидный пример	1	1
367	того и	1	1
368	только и	4	1
369	жизни не	1	1
370	внутрь себя	1	1
371	от него	4	1
372	этих случаях	1	1
373	связи с	1	1
374	ничто не	3	1
375	как я	1	1
376	из того	2	1
377	– так	1	1
378	не ее	1	1
379	не является	3	1
380	бы несколько	1	1
381	в каком	8	1
382	однако это	1	1
383	этот закон	1	1
384	только мы	1	1
385	о чем-то	3	1
386	в коем	1	1
387	не могут	1	1
388	и заключается	1	1
389	когда мы	1	1
390	сравнении с	1	1
391	заметил что	1	1
392	его с	3	1
393	всего что	1	1
394	указывает на	3	1
395	в каждом	2	1
396	оно не	1	1
397	на это	1	1
398	она не	6	1
399	говорит о	5	1
400	должен быть	1	1
401	для иного	1	1
402	своего развития	1	1
403	как мы	4	1
404	вещами и	1	1
405	значения и	1	1
406	того чтобы	1	1
407	та или	3	1
408	говорит и	1	1
409	имеет значение	1	1
410	существа в	1	1
411	есть внутреннее	1	1
412	то или	3	1
413	мысль о	1	1
414	только то	4	1
415	то время	1	1
416	форма может	1	1
417	или иная	3	1
418	и совершенно	2	1
419	можно было	5	1
420	на нее	1	1
421	стороны не	3	1
422	здесь как	1	1
423	переживания как	1	1
424	жизнь и	3	1
425	для этого	2	1
426	это какое-то	2	1
427	с ним	6	1
428	– внутреннего	1	1
429	при котором	1	1
430	никак не	6	1
431	такого что	1	1
432	каждом из	2	1
433	– во	2	1
434	эти два	2	1
435	нуждается в	3	1
436	ним и	1	1
437	брут не	1	1
438	от одного	1	1
439	и только	1	1
440	крайней мере	4	1
441	о своих	2	1
442	– то	2	1
443	эти последние	2	1
444	один из	3	1
445	но с	3	1
446	д и	2	1
447	ее к	1	1
448	природой и	1	1
449	в какой	1	1
450	заинтересована в	1	1
451	и является	2	1
452	даже если	3	1
453	может оказаться	2	1
454	субъектом и	1	1
455	образа в	2	1
456	или же	1	1
457	мира как	1	1
458	или его	2	1
459	смысле –	1	1
460	и жизни	4	1
461	со всеми	1	1
462	по большей	1	1
463	так что	15	1
464	из которого	1	1
465	же и	2	1
466	это ни	1	1
467	есть в	1	1
468	вечных мук	1	1
469	если мы	2	1
470	только на	3	1
471	в поэзии	1	1
472	то чему	1	1
473	не дает	1	1
474	из них	2	1
475	но от	1	1
476	и их	2	1
477	никто не	2	1
478	представить себе	1	1
479	миф –	9	1
480	относится не	1	1
481	с этими	1	1
482	так как	11	1
483	тому же	2	1
484	к ним	2	1
485	случае не	3	1
486	подлинная жизнь	1	1
487	человек как	1	1
488	как такового	1	1
489	не говорит	4	1
490	в первую	2	1
491	ее на	2	1
492	для того	2	1
493	бывает в	1	1
494	точек зрения	3	1
495	на примере	1	1
496	как у	2	1
497	с той	2	1
498	еще и	3	1
499	такое же	1	1
500	и внешнее	3	1
501	который от	1	1
502	что для	3	1
503	бы никакого	1	1
504	и пр	5	1
505	лица по	1	1
506	превращается в	1	1
507	не было	6	1
508	– тогда	3	1
509	понимаем что	1	1
510	не сама	1	1
511	стремится к	2	1
512	зависит от	1	1
513	с которым	1	1
514	от мира	1	1
515	жизнь в	1	1
516	вы как	1	1
517	и я	1	1
518	его как	1	1
519	и ему	1	1
520	если не	1	1
521	в связи	1	1
522	как ни	1	1
523	может иметь	3	1
524	каждая из	1	1
525	к своему	1	1
526	– научной	1	1
527	покоя как	1	1
528	общая идея	1	1
529	реальность и	2	1
530	да и	6	1
531	для понимания	1	1
532	отношение оно	1	1
533	схемы и	1	1
534	с этой	2	1
535	быть и	4	1
536	все это	11	1
537	своему собственному	1	1
538	в теорию	1	1
539	этом и	1	1
540	о мире	1	1
541	является как	1	1
542	– всегда	1	1
543	это уже	1	1
544	известной степени	1	1
545	для автора	1	1
546	и от	2	1
547	объективно и	2	1
548	глазом и	1	1
549	в результате	1	1
550	хома брут	2	1
551	все они	1	1
552	о котором	1	1
553	больше и	1	1
554	это может	2	1
555	бы в	3	1
556	не более	1	1
557	своем значении	1	1
558	как явление	1	1
559	реальности но	3	1
560	за него	1	1
561	он –	18	1
562	стороны в	2	1
563	она же	1	1
564	с другими	2	1
565	жизнь –	1	1
566	в сравнении	1	1
567	ни было	2	1
568	мы видим	4	1
569	не есть	40	1
570	целью и	1	1
571	к самому	2	1
572	может и	4	1
573	а о	2	1
574	с ней	2	1
575	из мифа	3	1
576	речь о	1	1
577	не быть	1	1
578	совершенно не	8	1
579	вступить в	1	1
580	не сами	1	1
581	из этого	1	1
582	только о	1	1
583	что такое	10	1
584	если она	3	1
585	страшно и	1	1
586	просто не	2	1
587	жизни и	3	1
588	и другие	1	1
589	в малом	1	1
590	в таком	1	1
591	точно так	2	1
592	все что	1	1
593	этой точки	2	1
