N	2gram	Medvedev_F_1	StatiiOP
108	но он	1	3
109	по себе	5	3
110	не менее	11	3
111	в обоих	1	3
112	самого начала	1	3
113	одной из	2	3
114	не могло	5	3
115	никогда не	4	3
116	на себя	1	3
117	и по	1	3
118	у нас	5	3
119	оно не	4	3
120	с самого	1	3
121	в образе	1	3
122	на нее	2	3
123	и здесь	6	3
124	как у	1	3
125	должно было	1	3
126	материал для	1	3
127	наконец в	3	3
128	но это	3	3
129	так что	1	3
130	ни одного	2	3
131	борьбы с	1	3
132	всяком случае	4	3
133	т п	4	3
134	связан с	1	3
135	что на	1	3
136	и даже	3	3
137	в предисловии	1	3
138	а с	1	3
139	до конца	7	3
140	сколько в	1	3
141	так же	4	3
142	xix века	1	3
143	другой стороны	1	3
144	не является	1	3
145	отношении к	2	3
146	во всяком	4	3
147	также и	1	2
148	из его	1	2
149	то же	10	2
150	на первом	1	2
151	почти все	1	2
152	это время	1	2
153	бы то	3	2
154	с его	4	2
155	тогда как	1	2
156	отличие от	1	2
157	нет и	2	2
158	что они	1	2
159	на то	1	2
160	были не	1	2
161	там где	1	2
162	в истории	4	2
163	и как	3	2
164	более или	6	2
165	все эти	6	2
166	в этой	6	2
167	в себе	3	2
168	и те	2	2
169	как он	1	2
170	на его	2	2
171	в статье	1	2
172	при этом	5	2
173	если бы	4	2
174	тем не	1	2
175	и более	2	2
176	о мире	2	2
177	то ни	3	2
178	не дает	2	2
179	его в	3	2
180	на почве	13	2
181	в это	1	2
182	как и	11	2
183	несмотря на	1	2
184	нигде не	1	2
185	действительно не	1	2
186	что собственно	1	2
187	или менее	6	2
188	которую он	1	2
189	что такое	2	2
190	нас не	2	2
191	в отношении	3	2
192	к истории	1	2
193	с точки	13	2
194	в отличие	1	2
195	от его	1	2
196	времени не	1	2
197	что было	2	2
198	и вся	1	2
199	в то	9	2
200	не имеет	1	2
201	в процессе	9	2
202	есть еще	1	2
203	только не	2	2
204	и всегда	1	2
205	не может	16	2
206	не по	3	2
207	только с	1	2
208	в области	3	2
209	образом не	1	2
210	в духе	1	2
211	искусства и	5	2
212	следует еще	1	2
213	поэтического языка	1	2
214	и это	2	2
215	в ее	8	2
216	на произведение	1	2
217	особенно в	3	2
218	во многом	1	2
219	еще в	2	2
220	даны в	1	2
221	в содержании	7	2
222	а также	1	2
223	по их	1	2
224	борьба с	3	2
225	что и	2	2
226	художественного изображения	1	2
227	только в	2	2
228	бы ни	5	2
229	сами по	2	2
230	так как	1	2
231	может быть	14	2
232	в них	3	2
233	в роман	1	2
234	ближайшим образом	4	2
235	эту сторону	1	2
236	в особенности	3	2
237	со стороны	5	2
238	и речи	1	2
239	очень большое	1	2
240	и др	5	2
241	и самый	2	2
242	не на	2	2
243	его как	3	2
244	или с	1	2
245	поэмы или	1	2
246	и потому	9	2
247	как это	6	2
248	к своему	1	2
249	по своему	1	2
250	предисловии к	1	2
251	в данном	1	2
252	из этой	2	2
253	по существу	2	2
254	с этой	4	2
255	ее в	1	2
256	столько в	1	2
257	ко времени	2	2
258	как своего	1	2
259	в результате	2	2
260	не должен	1	2
261	только что	1	2
262	ни было	2	2
263	сказать что	1	2
264	совершенно не	1	2
265	и другие	1	2
266	они не	3	2
267	а между	1	1
268	произведения но	1	1
269	ту же	1	1
270	годов т	1	1
271	это и	3	1
272	всего это	1	1
273	и принципиально	1	1
274	близкого ему	1	1
275	в первом	1	1
276	явлений может	1	1
277	по преимуществу	1	1
278	и до	5	1
279	в конкретном	3	1
280	высшей степени	1	1
281	перевод с	1	1
282	действительности и	3	1
283	в зависимости	2	1
284	равнодушен к	1	1
285	той же	1	1
286	и значение	1	1
287	бы уже	1	1
288	на материале	1	1
289	мы не	3	1
290	об общих	1	1
291	литературных явлений	7	1
292	говорить о	1	1
293	эстетики и	2	1
294	стиль поэзии	1	1
295	все здесь	1	1
296	в составе	1	1
297	направлением в	1	1
298	при таких	1	1
299	в каждой	1	1
300	и отчетливых	1	1
301	литературы и	2	1
302	еще не	6	1
303	в чем	1	1
304	лишь та	1	1
305	в создании	2	1
306	своей работе	2	1
307	совсем не	1	1
308	и принципиальной	1	1
309	что язык	1	1
310	в сторону	1	1
311	действительно мог	1	1
312	по отношению	4	1
313	отношение к	3	1
314	были глубоко	1	1
315	произведение не	1	1
316	из важнейших	2	1
317	о необходимости	1	1
318	чем же	2	1
319	если она	1	1
320	независимо от	4	1
321	вот как	1	1
322	этом его	1	1
323	что как	1	1
324	от истории	1	1
325	что касается	1	1
326	поэтического искусства	2	1
327	когда он	3	1
328	целый ряд	3	1
329	важны не	1	1
330	непосредственно из	2	1
331	о самом	1	1
332	действительностью в	1	1
333	значения как	1	1
334	в литературном	2	1
335	нее так	1	1
336	так или	1	1
337	из этих	1	1
338	с их	1	1
339	зависимости от	3	1
340	особое место	1	1
341	иначе и	1	1
342	в ряду	2	1
343	и если	2	1
344	именно этим	1	1
345	идей и	1	1
346	не следует	1	1
347	своей статьи	1	1
348	который сам	1	1
349	перестает быть	3	1
350	в понимании	5	1
351	свою собственную	1	1
352	к одному	1	1
353	не как	4	1
354	но вместе	1	1
355	прошлого века	1	1
356	его от	1	1
357	на этом	1	1
358	так называемым	2	1
359	они должны	1	1
360	значение в	3	1
361	связанных с	1	1
362	на этой	1	1
363	заключается в	1	1
364	не умеет	1	1
365	с другими	4	1
366	действительности в	2	1
367	этом смысле	1	1
368	роль в	1	1
369	в социальной	3	1
370	по истории	2	1
371	и тем	1	1
372	для них	1	1
373	но уже	1	1
374	нет в	1	1
375	это положение	1	1
376	в высшей	1	1
377	и уже	1	1
378	критик как	1	1
379	мы видели	2	1
380	и такая	1	1
381	с такой	1	1
382	такой же	1	1
383	они делают	1	1
384	истории русской	1	1
385	всякая иная	1	1
386	во второй	1	1
387	совершенно независимо	1	1
388	и их	10	1
389	можно найти	1	1
390	место в	7	1
391	и дважды	1	1
392	классики и	1	1
393	в условиях	1	1
394	прочим и	1	1
395	русской литературной	1	1
396	значение для	2	1
397	вышедшая в	1	1
398	такую же	1	1
399	значения с	1	1
400	и эти	1	1
401	и почти	1	1
402	и очень	1	1
403	иной раз	1	1
404	на один	1	1
405	какие бы	2	1
406	конкретном и	1	1
407	можно указать	1	1
408	она не	6	1
409	виду что	2	1
410	мысли в	2	1
411	одна из	2	1
412	той духовной	1	1
413	на него	2	1
414	тех пор	1	1
415	было не	1	1
416	в основе	3	1
417	которого он	1	1
418	материала в	3	1
419	и художественными	1	1
420	и снова	1	1
421	но только	1	1
422	для всего	1	1
423	и без	1	1
424	же время	8	1
425	всего и	1	1
426	и лишь	2	1
427	совершенно неправильно	1	1
428	к ней	2	1
429	как она	3	1
430	критика это	1	1
431	прежде чем	2	1
432	вместо того	1	1
433	их разрешении	2	1
434	из истории	1	1
435	каждого данного	1	1
436	на все	3	1
437	свое собственное	1	1
438	п в	1	1
439	уже о	1	1
440	исходить из	4	1
441	не могут	1	1
442	он и	1	1
443	отличается от	3	1
444	что является	1	1
445	остановиться на	2	1
446	они и	1	1
447	что при	1	1
448	эпохи как	1	1
449	как мы	5	1
450	значения и	2	1
451	свою очередь	6	1
452	здесь не	3	1
453	данном случае	1	1
454	только при	1	1
455	положении вещей	1	1
456	х годов	1	1
457	книги и	1	1
458	характер и	1	1
459	реальной действительности	1	1
460	ссср в	1	1
461	в пределах	6	1
462	так в	1	1
463	некоторые элементы	1	1
464	слова а	1	1
465	не так	2	1
466	не с	2	1
467	каждого из	2	1
468	в борьбе	1	1
469	что также	1	1
470	здесь нет	1	1
471	она до	1	1
472	она была	2	1
473	к тем	1	1
474	не были	1	1
475	по сравнению	1	1
476	понимании этого	1	1
477	и глубокая	1	1
478	связанное с	1	1
479	со всех	1	1
480	не существовало	1	1
481	широкой и	1	1
482	настоящее время	10	1
483	входя в	1	1
484	одного из	1	1
485	можно сказать	1	1
486	с соответствующими	1	1
487	и во	1	1
488	на всех	1	1
489	связь между	1	1
490	смысле не	1	1
491	или иначе	2	1
492	от них	1	1
493	критика в	1	1
494	эти два	1	1
495	этой социальной	1	1
496	в форме	1	1
497	положение вещей	1	1
498	все время	2	1
499	для самого	1	1
500	в лице	2	1
501	ни к	1	1
502	и всего	1	1
503	один из	3	1
504	в двух	1	1
505	романа и	1	1
506	места в	2	1
507	речи о	1	1
508	согласиться с	1	1
509	всю свою	2	1
510	лишь на	1	1
511	его жизнь	1	1
512	и действительно	1	1
513	который в	1	1
514	эти определения	3	1
515	по мнению	1	1
516	или же	3	1
517	отношении в	1	1
518	том чтобы	2	1
519	в общий	1	1
520	с которыми	1	1
521	конечно не	4	1
522	и исторических	1	1
523	только на	5	1
524	а это	1	1
525	от других	1	1
526	случилось так	1	1
527	эту формулу	1	1
528	литературного направления	1	1
529	себе в	1	1
530	могло бы	2	1
531	точка зрения	2	1
532	которые одновременно	1	1
533	не для	3	1
534	у нее	1	1
535	а в	6	1
536	и близкого	1	1
537	не о	3	1
538	как его	1	1
539	но что	1	1
540	у него	1	1
541	смысле слова	1	1
542	в руки	1	1
543	в каждом	3	1
544	все-таки не	1	1
545	и литературной	1	1
546	явлениях как	1	1
547	имеет значение	1	1
548	е в	1	1
549	именно как	12	1
550	даже не	1	1
551	а на	1	1
552	различных художественных	2	1
553	качества и	1	1
554	за пределы	2	1
555	строится в	1	1
556	очень много	1	1
557	к которому	2	1
558	мысли об	2	1
559	такого понимания	1	1
560	основанный на	1	1
561	романа в	1	1
562	в живом	6	1
563	легко было	1	1
564	что для	1	1
565	связано с	1	1
566	них и	1	1
567	нужно сказать	1	1
568	его исторического	2	1
569	ничем не	3	1
570	мы и	1	1
571	судьба его	1	1
572	в свете	1	1
573	одну из	1	1
574	не подлежит	1	1
575	литература в	4	1
576	его собственной	1	1
577	здесь этот	1	1
578	и исторической	1	1
579	особенностей и	2	1
580	истории была	1	1
581	не те	1	1
582	в связи	4	1
583	было в	1	1
584	в пушкинском	1	1
585	и теми	1	1
586	ни на	3	1
587	но кроме	1	1
588	своеобразия и	1	1
589	общего с	1	1
590	приводит в	1	1
591	время можно	1	1
592	если оно	1	1
593	сравнению с	1	1
594	не дают	1	1
595	тех методов	1	1
596	одновременно и	1	1
597	что же	1	1
598	со всею	5	1
599	говоря уже	1	1
600	жизни в	2	1
601	критики и	1	1
602	как политик	1	1
603	взглядов на	1	1
604	в контексте	1	1
605	как нам	1	1
606	на своем	2	1
607	но для	3	1
608	нисколько не	2	1
609	должны быть	5	1
610	с приемами	1	1
611	при всем	1	1
612	в более	1	1
613	за его	1	1
614	и для	1	1
615	и сами	1	1
616	как материал	1	1
617	и от	7	1
618	или в	1	1
619	что оно	1	1
620	такого утверждения	1	1
621	в настоящее	10	1
622	в отдельных	1	1
623	к одной	1	1
624	для нас	1	1
625	и все	6	1
626	исторической действительности	1	1
627	бы в	3	1
628	и смысл	1	1
629	а прежде	1	1
630	же в	3	1
631	в свою	8	1
632	историк и	1	1
633	а н	3	1
634	к какому	1	1
635	между ними	3	1
636	лишь что	1	1
637	не говоря	1	1
638	обычно не	1	1
639	но критика	1	1
640	к его	1	1
641	едва ли	1	1
642	в последнем	1	1
643	отношению к	4	1
644	из этого	1	1
645	этих данных	1	1
646	стиля и	2	1
647	жизни и	7	1
648	пути к	1	1
649	к этой	4	1
650	о себе	1	1
651	в своих	2	1
652	доступ к	1	1
653	том числе	1	1
654	ничего общего	1	1
