N	2gram	Bakhtin_Pr_2	VelikijI
162	если они	1	1
163	то же	8	1
164	и могут	1	1
165	их и	1	1
166	это он	4	1
167	живет в	1	1
168	до времени	2	1
169	и полюбил	1	1
170	в результате	4	1
171	это только	1	1
172	сливаться с	1	1
173	вопрос о	2	1
174	и вообще	1	1
175	не была	3	1
176	свое дело	1	1
177	но может	1	1
178	говорят что	3	1
179	о возможности	1	1
180	я не	4	1
181	и ее	3	1
182	свой предмет	7	1
183	не был	2	1
184	кто же	1	1
185	целое и	1	1
186	в их	3	1
187	и на	10	1
188	он был	3	1
189	после того	1	1
190	со словами	2	1
191	бы то	1	1
192	любви к	1	1
193	это имеет	1	1
194	к нему	5	1
195	но как	1	1
196	от них	2	1
197	всем в	1	1
198	если в	1	1
199	с которыми	1	1
200	менее всего	1	1
201	в новом	1	1
202	себе и	4	1
203	бы в	5	1
204	крайней мере	1	1
205	другое и	1	1
206	это лишь	1	1
207	мы дадим	1	1
208	как в	2	1
209	и самые	1	1
210	и мир	1	1
211	в своем	4	1
212	все же	3	1
213	но с	1	1
214	себя с	1	1
215	в двух	1	1
216	мы видим	1	1
217	с ними	2	1
218	мы увидим	5	1
219	и так	2	1
220	это очень	1	1
221	в самом	7	1
222	что это	2	1
223	бы ни	2	1
224	же им	1	1
225	в целом	2	1
226	теперь в	3	1
227	тоже не	1	1
228	в этой	1	1
229	же и	4	1
230	им в	2	1
231	я в	1	1
232	уже в	2	1
233	то и	2	1
234	истины не	1	1
235	слово это	1	1
236	в виде	3	1
237	и если	1	1
238	но прежде	1	1
239	только слово	1	1
240	слова не	1	1
241	слияние с	1	1
242	или даже	1	1
243	только себя	1	1
244	они только	1	1
245	в теоретическом	1	1
246	же они	1	1
247	чем у	3	1
248	вовсе не	5	1
249	отношение к	2	1
250	но что	1	1
251	у него	6	1
252	не случайно	1	1
253	этом мире	1	1
254	и по	1	1
255	на этом	1	1
256	он так	2	1
257	человека в	4	1
258	на нее	1	1
259	то ни	1	1
260	свое и	1	1
261	конечно в	2	1
262	она к	1	1
263	и с	5	1
264	себя не	1	1
265	прямо противоположна	1	1
266	с другой	4	1
267	хоть и	1	1
268	его личности	1	1
269	есть не	1	1
270	лишь на	2	1
271	к миру	2	1
272	еще и	1	1
273	и тем	1	1
274	говорит о	1	1
275	был в	1	1
276	тоже ведь	1	1
277	знает может	1	1
278	основной вопрос	1	1
279	идея эта	1	1
280	не всегда	1	1
281	далее и	1	1
282	и уже	1	1
283	жизнь в	1	1
284	для чего	2	1
285	между собою	4	1
286	очень важное	1	1
287	о чем	1	1
288	него не	2	1
289	в речах	1	1
290	в одно	3	1
291	иван карамазов	1	1
292	места в	1	1
293	где есть	1	1
294	него в	3	1
295	тоска а	1	1
296	себя за	1	1
297	вместе с	1	1
298	так же	2	1
299	их сознания	2	1
300	как это	1	1
301	то есть	4	1
302	это сделали	1	1
303	их к	1	1
304	в человеке	3	1
305	над ним	1	1
306	у нас	2	1
307	в которых	2	1
308	он говорит	2	1
309	если оно	2	1
310	для всякого	1	1
311	и ведет	1	1
312	случилось к	1	1
313	в одном	12	1
314	есть одна	1	1
315	в мир	1	1
316	по крайней	1	1
317	человек с	2	1
318	его совести	1	1
319	этого слова	2	1
320	освободиться от	1	1
321	и очень	2	1
322	раз и	2	1
323	и нет	4	1
324	проявляется и	1	1
325	так ли	2	1
326	здесь есть	1	1
327	есть прежде	1	1
328	о мире	1	1
329	на два	3	1
330	а ты	1	1
331	и два	1	1
332	сознании и	2	1
333	но она	1	1
334	пуст и	1	1
335	миру в	1	1
336	его есть	1	1
337	в другие	1	1
338	и от	1	1
339	нельзя не	1	1
340	и всегда	2	1
341	это как	1	1
342	которая в	1	1
343	ничего не	3	1
344	человек и	2	1
345	того как	2	1
346	лишь как	2	1
347	может быть	23	1
348	влагает в	1	1
349	в третьем	1	1
350	пути и	2	1
351	конце концов	2	1
352	будем говорить	1	1
353	во всем	3	1
354	это слово	5	1
355	вот что	1	1
356	на него	3	1
357	в сознании	1	1
358	но вот	1	1
359	уже и	2	1
360	последнем же	1	1
361	самыми крайними	1	1
362	что на	2	1
363	наконец не	1	1
364	другой стороны	3	1
365	возможно в	1	1
366	я ничего	2	1
367	но все	2	1
368	есть и	3	1
369	к этому	1	1
370	дух в	1	1
371	и развитием	1	1
372	ли они	1	1
373	его с	1	1
374	и другие	1	1
375	в своих	2	1
376	слова с	7	1
377	в процессе	2	1
378	и эта	2	1
379	это в	1	1
380	и слияние	1	1
381	но к	2	1
382	им и	1	1
383	себя и	3	1
384	слово только	1	1
385	она не	3	1
386	они не	1	1
