N	2gram	Potebnia_M_1	slovoVRo
191	одним из	2	2
192	языка с	6	2
193	с таким	1	2
194	мы не	10	2
195	именно к	1	2
196	при его	1	2
197	с ее	2	2
198	слова например	1	2
199	становится объектом	2	2
200	имеет дело	1	2
201	на них	1	2
202	это возможно	1	2
203	одним словом	2	2
204	но как	3	2
205	что язык	16	2
206	не все	2	2
207	за пределы	2	2
208	связи и	1	2
209	с этим	7	2
210	хотя и	3	2
211	бы только	2	2
212	более или	1	2
213	в нашем	1	2
214	в себе	13	2
215	роль в	1	2
216	как он	1	2
217	с языком	2	2
218	на его	1	2
219	т д	4	2
220	он не	3	2
221	в виде	1	2
222	и более	2	2
223	кажется нам	1	2
224	из него	2	2
225	в нее	1	2
226	зрения на	1	2
227	в свой	1	2
228	далеко не	1	2
229	независимо от	6	2
230	мы видели	4	2
231	чем в	2	2
232	или менее	1	2
233	и другие	1	2
234	несколько слов	1	2
235	и при	3	2
236	в их	2	2
237	слова при	1	2
238	но он	2	2
239	однако в	4	2
240	даже в	1	2
241	и проч	1	2
242	тогда когда	9	2
243	дело в	2	2
244	того как	6	2
245	которого он	1	2
246	того чтобы	2	2
247	в одном	8	2
248	возможно и	1	2
249	вне его	1	2
250	к ней	2	2
251	языка это	1	2
252	в области	1	2
253	и оно	1	2
254	этой способности	1	2
255	и другим	1	2
256	должен быть	1	2
257	свою очередь	4	2
258	очень важную	1	2
259	так в	1	2
260	в другом	1	2
261	те же	1	2
262	языке в	2	2
263	логикой и	1	2
264	о нем	1	2
265	на него	3	2
266	о том	2	2
267	притом в	1	2
268	влияние на	2	2
269	в различных	1	2
270	нуждается в	2	2
271	еще более	2	2
272	как например	2	2
273	к различным	1	2
274	вне себя	1	2
275	что он	1	2
276	мы увидим	3	2
277	всяком случае	1	2
278	на мир	1	2
279	уже в	1	2
280	этого предмета	1	2
281	проникает в	1	2
282	в прошлом	1	2
283	для того	3	2
284	то что	10	2
285	не было	4	2
286	именно как	1	2
287	до сих	1	2
288	языка или	1	2
289	именно в	1	2
290	и затем	1	2
291	более того	1	2
292	его как	1	2
293	и непосредственно	1	2
294	не всегда	1	2
295	и слово	1	2
296	в одно	2	2
297	в связи	1	2
298	но оно	3	2
299	вместе с	8	2
300	может стать	1	2
301	в данном	1	2
302	себя то	1	2
303	и нет	1	2
304	сих пор	1	2
305	от нас	2	2
306	в более	4	2
307	и воля	4	2
308	говорящего и	1	2
309	новое слово	1	2
310	она может	3	2
311	или в	2	2
312	в результате	1	2
313	в языке	33	2
314	все они	2	2
315	и предметом	1	2
316	только о	1	2
317	речи как	1	2
318	все что	2	2
319	они не	1	2
320	от этой	1	1
321	этого в	2	1
322	и обособление	2	1
323	не должны	1	1
324	того же	3	1
325	он может	1	1
326	силы и	1	1
327	и есть	2	1
328	при известном	1	1
329	явления и	1	1
330	слова является	1	1
331	во-первых в	2	1
332	и этот	1	1
333	мысли то	7	1
334	и могут	1	1
335	а как	2	1
336	есть не	2	1
337	предмета в	1	1
338	и о	2	1
339	языка должна	1	1
340	сливается в	1	1
341	но такое	1	1
342	само слово	1	1
343	языка без	1	1
344	в самих	1	1
345	как не	1	1
346	проявляется в	2	1
347	почва для	1	1
348	выведены из	1	1
349	таких же	1	1
350	людей в	1	1
351	что его	1	1
352	утверждения что	2	1
353	весь характер	1	1
354	в создании	3	1
355	то мы	2	1
356	а следовательно	1	1
357	для жизни	1	1
358	видели что	1	1
359	то он	2	1
360	слов не	2	1
361	но язык	2	1
362	нельзя говорить	1	1
363	к ним	2	1
364	с каким	1	1
365	что так	1	1
366	есть предмет	1	1
367	в одной	1	1
368	его на	2	1
369	и языки	1	1
370	этого развития	1	1
371	себе ни	1	1
372	что как	3	1
373	один только	1	1
374	все остальные	4	1
375	применении к	2	1
376	сознания в	2	1
377	могли бы	2	1
378	увидим что	4	1
379	этой цели	2	1
380	что слово	3	1
381	для которого	1	1
382	в самом	3	1
383	та же	1	1
384	собственное слово	1	1
385	в целом	2	1
386	он в	1	1
387	вне языка	1	1
388	сущности и	1	1
389	в этой	3	1
390	нами в	1	1
391	но его	1	1
392	на то	2	1
393	если он	1	1
394	человек не	1	1
395	этот процесс	1	1
396	с первыми	2	1
397	что она	1	1
398	быть сведены	1	1
399	и только	2	1
400	этом с	1	1
401	и по	6	1
402	словом или	2	1
403	без исключения	1	1
404	одно и	1	1
405	в каждом	4	1
406	смысле в	4	1
407	в мире	3	1
408	нем есть	2	1
409	них не	2	1
410	а его	3	1
411	на все	2	1
412	не уменьшается	1	1
413	это было	1	1
414	для нее	2	1
415	нельзя считать	1	1
416	то все	2	1
417	должен был	1	1
418	и тем	3	1
419	языка совершенно	1	1
420	здесь нет	1	1
421	мог бы	2	1
422	даже по	1	1
423	истории языка	2	1
424	но уже	2	1
425	о которых	2	1
426	все равно	1	1
427	и совершается	1	1
428	на основании	2	1
429	несмотря на	5	1
430	как сказано	1	1
431	языка конечно	1	1
432	ведет к	1	1
433	воля и	1	1
434	язык из	1	1
435	говорящем в	1	1
436	в один	2	1
437	над языком	1	1
438	одного и	2	1
439	на таких	1	1
440	в эту	1	1
441	его нельзя	1	1
442	в своей	3	1
443	другим и	1	1
444	нет языка	2	1
445	мысль и	1	1
446	в такой	1	1
447	и без	3	1
448	языков с	1	1
449	и действует	1	1
450	он принимает	1	1
451	себе а	1	1
452	мысли и	9	1
453	не исчерпывается	1	1
454	должны были	1	1
455	заставляет нас	2	1
456	тем не	6	1
457	языка над	1	1
458	важную роль	1	1
459	возможно только	5	1
460	в таких	2	1
461	и говорящий	1	1
462	без него	2	1
463	степень его	1	1
464	слово должно	1	1
465	всегда ли	1	1
466	о значении	1	1
467	человека но	1	1
468	можно понимать	1	1
469	самого начала	3	1
470	этими двумя	1	1
471	человеческого слова	1	1
472	и притом	4	1
473	к новым	2	1
474	на себе	2	1
475	исторической и	1	1
476	законов все	1	1
477	связанная с	1	1
478	в нас	7	1
479	словом но	3	1
480	для всего	1	1
481	и уже	1	1
482	здесь может	1	1
483	следовательно и	2	1
484	ничего не	1	1
485	таким путем	1	1
486	и характер	1	1
487	ее с	2	1
488	по своей	1	1
489	создается в	1	1
490	прежде чем	3	1
491	это слово	1	1
492	языка который	1	1
493	в сознании	3	1
494	задолго до	1	1
495	в исторические	1	1
496	от их	1	1
497	его внутренней	1	1
498	в духе	1	1
499	и должно	2	1
500	из самого	3	1
501	языке и	1	1
502	самостоятельности и	2	1
503	лежит в	1	1
504	если же	5	1
505	как только	1	1
506	другие и	1	1
507	на самый	1	1
508	не предполагает	1	1
509	что при	5	1
510	эти явления	3	1
511	над словом	1	1
512	в применении	2	1
513	и это	3	1
514	и самое	2	1
515	языка по	2	1
516	то она	2	1
517	в виду	2	1
518	всего этого	1	1
519	и получает	1	1
520	и говорит	1	1
521	с самого	3	1
522	приводит к	1	1
523	и может	2	1
524	дано в	1	1
525	слова а	1	1
526	на том	1	1
527	и которые	2	1
528	как между	1	1
529	на которую	2	1
530	еще в	1	1
531	одно из	3	1
532	к языку	2	1
533	и особенности	1	1
534	но такая	2	1
535	не на	1	1
536	образом в	1	1
537	внутренней необходимостью	1	1
538	никак не	2	1
539	с другим	3	1
540	и что	10	1
541	иное значение	1	1
542	людей как	1	1
543	на данном	1	1
544	нас в	1	1
545	должно было	1	1
546	самый процесс	2	1
547	которой мы	1	1
548	затем в	1	1
549	тем как	3	1
550	когда оно	1	1
551	во всей	1	1
552	нельзя себе	2	1
553	своих слов	1	1
554	образа что	1	1
555	о предмете	3	1
556	и следовательно	2	1
557	знания и	1	1
558	и об	1	1
559	и предмет	2	1
560	языка мы	1	1
561	и отдельные	2	1
562	не зная	2	1
563	как объект	2	1
564	на те	1	1
565	того что	8	1
566	всегда в	1	1
567	в формах	1	1
568	быть при	1	1
569	себе еще	1	1
570	проникнуть в	1	1
571	и две	1	1
572	в какой	1	1
573	что различные	1	1
574	друг друга	5	1
575	сведены к	1	1
576	же известное	1	1
577	лиц не	1	1
578	в обществе	1	1
579	между этими	1	1
580	и ее	1	1
581	их не	1	1
582	вопрос об	3	1
583	воспринять и	1	1
584	материал как	1	1
585	с какой	1	1
586	есть чисто	1	1
587	с нею	4	1
588	не можем	2	1
589	только на	3	1
590	понимать и	1	1
591	значение и	2	1
592	до появления	1	1
593	они могли	1	1
594	к слову	1	1
595	но самое	1	1
596	она строится	1	1
597	но есть	1	1
598	за ним	2	1
599	мир в	1	1
600	представить себе	3	1
601	сами по	1	1
602	не для	1	1
603	с этими	1	1
604	может служить	1	1
605	мы можем	2	1
606	случае не	1	1
607	из которого	3	1
608	и понимающий	1	1
609	тем что	9	1
610	в других	2	1
611	перейти к	2	1
612	эти противоречия	2	1
613	которые как	1	1
614	чувствует себя	1	1
615	не были	2	1
616	бы до	1	1
617	к духу	4	1
618	и произведения	1	1
619	себе представить	7	1
620	же языка	1	1
621	язык во	2	1
622	говорить и	1	1
623	сказанного можно	1	1
624	случаев в	1	1
625	души и	5	1
626	что не	10	1
627	должно быть	7	1
628	притом не	4	1
629	к сожалению	1	1
630	превращается в	1	1
631	а на	1	1
632	принимает за	1	1
633	зависит от	5	1
634	другой стороны	5	1
635	именно так	1	1
636	признано в	1	1
637	его собственной	1	1
638	понимания с	1	1
639	здесь именно	1	1
640	мы находим	1	1
641	все более	3	1
642	все то	2	1
643	во-вторых и	1	1
644	слова то	2	1
645	общие для	1	1
646	только его	1	1
647	языков как	2	1
648	влияния на	1	1
649	он говорит	1	1
650	который мы	1	1
651	если они	1	1
652	всех других	1	1
653	языков так	1	1
654	быть только	5	1
655	да и	1	1
656	зрения так	1	1
657	ней не	1	1
658	этого слова	1	1
659	слова есть	1	1
660	приблизиться к	1	1
661	только для	3	1
662	того или	1	1
663	и таким	1	1
664	себе все	1	1
665	невозможно без	1	1
666	более и	2	1
667	сомнения в	1	1
668	это новое	1	1
669	слова но	2	1
670	для выражения	1	1
671	тем и	1	1
672	но на	2	1
673	существенный признак	1	1
674	сознания и	1	1
675	развития и	3	1
676	это так	1	1
677	разных языках	1	1
678	направлены на	1	1
679	же в	2	1
680	но всегда	2	1
681	нисколько не	2	1
682	менее в	1	1
683	такой степени	1	1
684	они были	1	1
685	него то	1	1
686	идея в	1	1
687	не замечать	1	1
688	бы быть	4	1
689	в последнем	1	1
690	смысл в	1	1
691	ко всему	1	1
692	говорящему и	1	1
693	что такое	1	1
694	от слова	1	1
695	в своих	4	1
696	только не	2	1
697	вносит в	1	1
698	или непосредственно	1	1
699	к этому	1	1
