N	2gram	Trubetskoy_1	Problema
272	будет иметь	2	3
273	и если	6	3
274	к тому	8	3
275	и от	5	3
276	всем этим	1	3
277	о котором	7	3
278	то не	1	3
279	бы в	3	3
280	мы должны	4	3
281	в своих	2	3
282	точно так	1	3
283	все что	9	3
284	сказали что	3	2
285	от самого	1	2
286	из самых	1	2
287	ведь и	1	2
288	из трех	1	2
289	в зависимости	1	2
290	входящих в	2	2
291	той же	1	2
292	если я	1	2
293	что под	2	2
294	из которых	4	2
295	зависимости от	1	2
296	в ней	3	2
297	но при	1	2
298	здесь не	1	2
299	бы то	2	2
300	во всех	10	2
301	не требует	1	2
302	не то	3	2
303	себе и	1	2
304	друг от	6	2
305	и свои	1	2
306	которые не	3	2
307	независимо от	2	2
308	общего с	2	2
309	перед нами	1	2
310	с понятием	1	2
311	и свою	1	2
312	и хотя	1	2
313	не очень	2	2
314	а будет	2	2
315	нами в	1	2
316	идет речь	8	2
317	роль в	1	2
318	во многих	1	2
319	он не	3	2
320	говорили в	1	2
321	в корне	1	2
322	одной и	2	2
323	и ее	2	2
324	но все	5	2
325	русском языке	1	2
326	на всю	1	2
327	в каком-нибудь	1	2
328	не считают	1	2
329	к другу	2	2
330	на этой	2	2
331	знает что	1	2
332	входит в	1	2
333	в них	2	2
334	она и	1	2
335	ничем не	4	2
336	должно быть	4	2
337	точки зрения	13	2
338	и при	6	2
339	в такой	4	2
340	что до	1	2
341	свой смысл	1	2
342	мысли и	1	2
343	он тоже	2	2
344	не в	8	2
345	что многие	2	2
346	даже в	3	2
347	человека но	1	2
348	что с	5	2
349	самого начала	1	2
350	что их	3	2
351	на него	2	2
352	с и	1	2
353	того чтобы	8	2
354	та или	1	2
355	или иная	1	2
356	ни тем	1	2
357	как на	4	2
358	не объективна	1	2
359	ли это	1	2
360	однако это	2	2
361	отличается от	6	2
362	числе и	1	2
363	что оно	3	2
364	ли в	1	2
365	о них	2	2
366	от друга	6	2
367	на нем	1	2
368	в в	4	2
369	только при	2	2
370	представим себе	1	2
371	мысль о	1	2
372	и сам	2	2
373	без того	4	2
374	том случае	4	2
375	для всякого	1	2
376	можно только	1	2
377	а эту	1	2
378	быть самым	1	2
379	говорят что	1	2
380	сводится к	2	2
381	и поэтому	2	2
382	язык и	1	2
383	что каждый	1	2
384	это было	1	2
385	к нему	2	2
386	этому поводу	1	2
387	что и	7	2
388	и всякое	1	2
389	если это	2	2
390	или может	1	2
391	друг к	2	2
392	быть и	5	2
393	как нечто	1	2
394	и весьма	1	2
395	в разные	1	2
396	между этими	2	2
397	в качестве	1	2
398	же и	1	2
399	для всех	1	2
400	конечно не	3	2
401	с нею	1	2
402	которые раньше	1	2
403	это обстоятельство	2	2
404	не так	4	2
405	только с	1	2
406	каждый из	3	2
407	в состоянии	4	2
408	или ином	1	2
409	были бы	1	2
410	это необходимо	1	2
411	мы возьмем	1	2
412	или о	1	2
413	на русском	1	2
414	только по	1	2
415	и многие	1	2
416	в одно	2	2
417	совершенно не	3	2
418	нет ничего	1	2
419	необходимы для	1	2
420	вместе с	6	2
421	и особенно	2	2
422	другими людьми	1	2
423	поэтому если	1	2
424	из отдельных	1	2
425	на эту	1	2
426	в тех	3	2
427	самого себя	4	2
428	основана на	1	2
429	эти элементы	2	2
430	только мы	2	2
431	положение дела	1	2
432	в с	3	2
433	при таком	2	2
434	свидетельствует о	1	2
435	еще более	1	2
436	или не	1	2
437	ясно также	1	2
438	состоит из	4	2
439	мы считаем	1	2
440	из этого	6	2
441	в голову	1	2
442	а может	1	2
443	случае если	5	2
444	том числе	1	2
445	наконец из	1	1
446	говоря о	1	1
447	одним из	4	1
448	к их	1	1
449	же как	3	1
450	противоречие с	1	1
451	многих отношениях	1	1
452	тем же	2	1
453	ту же	2	1
454	и до	3	1
455	что эти	2	1
456	должна быть	5	1
457	по его	2	1
458	на тех	1	1
459	что между	1	1
460	которую мы	1	1
461	только все	1	1
462	имеет свою	1	1
463	от своих	1	1
464	в учении	1	1
465	время как	1	1
466	отдельных частей	1	1
467	на себя	1	1
468	на практике	1	1
469	я не	2	1
470	и говорят	1	1
471	значит и	1	1
472	с большим	1	1
473	и говорить	3	1
474	что оба	2	1
475	была у	1	1
476	в а	2	1
477	столь же	5	1
478	время в	1	1
479	что его	4	1
480	так если	1	1
481	основанные на	3	1
482	с его	1	1
483	только после	1	1
484	некоторые другие	1	1
485	тем как	1	1
486	то очевидно	3	1
487	без которого	1	1
488	а следовательно	1	1
489	и главное	1	1
490	различия между	3	1
491	самих себя	2	1
492	в ту	2	1
493	он может	1	1
494	мы будем	3	1
495	заметим что	2	1
496	к которой	3	1
497	отношение к	4	1
498	этого последнего	2	1
499	науки о	1	1
500	которые они	1	1
501	из таких	2	1
502	правильно и	1	1
503	мы дадим	1	1
504	первый взгляд	1	1
505	что во	1	1
506	если она	1	1
507	как в	1	1
508	что именно	1	1
509	есть они	1	1
510	последнее время	1	1
511	с такими	1	1
512	частей и	1	1
513	вполне понятно	1	1
514	утверждают что	1	1
515	есть ли	1	1
516	поэтому и	1	1
517	общаясь с	1	1
518	возможен только	1	1
519	дело только	1	1
520	очень многие	1	1
521	не приходится	1	1
522	что это	5	1
523	мы получаем	1	1
524	себе те	1	1
525	себя свой	1	1
526	и общую	1	1
527	еще далеко	1	1
528	доказательств а	1	1
529	за себя	1	1
530	ни одна	1	1
531	то обстоятельство	1	1
532	другом случае	1	1
533	тут уже	1	1
534	и те	2	1
535	если он	2	1
536	не могла	1	1
537	новых путей	1	1
538	чем однако	1	1
539	не следует	1	1
540	в нем	3	1
541	значительная часть	3	1
542	все те	1	1
543	раз навсегда	1	1
544	от которого	1	1
545	о которой	2	1
546	области не	1	1
547	и еще	1	1
548	близким к	1	1
549	в силу	7	1
550	о тех	1	1
551	конечно такое	1	1
552	на земле	3	1
553	или вовсе	2	1
554	что ни	1	1
555	и будет	2	1
556	на этом	2	1
557	всех своих	1	1
558	людей и	1	1
559	всех отношениях	1	1
560	тут не	1	1
561	же не	3	1
562	что такой	1	1
563	в другом	2	1
564	а для	2	1
565	весьма существенные	1	1
566	если для	1	1
567	а его	1	1
568	скажут что	1	1
569	нашем случае	2	1
570	который и	1	1
571	в глазах	2	1
572	это не	3	1
573	сейчас в	1	1
574	на почве	3	1
575	он есть	1	1
576	надеяться на	1	1
577	ведь в	1	1
578	кажется что	1	1
579	прочим в	1	1
580	само собою	1	1
581	как общее	1	1
582	отказываться от	1	1
583	теории все	1	1
584	с такой	1	1
585	потому и	2	1
586	такой же	2	1
587	зато в	1	1
588	и различие	1	1
589	весьма часто	2	1
590	бы на	1	1
591	даже при	1	1
592	психический процесс	1	1
593	еще менее	1	1
594	в узком	1	1
595	какого-нибудь другого	1	1
596	то для	1	1
597	мы говорили	7	1
598	на каждом	2	1
599	в которых	2	1
600	единство и	1	1
601	для многих	1	1
602	выше мы	4	1
603	образом и	2	1
604	простое и	1	1
605	оба они	1	1
606	ни было	2	1
607	не тем	1	1
608	как от	1	1
609	необходимо чтобы	1	1
610	не полное	1	1
611	в психике	7	1
612	если их	1	1
613	что эта	4	1
614	даже гораздо	1	1
615	из нас	1	1
616	этого тела	1	1
617	и другое	1	1
618	если в	1	1
619	я буду	1	1
620	на себе	2	1
621	что каждое	1	1
622	но вместе	1	1
623	из предыдущего	2	1
624	иметь в	1	1
625	следовательно и	1	1
626	никогда не	4	1
627	это просто	1	1
628	этого общего	1	1
629	этих двух	2	1
630	в противоречие	2	1
631	во всей	1	1
632	по своей	7	1
633	отдельных единиц	1	1
634	не ставит	1	1
635	как не	2	1
636	это слово	1	1
637	тождества между	1	1
638	и его	1	1
639	со своим	1	1
640	за ними	3	1
641	если только	1	1
642	не потому	2	1
643	как среди	1	1
644	обстоятельство что	1	1
645	гораздо сложнее	1	1
646	что представление	2	1
647	в общую	1	1
648	только еще	1	1
649	должны быть	3	1
650	основаны на	3	1
651	от нее	2	1
652	на известное	1	1
653	скорее в	1	1
654	бы он	1	1
655	отличных от	1	1
656	в каждом	1	1
657	представить их	1	1
658	всегда в	1	1
659	некоторой степени	1	1
660	изложении мы	1	1
661	но по	3	1
662	с ее	2	1
663	совершенно ясно	2	1
664	эта часть	2	1
665	какое содержание	1	1
666	или для	1	1
667	говорили что	1	1
668	то время	2	1
669	а особенно	1	1
670	вопрос что	1	1
671	в дальнейшем	2	1
672	они должны	3	1
673	от того	3	1
674	котором мы	1	1
675	что у	2	1
676	поэтому мы	1	1
677	отличаться от	1	1
678	на нее	2	1
679	каждого из	1	1
680	утверждаем что	1	1
681	самого понятия	1	1
682	же эти	1	1
683	общим именем	2	1
684	с ним	6	1
685	одно это	1	1
686	будет уже	1	1
687	образом в	3	1
688	именно человеческая	1	1
689	находится в	1	1
690	и нужно	1	1
691	в состав	1	1
692	под всем	1	1
693	и та	1	1
694	которых к	1	1
695	может не	3	1
696	с каким-нибудь	1	1
697	и всю	1	1
698	являются в	1	1
699	между тем	12	1
700	всякий смысл	1	1
701	основано на	5	1
702	только такие	1	1
703	если эта	1	1
704	но с	2	1
705	и элемент	1	1
706	этот вопрос	2	1
707	отличаются друг	3	1
708	представляет собою	2	1
709	в вопросе	2	1
710	то в	2	1
711	и так	2	1
712	самые разнообразные	1	1
713	то эти	1	1
714	собой а	1	1
715	большим трудом	1	1
716	все они	5	1
717	рассматриваться как	3	1
718	вопроса о	1	1
719	тем чтобы	2	1
720	различия в	3	1
721	ее из	1	1
722	а то	1	1
723	конечно нет	1	1
724	но для	2	1
725	здесь будет	1	1
726	а и	8	1
727	будет не	1	1
728	который как	1	1
729	не будут	2	1
730	и со	1	1
731	от тех	3	1
732	эти понятия	1	1
733	к ним	2	1
734	друг друга	2	1
735	ввиду того	1	1
736	бы все	1	1
737	элементы из	2	1
738	все-таки не	4	1
739	само собой	1	1
740	же еще	1	1
741	может рассматриваться	1	1
742	бытовым и	1	1
743	с общим	2	1
744	и профессиональные	1	1
745	можно но	1	1
746	возможно что	1	1
747	со стороны	1	1
748	о своей	1	1
749	с другим	1	1
750	ни другое	1	1
751	даже без	1	1
752	именно в	5	1
753	которых мы	3	1
754	будет ли	1	1
755	может показаться	1	1
756	а с	4	1
757	себя и	2	1
758	и люди	1	1
759	те кто	1	1
760	мы утверждаем	1	1
761	от этого	1	1
762	а на	1	1
763	а наоборот	3	1
764	до конца	1	1
765	между разными	1	1
766	о каком-то	1	1
767	слова что	1	1
768	и уже	2	1
769	из области	1	1
770	мира в	1	1
771	для этой	1	1
772	как элемент	1	1
773	чем отношение	1	1
774	понятиями и	1	1
775	все более	1	1
776	только к	1	1
777	науке весьма	1	1
778	отдаленные эпохи	1	1
779	к его	1	1
780	смысл что	1	1
781	и потому	3	1
782	некоторые из	1	1
783	вопросе о	2	1
784	возьмем например	1	1
785	как человек	1	1
786	направление в	1	1
787	мы занимаемся	1	1
788	а так	1	1
789	к своему	1	1
790	необходимо во-первых	1	1
791	оно существует	1	1
792	а если	1	1
793	чем в	3	1
794	многое из	1	1
795	это есть	4	1
796	а потом	1	1
797	ни то	1	1
798	общения с	1	1
799	деле если	1	1
800	в тот	1	1
801	таких условиях	1	1
802	у животных	1	1
803	и другой	1	1
804	мыслится как	1	1
805	требует еще	1	1
806	мы сказали	3	1
807	на пути	1	1
808	и будут	1	1
809	и самих	1	1
810	и таким	1	1
811	между прочим	2	1
812	ближе к	3	1
813	в более	1	1
814	случае между	1	1
815	многие из	5	1
816	не говорить	1	1
817	еще больше	3	1
818	итак если	1	1
819	в отдельных	2	1
820	но когда	1	1
821	это может	2	1
822	у них	6	1
823	его тем	1	1
824	но ясность	1	1
825	пришлось бы	2	1
826	обстоит дело	1	1
827	давно уже	2	1
828	менее в	1	1
829	не быть	1	1
830	определяет собою	1	1
831	была бы	1	1
832	когда либо	1	1
833	работы и	2	1
834	такое представление	1	1
835	что такие	2	1
836	но этот	1	1
837	никакого сомнения	1	1
838	соответствующие им	1	1
839	ее в	1	1
840	и эта	1	1
841	от наших	1	1
842	гораздо ближе	1	1
843	этот путь	1	1
844	к этому	5	1
845	можно назвать	3	1
846	они не	2	1
