N	2gram	Medvedev_F_3	Komedia
145	отличие от	2	2
146	за пределы	2	2
147	к сожалению	1	2
148	чем же	2	2
149	независимо от	5	2
150	было только	1	2
151	полагают что	1	2
152	со своей	1	2
153	в самом	11	2
154	и чаще	1	2
155	в себе	3	2
156	только один	2	2
157	не следует	3	2
158	время и	1	2
159	в первую	1	2
160	в принципе	1	2
161	если они	2	2
162	не к	1	2
163	на этом	2	2
164	то ни	4	2
165	на все	2	2
166	было бы	6	2
167	и тем	3	2
168	для них	7	2
169	мы видели	4	2
170	была уже	1	2
171	такой же	2	2
172	всяком случае	6	2
173	но он	1	2
174	тем не	2	2
175	на такое	1	2
176	правда в	2	2
177	одна из	2	2
178	при всем	1	2
179	и теперь	6	2
180	в области	2	2
181	же самое	3	2
182	с ее	2	2
183	вывод что	1	2
184	всего этого	1	2
185	только при	1	2
186	как по	1	2
187	в себя	1	2
188	для этого	2	2
189	именно потому	2	2
190	и здесь	1	2
191	нас в	1	2
192	и во	2	2
193	путь к	1	2
194	от них	1	2
195	в форме	1	2
196	и мир	2	2
197	указывает что	1	2
198	еще не	6	2
199	который в	1	2
200	именно на	2	2
201	в эти	1	2
202	для всех	1	2
203	как человека	1	2
204	а то	1	2
205	мы знаем	4	2
206	вовсе не	28	2
207	в других	1	2
208	со стороны	4	2
209	даже не	1	2
210	и из	2	2
211	до сих	1	2
212	еще и	1	2
213	и притом	2	2
214	то и	1	2
215	до конца	4	2
216	одну из	2	2
217	не может	24	2
218	вместе с	6	2
219	но не	5	2
220	и формы	5	2
221	сих пор	1	2
222	но это	2	2
223	мы найдем	1	2
224	а к	2	2
225	ни было	5	2
226	то что	8	2
227	е в	1	2
228	в действительности	9	2
229	ее в	3	2
230	в своих	6	2
231	во всяком	6	2
232	выражено в	1	1
233	можно говорить	4	1
234	чтобы не	2	1
235	самое слово	1	1
236	сам по	1	1
237	на самом	14	1
238	тем же	7	1
239	между двумя	1	1
240	высшей степени	2	1
241	объясняется и	1	1
242	в зависимости	5	1
243	его употреблении	1	1
244	одним из	3	1
245	мы уже	3	1
246	той же	3	1
247	со всех	1	1
248	оставалось только	1	1
249	из своих	2	1
250	что под	1	1
251	который был	2	1
252	совпадает с	2	1
253	эстетики и	1	1
254	из того	1	1
255	ему в	1	1
256	то это	1	1
257	как впрочем	1	1
258	зависимости от	5	1
259	первого и	1	1
260	в мире	1	1
261	всех сторон	2	1
262	в ней	5	1
263	проявляется в	2	1
264	от всей	1	1
265	те не	1	1
266	работы в	1	1
267	не найдем	1	1
268	а только	1	1
269	служит для	1	1
270	во всех	3	1
271	стилистических приемов	1	1
272	но конечно	1	1
273	как у	1	1
274	он может	2	1
275	из сторон	1	1
276	коем случае	1	1
277	друг на	1	1
278	не входит	1	1
279	очевидно что	2	1
280	а и	3	1
281	однако герой	1	1
282	жанра как	1	1
283	друга во	1	1
284	отнюдь не	8	1
285	и вовсе	1	1
286	на социальную	1	1
287	с этим	1	1
288	мира в	1	1
289	для создания	1	1
290	искусстве и	1	1
291	в своем	2	1
292	смысле этого	2	1
293	не являются	2	1
294	нового и	3	1
295	то в	2	1
296	и этим	1	1
297	отсюда к	1	1
298	из жизни	1	1
299	с сюжетом	1	1
300	что это	3	1
301	прием как	3	1
302	так или	1	1
303	что же	5	1
304	бы не	2	1
305	из этих	2	1
306	этом фоне	2	1
307	только на	4	1
308	остановиться на	1	1
309	и тот	1	1
310	роль в	4	1
311	наконец ряд	1	1
312	и те	4	1
313	как он	2	1
314	не могла	1	1
315	бы от	1	1
316	в поэтике	1	1
317	о принципиальной	1	1
318	к одному	1	1
319	по существу	1	1
320	об отражении	1	1
321	его от	2	1
322	подобно тому	4	1
323	что она	2	1
324	действительности на	1	1
325	но все	1	1
326	человека в	2	1
327	значительной степени	1	1
328	же не	1	1
329	же касается	1	1
330	об этом	1	1
331	а его	1	1
332	зрения на	1	1
333	своей стороны	1	1
334	пределы одной	1	1
335	художника как	1	1
336	уже знаем	2	1
337	должен был	1	1
338	начала и	1	1
339	в жизни	11	1
340	нет в	1	1
341	с тем	7	1
342	всегда и	1	1
343	с такой	2	1
344	жанра то	1	1
345	слова и	4	1
346	для своих	1	1
347	в эту	2	1
348	в этих	3	1
349	можно только	2	1
350	не так	1	1
351	но если	2	1
352	никаких оснований	3	1
353	в отличие	2	1
354	в которых	3	1
355	что уже	2	1
356	друг другу	2	1
357	теми же	1	1
358	и эти	1	1
359	и более	3	1
360	том же	1	1
361	и почти	1	1
362	с так	1	1
363	по себе	4	1
364	не была	1	1
365	тому что	3	1
366	и очень	2	1
367	высказывания в	1	1
368	между людьми	3	1
369	в идеологическом	5	1
370	из работы	1	1
371	она могла	1	1
372	самого начала	1	1
373	герою в	1	1
374	исторических условиях	1	1
375	на себе	1	1
376	они называют	1	1
377	также что	1	1
378	того чтобы	5	1
379	следовательно и	4	1
380	в коем	1	1
381	тематика и	1	1
382	что только	1	1
383	которые и	1	1
384	в какой-то	1	1
385	первая часть	1	1
386	ради их	1	1
387	предполагать что	1	1
388	они хотели	1	1
389	п в	2	1
390	убедиться в	1	1
391	так например	1	1
392	можно рассматривать	1	1
393	следует что	4	1
394	как следует	2	1
395	мы и	3	1
396	ему не	1	1
397	и для	6	1
398	в специальном	1	1
399	не могут	10	1
400	с полной	1	1
401	по возможности	1	1
402	его с	1	1
403	даже и	1	1
404	слова с	1	1
405	в каждом	5	1
406	в пьесе	1	1
407	и это	2	1
408	не делает	1	1
409	организующим началом	1	1
410	но при	2	1
411	это только	2	1
412	эта борьба	1	1
413	художественный прием	2	1
414	данном случае	4	1
415	него самого	1	1
416	с самого	1	1
417	или для	1	1
418	говорить о	2	1
419	в дальнейшем	5	1
420	идет речь	1	1
421	можно было	1	1
422	те же	3	1
423	определяется их	1	1
424	мира и	1	1
425	жизнь и	3	1
426	с ним	1	1
427	в каждой	1	1
428	является конечно	1	1
429	оказывается на	1	1
430	о нем	3	1
431	познания и	2	1
432	или от	1	1
433	и внутреннее	1	1
434	и что	3	1
435	к действительности	1	1
436	в значительной	1	1
437	которые могут	1	1
438	и обнаруживает	1	1
439	и своей	2	1
440	образом все	1	1
441	на ее	4	1
442	случае ясно	1	1
443	за другим	1	1
444	может и	3	1
445	внешней формы	1	1
446	говорит он	5	1
447	и только	2	1
448	ее содержание	1	1
449	как художественное	1	1
450	наконец в	1	1
451	внешнее и	1	1
452	в середине	1	1
453	и следовательно	3	1
454	если это	1	1
455	места и	1	1
456	в литературе	6	1
457	того что	3	1
458	в двух	1	1
459	к внутреннему	1	1
460	дело с	3	1
461	нуждается в	3	1
462	явления в	1	1
463	которых идет	1	1
464	его для	1	1
465	хотя бы	6	1
466	на способы	1	1
467	которое мы	1	1
468	поэтому и	2	1
469	во времени	1	1
470	бы ни	4	1
471	больше чем	1	1
472	ему для	1	1
473	себя в	1	1
474	так что	1	1
475	оказывается в	1	1
476	завершение в	1	1
477	можно выразить	1	1
478	в жанре	1	1
479	в большинстве	4	1
480	ни одного	1	1
481	достаточно сказать	1	1
482	которая вполне	1	1
483	в данной	2	1
484	за ним	1	1
485	себе в	1	1
486	содержания и	4	1
487	пародии на	2	1
488	не видеть	1	1
489	друг друга	5	1
490	от того	2	1
491	конца в	1	1
492	не противоречит	1	1
493	для того	4	1
494	можно игнорировать	1	1
495	из двух	1	1
496	границу между	1	1
497	в высшей	2	1
498	не дали	1	1
499	или иначе	1	1
500	и др	2	1
501	борьба за	1	1
502	к более	2	1
503	превращается в	2	1
504	чтобы убедиться	1	1
505	материал в	4	1
506	а наоборот	1	1
507	действительности как	1	1
508	именно так	5	1
509	по тем	1	1
510	п т	1	1
511	следует только	1	1
512	о чем	1	1
513	большинстве случаев	5	1
514	художественных вкусов	1	1
515	совершенно очевидно	1	1
516	иначе его	1	1
517	для этой	1	1
518	стороны в	1	1
519	нет никаких	2	1
520	и потому	5	1
521	отсюда и	1	1
522	отрывок из	1	1
523	что именно	5	1
524	и столь	1	1
525	к своему	1	1
526	в данном	6	1
527	в той	3	1
528	он становится	2	1
529	одновременно с	1	1
530	тому как	5	1
531	как бы	8	1
532	а потом	1	1
533	на какой-то	1	1
534	для их	1	1
535	из отдельных	1	1
536	в это	1	1
537	этого слова	2	1
538	с этой	1	1
539	он чувствует	1	1
540	действительности дело	1	1
541	в условиях	3	1
542	в основном	2	1
543	романа с	1	1
544	за его	1	1
545	на сюжет	1	1
546	обычно не	1	1
547	формы и	3	1
548	к одной	2	1
549	с социальными	1	1
550	от него	2	1
551	у них	2	1
552	на такой	1	1
553	бы в	6	1
554	где для	1	1
555	еще более	1	1
556	года в	1	1
557	более широкие	1	1
558	обстоит дело	4	1
559	этих элементов	1	1
560	отношении к	1	1
561	же собственно	1	1
562	сделать вывод	1	1
563	в общем	2	1
564	вопрос как	1	1
565	слово в	2	1
566	не знает	1	1
567	сказать что	3	1
568	совершенно не	7	1
569	к его	3	1
570	и художественного	1	1
571	формы его	3	1
572	время не	1	1
573	в каком	2	1
574	жизни и	4	1
575	вполне понятно	1	1
576	и эта	3	1
577	это в	1	1
578	доступ к	1	1
579	в таком	2	1
580	этой точки	1	1
581	том числе	1	1
582	они не	4	1
