1	по отношению к	5	9
213	главы и более	1	1
214	произведение искусства делает	1	1
215	соединении с художественной	1	1
216	начало нового эпизода	1	1
217	есть рассказ о	1	1
218	художественной культуры в	1	1
219	словами гегеля духовная	1	1
220	только перед лицом	1	1
221	духовный опыт внутреннего	1	1
222	обладают некое событие	1	1
223	внутреннего я ядра	1	1
224	эстетическим субъектом только	1	1
225	нельзя не сделав	1	1
226	социального поведения в	1	1
227	страхову что достоевский	1	1
228	и изображенной речи	1	1
229	культурой художественного восприятия	2	1
230	произведение на части	1	1
231	характера социального поведения	1	1
232	к знанию такого	1	1
233	и нераздельными его	1	1
234	взгляд из-за плеча	1	1
235	опыт внутреннего личностного	1	1
236	воображая что все	1	1
237	тем объектом эстетического	1	1
238	тем художественная реальность	1	1
239	но всякий раз	1	1
240	говорится и о	1	1
241	эстетического отношения выступает	1	1
242	сотворивший ее художник	1	1
243	в самостоятельный эпизод	1	1
244	организации литературного произведения	3	1
245	привлекает внимание адресата	1	1
246	трех фундаментальных отношений	1	1
247	собственному я самоопределение	1	1
248	и трагическое есть	1	1
249	в основе своей	2	1
250	логический объект логический	1	1
251	на отдельные слова	1	1
252	зачерпнуть тем общее	1	1
253	эпизода как правило	1	1
254	эстетического созерцания может	1	1
255	оболочек психологии характера	1	1
256	факультативные и более	1	1
257	это еще одна	1	1
258	какому-нибудь речевому субъекту	1	1
259	я героя как	1	1
260	затрагивая хода самих	1	1
261	и наоборот созерцающий	1	1
262	все они для	1	1
263	особенно внешних начало	1	1
264	нас самих состоят	1	1
265	специфическая целостность феноменов	1	1
266	иное как организация	1	1
267	было последовательно осуществлено	1	1
268	что даже в	1	1
269	в которой я	1	1
270	личности более того	1	1
271	знаменуется переносом в	1	1
272	это происходит в	1	1
273	прозрачнее чем это	1	1
274	то же самое	2	1
275	и неизбыточность явлений	1	1
276	мы встречаем его	1	1
277	членения а также	1	1
278	объектом эстетического созерцания	1	1
279	я есть точка	1	1
280	> мы встречаем	1	1
281	как уже говорилось	1	1
282	к жизненно смежному	1	1
283	и одновременно универсально	1	1
284	уплотнение воображаемого мира	1	1
285	то ни было	3	1
286	или ином отношении	1	1
287	какое-то утверждение о	1	1
288	и о чём	1	1
289	эстетическим объектом только	1	1
290	предмет созерцания оказывается	1	1
291	не что иное	4	1
292	очевидная граница между	1	1
293	а места б	1	1
294	отношения являются неслиянными	1	1
295	созерцания может выступать	1	1
296	и более крупные	1	1
297	они для искусства	1	1
298	не ее оболочек	1	1
299	специфически человеческий способ	1	1
300	родственные ему люди	1	1
301	если логический объект	1	1
302	конец текста заглавие	1	1
303	являются неслиянными и	1	1
304	бахтина проблема взаимоотношений	1	1
305	не только такие	1	1
306	искусство человек недвусмысленно	1	1
307	обыденной внехудожественной действительности	1	1
308	творческое волеизъявление автора	1	1
309	нераздельными его полюсами	1	1
310	в произведении искусства	3	1
311	во времени и	3	1
312	может быть признано	1	1
313	внешнем мире и	1	1
314	в связи с	1	1
315	том что он	2	1
316	и сочетаться подобно	1	1
317	в котором по	1	1
318	границах литературного произведения	1	1
319	между тем художественная	1	1
320	некое событие индивидуальный	1	1
321	наращивания текста наиболее	1	1
322	раздельно и сочетаться	1	1
323	прежде всего в	1	1
324	любая личность является	1	1
325	непосредственно к внутреннему	1	1
326	в присутствии эстетического	1	1
327	присутствии эстетического субъекта	1	1
328	объектную и субъектную	1	1
329	о жизни по	1	1
330	другого межличностная данность	1	1
331	к ролевому сверх-я	1	1
332	его то есть	1	1
333	в своих героях	1	1
334	ничего нельзя не	1	1
335	ему известную цельность	1	1
336	всеохватывающей своей широте	1	1
337	как совокупность факторов	2	1
338	отдельности автору приписано	1	1
339	произведения состоит в	1	1
340	полюсами предмет созерцания	1	1
341	по всеохватывающей своей	1	1
342	случае мы имеем	1	1
343	самом произведении >	1	1
344	письмо дневниковая запись	1	1
345	взаимоотношений изображающей и	1	1
346	смыслосообразно скомпонованное из	1	1
347	произведение оригинальнее тем	1	1
348	исключения столь же	1	1
349	и способа высказывания	1	1
350	такова специфика самого	1	1
351	внутренняя целостность не	1	1
352	своих других для	1	1
353	обобщения личностного опыта	1	1
354	о счастье существования	1	1
355	к какому-нибудь объекту	1	1
356	незаместимое место в	1	1
357	цитатного типа как	1	1
358	состоит не в	1	1
359	всех и каждого	1	1
360	или иной форме	1	1
361	знакомее и роднее	1	1
362	активность прежде всего	1	1
363	и служит для	1	1
364	себя в своих	1	1
365	к своему собственному	1	1
366	различных речевых жанрах	1	1
367	прочие обобщения могущие	1	1
368	литературы как искусства	1	1
369	между двумя соседними	1	1
370	в ходе последовательного	1	1
371	ему люди но	1	1
372	первостепенная проблема субъектной	1	1
373	высказыванием действующего лица	1	1
374	не более чем	4	1
375	недвусмысленно встречается таким	1	1
376	текста абзац знаменующий	1	1
377	универсальнее вы говорите	1	1
378	как говорит и	1	1
379	иностранцы узнают себя	1	1
380	утверждение о жизни	1	1
381	событий в проекции	1	1
382	разложимое а в	1	1
383	говорит лишь чужими	1	1
384	есть точка пересечения	1	1
385	упорядоченность семантики лингвистических	1	1
386	однако начало нового	1	1
387	значимые исключения столь	1	1
388	перед лицом эстетического	1	1
389	образом с самим	1	1
390	последовательно осуществлено и	1	1
391	пришвин это интересно	1	1
392	все прочие обобщения	1	1
393	внехудожественной действительности приобщение	1	1
394	лишь в химическом	1	1
395	облечён в молчание	1	1
396	узнают себя свою	1	1
397	объектом только в	1	1
398	химическом соединении с	1	1
399	художественная реальность героя	1	1
400	лица актанта повествователя	1	1
401	в проекции текста	1	1
402	изображающей и изображенной	1	1
403	принципе недоступна между	1	1
404	личность является таким	1	1
405	он расчленяет произведение	1	1
406	всего в композиции	1	1
407	коммуникативного события в	2	1
408	могут мыслиться раздельно	1	1
409	тот что даже	1	1
410	эстетического отношения являются	1	1
411	б.о корманом объектную	1	1
412	запись документ но	1	1
413	героя это еще	1	1
414	со-бытийному я другого	1	1
415	осуществлено и введено	1	1
416	было и не	1	1
417	прежде всего основные	1	1
418	ее оболочек психологии	1	1
419	значима имеющая порой	1	1
420	самопониманию всех и	1	1
421	бы не затрагивая	1	1
422	том или ином	3	1
423	более поверхностные психологические	1	1
424	узкое и сосредоточенное	1	1
425	души личности более	1	1
426	как бы не	1	1
427	говоря и состоит	2	1
428	обобщения могущие иметь	1	1
429	событии художественного творчества	1	1
430	раз художественно значимые	1	1
431	из перечисленных уровней	1	1
432	и неспецифичны собственно	1	1
433	кубикам то субъект	1	1
434	в урок языка	1	1
435	художник вследствие этого	1	1
436	и объектной что	1	1
437	с этой точки	1	1
438	произведения он расчленяет	1	1
439	находим вне произведения	1	1
440	своей полноте и	1	1
441	слуха и в	1	1
442	вымышленная условная индивидуальность	1	1
443	внешних начало и	1	1
444	акта в отличие	1	1
445	строфы абзацы и	1	1
446	основу объектной организации	1	1
447	имеющая порой место	1	1
448	в формах внутренней	1	1
449	переменой в составе	1	1
450	по крайней мере	1	1
451	что все люди	1	1
452	даже в этих	1	1
453	жизни по всеохватывающей	1	1
454	исключительных лицах не	1	1
455	подобно режиссёру спектакля	1	1
456	универсально родственно всем	1	1
457	его романному герою	1	1
458	стержень художественного восприятия	1	1
459	реальность героя это	1	1
460	текста по отдельности	1	1
461	собственно же художественное	1	1
462	художественное знание по	1	1
463	объектной организации текста	1	1
464	субъекта и адресата	1	1
465	полнота и неизбыточность	1	1
466	уникально и одновременно	1	1
467	вы говорите писал	1	1
468	наиболее очевидная граница	1	1
469	к понятию эстетического	1	1
470	в частности это	1	1
471	никто не решает	1	1
472	повествователя рассказчика хроникера	1	1
473	потому что из	1	1
474	то или иное	1	1
475	корманом объектную и	1	1
476	мыслиться раздельно и	1	1
477	как содержание эстетической	1	1
478	отношение между ними	1	1
479	или переменой в	1	1
480	с творцом и	1	1
481	в том случае	1	1
482	политические входят в	1	1
483	только целостность тела	1	1
484	целостности доступной человеческому	1	1
485	типа как письмо	1	1
486	отношений личности к	1	1
487	я ядра личности	1	1
488	познанию тайна внутреннего	1	1
489	объекта и адресата	1	1
490	в этих исключительных	1	1
491	по преимуществу внешнюю	1	1
492	в самом произведении	1	1
493	порой место размытость	1	1
494	абзацем это правило	1	1
495	я уникально и	1	1
496	организатором коммуникативного события	1	1
497	по отдельности автору	1	1
498	такого знания является	1	1
499	в частности научные	1	1
500	как с творцом	1	1
501	расчленяет произведение на	1	1
502	соседних эпизодов знаменуется	1	1
503	сдвиг текста абзац	1	1
504	все без исключения	1	1
505	конечном счете искусство	1	1
506	ее никто не	1	1
507	при условии что	1	1
508	с гносеологическими понятиями	1	1
509	поведения в принципе	1	1
510	единством а места	1	1
511	места б времени	1	1
512	психологические социальные политические	1	1
513	целостность не только	1	1
514	об отсутствии в	1	1
515	мы встречаемся с	1	1
516	иметь место в	1	1
517	действительности приобщение к	1	1
518	тем оно универсальнее	1	1
519	совпадает с абзацем	1	1
520	такие и что	1	1
521	в композиции произведения	1	1
522	вне произведения как	1	1
523	формах внутренней речи	1	1
524	во втором случае	1	1
525	всей своей полноте	1	1
526	далеко не всякий	1	1
527	целостность феноменов человеческого	1	1
528	к тому же	4	1
529	своего присутствия в	1	1
530	способа высказывания смена	1	1
531	или своих других	1	1
532	адресата к какому-нибудь	1	1
533	ж результат тот	1	1
534	именно в этом	2	1
535	лицах не только	1	1
536	из того что	3	1
537	том числе и	1	1
538	только мы родственные	1	1
539	чище и прозрачнее	1	1
540	это какое-то утверждение	1	1
541	проблема взаимоотношений изображающей	1	1
542	психологии характера социального	1	1
543	что он обращен	1	1
544	художественного содержания лишь	1	1
545	рассказ о счастье	1	1
546	в соответствии с	1	1
547	феноменов человеческого бытия	1	1
548	как правило совпадает	1	1
549	чего бы то	1	1
550	абзац знаменующий паузу	1	1
551	мере в какой	2	1
552	описывал себя в	1	1
553	с художественной идеологемой	1	1
554	объектной что говорится	1	1
555	таким образом с	1	1
556	том случае если	1	1
557	составляет своего рода	2	1
558	составе персонажей появление	1	1
559	живущего своей биографической	1	1
560	как бы личность	1	1
561	дает ему известную	1	1
562	общеизвестными после романа	1	1
563	что из нас	1	1
564	жизнью человека но	1	1
565	факультативными сигналами границы	1	1
566	в принципе недоступна	1	1
567	не всякий сдвиг	1	1
568	полноту и неизбыточность	1	1
569	неизбыточность явлений между	1	1
570	преимуществу внешнюю полноту	1	1
571	произведении искусства но	1	1
572	и в действия	1	1
573	произведении > мы	1	1
574	к интимному самопониманию	1	1
575	человеческий способ существования	1	1
576	всякое я уникально	1	1
577	и то или	1	1
578	тайна внутреннего я	1	1
579	действующего лица актанта	1	1
580	не только мы	1	1
581	точки зрения в	1	1
582	граница между двумя	1	1
583	личность как внутреннее	1	1
584	единство духовного я	1	1
585	человеческого я к	1	1
586	внутреннего зрения б	1	1
587	я самоопределение к	1	1
588	цельность как бы	1	1
589	и не наступает	1	1
590	этого словами гегеля	1	1
591	убавить ни изменить	1	1
592	присутствия личности в	1	1
593	приобщение к знанию	1	1
594	и более поверхностные	1	1
595	тексты способны запечатлевать	1	1
596	могущие иметь место	1	1
597	своей широте на	1	1
598	мира вокруг я	1	1
599	приписано быть не	1	1
600	в пределах текста	1	1
601	своему собственному я	1	1
602	могли бы быть	2	1
603	не наступает вместо	1	1
604	и конец текста	1	1
605	эстетической деятельности созерцания	1	1
606	владеет сотворивший ее	1	1
607	изменить ничего нельзя	1	1
608	доступной человеческому восприятию	1	1
609	синтаксических и фонологических	1	1
610	принадлежит какому-нибудь речевому	1	1
611	объект эстетического отношения	1	1
612	художественности а не	1	1
613	самые разнообразные в	1	1
614	иное логическое отношение	1	1
615	душу чем глубже	1	1
616	логическому познанию тайна	1	1
617	есть не что	3	1
618	бы ни был	1	1
619	содержания лишь в	1	1
620	наоборот созерцающий становится	1	1
621	изначально владеет сотворивший	1	1
622	знания является специфическая	1	1
623	могла бы послужить	1	1
624	только в присутствии	2	1
625	произведения как живущего	1	1
626	он обращен к	1	1
627	только целое текста	1	1
628	в том или	2	1
629	встречаем его то	1	1
630	как организация ментального	1	1
631	является специфическая целостность	1	1
632	предельную меру обобщения	1	1
633	тем общее всем	1	1
634	наш духовный опыт	1	1
635	что достоевский описывал	1	1
636	логическое отношение между	1	1
637	в известном смысле	1	1
638	как это происходит	1	1
639	не спрашивай о	1	1
640	знаковой системы художественного	1	1
641	принадлежит только целое	1	1
642	целостность тела вещи	1	1
643	отдельные слова не	1	1
644	знанию такого рода	1	1
645	этих исключительных лицах	1	1
646	предпосылку эстетического отношения	1	1
647	явлений между тем	1	1
648	всем любая личность	1	1
649	ментального созерцания читателем	1	1
650	спектакля облечён в	1	1
651	что говорится и	1	1
652	во внешнем мире	2	1
653	это возможно в	1	1
654	того личность как	1	1
655	как внутреннее единство	1	1
656	предметом такого знания	1	1
657	речи такова специфика	1	1
658	произведении чище и	1	1
659	ядра личности а	1	1
660	объект логический субъект	1	1
661	и внутренняя целостность	1	1
662	субъектной организации литературного	1	1
663	проблема субъектной организации	1	1
664	такого рода обогащает	1	1
665	во времени или	1	1
666	сочетаться подобно кубикам	1	1
667	является высказыванием действующего	1	1
668	событие индивидуальный характер	1	1
669	не разложимое а	1	1
670	знание по мысли	1	1
671	неспецифичны собственно же	1	1
672	нового эпизода как	1	1
673	в обыденной внехудожественной	1	1
674	иначе говоря эстетическое	1	1
675	тела вещи но	1	1
676	между ними могут	1	1
677	оказывается эстетическим объектом	1	1
678	достоевский описывал себя	1	1
679	внутреннее присутствие во	1	1
680	во внутренней речи	1	1
681	присутствия во внешнем	1	1
682	совершенно особого рода	1	1
683	вещей но в	1	1
684	в художественном произведении	1	1
685	состоит в нелингвистической	1	1
686	в области литературы	1	1
687	может выступать и	1	1
688	повествования а также	1	1
689	а также строфы	1	1
690	и объект эстетического	1	1
691	свое незаместимое место	1	1
692	и в любом	1	1
693	персонажей появление исчезновение	1	1
694	это интересно всем	1	1
695	в полной мере	3	1
696	результат тот что	1	1
697	человеческого бытия я-в-мире	1	1
698	а в то	2	1
699	переживаемый в одиночку	1	1
700	интимному самопониманию всех	1	1
701	или иное логическое	1	1
702	необязательны и неспецифичны	1	1
703	какому-нибудь объекту речи	1	1
704	люди такие и	1	1
705	не было и	1	1
706	в таком случае	3	1
707	можно сказать не	1	1
708	и в самом	1	1
709	люди но иностранцы	1	1
710	деятельности созерцания направленной	1	1
711	строки дж донна	1	1
712	ценность которой обладают	1	1
713	духовная ценность которой	1	1
714	лексических синтаксических и	1	1
715	и субъектную организации	1	1
716	бы то ни	3	1
717	или лирического героя	1	1
718	героя как ценностного	1	1
719	центра этого мира	1	1
720	в состав художественного	1	1
721	на каждом из	2	1
722	субъектной кто говорит	1	1
723	встречаемся с ним	1	1
724	и состоит что	1	1
725	и тем самым	1	1
726	дж донна ставшие	1	1
727	в себе в	1	1
728	созерцания направленной на	1	1
729	чувство себя самого	1	1
730	субъекта речи кто	1	1
731	субъектная организация литературного	1	1
732	не может всякое	1	1
733	подобно тому как	3	1
734	и души личности	1	1
735	карнавал переживаемый в	1	1
736	и особенно внешних	1	1
737	б времени и	1	1
738	референтную функцию текста	1	1
739	созерцающий становится эстетическим	1	1
740	более того личность	1	1
741	никогда не бывает	1	1
742	состав художественного содержания	1	1
743	еще одна вымышленная	1	1
744	о том что	3	1
745	возможно в обыденной	1	1
746	вещи но и	1	1
747	дело не в	1	1
748	личностного присутствия во	1	1
749	слова не разложимое	1	1
750	и к жизненно	1	1
751	индивидуальный характер поступок	1	1
752	героях воображая что	1	1
753	превращается в урок	1	1
754	в химическом соединении	1	1
755	пересечения трех фундаментальных	1	1
756	своих героях воображая	1	1
757	никакому логическому познанию	1	1
758	сказать не спрашивай	1	1
759	разнообразные в частности	1	1
760	субъектом только перед	1	1
761	двух соседних эпизодов	1	1
762	организация ментального созерцания	1	1
763	внимание адресата к	1	1
764	понимая что говорит	1	1
765	ценностное уплотнение воображаемого	1	1
766	с абзацем это	1	1
767	как и ее	1	1
768	в художественном тексте	1	1
769	литературного произведения состоит	1	1
770	социальные политические входят	1	1
771	время они существенно	1	1
772	себя свою душу	1	1
773	же художественное знание	1	1
774	и привлекает внимание	1	1
775	как и в	1	1
776	абзацы далеко не	1	1
777	ни изменить ничего	1	1
778	широте на отдельные	1	1
779	научное сочинение не	1	1
780	и жизни однако	1	1
781	из нас самих	1	1
782	же время узкое	1	1
783	выступать и внутренняя	1	1
784	поверхностные психологические социальные	1	1
785	композиции произведения он	1	1
786	себя в другом	3	1
787	появление исчезновение актантов	1	1
788	знаменующий паузу в	1	1
789	же время они	1	1
790	сигналами границы эпизодов	1	1
791	есть его активность	1	1
792	граница двух соседних	1	1
793	субъект и то	1	1
794	нелингвистической упорядоченности лексических	1	1
795	подобно кубикам то	1	1
796	чем это возможно	1	1
797	или иной эстетической	1	1
798	место в произведении	1	1
799	общее всем знакомее	1	1
800	в е годы	1	1
801	доверенной его романному	1	1
802	лишь чужими устами	1	1
803	является таким я-в-мире	1	1
804	режиссёру спектакля облечён	1	1
805	по шеллингу чем	1	1
806	автора мы находим	1	1
807	то субъект и	1	1
808	только такие специфические	1	1
809	в составе персонажей	1	1
810	субъектную организации художественного	1	1
811	автора и читателя	2	1
812	эстетического объекта и	1	1
813	собственно говоря и	3	1
814	текста но и	1	1
815	гегеля духовная ценность	1	1
816	вследствие этого словами	1	1
817	ее художник вследствие	1	1
818	всем знакомее и	1	1
819	место в событии	1	1
820	но мы встречаемся	1	1
821	в молчание бахтин	1	1
822	художественного текста словами	1	1
823	актантов действующих лиц	1	1
824	хода самих событий	1	1
825	личности к своему	1	1
826	место лишь в	1	1
827	семантики лингвистических единиц	1	1
828	сосредоточенное в конечном	1	1
829	литературного произведения в	5	1
830	точка пересечения трех	1	1
831	организация литературного произведения	2	1
832	этой точки зрения	1	1
833	содержание эстетической деятельности	1	1
834	личности а не	2	1
835	дискурса состоит в	1	1
836	крупные членения а	1	1
837	всякий сдвиг текста	1	1
838	не все что	1	1
839	как искусства слова	1	1
840	текста смыслосообразно скомпонованное	1	1
841	волеизъявление автора становится	1	1
842	всякий раз художественно	1	1
843	объекту речи такова	1	1
844	может служить знаком	1	1
845	но иностранцы узнают	1	1
846	смена субъекта речи	1	1
847	рода обогащает наш	1	1
848	и прозрачнее чем	1	1
849	творческого акта в	1	1
850	входят в состав	1	1
851	с ним как	1	1
852	родственно всем любая	1	1
853	однако все они	1	1
854	что говорит искусство	1	1
855	это правило знает	1	1
856	фундаментальных отношений личности	1	1
857	логический субъект и	1	1
858	самоопределение к ролевому	1	1
859	и как говорит	1	1
860	и соответствующую ей	1	1
861	чем произведение оригинальнее	1	1
862	субъекта объекта и	1	1
863	обращена непосредственно к	1	1
864	математическая задача например	1	1
865	глубже зачерпнуть тем	1	1
866	в событии художественного	1	1
867	в той мере	2	1
868	таком случае это	1	1
869	тройственным единством а	1	1
870	сверх-я сверхличная заданность	1	1
871	совокупность факторов художественного	2	1
872	художественные тексты способны	1	1
873	я другого межличностная	1	1
874	донна ставшие общеизвестными	1	1
