N	2gram	Bakhtin_Pr_3	SlovoVZh
413	в науке	1	1
414	здесь на	2	1
415	тех или	1	1
416	своего героя	1	1
417	непосредственно и	1	1
418	в основе	5	1
419	время как	1	1
420	отрешиться от	1	1
421	свою связь	1	1
422	здесь конечно	4	1
423	конечно эта	1	1
424	уже на	2	1
425	не существует	1	1
426	лицо и	1	1
427	рассматривать как	1	1
428	в результате	1	1
429	автора к	1	1
430	человек и	2	1
431	чтобы убедиться	1	1
432	в качестве	1	1
433	или иным	1	1
434	имеем дело	1	1
435	к одной	1	1
436	же время	5	1
437	от него	3	1
438	еще более	5	1
439	тем более	2	1
440	мы должны	4	1
441	ровно ничего	1	1
442	по своей	9	1
443	а лишь	1	1
444	убедиться в	1	1
445	направлениях и	1	1
446	бы по	1	1
447	связи с	1	1
448	и различные	1	1
449	образом во	1	1
450	следует отметить	1	1
451	это уже	1	1
452	важное значение	1	1
453	уже и	1	1
454	как будто	2	1
455	этом отношении	1	1
456	и делает	1	1
457	жизни в	3	1
458	него но	1	1
459	в области	3	1
460	один шаг	1	1
461	записок из	1	1
462	один миг	1	1
463	с ней	3	1
464	в стиле	1	1
465	стиль и	1	1
466	всех представителей	1	1
467	и сейчас	1	1
468	равно как	1	1
469	все то	3	1
470	что можно	1	1
471	самой своей	1	1
472	является и	1	1
473	миг не	1	1
474	конечно гораздо	2	1
475	строй и	2	1
476	культуры в	1	1
477	героя в	1	1
478	я и	1	1
479	должны быть	1	1
480	в определенную	1	1
481	которые имеют	1	1
482	включает в	1	1
483	к другим	2	1
484	раз подчеркнуть	1	1
485	особый тип	2	1
486	в таком	2	1
487	во всяком	1	1
488	вполне понятно	1	1
489	они не	3	1
