N	2gram	Potebnia_M_2	Hudozhes
104	в нем	9	3
105	что все	2	3
106	мы уже	1	3
107	с другими	5	3
108	было бы	13	3
109	в них	5	3
110	в этих	3	3
111	этом и	1	3
112	на него	3	3
113	к себе	1	3
114	в человеке	4	3
115	и это	2	3
116	что у	2	3
117	внимание на	2	3
118	все его	1	3
119	к нему	1	3
120	с ними	3	3
121	деле не	1	3
122	с одной	4	3
123	для нас	31	3
124	с нею	2	3
125	в одном	6	3
126	что на	3	3
127	с другой	6	3
128	на ее	1	3
129	а с	2	3
130	прежде всего	7	3
131	так же	2	3
132	одной стороны	3	3
133	в состоянии	6	3
134	все это	2	3
135	или в	2	3
136	все они	1	3
137	в памяти	5	3
138	есть и	1	3
139	по поводу	6	3
140	самом деле	2	3
141	все что	3	3
142	и то	3	2
143	но тем	3	2
144	той же	3	2
145	а как	1	2
146	который в	1	2
147	не во	2	2
148	они были	1	2
149	одни только	1	2
150	тем как	2	2
151	не понимаю	1	2
152	если в	3	2
153	ответ на	1	2
154	отношение к	1	2
155	похоже было	1	2
156	все же	5	2
157	но в	4	2
158	точкой зрения	1	2
159	бы с	1	2
160	в нашем	2	2
161	из этих	4	2
162	не более	1	2
163	тому же	1	2
164	роли в	1	2
165	чего не	2	2
166	мысли и	1	2
167	т д	3	2
168	о которой	3	2
169	других в	2	2
170	не как	3	2
171	чувства в	4	2
172	на этом	2	2
173	прежде чем	1	2
174	оно не	3	2
175	могла бы	3	2
176	не будет	1	2
177	же не	1	2
178	не с	3	2
179	лишь в	1	2
180	его в	3	2
181	это было	2	2
182	от которого	1	2
183	о которых	3	2
184	и тогда	3	2
185	место в	4	2
186	от своего	1	2
187	с точки	1	2
188	не столько	2	2
189	что я	1	2
190	начнем с	1	2
191	с такою	2	2
192	вместе со	2	2
193	сам он	1	2
194	того как	7	2
195	одна из	4	2
196	только не	1	2
197	к ней	2	2
198	представляется нам	5	2
199	мысли о	4	2
200	как мы	1	2
201	на другой	2	2
202	мысль о	7	2
203	те же	3	2
204	до сих	4	2
205	во второй	1	2
206	том как	3	2
207	и внешней	1	2
208	в другом	2	2
209	и просто	1	2
210	любви к	1	2
211	во втором	1	2
212	и только	6	2
213	один из	2	2
214	здесь не	1	2
215	дело с	1	2
216	именно на	1	2
217	же и	1	2
218	и у	3	2
219	его и	1	2
220	ни с	2	2
221	себе в	3	2
222	из них	5	2
223	т п	3	2
224	вовсе не	9	2
225	сих пор	4	2
226	другого и	1	2
227	именно в	1	2
228	себя и	2	2
229	что не	5	2
230	мы знаем	2	2
231	ей не	1	2
232	а за	1	2
233	именно так	1	2
234	когда же	1	2
235	было на	1	2
236	два человека	1	2
237	вместе с	11	2
238	видит в	1	2
239	не зная	2	2
240	он будет	1	2
241	в ряду	6	2
242	что же	1	2
243	и от	3	2
244	только для	5	2
245	и для	3	2
246	т с	18	2
247	это уже	1	2
248	потому что	49	2
249	хотя бы	2	2
250	давно уже	1	2
251	между ними	2	2
252	сказать что	2	2
253	как на	3	2
254	но еще	1	2
255	тем самым	4	2
256	отношения к	2	1
257	одним из	1	1
258	например в	3	1
259	таком случае	2	1
260	по закону	1	1
261	и объясняется	1	1
262	есть форма	1	1
263	тех же	1	1
264	бы для	1	1
265	мысли к	2	1
266	на деле	3	1
267	и так	1	1
268	к другому	4	1
269	на две	2	1
270	когда это	2	1
271	с в	2	1
272	обойтись без	1	1
273	которыми он	1	1
274	полагает что	3	1
275	мы не	11	1
276	одной мысли	4	1
277	себе как	1	1
278	что между	1	1
279	что если	6	1
280	содержания в	1	1
281	и совсем	1	1
282	не была	1	1
283	время как	4	1
284	принадлежит к	1	1
285	тело а	1	1
286	и другая	1	1
287	не совсем	3	1
288	которого в	1	1
289	так а	1	1
290	не иметь	1	1
291	и самого	1	1
292	двух или	1	1
293	на них	1	1
294	между собой	1	1
295	в сложных	1	1
296	находя в	1	1
297	руку к	1	1
298	бы то	1	1
299	во всех	7	1
300	сознания а	1	1
301	говорит нам	1	1
302	могло быть	1	1
303	в сторону	1	1
304	его во	1	1
305	в общем	2	1
306	с каким	2	1
307	с собою	1	1
308	себе и	1	1
309	происходит ли	1	1
310	друг от	1	1
311	за пределы	2	1
312	и чем	1	1
313	смотрел на	1	1
314	один и	1	1
315	в течение	1	1
316	в одной	1	1
317	в той	1	1
318	как к	1	1
319	она как	1	1
320	ней в	1	1
321	предметы и	1	1
322	остановиться на	1	1
323	мы тем	2	1
324	хотя и	3	1
325	боли и	2	1
326	никаких следов	1	1
327	но для	1	1
328	его к	1	1
329	один ряд	1	1
330	имеет в	1	1
331	себе не	4	1
332	от этого	1	1
333	о самом	1	1
334	между их	1	1
335	в которой	5	1
336	отношения между	2	1
337	он в	1	1
338	все эти	2	1
339	этом что	1	1
340	самое время	1	1
341	нами в	1	1
342	человеке и	1	1
343	и тот	2	1
344	будто и	1	1
345	ее как	1	1
346	человек не	1	1
347	так сказать	4	1
348	что одна	1	1
349	что без	3	1
350	своим содержанием	1	1
351	с чем	3	1
352	так мало	1	1
353	сказать в	2	1
354	или нескольких	1	1
355	при виде	3	1
356	же это	1	1
357	ими в	2	1
358	которому она	1	1
359	том чтобы	1	1
360	из виду	1	1
361	наших глазах	1	1
362	их в	2	1
363	на земле	1	1
364	какой бы	1	1
365	дом и	1	1
366	с итак	1	1
367	ни был	2	1
368	не должно	2	1
369	но все	2	1
370	значительной степени	1	1
371	не следует	1	1
372	в каждом	2	1
373	смысле в	1	1
374	то ни	1	1
375	тем в	1	1
376	им как	1	1
377	том случае	1	1
378	то есть	30	1
379	и других	2	1
380	то все	4	1
381	зрения и	7	1
382	следов прежнего	1	1
383	и тем	3	1
384	делает его	1	1
385	определяется тем	1	1
386	нельзя отказать	1	1
387	быть только	2	1
388	этого не	2	1
389	в слове	13	1
390	не всегда	1	1
391	для чего	1	1
392	легче всего	1	1
393	жизни но	1	1
394	выйти за	1	1
395	других и	1	1
396	жизнь а	1	1
397	и еще	1	1
398	во время	4	1
399	на мысль	3	1
400	в ходе	1	1
401	и при	3	1
402	никак не	1	1
403	таким же	1	1
404	человек и	1	1
405	человеком и	1	1
406	а потом	1	1
407	и животным	1	1
408	знаем что	1	1
409	от себя	2	1
410	отношений между	3	1
411	стало быть	4	1
412	одном из	4	1
413	но он	2	1
414	теми же	1	1
415	и более	1	1
416	этих и	1	1
417	том же	1	1
418	в словах	3	1
419	случае мы	1	1
420	же такое	1	1
421	то с	1	1
422	раз и	1	1
423	эта мысль	1	1
424	и притом	3	1
425	что с	2	1
426	виду что	1	1
427	и другое	4	1
428	что ему	2	1
429	мысли в	3	1
430	самого начала	2	1
431	дело в	1	1
432	на себе	1	1
433	не вызывает	1	1
434	не могло	1	1
435	найти в	1	1
436	и всегда	1	1
437	в самой	3	1
438	этих двух	1	1
439	мыслей и	1	1
440	в ком	1	1
441	глядя на	1	1
442	как она	1	1
443	слове и	1	1
444	и чувства	2	1
445	и чувство	1	1
446	но теперь	1	1
447	для осуществления	1	1
448	звуки музыки	1	1
449	за его	1	1
450	однако это	1	1
451	становится для	3	1
452	в разговоре	2	1
453	а теперь	1	1
454	когда мы	2	1
455	есть только	6	1
456	во все	2	1
457	последнее слово	1	1
458	во внешних	1	1
459	и такие	1	1
460	похож на	1	1
461	него по	1	1
462	отличается от	1	1
463	об одном	3	1
464	души а	1	1
465	его с	2	1
466	бы он	1	1
467	тот и	1	1
468	на это	1	1
469	и своя	1	1
470	не ограничивается	1	1
471	от друга	1	1
472	он вовсе	1	1
473	отношениях к	1	1
474	нет никакой	1	1
475	в себя	2	1
476	с самого	2	1
477	и исчезает	1	1
478	нельзя сказать	1	1
479	способности к	1	1
480	на нее	1	1
481	времени и	1	1
482	жизнь если	1	1
483	это только	1	1
484	наше внимание	1	1
485	мы в	3	1
486	а там	1	1
487	был не	1	1
488	и всякого	1	1
489	на что	1	1
490	остановимся на	2	1
491	по себе	15	1
492	движение которое	1	1
493	образом в	4	1
494	она могла	1	1
495	и здесь	2	1
496	но мы	3	1
497	и что	4	1
498	обратим внимание	1	1
499	после того	2	1
500	времени в	1	1
501	нас в	2	1
502	заключается в	1	1
503	все в	1	1
504	было ничего	1	1
505	чувство но	1	1
506	на одном	1	1
507	бы она	1	1
508	в другой	1	1
509	даже для	1	1
510	иначе в	1	1
511	ней все	1	1
512	не знаю	1	1
513	воспринимается и	1	1
514	индивидуального бытия	1	1
515	с сопровождающим	1	1
516	того что	7	1
517	как например	3	1
518	по своей	1	1
519	но с	1	1
520	с себя	1	1
521	оно и	1	1
522	а если	1	1
523	вне себя	2	1
524	в человеческой	3	1
525	время когда	1	1
526	на другие	6	1
527	меня и	1	1
528	в самое	1	1
529	и потому	2	1
530	бы его	1	1
531	по мнению	1	1
532	но как	1	1
533	во времени	2	1
534	ему самому	1	1
535	например с	2	1
536	имеет своим	1	1
537	звук и	6	1
538	со всеми	1	1
539	так что	10	1
540	для всех	1	1
541	уже в	5	1
542	быть достигнута	1	1
543	в нашей	2	1
544	вопрос и	1	1
545	превращаются в	1	1
546	не связанных	1	1
547	искать в	3	1
548	представить себе	1	1
549	могло бы	1	1
550	не для	1	1
551	так как	10	1
552	для меня	4	1
553	то время	4	1
554	не о	1	1
555	может служить	1	1
556	отношении к	2	1
557	независимо от	9	1
558	на меня	1	1
559	он мог	1	1
560	от того	5	1
561	на том	1	1
562	бы это	1	1
563	были бы	1	1
564	имели бы	1	1
565	что человек	1	1
566	этом как	1	1
567	слово мы	1	1
568	по своим	1	1
569	а именно	1	1
570	человека а	1	1
571	такое же	2	1
572	по всей	1	1
573	воспоминания о	2	1
574	только по	3	1
575	а на	1	1
576	которых мы	3	1
577	например это	1	1
578	человек есть	1	1
579	выражением его	1	1
580	не то	2	1
581	очевидная для	1	1
582	там где	4	1
583	за нею	1	1
584	и силы	2	1
585	не видит	1	1
586	уже давно	1	1
587	теперь он	1	1
588	одно слово	1	1
589	эти слова	1	1
590	ни на	1	1
591	человека к	1	1
592	не удается	1	1
593	же с	1	1
594	значении этого	1	1
595	теперь когда	1	1
596	не сразу	2	1
597	при переходе	1	1
598	своей души	1	1
599	что за	2	1
600	взгляда на	2	1
601	чем в	1	1
602	прорывается в	1	1
603	души на	1	1
604	не существующие	1	1
605	так скоро	1	1
606	это его	1	1
607	распадается на	1	1
608	с этой	1	1
609	слова и	3	1
610	этом случае	1	1
611	в условиях	1	1
612	что сознание	2	1
613	но это	3	1
614	от нас	1	1
615	его собственная	1	1
616	к которому	2	1
617	слова но	2	1
618	в с	1	1
619	только тогда	3	1
620	что нет	2	1
621	то не	3	1
622	это часто	1	1
623	души в	2	1
624	из себя	2	1
625	бы в	2	1
626	вспомнить что	1	1
627	же в	5	1
628	за этим	1	1
629	человека есть	1	1
630	нам не	2	1
631	лишь по	1	1
632	только как	6	1
633	другой стороны	2	1
634	сопровождающим его	2	1
635	но когда	1	1
636	точно так	9	1
637	не замечать	1	1
638	же быстро	1	1
639	только о	1	1
640	в действительности	2	1
641	на лице	1	1
642	это так	1	1
643	его личным	1	1
644	случае если	1	1
645	в своих	1	1
646	от которой	1	1
647	который не	1	1
648	к этому	2	1
649	можно назвать	2	1
650	которая не	1	1
651	в таком	4	1
652	смысле что	1	1
653	что внешнее	1	1
