N	2gram	Potebnia_M_4	VerxiiNi
236	уже в	5	2
237	свидетельствует о	1	2
238	одно из	1	2
239	отчасти от	2	2
240	мы можем	10	2
241	но вместе	1	2
242	и из	3	2
243	именно в	3	2
244	к которому	1	2
245	прежде всего	1	2
246	превращается в	2	2
247	не было	12	2
248	может ли	1	2
249	и все	4	2
250	в одно	1	2
251	если не	1	2
252	должна была	1	2
253	виде в	2	2
254	связь с	1	2
255	без помощи	1	2
256	человек должен	1	2
257	и мир	1	2
258	по своему	2	2
259	никем не	2	2
260	на пути	1	2
261	благодаря этому	1	2
262	что мы	10	2
263	только для	2	2
264	влечет за	1	2
265	же самое	4	2
266	тем и	6	2
267	при таком	1	2
268	том виде	1	2
269	о котором	1	2
270	но когда	1	2
271	из себя	2	2
272	в эту	1	2
273	только что	3	2
274	в свою	2	2
275	в процессе	3	2
276	сказать что	8	2
277	к его	2	2
278	из этого	2	2
279	ли они	1	2
280	жизни и	1	2
281	можно назвать	2	2
282	все что	2	2
283	себя как	1	1
284	вряд ли	1	1
285	это однако	1	1
286	можно говорить	1	1
287	этого в	1	1
288	речь идет	1	1
289	в сфере	1	1
290	языка с	3	1
291	таком случае	2	1
292	начинается с	1	1
293	и через	1	1
294	языку и	2	1
295	а между	4	1
296	самом деле	3	1
297	он может	1	1
298	но тем	2	1
299	и есть	3	1
300	тем же	1	1
301	в первом	3	1
302	явления и	2	1
303	и до	3	1
304	миром но	1	1
305	и требует	1	1
306	то самое	1	1
307	научного анализа	1	1
308	мы уже	3	1
309	той же	3	1
310	а как	2	1
311	есть образ	1	1
312	не встречает	1	1
313	далее в	1	1
314	словами в	2	1
315	это совершенно	1	1
316	мы не	8	1
317	нам в	1	1
318	бы и	5	1
319	этого момента	1	1
320	в сущности	2	1
321	образом уже	1	1
322	оно есть	2	1
323	мы и	2	1
324	же что	2	1
325	в ней	2	1
326	на них	1	1
327	быть в	1	1
328	не представляется	1	1
329	что его	2	1
330	в чем	1	1
331	общих чертах	2	1
332	до настоящего	1	1
333	природы и	2	1
334	а следовательно	1	1
335	сказать и	1	1
336	друг к	1	1
337	землю и	1	1
338	разных местностях	1	1
339	видели что	1	1
340	к нам	1	1
341	же она	1	1
342	эта особенность	1	1
343	по отношению	10	1
344	с психологической	2	1
345	более как	1	1
346	что так	2	1
347	отличие от	1	1
348	к своей	1	1
349	нравственной жизни	1	1
350	один и	5	1
351	идет о	1	1
352	эта связь	2	1
353	как в	7	1
354	единиц в	1	1
355	более и	2	1
356	однако не	1	1
357	с наиболее	1	1
358	могли бы	4	1
359	его к	2	1
360	неизмеримо более	1	1
361	лицу с	1	1
362	следует сказать	2	1
363	и отчасти	1	1
364	то в	3	1
365	та же	1	1
366	внешней природы	6	1
367	практические выводы	1	1
368	а во-вторых	1	1
369	формы в	3	1
370	не был	1	1
371	то время	1	1
372	в нашем	2	1
373	думать что	4	1
374	не более	1	1
375	и тот	3	1
376	образом при	1	1
377	сказать чтобы	2	1
378	имеем в	1	1
379	имеет для	5	1
380	если он	1	1
381	так сказать	5	1
382	на его	3	1
383	уже тогда	1	1
384	вера в	1	1
385	время и	1	1
386	в нашей	1	1
387	к разным	1	1
388	к одному	3	1
389	и более	4	1
390	эта способность	1	1
391	с представлением	1	1
392	на этом	1	1
393	что она	2	1
394	основные черты	1	1
395	человека в	2	1
396	от нее	1	1
397	не следует	2	1
398	сделать из	1	1
399	том же	2	1
400	касается до	1	1
401	в старину	2	1
402	бы быть	1	1
403	а по	1	1
404	что перед	1	1
405	его в	4	1
406	входит в	1	1
407	это было	2	1
408	заключается в	1	1
409	было в	3	1
410	себя что	1	1
411	есть не	4	1
412	это не	7	1
413	было бы	8	1
414	из первых	1	1
415	нет в	1	1
416	и произошло	1	1
417	она и	2	1
418	жизни то	1	1
419	в слове	22	1
420	как и	14	1
421	во внимание	1	1
422	чем в	2	1
423	на одну	1	1
424	человека перед	1	1
425	должно быть	5	1
426	и того	1	1
427	одного и	1	1
428	перед собой	1	1
429	к тем	1	1
430	от своего	1	1
431	в своей	1	1
432	что такое	7	1
433	таким же	5	1
434	никто не	2	1
435	в такой	1	1
436	в их	1	1
437	то для	1	1
438	фактом что	1	1
439	на каждом	1	1
440	дальнейшее развитие	1	1
441	и животным	1	1
442	природы но	1	1
443	одном из	2	1
444	виде двух	1	1
445	но эта	2	1
446	к новой	1	1
447	в прямом	1	1
448	это относится	1	1
449	их в	3	1
450	то создается	1	1
451	по себе	11	1
452	даже в	2	1
453	случае мы	1	1
454	от тех	1	1
455	что происходит	2	1
456	если вообще	1	1
457	эта мысль	2	1
458	но они	1	1
459	что с	1	1
460	дело не	2	1
461	того как	6	1
462	на себе	3	1
463	не по	1	1
464	над тем	1	1
465	иметь в	2	1
466	отдельные его	1	1
467	следовательно и	1	1
468	судя по	2	1
469	казалось бы	1	1
470	в общих	2	1
471	ничего не	1	1
472	под этим	1	1
473	невозможно но	1	1
474	с нами	1	1
475	видим что	1	1
476	только впоследствии	1	1
477	другой стороны	1	1
478	это слово	4	1
479	к этим	1	1
480	в сознании	4	1
481	жизни из	1	1
482	только с	1	1
483	но даже	2	1
484	тела и	2	1
485	а мы	3	1
486	в каком	4	1
487	у нас	2	1
488	настоящего времени	2	1
489	это два	1	1
490	которое в	3	1
491	когда мы	6	1
492	могут быть	7	1
493	лежит в	1	1
494	не знаем	2	1
495	должны быть	3	1
496	и другим	3	1
497	по возможности	1	1
498	а вместе	1	1
499	мысли о	2	1
500	не есть	9	1
501	встречаются и	1	1
502	слова с	3	1
503	таких слов	1	1
504	имели и	1	1
505	таком количестве	1	1
506	всегда в	1	1
507	в каждой	1	1
508	с образом	1	1
509	прибавить к	1	1
510	разные стороны	1	1
511	значения и	1	1
512	как не	1	1
513	свою очередь	1	1
514	без всякого	1	1
515	в ее	2	1
516	данном случае	2	1
517	в понятие	2	1
518	представляется возможным	1	1
519	люди которые	2	1
520	в себя	1	1
521	роль в	1	1
522	материи и	1	1
523	как с	1	1
524	и совершенно	1	1
525	до самого	1	1
526	невозможно и	1	1
527	нужно было	1	1
528	когда его	1	1
529	том как	1	1
530	что от	2	1
531	или что	2	1
532	он сам	1	1
533	из одного	3	1
534	по мере	7	1
535	с ним	5	1
536	вероятно что	1	1
537	и других	3	1
538	другими словами	8	1
539	настоящее время	1	1
540	в глаза	1	1
541	не стоит	1	1
542	после того	2	1
543	других языках	2	1
544	может не	1	1
545	времени в	1	1
546	любви к	1	1
547	до известной	2	1
548	потому только	1	1
549	и во	1	1
550	все в	2	1
551	связь между	3	1
552	а у	1	1
553	бы человек	1	1
554	не отличаются	1	1
555	которые играют	1	1
556	в ряд	2	1
557	во втором	1	1
558	а потому	1	1
559	на одном	1	1
560	кровь в	1	1
561	что человек	3	1
562	ними в	1	1
563	них в	1	1
564	жизнь народа	1	1
565	в ту	2	1
566	и следовательно	3	1
567	к сознанию	2	1
568	и об	1	1
569	есть что	1	1
570	как она	2	1
571	и другую	1	1
572	формой и	1	1
573	происходит в	2	1
574	эти последние	1	1
575	внутренней стороны	2	1
576	что здесь	1	1
577	известно что	6	1
578	и прежде	2	1
579	и счастья	1	1
580	обе эти	1	1
581	мы видим	2	1
582	с ними	3	1
583	этот вопрос	3	1
584	дело с	1	1
585	что даже	2	1
586	друг друга	2	1
587	пор не	3	1
588	как нечто	1	1
589	каждом шагу	1	1
590	в разные	1	1
591	точки соприкосновения	1	1
592	и так	3	1
593	их не	1	1
594	из коих	2	1
595	и его	2	1
596	земного шара	1	1
597	не имеющие	1	1
598	не можем	5	1
599	только на	4	1
600	составить себе	1	1
601	и всякая	1	1
602	чтобы он	1	1
603	языка как	1	1
604	только тогда	5	1
605	силу этого	1	1
606	при помощи	3	1
607	в душе	1	1
608	но совершенно	1	1
609	участие в	1	1
610	который как	1	1
611	не так	2	1
612	силы природы	1	1
613	себе в	3	1
614	и их	3	1
615	этому последнему	1	1
616	представить себе	2	1
617	могло бы	1	1
618	всякую мысль	1	1
619	иначе как	1	1
620	сами по	2	1
621	бытия и	1	1
622	у него	1	1
623	вообще можно	1	1
624	и никогда	1	1
625	заметить что	6	1
626	тем что	10	1
627	тогда как	4	1
628	явления природы	1	1
629	перейти к	1	1
630	которые как	1	1
631	тем фактом	1	1
632	из двух	1	1
633	не были	2	1
634	он сразу	1	1
635	нельзя сказать	3	1
636	а именно	4	1
637	такое же	2	1
638	на словах	1	1
639	которой нет	1	1
640	и музыка	1	1
641	ним для	1	1
642	целым рядом	1	1
643	человеческой жизни	1	1
644	всей своей	1	1
645	себе сознание	2	1
646	на эту	1	1
647	только от	3	1
648	нечто вполне	1	1
649	представление лишь	1	1
650	так называемых	3	1
651	все более	3	1
652	к лицу	1	1
653	их с	1	1
654	нет ничего	3	1
655	эти слова	1	1
656	границы между	1	1
657	количестве чтобы	1	1
658	с этим	7	1
659	то по	1	1
660	с внутренней	1	1
661	в данном	4	1
662	и за	1	1
663	лицом к	1	1
664	в той	4	1
665	смысле этого	1	1
666	это есть	3	1
667	если человек	1	1
668	о сознательном	1	1
669	да и	4	1
670	там где	3	1
671	два раза	1	1
672	человека и	3	1
673	многих других	1	1
674	имеющие ничего	1	1
675	и менее	1	1
676	затем в	1	1
677	этого слова	7	1
678	основана на	1	1
679	как из	1	1
680	на которой	1	1
681	но это	3	1
682	этом следует	1	1
683	к двум	1	1
684	ничего кроме	1	1
685	помнить что	1	1
686	но для	1	1
687	понятия и	1	1
688	говорить что	1	1
689	кроме того	3	1
690	можем составить	1	1
691	похоже на	2	1
692	в наше	1	1
693	произвести то	1	1
694	важно то	1	1
695	известной степени	3	1
696	совершается в	1	1
697	и состоит	3	1
698	не существует	2	1
699	его с	1	1
700	мира и	1	1
701	в настоящее	1	1
702	она уже	1	1
703	то не	1	1
704	бы в	2	1
705	тем более	5	1
706	вспомнить что	1	1
707	ибо в	1	1
708	уже категорий	1	1
709	ни к	2	1
710	его жизнь	1	1
711	указывает на	2	1
712	же в	1	1
713	идти по	1	1
714	в связь	1	1
715	могли быть	1	1
716	давно уже	3	1
717	имеет никакого	1	1
718	а можно	1	1
719	лишь по	1	1
720	природы не	1	1
721	только как	4	1
722	состоит из	1	1
723	относящиеся к	1	1
724	в свое	1	1
725	людей но	1	1
726	есть то	4	1
727	которым они	1	1
728	для создания	3	1
729	в своих	2	1
730	с первого	1	1
731	значение в	1	1
732	эти категории	1	1
