N	2gram	Berdyaev_M_1	Myshleni
192	отношение к	4	2
193	отличие от	1	2
194	относится к	2	2
195	с этим	3	2
196	говорит что	1	2
197	его к	1	2
198	слова он	1	2
199	начальный момент	1	2
200	о человеке	23	2
201	в мышлении	1	2
202	в нем	13	2
203	своего пути	1	2
204	его от	1	2
205	от нее	5	2
206	значение в	1	2
207	к другу	1	2
208	лишь в	6	2
209	его в	3	2
210	от одного	1	2
211	шаг вперед	1	2
212	должно быть	3	2
213	в этих	4	2
214	во время	1	2
215	но если	3	2
216	относится ко	1	2
217	в их	4	2
218	она в	1	2
219	оказывается что	2	2
220	в отличие	1	2
221	в которых	4	2
222	должны были	1	2
223	нельзя было	1	2
224	точку зрения	1	2
225	но он	9	2
226	в отношении	1	2
227	и против	1	2
228	не имеет	3	2
229	достигает своего	1	2
230	казалось бы	1	2
231	ничего не	3	2
232	прежде чем	2	2
233	у нас	5	2
234	есть только	2	2
235	всего в	2	2
236	как для	2	2
237	которой она	1	2
238	основной и	1	2
239	сравнению со	1	2
240	человеческого сознания	2	2
241	то время	2	2
242	можно было	1	2
243	по природе	1	2
244	находится в	1	2
245	одного из	1	2
246	нас в	1	2
247	входит в	2	2
248	во всей	1	2
249	своему значению	2	2
250	в середине	4	2
251	к ней	4	2
252	один из	4	2
253	и ее	1	2
254	и судьбе	1	2
255	значению и	1	2
256	уже в	4	2
257	его и	1	2
258	только одно	3	2
259	никто не	2	2
260	ведь это	2	2
261	наедине с	1	2
262	вовсе не	1	2
263	себя от	1	2
264	его мысль	2	2
265	и вместе	4	2
266	в любви	4	2
267	не до	1	2
268	главное и	1	2
269	по своим	1	2
270	в свою	2	2
271	с ней	2	2
272	себя и	3	2
273	что не	1	2
274	во внутренней	1	2
275	и она	2	2
276	к его	1	2
277	мы говорим	1	2
278	оно имеет	1	2
279	наряду с	1	2
280	могут быть	2	2
281	но этот	1	2
282	что же	1	2
283	ко всему	1	2
284	с предметом	1	2
285	не мог	3	2
286	она может	2	2
287	перестать быть	1	2
288	для нас	3	2
289	процесса как	1	2
290	но всегда	1	2
291	а в	4	2
292	от ее	1	2
293	в период	1	2
294	к этой	2	2
295	в своих	1	2
296	во власть	1	2
297	к этому	2	2
298	во всяком	1	2
299	эта новая	1	1
300	с новыми	2	1
301	также что	1	1
302	и т	1	1
303	начинается с	1	1
304	через которые	1	1
305	становится в	1	1
306	и пришел	1	1
307	переход от	1	1
308	недоступной для	1	1
309	кто-либо из	1	1
310	к учению	2	1
311	высшей степени	2	1
312	с таким	1	1
313	в зависимости	1	1
314	и этот	4	1
315	сказать с	1	1
316	а как	2	1
317	мы имеем	1	1
318	уже более	1	1
319	во внутреннем	1	1
320	ли у	1	1
321	но она	1	1
322	что иное	1	1
323	ему в	1	1
324	и самой	1	1
325	зависимости от	1	1
326	себе что	1	1
327	учение об	1	1
328	иное как	1	1
329	не был	7	1
330	в существовании	1	1
331	из наших	1	1
332	одним словом	1	1
333	друг к	1	1
334	к которой	1	1
335	и всякий	1	1
336	да или	1	1
337	с психологической	1	1
338	за пределы	4	1
339	которые не	1	1
340	показать в	1	1
341	этот центральный	1	1
342	в центре	2	1
343	что во	1	1
344	что как	1	1
345	в своем	10	1
346	ней в	1	1
347	оторваться от	1	1
348	и как	2	1
349	в каком-то	1	1
350	и свою	1	1
351	от этого	2	1
352	в необходимости	2	1
353	за собой	2	1
354	к чему	2	1
355	и переходит	2	1
356	этот случай	2	1
357	та же	1	1
358	быть выражена	1	1
359	бы не	2	1
360	самого себя	2	1
361	с их	2	1
362	может найти	1	1
363	оно менее	1	1
364	и те	2	1
365	ее как	1	1
366	но ведь	1	1
367	найдет свое	1	1
368	в ряду	1	1
369	этот процесс	3	1
370	идей и	3	1
371	в первых	1	1
372	всех этих	1	1
373	не как	4	1
374	от низших	1	1
375	на этом	3	1
376	заключает в	3	1
377	в глубину	5	1
378	таинственный и	1	1
379	момент когда	1	1
380	еще более	1	1
381	удивительно что	1	1
382	в сторону	1	1
383	была в	1	1
384	первый и	1	1
385	на все	1	1
386	это было	1	1
387	не умеет	1	1
388	в сложном	1	1
389	всю свою	1	1
390	должен был	4	1
391	делает его	1	1
392	к области	1	1
393	для них	3	1
394	в высшей	2	1
395	все было	1	1
396	ключ к	1	1
397	еще в	2	1
398	протекает в	1	1
399	в понимании	1	1
400	и без	1	1
401	прийти к	2	1
402	этого вопроса	1	1
403	не к	4	1
404	что я	1	1
405	от его	2	1
406	не путем	1	1
407	ее он	1	1
408	в одном	1	1
409	бы так	1	1
410	и почти	1	1
411	изучить его	1	1
412	что есть	5	1
413	знал что	1	1
414	между людьми	1	1
415	чтобы иметь	1	1
416	два полюса	1	1
417	таков был	1	1
418	есть прежде	1	1
419	в обоих	1	1
420	хотелось бы	1	1
421	начинает с	2	1
422	на два	1	1
423	и сама	2	1
424	является на	1	1
425	он еще	1	1
426	вперед в	1	1
427	в самых	1	1
428	не могло	1	1
429	так много	1	1
430	в разных	1	1
431	а во	1	1
432	природы в	3	1
433	такая же	1	1
434	завершения в	1	1
435	на природу	2	1
436	и мысли	1	1
437	в каком	2	1
438	у меня	1	1
439	и оно	1	1
440	не та	1	1
441	к невозможности	1	1
442	которого был	1	1
443	про себя	1	1
444	одну и	1	1
445	не статически	1	1
446	но к	1	1
447	всегда в	1	1
448	самое главное	1	1
449	и это	12	1
450	ни у	1	1
451	и самое	1	1
452	из всего	1	1
453	совершенно исключительное	1	1
454	отношений и	1	1
455	уже с	1	1
456	идет не	1	1
457	центральная для	1	1
458	и ту	1	1
459	к исследованию	1	1
460	в нескольких	1	1
461	этой мысли	1	1
462	поэтому в	1	1
463	быть может	7	1
464	он сам	6	1
465	и освобождение	1	1
466	из одного	1	1
467	обречен на	2	1
468	о нем	2	1
469	и поэтому	1	1
470	начинается в	3	1
471	это менее	1	1
472	означает не	1	1
473	самому себе	2	1
474	любви к	7	1
475	связанной с	1	1
476	говорят о	1	1
477	одно только	2	1
478	всей нашей	1	1
479	между тем	1	1
480	от них	1	1
481	призван был	1	1
482	место в	2	1
483	погружен в	1	1
484	понимания в	1	1
485	исследования о	1	1
486	когда дело	1	1
487	в другой	1	1
488	вообще и	1	1
489	также в	1	1
490	все время	1	1
491	а именно	1	1
492	и мы	2	1
493	в сферу	1	1
494	существует не	2	1
495	он хочет	1	1
496	значит что	4	1
497	ни к	1	1
498	этот вопрос	1	1
499	пришел к	1	1
500	мы увидим	3	1
501	проникнуть в	1	1
502	и после	1	1
503	к психологии	1	1
504	всяком случае	1	1
505	человека с	2	1
506	гармонии и	1	1
507	конечно не	3	1
508	ряду других	1	1
509	и везде	1	1
510	должны привести	1	1
511	его был	2	1
512	человека на	5	1
513	не так	3	1
514	к ним	1	1
515	как его	1	1
516	быть так	1	1
517	у него	17	1
518	на так	1	1
519	как будто	2	1
520	от того	1	1
521	в них	4	1
522	не были	1	1
523	за этим	1	1
524	он живет	2	1
525	и из	1	1
526	всего напоминает	1	1
527	этом пути	2	1
528	к которому	1	1
529	с той	1	1
530	мысли для	1	1
531	связано с	2	1
532	не было	18	1
533	на этот	2	1
534	к идеям	1	1
535	его как	2	1
536	как ни	1	1
537	себя как	1	1
538	только от	1	1
539	под влиянием	1	1
540	ближе к	1	1
541	он и	2	1
542	если не	1	1
543	все более	1	1
544	но оно	1	1
545	в частности	1	1
546	все основные	1	1
547	учению о	2	1
548	и свободу	2	1
549	он будет	1	1
550	она есть	1	1
551	в романах	1	1
552	и границы	2	1
553	к великому	1	1
554	единство а	1	1
555	и там	4	1
556	находятся в	1	1
557	это значит	3	1
558	в состоянии	1	1
559	быть не	2	1
560	и увидели	1	1
561	нее к	1	1
562	это исследование	1	1
563	на которой	1	1
564	только для	1	1
565	которой он	1	1
566	с небывалой	1	1
567	на одной	1	1
568	за его	1	1
569	и часто	1	1
570	новое слово	1	1
571	а к	1	1
572	она уже	1	1
573	то не	1	1
574	и все	10	1
575	быть поставлено	1	1
576	он знал	4	1
577	я хотел	2	1
578	не должен	1	1
579	теряет свою	1	1
580	конце концов	2	1
581	всего своего	1	1
582	мысль на	1	1
583	если все	1	1
584	человека не	4	1
585	отношении к	2	1
586	к ее	1	1
587	лишь по	1	1
588	а внутри	1	1
589	должно привести	2	1
590	самой своей	1	1
591	остается на	1	1
592	жизни а	1	1
593	него и	2	1
594	не что	1	1
595	одного к	1	1
596	что такое	1	1
597	пути к	1	1
598	они не	1	1
599	которая не	1	1
