N	2gram	Tiupa_Narr_2	VLabPisa
467	нет это	1	1
468	по слову	3	1
469	которой было	1	1
470	или иначе	2	1
471	и во	1	1
472	толстой в	1	1
473	об отсутствии	1	1
474	на одном	2	1
475	в форме	5	1
476	хотя оно	1	1
477	о своих	1	1
478	в него	2	1
479	быть и	1	1
480	в характеристике	1	1
481	большею частью	1	1
482	каждого человека	1	1
483	с каждым	1	1
484	в какой	4	1
485	такого типа	1	1
486	как нечто	1	1
487	к их	1	1
488	очень много	1	1
489	смешивать с	1	1
490	простой и	1	1
491	этой системе	1	1
492	есть в	1	1
493	события и	1	1
494	только на	2	1
495	поэтому же	1	1
496	этих рассказов	1	1
497	в виде	2	1
498	в начале	2	1
499	свидетельствует о	4	1
500	и чисто	1	1
501	предполагает наличие	1	1
502	или даже	3	1
503	в данной	1	1
504	по выражению	1	1
505	право говорить	1	1
506	ни в	1	1
507	в прозе	1	1
508	полноту и	1	1
509	не для	1	1
510	отношение к	1	1
511	но что	1	1
512	не случайно	2	1
513	каждый из	1	1
514	заметить что	1	1
515	тем что	1	1
516	или ином	1	1
517	в едином	1	1
518	частности из	1	1
519	оснований видеть	1	1
520	только у	1	1
521	о своей	1	1
522	следует подчеркнуть	3	1
523	в футляре	2	1
524	не обязательно	2	1
525	а именно	1	1
526	в свою	2	1
527	чем он	1	1
528	как же	1	1
529	произведения могут	1	1
530	бытия в	2	1
531	же о	1	1
532	однако чтобы	1	1
533	скучной истории	1	1
534	в соответствии	3	1
535	связано с	1	1
536	поскольку она	1	1
537	и составляет	1	1
538	из наиболее	2	1
539	не означает	1	1
540	однако и	1	1
541	личности в	2	1
542	наконец в	1	1
543	на эту	1	1
544	со своими	2	1
545	абсолютной истины	1	1
546	что перед	1	1
547	мира в	4	1
548	художественного целого	1	1
549	если не	2	1
550	проникновения в	1	1
551	может иметь	1	1
552	свести к	1	1
553	что искусство	1	1
554	и особенно	1	1
555	произведения у	1	1
556	представить себе	3	1
557	индивидуальный характер	1	1
558	как в	5	1
559	в данном	10	1
560	сравнению с	1	1
561	так или	1	1
562	в той	5	1
563	которое не	2	1
564	через сеть	1	1
565	был прав	1	1
566	не каждому	1	1
567	имеем дело	2	1
568	бы его	1	1
569	позицию как	1	1
570	исходя из	1	1
571	том смысле	1	1
572	должно быть	1	1
573	слова и	1	1
574	еще раз	1	1
575	сказать не	1	1
576	благодаря этому	1	1
577	но это	2	1
578	в противном	1	1
579	случае он	1	1
580	в умении	1	1
581	не тождественны	1	1
582	него еще	1	1
583	мой взгляд	1	1
584	происходит в	1	1
585	место для	1	1
586	а к	3	1
587	в каждой	2	1
588	внимание на	3	1
589	и все	4	1
590	собственно говоря	2	1
591	той или	3	1
592	еще более	1	1
593	и смысл	1	1
594	о самоубийстве	1	1
595	от всего	2	1
596	потому что	2	1
597	которых он	1	1
598	исключительно в	2	1
599	или не	1	1
600	одного лица	1	1
601	как показывает	2	1
602	хотя в	1	1
603	действий в	1	1
604	сходятся в	1	1
605	еще в	1	1
606	к ее	1	1
607	бы с	2	1
608	дело с	2	1
609	другой в	1	1
610	том или	1	1
611	в последнем	1	1
612	или иного	3	1
613	по которой	1	1
614	в кругу	1	1
615	и толстого	1	1
616	с анной	1	1
617	это было	1	1
618	от которой	1	1
619	можно назвать	2	1
620	в таком	3	1
