N	2gram	Propp_Isto_1	Otkroven
106	его в	6	2
107	сказать что	5	2
108	с тем	4	2
109	но никогда	1	2
110	чем в	1	2
111	должно быть	2	2
112	него не	1	2
113	том что	7	2
114	в глубь	1	2
115	для всякого	1	2
116	к этому	2	2
117	что же	3	2
118	то к	1	2
119	не могли	1	2
120	можно ли	1	2
121	с которой	1	2
122	и для	4	2
123	ничего не	2	2
124	к ней	1	2
125	ничто не	1	2
126	не есть	2	2
127	в своей	1	2
128	всего в	2	2
129	к этой	1	2
130	хотя и	1	2
131	ее в	5	2
132	все еще	1	2
133	но в	8	2
134	и это	1	1
135	отношения к	2	1
136	также и	3	1
137	например в	5	1
138	не делает	1	1
139	чтобы не	3	1
140	связана с	1	1
141	в виду	1	1
142	на самом	1	1
143	но тем	1	1
144	тем же	1	1
145	нет никакой	1	1
146	это для	2	1
147	должна быть	5	1
148	и больше	1	1
149	и когда	2	1
150	она стоит	1	1
151	можно было	5	1
152	к чему	3	1
153	из всех	2	1
154	не с	3	1
155	есть не	1	1
156	которая была	1	1
157	он до	1	1
158	мы не	10	1
159	том как	2	1
160	ту же	1	1
161	по сравнению	1	1
162	связан с	1	1
163	если бы	8	1
164	в эпоху	2	1
165	один человек	1	1
166	находится в	4	1
167	связаны и	1	1
168	не вполне	2	1
169	о нем	2	1
170	другом месте	1	1
171	и был	1	1
172	в ней	7	1
173	на примере	1	1
174	и что	10	1
175	в глаза	1	1
176	это потому	1	1
177	после того	1	1
178	с того	3	1
179	и хлеб	1	1
180	там и	3	1
181	одним словом	4	1
182	в которую	3	1
183	иных случаях	1	1
184	и вопрос	1	1
185	но не	5	1
186	то он	2	1
187	с какими	1	1
188	когда будет	1	1
189	очень ясно	1	1
190	иногда и	1	1
191	в древнем	1	1
192	в форме	3	1
193	уходят в	1	1
194	у одного	1	1
195	и я	1	1
196	что во	1	1
197	как в	2	1
198	что как	1	1
199	в частности	2	1
200	один из	4	1
201	мысли не	1	1
202	и как	2	1
203	природой и	1	1
204	ли он	3	1
205	проникнуть в	1	1
206	от этого	2	1
207	то в	1	1
208	за собой	2	1
209	поэтому он	2	1
210	который в	1	1
211	этот случай	1	1
212	и раньше	1	1
213	что это	8	1
214	представляет собой	4	1
215	за это	1	1
216	к которой	1	1
217	с какой	1	1
218	и недостаточно	1	1
219	же и	1	1
220	уже не	3	1
221	говорят о	1	1
222	ее как	1	1
223	на то	4	1
224	еще одну	2	1
225	что она	5	1
226	с обычным	1	1
227	да и	1	1
228	у самого	1	1
229	из них	3	1
230	после этого	1	1
231	раз навсегда	1	1
232	его и	2	1
233	от которого	1	1
234	к каким	1	1
235	ключ к	3	1
236	они в	1	1
237	был бы	2	1
238	он должен	2	1
239	что нужно	2	1
240	в силу	5	1
241	есть один	1	1
242	в одном	5	1
243	вовсе не	2	1
244	у нее	1	1
245	так часто	2	1
246	само по	2	1
247	этом отношении	1	1
248	вращается вокруг	1	1
249	же не	3	1
250	и чтоб	1	1
251	в совершенно	1	1
252	том случае	1	1
253	и даже	4	1
254	со стороны	2	1
255	одном месте	2	1
256	прогресса в	1	1
257	пути от	2	1
258	страстной и	1	1
259	подходит к	1	1
260	а именно	4	1
261	с вопросом	1	1
262	с той	2	1
263	и кто	1	1
264	он во	1	1
265	было и	1	1
266	в жизни	1	1
267	кажется что	1	1
268	в это	1	1
269	смерть и	2	1
270	говорит о	2	1
271	и пр	4	1
272	в них	1	1
273	этого слова	1	1
274	а с	2	1
275	может ли	1	1
276	на этот	2	1
277	находятся и	1	1
278	попадает в	5	1
279	изнутри а	1	1
280	ведет к	2	1
281	в чистом	2	1
282	теориям и	1	1
283	и тогда	3	1
284	нисколько не	2	1
285	посвящения в	1	1
286	в царстве	1	1
287	не так	2	1
288	связь с	4	1
289	лишь через	1	1
290	все основные	1	1
291	его как	2	1
292	как это	3	1
293	в иных	1	1
294	в котором	3	1
295	ничего нет	1	1
296	с каким-то	1	1
297	оказывается что	1	1
298	одном из	1	1
299	смысле этого	1	1
300	героя из	2	1
301	над ними	1	1
302	видно что	6	1
303	и более	1	1
304	в конце	1	1
305	друг с	4	1
306	быть не	1	1
307	это вопрос	1	1
308	нет никакого	1	1
309	в отношении	1	1
310	но вопрос	1	1
311	и здесь	7	1
312	но это	4	1
313	на своем	1	1
314	природу и	1	1
315	а иногда	2	1
316	она не	1	1
317	развивается через	1	1
318	этого нужно	1	1
319	дело в	3	1
320	того как	3	1
321	одна из	2	1
322	ее с	1	1
323	отрицательного отношения	1	1
324	тому кто	2	1
325	не по	2	1
326	отец его	1	1
327	он указывает	1	1
328	не существует	2	1
329	а что	1	1
330	он за	1	1
331	племени с	1	1
332	один только	2	1
333	что их	2	1
334	бы в	2	1
335	говорит в	2	1
336	ему была	1	1
337	по своей	2	1
338	ни к	2	1
339	во всем	3	1
340	он подошел	1	1
341	как будто	4	1
342	еще ничего	1	1
343	ты не	5	1
344	но есть	1	1
345	это все	1	1
346	с другом	3	1
347	у нас	1	1
348	состоит из	1	1
349	была бы	2	1
350	но можно	1	1
351	совершенно не	1	1
352	природе и	1	1
353	жизни а	1	1
354	но оно	4	1
355	это конечно	3	1
356	и всех	1	1
357	одно только	1	1
358	та же	1	1
359	они всегда	1	1
360	огромное значение	1	1
361	ii в	1	1
362	будто бы	3	1
363	всего что	1	1
364	это так	4	1
365	бы он	1	1
366	во всяком	1	1
367	указывает на	2	1
368	он видит	1	1
369	пользоваться им	1	1
370	быть назван	2	1
371	открывает нам	1	1
372	от которой	1	1
