N	2gram	Propp_Russ_2	Poddanst
116	и то	2	1
117	тем и	2	1
118	на основе	1	1
119	в иных	1	1
120	и этим	1	1
121	смысл этого	1	1
122	к жизни	5	1
123	идет речь	1	1
124	на две	2	1
125	на человеческую	1	1
126	применении к	1	1
127	на нее	6	1
128	не с	2	1
129	в и	3	1
130	и несут	2	1
131	еще в	2	1
132	для этого	5	1
133	р е	3	1
134	находится в	1	1
135	на себя	2	1
136	и ее	2	1
137	мы и	1	1
138	и здесь	1	1
139	кто к	1	1
140	он начнет	1	1
141	может не	1	1
142	настоящее время	1	1
143	и что	5	1
144	и усилению	1	1
145	еще не	6	1
146	и на	6	1
147	он был	1	1
148	с того	1	1
149	без которой	1	1
150	в различных	1	1
151	это имеет	2	1
152	в лесах	3	1
153	связь между	2	1
154	в начальные	1	1
155	не все	4	1
156	что и	2	1
157	отличие от	3	1
158	не просто	1	1
159	востока и	1	1
160	и чем	1	1
161	также в	2	1
162	как высоко	1	1
163	вносили в	4	1
164	м е	1	1
165	тем больше	1	1
166	и мир	1	1
167	в современной	1	1
168	все же	2	1
169	и где	1	1
170	есть некоторое	1	1
171	в колосьях	1	1
172	более или	1	1
173	в какой	1	1
174	в народе	3	1
175	должен быть	2	1
176	не связаны	1	1
177	в самом	1	1
178	в которой	2	1
179	что это	3	1
180	их не	1	1
181	представляет собой	2	1
182	из этих	2	1
183	в эти	1	1
184	собою как	1	1
185	человека с	1	1
186	и будущее	1	1
187	что его	1	1
188	только один	1	1
189	уже в	1	1
190	во многих	9	1
191	в большинстве	1	1
192	только на	1	1
193	на то	1	1
194	если он	2	1
195	но на	1	1
196	как оно	2	1
197	не могла	1	1
198	религия есть	1	1
199	т д	5	1
200	с основной	1	1
201	мир в	1	1
202	одно из	2	1
203	есть та	1	1
204	и должна	1	1
205	эти могут	1	1
206	к ним	1	1
207	друг друга	3	1
208	чтобы это	1	1
209	каждый из	2	1
210	и по	3	1
211	с собой	1	1
212	от нее	1	1
213	многих других	1	1
214	представляют собой	7	1
215	а затем	4	1
216	связанные с	2	1
217	в число	1	1
218	в исторической	1	1
219	возможно что	1	1
220	в н	1	1
221	ней и	1	1
222	на этой	1	1
223	когда-то и	1	1
224	его в	8	1
225	связаны с	3	1
226	живет в	3	1
227	земледелия но	1	1
228	из числа	1	1
229	а с	2	1
230	в природе	3	1
231	области и	1	1
232	в это	1	1
233	но есть	1	1
234	по всему	1	1
235	выступает в	1	1
236	из нее	2	1
237	между духовным	1	1
238	церковь и	3	1
239	далеко не	4	1
240	смерти но	1	1
241	в этой	3	1
242	на основании	1	1
243	и преимущественно	1	1
244	как и	11	1
245	и некоторых	1	1
246	в свете	3	1
247	говорится о	1	1
248	к стремлению	1	1
249	и многие	2	1
250	в развитии	1	1
251	когда в	1	1
252	в одно	1	1
253	должна была	5	1
254	и еще	2	1
255	или менее	1	1
256	и м	8	1
257	что если	1	1
258	и при	2	1
259	древней руси	1	1
260	в которые	1	1
261	так же	4	1
262	и особенно	1	1
263	всяком случае	1	1
264	многих случаях	2	1
265	что именно	1	1
266	место в	1	1
267	в отличие	3	1
268	вдали от	1	1
269	в данном	6	1
270	вопрос о	4	1
271	в церковь	2	1
272	как одна	1	1
273	можно говорить	1	1
274	сохранить в	1	1
275	и более	1	1
276	там где	2	1
277	xix в	3	1
278	в древней	1	1
279	и очень	1	1
280	что есть	1	1
281	и другим	1	1
282	ее нужно	1	1
283	в основном	1	1
284	что эта	1	1
285	с которой	1	1
286	она не	3	1
287	что с	2	1
288	не будут	1	1
289	тогда когда	4	1
290	с и	1	1
291	случаях когда	1	1
292	того чтобы	6	1
293	она может	1	1
294	не имеет	3	1
295	никогда не	2	1
296	в настоящее	1	1
297	и деятельны	1	1
298	но где	1	1
299	не более	1	1
300	и притом	1	1
301	и которая	1	1
302	где уже	1	1
303	более что	1	1
304	что по	4	1
305	в г	2	1
306	другой стороны	1	1
307	только что	1	1
308	в этих	3	1
309	можно рассматривать	1	1
310	но возможно	1	1
311	христианства к	1	1
312	только как	2	1
313	они как	1	1
314	в момент	2	1
315	когда ее	1	1
316	одновременно и	1	1
317	что все	1	1
318	этом не	1	1
319	и жизнь	1	1
320	есть и	1	1
321	в других	15	1
322	к сожалению	1	1
323	к этой	1	1
324	и другие	14	1
325	вместе с	6	1
326	все еще	1	1
327	это в	2	1
328	что от	3	1
329	ее по	1	1
330	что при	2	1
331	во всяком	1	1
