N	2gram	Vygotskiy__5	VelikijI
313	хотели бы	1	1
314	другой стороны	2	1
315	но все	2	1
316	в трех	1	1
317	к этому	3	1
318	и развитием	14	1
319	ли что	1	1
320	и другие	2	1
321	в своих	2	1
322	в процессе	13	1
323	это в	1	1
324	но к	1	1
325	себя и	2	1
326	она не	1	1
327	они не	3	1
