N	2gram	Losev_Dial_1	Formalny
163	же самое	1	3
164	оно не	1	3
165	только то	4	3
166	ясно что	8	3
167	еще в	1	3
168	жизнь и	3	3
169	в эпоху	2	3
170	никак не	6	3
171	и что	12	3
172	можно сказать	6	3
173	в них	3	3
174	не нуждается	5	3
175	и следовательно	2	3
176	в него	2	3
177	в какой	1	3
178	уже не	2	3
179	в поэзии	1	3
180	нуждается в	3	3
181	в конце	4	3
182	не о	4	3
183	пришли к	1	3
184	одно а	1	3
185	к его	1	3
186	она есть	5	3
187	в той	1	3
188	данной эпохи	1	3
189	того что	2	3
190	лишь как	2	3
191	жизни в	1	3
192	может и	4	3
193	сказать что	10	3
194	имеет место	1	3
195	и эта	2	3
196	отношения к	3	2
197	чтобы не	2	2
198	в такой	1	2
199	он может	1	2
200	это и	4	2
201	к другому	1	2
202	в котором	4	2
203	что уже	2	2
204	говорить о	5	2
205	в полной	2	2
206	же что	1	2
207	проявляется в	1	2
208	конечно это	1	2
209	в сторону	1	2
210	или иное	3	2
211	материал который	1	2
212	чем же	1	2
213	эта связь	1	2
214	данный момент	1	2
215	в своем	5	2
216	стороны и	3	2
217	от этого	3	2
218	то в	7	2
219	это можно	1	2
220	эпохи а	1	2
221	бы не	1	2
222	из этих	2	2
223	учение о	11	2
224	в этой	1	2
225	только один	1	2
226	говорят о	2	2
227	как он	4	2
228	смыслом и	1	2
229	вообще не	1	2
230	что она	7	2
231	главным образом	1	2
232	всех этих	3	2
233	не значит	3	2
234	не как	2	2
235	на земле	2	2
236	одной и	1	2
237	что ни	3	2
238	на этом	2	2
239	лишь с	1	2
240	это значит	11	2
241	от одного	1	2
242	уже знаем	1	2
243	на почве	1	2
244	этом смысле	3	2
245	кажется что	1	2
246	из нее	1	2
247	он является	1	2
248	не понимают	2	2
249	для чего	2	2
250	ни с	6	2
251	такой же	2	2
252	и тогда	2	2
253	нисколько не	4	2
254	знаем что	1	2
255	внешнего и	1	2
256	но эта	3	2
257	друг другу	3	2
258	где нет	1	2
259	даже в	3	2
260	и очень	1	2
261	в отношении	5	2
262	до известной	1	2
263	xviii века	1	2
264	виду что	1	2
265	как о	2	2
266	дело не	2	2
267	правда в	1	2
268	дело в	1	2
269	и притом	4	2
270	и именно	1	2
271	в нас	1	2
272	вытекает из	1	2
273	отдельных частей	1	2
274	находятся в	1	2
275	заложенные в	1	2
276	ровно ничего	5	2
277	тем не	1	2
278	в каком	8	2
279	этот закон	1	2
280	конструкции и	1	2
281	отличается от	2	2
282	видеть жизнь	1	2
283	конкретной исторической	1	2
284	этих областей	1	2
285	и это	2	2
286	как не	2	2
287	но при	1	2
288	здесь не	1	2
289	то или	3	2
290	так в	1	2
291	в пределе	1	2
292	если они	1	2
293	был бы	1	2
294	можно только	2	2
295	могла быть	1	2
296	для этого	2	2
297	ничего не	17	2
298	нечто совсем	1	2
299	совершенно неверно	1	2
300	или на	2	2
301	переходит в	1	2
302	что и	3	2
303	и только	1	2
304	от этих	1	2
305	может иметь	3	2
306	но так	2	2
307	формы а	1	2
308	мы увидим	2	2
309	должен быть	1	2
310	поэтому и	2	2
311	же он	2	2
312	не можем	1	2
313	и внутреннего	2	2
314	является не	2	2
315	от других	1	2
316	из них	2	2
317	совсем другое	1	2
318	говорить об	1	2
319	сами по	1	2
320	содержание и	1	2
321	от того	1	2
322	же деле	1	2
323	и даже	13	2
324	или иной	3	2
325	и из	3	2
326	в каких	1	2
327	мы еще	1	2
328	и др	1	2
329	исторического развития	1	2
330	зрения самого	2	2
331	связано с	1	2
332	превращается в	1	2
333	самом же	1	2
334	а на	1	2
335	и самый	1	2
336	самый факт	2	2
337	одну из	1	2
338	была бы	3	2
339	не об	1	2
340	но уже	2	2
341	с такой	1	2
342	быть только	1	2
343	отличная от	1	2
344	но это	8	2
345	но для	1	2
346	она должна	2	2
347	известной степени	1	2
348	чтобы создать	1	2
349	как система	1	2
350	сознания и	3	2
351	от него	4	2
352	у них	3	2
353	конце концов	3	2
354	мы должны	5	2
355	материала с	1	2
356	к самому	2	2
357	но если	5	2
358	в последнем	1	2
359	к этому	2	2
360	в таком	1	2
361	я и	1	1
362	не иначе	1	1
363	нем нет	3	1
364	неотделима от	1	1
365	сам по	6	1
366	и то	9	1
367	стали бы	1	1
368	с какой-то	1	1
369	в чистой	1	1
370	для науки	3	1
371	что смысл	3	1
372	и закон	1	1
373	и принципиально	1	1
374	вещь не	2	1
375	и до	1	1
376	не вещь	1	1
377	они никогда	1	1
378	и этот	1	1
379	и игра	1	1
380	есть не	3	1
381	чистая же	1	1
382	мы имеем	2	1
383	или наоборот	2	1
384	своего реального	2	1
385	жизненное событие	1	1
386	теперь мы	1	1
387	этом не	1	1
388	становится совершенно	1	1
389	понять смысл	1	1
390	и понимать	1	1
391	оно есть	2	1
392	из того	2	1
393	то это	4	1
394	так а	1	1
395	учение об	3	1
396	от всей	1	1
397	так или	1	1
398	себе а	2	1
399	историческую эпоху	2	1
400	он встречается	1	1
401	так если	1	1
402	как у	2	1
403	коем случае	1	1
404	а только	3	1
405	явлений и	1	1
406	только тогда	2	1
407	вообще как	1	1
408	нужно быть	2	1
409	себе и	2	1
410	не просто	7	1
411	друга и	1	1
412	и чем	1	1
413	сама по	8	1
414	один и	1	1
415	каково бы	1	1
416	конечно совершенно	1	1
417	стороны для	1	1
418	и вовсе	1	1
419	его на	1	1
420	с этим	2	1
421	что как	2	1
422	кроме того	1	1
423	хотя и	4	1
424	сознания в	1	1
425	следующим образом	1	1
426	него самого	1	1
427	та же	3	1
428	из жизни	1	1
429	автора то	1	1
430	то я	4	1
431	тоже не	2	1
432	с их	1	1
433	идет речь	2	1
434	эпохи и	1	1
435	есть реальность	1	1
436	иначе и	1	1
437	на то	5	1
438	не могла	1	1
439	и если	1	1
440	пространственной формы	1	1
441	если для	2	1
442	брать в	1	1
443	а просто	2	1
444	он не	3	1
445	к одному	1	1
446	не к	1	1
447	котором мы	1	1
448	значение может	1	1
449	по существу	1	1
450	остается лишь	1	1
451	в объективном	1	1
452	чем она	1	1
453	и по	1	1
454	так например	1	1
455	вообще науки	1	1
456	или иных	1	1
457	одно и	4	1
458	но все	3	1
459	в одну	3	1
460	не будет	1	1
461	же не	1	1
462	он просто	1	1
463	указывали на	1	1
464	же касается	1	1
465	в мире	2	1
466	его не	6	1
467	ними как	1	1
468	зрения на	1	1
469	того или	1	1
470	на какую-то	1	1
471	с другими	2	1
472	форму и	2	1
473	чаще всего	2	1
474	на сцене	1	1
475	еще одно	1	1
476	другое то	1	1
477	нет в	1	1
478	о которых	2	1
479	и конкретное	1	1
480	с этой	2	1
481	место и	1	1
482	и чертами	1	1
483	всегда и	3	1
484	очень важное	1	1
485	в чистом	1	1
486	в развитии	1	1
487	форма и	1	1
488	должно быть	3	1
489	выражение в	1	1
490	не больше	2	1
491	который как	1	1
492	связаны между	1	1
493	на первый	1	1
494	в первую	2	1
495	что между	1	1
496	и при	2	1
497	именно и	1	1
498	основе всех	1	1
499	в их	3	1
500	она совершенно	1	1
501	для всякого	2	1
502	и той	1	1
503	ни была	1	1
504	но он	1	1
505	при условии	3	1
506	и диалектически	1	1
507	и эти	1	1
508	мере в	1	1
509	не должна	2	1
510	и почти	3	1
511	мере и	1	1
512	есть всегда	4	1
513	же такое	1	1
514	можем сказать	2	1
515	каждого отдельного	1	1
516	чистом виде	1	1
517	дня и	1	1
518	представлений об	1	1
519	с ним	6	1
520	тем самым	1	1
521	что эта	4	1
522	другой не	1	1
523	самого начала	1	1
524	меня не	1	1
525	что наука	3	1
526	того как	1	1
527	и вместо	1	1
528	она никогда	1	1
529	как таковых	1	1
530	на себе	3	1
531	не вытекает	1	1
532	тогда и	1	1
533	когда они	1	1
534	как здесь	2	1
535	иметь в	3	1
536	но только	3	1
537	та или	3	1
538	не их	1	1
539	говорят что	1	1
540	сцене то	1	1
541	в разных	3	1
542	больше чем	1	1
543	таковой не	1	1
544	учения о	2	1
545	которые и	1	1
546	явление в	1	1
547	говорить как	1	1
548	как она	7	1
549	его смысл	1	1
550	в сознании	3	1
551	е не	1	1
552	реального осуществления	1	1
553	действительность есть	2	1
554	больше того	4	1
555	не потому	1	1
556	с другом	1	1
557	идею и	3	1
558	но там	1	1
559	если он	1	1
560	для данных	1	1
561	в определенную	1	1
562	с полной	1	1
563	этого и	1	1
564	той или	7	1
565	всегда есть	2	1
566	можем считать	1	1
567	утверждать что	3	1
568	как известно	1	1
569	находятся во	1	1
570	правда не	1	1
571	своего развития	1	1
572	теми кто	1	1
573	но по	1	1
574	вывод что	1	1
575	эти последние	2	1
576	факт не	1	1
577	нем уже	1	1
578	и этим	1	1
579	с самого	1	1
580	и может	2	1
581	и чаще	1	1
582	и совершенно	2	1
583	можно было	5	1
584	вещи и	2	1
585	не с	5	1
586	отдельные части	1	1
587	осознает и	1	1
588	до бесконечности	2	1
589	для него	2	1
590	в которые	1	1
591	является реально	1	1
592	даны в	1	1
593	и вообще	4	1
594	по мере	2	1
595	в коем	1	1
596	об этом	4	1
597	и должно	1	1
598	не был	2	1
599	это происходит	1	1
600	таков например	1	1
601	и та	3	1
602	язык и	1	1
603	говорит об	1	1
604	но мы	1	1
605	е о	2	1
606	и просто	1	1
607	оказывается только	1	1
608	положения и	1	1
609	все в	1	1
610	те или	1	1
611	где же	1	1
612	возможности и	1	1
613	том или	2	1
614	а потому	1	1
615	схематически это	1	1
616	но конечно	2	1
617	внешнее и	4	1
618	в ту	1	1
619	его то	1	1
620	и самые	1	1
621	не так	1	1
622	существенно и	1	1
623	в современной	2	1
624	и самая	1	1
625	как например	2	1
626	быть и	4	1
627	и история	1	1
628	но с	3	1
629	мы видим	4	1
630	условна и	1	1
631	так всегда	1	1
632	может оказаться	2	1
633	и так	2	1
634	это очень	1	1
635	потому нет	1	1
636	и жизни	4	1
637	играет роль	1	1
638	в общий	1	1
639	с одной	2	1
640	в качестве	2	1
641	себя в	1	1
642	так что	15	1
643	же ее	1	1
644	построения и	1	1
645	есть в	1	1
646	вот что	1	1
647	да еще	1	1
648	и у	2	1
649	вопроса о	1	1
650	то и	2	1
651	и чисто	1	1
652	не страшно	1	1
653	здесь же	1	1
654	а то	1	1
655	внутри самого	1	1
656	прямого отношения	1	1
657	отражается в	1	1
658	и других	1	1
659	процесс и	1	1
660	что содержание	1	1
661	мир не	1	1
662	говорит о	5	1
663	себе в	1	1
664	прибавить что	1	1
665	от тех	1	1
666	таких категорий	1	1
667	для меня	4	1
668	это значило	1	1
669	случае не	3	1
670	в систему	1	1
671	не доказывает	1	1
672	почему не	1	1
673	в случаях	1	1
674	или ином	1	1
675	и вместе	1	1
676	даже и	3	1
677	это положение	1	1
678	ней и	1	1
679	даже не	3	1
680	в данный	1	1
681	с другим	1	1
682	до сих	2	1
683	имеет свой	1	1
684	или иначе	1	1
685	что человек	2	1
686	однако это	1	1
687	сюда же	1	1
688	именно в	2	1
689	а о	2	1
690	здесь в	2	1
691	с той	2	1
692	и быть	2	1
693	еще и	3	1
694	в природе	1	1
695	и наивной	1	1
696	что для	3	1
697	слиты в	1	1
698	не было	6	1
699	чтобы убедиться	1	1
700	одной стороны	2	1
701	зависит от	1	1
702	ничем не	3	1
703	действительности как	1	1
704	жизнь в	1	1
705	как ни	1	1
706	мы все	1	1
707	выражением его	1	1
708	о чем	2	1
709	что мы	1	1
710	понимания этого	1	1
711	выражения но	1	1
712	если это	2	1
713	между собою	2	1
714	стороны в	2	1
715	в частности	2	1
716	не входят	1	1
717	к другой	1	1
718	своей отвлеченности	1	1
719	но никак	1	1
720	к своему	1	1
721	этих случаях	1	1
722	не дают	1	1
723	перехода от	1	1
724	а потом	5	1
725	его собственные	1	1
726	происходит в	1	1
727	образ и	4	1
728	в отдельности	2	1
729	для понимания	1	1
730	друг с	1	1
731	зрения своей	1	1
732	на другое	1	1
733	было ни	1	1
734	но даже	1	1
735	и о	3	1
736	сих пор	2	1
737	и стать	1	1
738	является как	1	1
739	один из	3	1
740	другой как	1	1
741	тех или	3	1
742	мы найдем	1	1
743	и часто	1	1
744	при таком	1	1
745	никаких указаний	1	1
746	что там	1	1
747	она может	1	1
748	только тем	1	1
749	не научным	1	1
750	его с	3	1
751	мира и	1	1
752	о котором	1	1
753	возникает вопрос	1	1
754	еще более	3	1
755	не должен	1	1
756	поэтому все	1	1
757	ни к	2	1
758	все они	1	1
759	эпоха имеет	1	1
760	или не	5	1
761	есть уже	1	1
762	а в	5	1
763	отношении к	3	1
764	поскольку это	1	1
765	случае дело	1	1
766	они также	1	1
767	не знает	2	1
768	состоит из	3	1
769	потому в	1	1
770	что под	2	1
771	в каком-то	1	1
772	самое и	1	1
773	уже нельзя	1	1
774	всем этом	1	1
775	тогда не	1	1
776	значило бы	2	1
777	в какие-то	1	1
778	построение но	3	1
779	как результат	2	1
780	этой точки	2	1
