N	2gram	Potebnia_M_3	Morfolog
130	а то	1	3
131	друг друга	3	3
132	мы можем	3	3
133	не является	1	3
134	что они	2	3
135	быть названо	1	3
136	форма в	4	3
137	но это	6	3
138	мы должны	4	3
139	только что	8	3
140	же в	2	3
141	в последнем	3	3
142	первом случае	2	3
143	можно назвать	1	3
144	тем же	4	2
145	он требует	1	2
146	что эти	1	2
147	собственном смысле	2	2
148	отсюда видно	1	2
149	что многие	1	2
150	есть нечто	4	2
151	время как	1	2
152	совсем не	1	2
153	а с	2	2
154	и таким	1	2
155	первый взгляд	1	2
156	что действительно	1	2
157	и качества	1	2
158	более или	3	2
159	то в	1	2
160	та же	2	2
161	сказать о	1	2
162	право на	1	2
163	из его	1	2
164	которое может	1	2
165	в нее	1	2
166	многих других	1	2
167	мы уже	2	2
168	это было	3	2
169	сказке о	1	2
170	оно как	1	2
171	этого не	3	2
172	с тем	7	2
173	и тогда	3	2
174	на первый	1	2
175	или менее	3	2
176	для него	9	2
177	и при	4	2
178	что такое	2	2
179	что до	1	2
180	таких случаях	1	2
181	и более	1	2
182	однако в	1	2
183	и наоборот	4	2
184	все эти	1	2
185	в таких	1	2
186	что эта	2	2
187	не имеет	6	2
188	что ни	2	2
189	такой случай	1	2
190	и его	4	2
191	так например	2	2
192	в каком	5	2
193	для того	4	2
194	оно не	4	2
195	здесь не	1	2
196	в собственном	2	2
197	то время	4	2
198	и что	10	2
199	не с	1	2
200	ясно что	1	2
201	но здесь	1	2
202	можно бы	4	2
203	о том	2	2
204	с одной	7	2
205	можно сказать	3	2
206	можно заметить	1	2
207	следует за	1	2
208	если например	2	2
209	образом если	1	2
210	не означает	1	2
211	того что	18	2
212	как например	1	2
213	менее она	1	2
214	что он	6	2
215	только в	21	2
216	себя в	1	2
217	с двумя	1	2
218	уже не	6	2
219	или на	2	2
220	или не	1	2
221	в виде	2	2
222	его и	1	2
223	никто не	3	2
224	должны будем	3	2
225	из двух	3	2
226	себя и	4	2
227	но есть	1	2
228	не знает	3	2
229	сказать что	5	2
230	что мы	8	2
231	или по	1	2
232	к другой	3	2
233	одной стороны	3	2
234	самого себя	3	2
235	есть и	1	2
236	или с	2	2
237	следует заметить	1	2
238	получает от	1	2
239	случае он	1	2
240	тем и	3	2
241	не существует	3	2
242	от него	2	2
243	или нет	1	2
244	же оно	1	2
245	одной из	2	2
246	в свое	2	2
247	но эти	1	2
248	существовать без	1	2
249	к этому	3	2
250	точно так	12	2
251	не думает	1	1
252	например в	6	1
253	таком случае	2	1
254	и то	8	1
255	он может	1	1
256	словами и	1	1
257	к своей	1	1
258	и должны	1	1
259	сидит в	1	1
260	свое место	2	1
261	противном случае	1	1
262	этому соответствует	1	1
263	уже по	1	1
264	приходит к	1	1
265	их и	1	1
266	то для	2	1
267	чего в	1	1
268	языке нет	1	1
269	г в	1	1
270	что общий	1	1
271	есть не	7	1
272	быть объяснено	1	1
273	или наоборот	1	1
274	на первом	1	1
275	он как	2	1
276	от своих	4	1
277	имеет смысла	1	1
278	но она	1	1
279	что это	4	1
280	не вполне	1	1
281	оно есть	3	1
282	ему в	2	1
283	и заставляет	1	1
284	в виду	1	1
285	в числе	1	1
286	следовательно в	1	1
287	принадлежит и	1	1
288	он был	1	1
289	отделаться от	2	1
290	которые однако	1	1
291	не имеющий	1	1
292	одним словом	2	1
293	мы еще	1	1
294	это бывает	1	1
295	но как	2	1
296	не то	3	1
297	мы нашли	1	1
298	явлений и	2	1
299	не входит	1	1
300	ответ на	3	1
301	тогда как	2	1
302	отношение к	2	1
303	отличие от	1	1
304	она есть	1	1
305	к нескольким	1	1
306	основная задача	1	1
307	каждый в	1	1
308	которые не	1	1
309	есть основание	1	1
310	о необходимости	2	1
311	вследствие чего	1	1
312	его не	1	1
313	дает нам	3	1
314	совершенно другой	1	1
315	что ее	1	1
316	что касается	1	1
317	глаза что	1	1
318	в противном	1	1
319	мысль о	5	1
320	явление это	1	1
321	может получить	1	1
322	и наконец	2	1
323	но эта	1	1
324	его к	2	1
325	к соединению	1	1
326	образом они	1	1
327	имеет в	1	1
328	это определение	1	1
329	следует сказать	1	1
330	не такое	1	1
331	смысла но	1	1
332	и вслед	1	1
333	духа в	1	1
334	со своей	2	1
335	в которой	3	1
336	формы в	1	1
337	из этих	9	1
338	не в	15	1
339	думать что	5	1
340	в этой	2	1
341	отношение между	1	1
342	и тот	2	1
343	формы не	1	1
344	во многих	1	1
345	подобным образом	1	1
346	на то	2	1
347	можно себе	1	1
348	вытекающее из	1	1
349	что она	3	1
350	главным образом	1	1
351	время и	2	1
352	многое но	1	1
353	и вот	1	1
354	на свое	3	1
355	свою форму	1	1
356	предложения и	1	1
357	не исчерпывают	2	1
358	собственно говоря	2	1
359	одно и	5	1
360	по его	1	1
361	в каждом	3	1
362	здесь мы	1	1
363	или чтобы	1	1
364	и может	3	1
365	в совершенно	1	1
366	конечно в	1	1
367	форма есть	1	1
368	его определение	1	1
369	них не	1	1
370	на все	2	1
371	те или	1	1
372	с другими	5	1
373	от одного	1	1
374	деле в	1	1
375	то все	1	1
376	и тем	5	1
377	даже в	2	1
378	многое что	1	1
379	кажется что	1	1
380	известным образом	3	1
381	друга что	1	1
382	между собою	6	1
383	это сходство	1	1
384	оно имеет	3	1
385	также с	1	1
386	многие другие	2	1
387	этим в	1	1
388	нисколько не	1	1
389	соединению с	1	1
390	том как	3	1
391	или точнее	1	1
392	как все	1	1
393	в их	2	1
394	не столько	2	1
395	в первый	1	1
396	могло бы	1	1
397	бы мы	2	1
398	что я	5	1
399	предмета но	1	1
400	которые в	1	1
401	при этом	3	1
402	но он	1	1
403	все это	4	1
404	без всяких	1	1
405	имеет свою	1	1
406	не должно	1	1
407	где нет	1	1
408	бы быть	2	1
409	или если	1	1
410	тому что	3	1
411	она не	2	1
412	в известные	1	1
413	с №	1	1
414	для меня	4	1
415	дало бы	1	1
416	что с	2	1
417	подобные рассказы	1	1
418	отнимает у	1	1
419	меня не	1	1
420	это дает	1	1
421	принадлежат к	1	1
422	того как	4	1
423	или другие	1	1
424	и притом	2	1
425	и сама	1	1
426	как его	1	1
427	иметь в	2	1
428	значение этого	1	1
429	больше чем	1	1
430	же время	5	1
431	как на	5	1
432	с но	3	1
433	е не	1	1
434	него но	1	1
435	с другом	1	1
436	одним из	1	1
437	во вторых	1	1
438	в мгновение	1	1
439	встречается в	1	1
440	полотно и	1	1
441	другой и	2	1
442	бедность и	1	1
443	к тому	7	1
444	не есть	17	1
445	что при	3	1
446	на это	4	1
447	только одну	2	1
448	ничего общего	2	1
449	можем заметить	1	1
450	это будет	1	1
451	и многие	1	1
452	без всякого	1	1
453	данном случае	1	1
454	как по	1	1
455	и получает	2	1
456	что подобные	1	1
457	него самого	3	1
458	и говорит	1	1
459	с самого	1	1
460	с если	1	1
461	в глаза	1	1
462	его присутствие	1	1
463	те же	6	1
464	здесь как	3	1
465	мог бы	1	1
466	когда в	2	1
467	и с	2	1
468	на отношения	1	1
469	даны в	1	1
470	одном месте	1	1
471	находится в	1	1
472	связанное с	2	1
473	при сравнении	1	1
474	для дальнейших	1	1
475	она для	1	1
476	но мы	2	1
477	бы то	1	1
478	там же	6	1
479	их в	2	1
480	нет это	1	1
481	один круг	1	1
482	он обозначает	1	1
483	в его	4	1
484	а потому	6	1
485	на одном	1	1
486	в другой	1	1
487	частью в	2	1
488	всего дается	1	1
489	язык есть	2	1
490	что бы	1	1
491	крайняя бедность	1	1
492	целом и	1	1
493	если это	1	1
494	к ней	5	1
495	на которой	3	1
496	если сравнить	1	1
497	с ними	1	1
498	говорить о	3	1
499	как нечто	1	1
500	что новые	1	1
501	который в	1	1
502	нам возможность	2	1
503	у царя	2	1
504	от одной	2	1
505	же и	3	1
506	мы выделили	1	1
507	есть в	3	1
508	видели выше	1	1
509	самого если	1	1
510	представить что	1	1
511	чем они	1	1
512	и которая	1	1
513	ее из	1	1
514	что не	8	1
515	каким образом	1	1
516	не дает	2	1
517	его имени	1	1
518	за ним	3	1
519	известное количество	1	1
520	а и	4	1
521	своему строению	1	1
522	в одном	2	1
523	и со	1	1
524	ее не	1	1
525	мы обозначаем	1	1
526	у него	2	1
527	между прочим	1	1
528	как при	2	1
529	она имеет	1	1
530	образом что	1	1
531	действия ни	1	1
532	другой а	1	1
533	чувства и	3	1
534	только на	3	1
535	и даже	2	1
536	со стороны	3	1
537	даже не	1	1
538	точек зрения	1	1
539	себе представить	3	1
540	до сих	3	1
541	может и	1	1
542	может ли	1	1
543	на ее	1	1
544	именно в	3	1
545	я был	1	1
546	еще и	1	1
547	такое же	3	1
548	показывает что	2	1
549	могут иметь	1	1
550	происходит при	1	1
551	от другого	3	1
552	же развитие	1	1
553	на этот	1	1
554	не на	1	1
555	непосредственно к	1	1
556	может создать	1	1
557	соединение двух	1	1
558	сердце в	1	1
559	входить в	1	1
560	но оно	6	1
561	определить сколько	1	1
562	нет то	1	1
563	которое представляет	1	1
564	других случаях	1	1
565	в одной	1	1
566	ведьма и	1	1
567	же с	6	1
568	сложное явление	1	1
569	так мы	1	1
570	по своему	2	1
571	предположить что	1	1
572	в данном	1	1
573	как объект	1	1
574	и там	1	1
575	в тот	1	1
576	же средства	1	1
577	отношения к	1	1
578	в ряду	3	1
579	качества с	1	1
580	друг с	1	1
581	это значит	1	1
582	к следующему	1	1
583	быть не	2	1
584	о жизни	1	1
585	что же	2	1
586	с этой	2	1
587	еще раз	2	1
588	с любовью	2	1
589	и наши	1	1
590	сих пор	3	1
591	не будем	1	1
592	только для	1	1
593	всей совокупности	1	1
594	же самое	1	1
595	все остальные	3	1
596	помнить что	1	1
597	из ряда	1	1
598	оно по	1	1
599	согласие в	1	1
600	формы с	1	1
601	но на	1	1
602	и отношение	1	1
603	действий как	1	1
604	в голову	1	1
605	то не	2	1
606	для нас	20	1
607	могли бы	1	1
608	и все	3	1
609	бы в	2	1
610	все содержание	1	1
611	том случае	1	1
612	быть сравниваемо	1	1
613	бросается в	1	1
614	материал но	1	1
615	сторона в	1	1
616	то оно	3	1
617	здесь только	3	1
618	и начинается	1	1
619	не будет	3	1
620	первый раз	1	1
621	между ними	1	1
622	предмета к	1	1
623	равно как	1	1
624	нет но	1	1
625	этим объясняется	1	1
626	через а	1	1
627	таким же	1	1
628	вообще человека	1	1
629	случае если	1	1
630	в таком	3	1
631	во всяком	1	1
632	небо и	1	1
