N	2gram	Losev_Prob_4	PoTuStor
544	и начинается	1	1
545	нет ничего	3	1
546	с ней	2	1
547	сделать некоторые	1	1
548	что такие	1	1
549	является и	3	1
550	не что	2	1
551	ко всему	1	1
552	чем иным	2	1
553	и жизнь	2	1
554	себе но	1	1
555	мышления не	1	1
556	в своих	1	1
557	этой точки	1	1
558	художественных образов	4	1
559	это в	1	1
560	как на	1	1
