N	2gram	Voloshinov_1	Hudozhes
530	является его	1	1
531	свести к	2	1
532	вместе с	4	1
533	в одной	2	1
534	существенное изменение	1	1
535	внешнем мире	3	1
536	требует от	1	1
537	быть это	1	1
538	не могут	3	1
539	для искусства	1	1
540	сознания при	1	1
541	это переживание	1	1
542	типа как	1	1
543	чувства и	1	1
544	в состоянии	2	1
545	степени и	1	1
546	быть не	1	1
547	по собственному	1	1
548	мира с	1	1
549	сказать не	1	1
550	этом случае	1	1
551	к объекту	2	1
552	с иным	1	1
553	точно и	1	1
554	все же	5	1
555	характерные для	1	1
556	является как	1	1
557	в более	3	1
558	и внешнего	1	1
559	в следующей	5	1
560	жизни когда	1	1
561	больше и	1	1
562	не позволяет	2	1
563	к различным	1	1
564	бы в	2	1
565	не более	1	1
566	особенности в	1	1
567	с не	1	1
568	и существенно	1	1
569	все они	2	1
570	предмета и	2	1
571	но если	2	1
572	читатель может	1	1
573	но всегда	1	1
574	быть и	2	1
575	не обладает	1	1
576	себе самому	1	1
577	жизни а	1	1
578	в свое	1	1
579	жизни и	5	1
580	ее в	2	1
581	и другие	2	1
582	в своих	4	1
583	по поводу	2	1
584	все что	9	1
585	они не	2	1
