N	2gram	Bakhtin_fo_2	Problemy
290	и что	1	2
291	и сам	1	2
292	те же	6	2
293	отсюда и	2	2
294	можно больше	1	2
295	на ряд	1	2
296	романов и	1	2
297	находится в	2	2
298	становится здесь	1	2
299	одном времени	1	2
300	то они	1	2
301	никак не	1	2
302	и во	6	2
303	непосредственно в	1	2
304	наконец в	2	2
305	для самого	1	2
306	один из	2	2
307	мы видим	2	2
308	тот же	3	2
309	и ее	1	2
310	именно на	1	2
311	конечно не	4	2
312	в большинстве	3	2
313	то и	1	2
314	является не	1	2
315	большинстве случаев	3	2
316	ведь это	1	2
317	не нарушает	1	2
318	и даже	3	2
319	до сих	2	2
320	рядом и	2	2
321	личной жизни	1	2
322	себя и	3	2
323	действие романа	1	2
324	на этот	1	2
325	него не	1	2
326	в изображении	1	2
327	в данном	2	2
328	со всею	1	2
329	друг с	4	2
330	и идеи	3	2
331	с этой	4	2
332	весь этот	1	2
333	благодаря этому	1	2
334	в условиях	1	2
335	сих пор	2	2
336	совершенно новое	1	2
337	в смысле	5	2
338	нисколько не	1	2
339	бы как	1	2
340	и от	2	2
341	бы он	1	2
342	своих героев	1	2
343	его жизнь	1	2
344	же в	4	2
345	значит конечно	1	2
346	от ее	1	2
347	между ними	2	2
348	жизни а	2	2
349	есть и	4	2
350	жизни и	8	2
351	но эти	3	2
352	эта новая	1	1
353	смысле слова	2	1
354	относится и	1	1
355	но чтобы	1	1
356	тон и	2	1
357	индивидуальном и	1	1
358	ее до	1	1
359	показаться что	1	1
360	в чистой	2	1
361	по этим	1	1
362	тем же	2	1
363	характерное для	2	1
364	из самых	2	1
365	они вовсе	1	1
366	и больше	1	1
367	видеть в	1	1
368	их и	1	1
369	со всех	1	1
370	на тех	1	1
371	в особой	1	1
372	мы не	1	1
373	рядом в	2	1
374	нашем анализе	1	1
375	и доминанта	1	1
376	этих идеологических	1	1
377	на эти	1	1
378	превращения в	1	1
379	есть нечто	1	1
380	время как	1	1
381	в полной	1	1
382	жизни как	2	1
383	бы ни	1	1
384	мировоззрения в	1	1
385	и он	4	1
386	предмет видения	1	1
387	формы в	1	1
388	основе этого	1	1
389	герой может	1	1
390	заключенных в	1	1
391	которые он	1	1
392	первый план	2	1
393	видения жизни	1	1
394	во всех	11	1
395	и изображение	1	1
396	но конечно	1	1
397	а следовательно	3	1
398	функций в	1	1
399	нею в	1	1
400	явлений и	2	1
401	нем мы	1	1
402	в качестве	3	1
403	вступают в	2	1
404	нет и	3	1
405	что они	4	1
406	и ложь	1	1
407	первый взгляд	1	1
408	каждая из	1	1
409	это противоречивое	2	1
410	до его	1	1
411	что как	1	1
412	хотя и	3	1
413	как уже	3	1
414	и художественного	3	1
415	от этого	2	1
416	и отчасти	1	1
417	в идеологической	1	1
418	сказать по	1	1
419	лежит на	1	1
420	точкой зрения	1	1
421	та же	3	1
422	тон в	1	1
423	всего романа	2	1
424	в нашем	1	1
425	из этих	4	1
426	и принципиальной	1	1
427	романа но	1	1
428	всего необходимо	1	1
429	другом случае	1	1
430	этого образа	1	1
431	имеем в	3	1
432	в философии	1	1
433	частности на	1	1
434	как он	2	1
435	в европейском	1	1
436	а вовсе	1	1
437	вообще не	1	1
438	идей и	1	1
439	в случае	1	1
440	мире по	1	1
441	что должно	1	1
442	и еще	1	1
443	и совершенно	3	1
444	же это	1	1
445	новой формы	1	1
446	и вот	2	1
447	времени он	2	1
448	же становится	1	1
449	вовлеченная в	1	1
450	быть самим	1	1
451	или вовсе	1	1
452	и по	3	1
453	прежде чем	3	1
454	эта полнота	1	1
455	в основу	1	1
456	от нее	1	1
457	в вечности	2	1
458	что все	2	1
459	в совершенно	3	1
460	об этом	1	1
461	из них	8	1
462	и внутренняя	1	1
463	особенности в	1	1
464	них не	1	1
465	этих форм	5	1
466	лишь в	2	1
467	и иногда	1	1
468	с самим	1	1
469	роль в	3	1
470	мира с	1	1
471	весь мир	3	1
472	этого нового	2	1
473	по всему	3	1
474	быть только	1	1
475	все равно	1	1
476	в главе	7	1
477	мы имеем	2	1
478	т д	3	1
479	становится и	1	1
480	единства времени	1	1
481	образы людей	2	1
482	смысл и	1	1
483	и сосуществования	1	1
484	одного и	1	1
485	и становится	2	1
486	на первый	3	1
487	ему как	1	1
488	этом новом	1	1
489	могла быть	1	1
490	в рассказ	1	1
491	место в	4	1
492	не столько	1	1
493	жизни с	2	1
494	практике он	1	1
495	строго говоря	2	1
496	значение для	2	1
497	дан в	3	1
498	одном из	2	1
499	где она	1	1
500	образом и	1	1
501	времени а	1	1
502	в устах	1	1
503	и великого	2	1
504	важно лишь	1	1
505	в аспекте	2	1
506	быть лишь	1	1
507	к собственному	1	1
508	при всех	1	1
509	к прошлому	1	1
510	природа и	2	1
511	с современными	1	1
512	не имеет	1	1
513	дело в	1	1
514	она ни	3	1
515	и притом	1	1
516	материала в	1	1
517	и имеет	2	1
518	того чтобы	8	1
519	появляется в	1	1
520	из него	1	1
521	вообще нет	1	1
522	рассматривать как	1	1
523	того и	1	1
524	и всегда	2	1
525	самой жизни	3	1
526	и весь	2	1
527	и лишь	1	1
528	как момент	1	1
529	того в	1	1
530	на этом	2	1
531	и окружающий	1	1
532	уже говорили	4	1
533	нам важно	1	1
534	был так	1	1
535	и сама	1	1
536	здесь же	1	1
537	момент самой	2	1
538	котором в	1	1
539	одною из	1	1
540	с другом	4	1
541	в стиле	1	1
542	у нас	2	1
543	среди них	1	1
544	в трагедии	1	1
545	одно и	1	1
546	очень важная	2	1
547	лежит в	2	1
548	у данте	3	1
549	же самое	3	1
550	должны быть	1	1
551	всего в	3	1
552	для такого	1	1
553	к тому	3	1
554	в идеологии	1	1
555	может показаться	1	1
556	существует только	1	1
557	в каждой	1	1
558	не могли	3	1
559	должен быть	1	1
560	она дана	1	1
561	для всей	1	1
562	но только	1	1
563	свою очередь	1	1
564	но при	1	1
565	здесь не	2	1
566	в ее	1	1
567	немногими исключениями	1	1
568	характер и	1	1
569	особенность художественного	1	1
570	с самого	1	1
571	то время	1	1
572	достаточно чтобы	1	1
573	в другом	3	1
574	других великих	1	1
575	в нескольких	1	1
576	его мировоззрения	1	1
577	времени и	1	1
578	здесь как	1	1
579	в борьбе	3	1
580	он по	1	1
581	она была	1	1
582	по сравнению	1	1
583	была сделана	1	1
584	в настоящее	1	1
585	быть или	1	1
586	как этот	1	1
587	в виду	3	1
588	другом месте	2	1
589	видение и	1	1
590	о том	4	1
591	трагедии в	1	1
592	таков например	2	1
593	и та	2	1
594	за пределами	1	1
595	сам а	1	1
596	утверждает что	2	1
597	такова что	1	1
598	можно сказать	2	1
599	времени в	7	1
600	событий как	1	1
601	и всех	2	1
602	и постановка	1	1
603	по типу	1	1
604	как его	2	1
605	утрачивает свою	1	1
606	и только	2	1
607	того что	3	1
608	быть и	2	1
609	он что	1	1
610	толстой например	1	1
611	всякого рода	1	1
612	речь о	1	1
613	доминанта всего	1	1
614	мы увидим	1	1
615	что даже	1	1
616	ли он	1	1
617	словом и	2	1
618	то в	2	1
619	и действительно	1	1
620	целого и	1	1
621	и так	2	1
622	в самое	1	1
623	по этому	1	1
624	вся эта	1	1
625	себя в	1	1
626	у героев	1	1
627	и положительное	1	1
628	вот почему	1	1
629	с нею	1	1
630	за немногими	1	1
631	него есть	2	1
632	которые или	1	1
633	роман о	1	1
634	него и	2	1
635	как более	1	1
636	при изображении	3	1
637	цельного человека	1	1
638	и других	2	1
639	себе в	1	1
640	и их	4	1
641	части и	1	1
642	не для	2	1
643	рассеяны по	1	1
644	к ним	2	1
645	содержание романа	1	1
646	но что	1	1
647	бытия и	1	1
648	нужды и	1	1
649	и рождается	1	1
650	своем существе	1	1
651	это было	1	1
652	быть по	1	1
653	ее на	1	1
654	для того	8	1
655	в особенности	6	1
656	и стремление	1	1
657	выходит за	1	1
658	как у	3	1
659	на ее	1	1
660	здесь в	6	1
661	и самая	2	1
662	широте и	1	1
663	что не	1	1
664	мира на	1	1
665	становится человеком	1	1
666	а на	2	1
667	него при	1	1
668	ничем не	1	1
669	и самый	2	1
670	одного момента	2	1
671	дух и	1	1
672	на этих	1	1
673	а так	1	1
674	исключительное значение	1	1
675	для их	1	1
676	под влиянием	1	1
677	переходим к	3	1
678	если не	2	1
679	в руках	1	1
680	с помощью	3	1
681	в частности	5	1
682	роман в	2	1
683	одновременно он	1	1
684	романного жанра	1	1
685	внутреннего человека	1	1
686	в динамический	1	1
687	эту метафору	1	1
688	не знал	1	1
689	и глубоко	1	1
690	сравнению с	1	1
691	и будущему	1	1
692	лежат в	1	1
693	что весь	1	1
694	романа он	1	1
695	в тех	1	1
696	реальность и	1	1
697	вдруг как	1	1
698	наконец и	2	1
699	в человеческом	1	1
700	и яркой	1	1
701	с рядом	16	1
702	в состоянии	1	1
703	которая определила	1	1
704	этого слова	1	1
705	этот не	2	1
706	слова и	3	1
707	этом случае	2	1
708	в основном	8	1
709	и дух	2	1
710	от героев	1	1
711	например у	1	1
712	него был	1	1
713	их сам	1	1
714	но менее	1	1
715	он видел	1	1
716	и ярко	1	1
717	мгновения и	1	1
718	его с	1	1
719	в индивидуальном	2	1
720	иного рода	1	1
721	ее и	2	1
722	и все	6	1
723	увидим дальше	1	1
724	у них	2	1
725	новое видение	1	1
726	своего отношения	1	1
727	переносится в	1	1
728	его романом	1	1
729	все они	3	1
730	ее в	3	1
731	мы видели	2	1
732	настоящим и	1	1
733	самому и	1	1
734	всего человека	1	1
735	друга но	1	1
736	к самому	1	1
737	в свою	1	1
738	существу может	1	1
739	романный жанр	1	1
740	прошлое или	1	1
741	новое отношение	2	1
742	от всех	1	1
743	котором я	1	1
744	этой проблемы	1	1
745	совершенно не	1	1
746	зрения может	1	1
747	входящая в	1	1
748	мир но	1	1
749	прошлому и	1	1
750	мы считаем	1	1
751	что действие	1	1
752	лишает их	1	1
753	на своем	1	1
754	он действует	1	1
755	самосознания и	1	1
756	где он	1	1
757	слово и	1	1
758	и другие	3	1
759	значение они	1	1
760	к этому	3	1
761	весомости и	1	1
762	в таком	1	1
763	такой же	1	1
764	этой точки	1	1
