N	2gram	Propp_Russ_2	StatiiOP
439	к числу	2	1
440	или же	5	1
441	от сего	1	1
442	а после	1	1
443	том чтобы	2	1
444	не будет	1	1
445	одна с	1	1
446	уже в	1	1
447	только на	1	1
448	а это	1	1
449	от других	1	1
450	при первой	1	1
451	е не	1	1
452	тем сильнее	1	1
453	это обстоятельство	1	1
454	одно из	2	1
455	себе в	1	1
456	широко но	1	1
457	могло бы	1	1
458	это предположение	1	1
459	а в	9	1
460	как его	1	1
461	об уничтожении	1	1
462	это слова	1	1
463	ставит себе	1	1
464	в руки	2	1
465	представляют собой	7	1
466	е в	10	1
467	таком виде	2	1
468	востока и	1	1
469	в исторической	1	1
470	даже не	1	1
471	а на	9	1
472	очень много	1	1
473	уходит в	1	1
474	что для	3	1
475	месте и	1	1
476	близко к	1	1
477	связано с	2	1
478	церкви и	2	1
479	то и	4	1
480	на которых	1	1
481	из наиболее	2	1
482	мы и	1	1
483	в ту	1	1
484	в свете	3	1
485	в руках	2	1
486	из последних	1	1
487	на эту	2	1
488	этом основании	1	1
489	точности соответствует	1	1
490	имея в	1	1
491	и м	8	1
492	на который	1	1
493	который его	1	1
494	по своим	1	1
495	которая для	1	1
496	не дают	1	1
497	имеют силу	1	1
498	употребление в	1	1
499	пишет в	3	1
500	одновременно и	1	1
501	из разных	1	1
502	целый год	1	1
503	человек с	1	1
504	жизни в	2	1
505	который он	1	1
506	и такие	1	1
507	быть не	1	1
508	xix в	3	1
509	моя не	1	1
510	на пути	1	1
511	этом случае	6	1
512	внимания на	1	1
513	этом и	2	1
514	вокруг него	2	1
515	силу и	2	1
516	при всем	1	1
517	и для	2	1
518	и сами	1	1
519	ли в	1	1
520	№ в	2	1
521	и от	3	1
522	место для	1	1
523	или в	7	1
524	в настоящее	1	1
525	для нас	6	1
526	из различных	1	1
527	от него	1	1
528	и все	4	1
529	это позволяет	1	1
530	понимал и	1	1
531	пишет по	1	1
532	же в	6	1
533	в свою	1	1
534	а н	3	1
535	в точности	1	1
536	их с	1	1
537	пришел к	1	1
538	кого-нибудь из	1	1
539	из этого	2	1
540	не говорится	2	1
541	заметить что	2	1
542	к этой	1	1
543	в своих	2	1
544	в лесу	10	1
545	в таком	4	1
546	все что	1	1
547	ничего общего	1	1
