N	2gram	Nazirov_Tr_1	Formalny
175	один из	3	2
176	должно быть	3	2
177	он был	2	2
178	не могли	1	2
179	с ними	1	2
180	даже не	1	2
181	в виду	1	2
182	столь же	2	2
183	в котором	1	2
184	вряд ли	2	2
185	а к	1	2
186	он в	1	2
187	что именно	1	2
188	со своей	1	2
189	тем и	1	2
190	тому что	1	2
191	в отличие	2	2
192	в ее	2	2
193	она не	1	2
194	до конца	2	2
195	на этом	1	2
196	не просто	2	2
197	представление о	1	2
198	исследования в	1	2
199	самого начала	1	2
200	отметить что	1	2
201	с самого	1	2
202	в такой	1	2
203	в известной	2	2
204	общем смысле	1	2
205	в развитии	1	2
206	уже в	3	2
207	в эпоху	1	2
208	и это	2	2
209	перед нами	2	2
210	характерно что	1	2
211	и по	1	2
212	но это	4	2
213	том что	4	2
214	л п	1	1
215	дистанции между	1	1
216	не могла	1	1
217	характер события	1	1
218	вывод этот	1	1
219	в себе	4	1
220	разрушения и	1	1
221	это может	1	1
222	им как	1	1
223	в форме	1	1
224	же не	1	1
225	для нас	1	1
226	относятся не	1	1
227	одним из	1	1
228	на деле	1	1
229	данном случае	2	1
230	в другом	1	1
231	вопрос о	2	1
232	удалось создать	1	1
233	идет в	1	1
234	к речи	1	1
235	но он	1	1
236	из себя	1	1
237	любовь к	1	1
238	в литературе	1	1
239	говорит о	2	1
240	мы узнаем	1	1
241	так же	4	1
242	в русском	2	1
243	полноте и	1	1
244	нет в	2	1
245	и новые	1	1
246	никто не	3	1
247	нее самой	1	1
248	не менее	1	1
249	рядом с	1	1
250	и должна	1	1
251	он стал	1	1
252	ведет к	1	1
253	вот его	1	1
254	давно пора	1	1
255	в виде	2	1
256	к истории	1	1
257	в самую	2	1
258	только о	2	1
259	не для	1	1
260	тем чем	1	1
261	контекст в	1	1
262	буржуазии в	1	1
263	в условиях	1	1
264	бы не	1	1
265	так что	2	1
266	и такую	1	1
267	только теперь	1	1
268	а на	1	1
269	и вне	1	1
270	если он	1	1
271	социальной жизни	1	1
272	тогда от	1	1
273	речи в	1	1
274	что уже	1	1
275	что говорит	2	1
276	из ее	1	1
277	характерна и	1	1
278	самостоятельное значение	1	1
279	смысле этого	1	1
280	романа не	1	1
281	с представителями	1	1
282	проникает в	1	1
283	не удалось	1	1
284	и притом	1	1
285	что даже	1	1
286	но если	1	1
287	если можно	1	1
288	но они	2	1
289	к ней	1	1
290	как система	1	1
291	за свои	1	1
292	и чтобы	1	1
293	именно эта	1	1
294	слова он	1	1
295	в россии	1	1
296	достоевский и	1	1
297	и сам	3	1
298	которой не	1	1
299	и дело	1	1
300	отказ от	1	1
301	исходит из	1	1
302	и особенно	1	1
303	в последующих	1	1
304	несмотря на	5	1
305	силы и	1	1
306	это наслаждение	2	1
307	это по	1	1
308	из тех	1	1
309	за пределы	1	1
310	как он	1	1
311	черты не	1	1
312	именно так	1	1
313	событий с	1	1
314	во всем	1	1
315	отнесены к	1	1
316	подчеркнуть что	1	1
317	естественно что	1	1
318	и еще	1	1
319	стремление к	1	1
320	быть понят	1	1
321	в книге	1	1
322	этом романе	1	1
323	при таком	1	1
324	к ним	1	1
325	под влиянием	2	1
326	тем не	1	1
327	о чем	3	1
328	на них	1	1
329	той же	1	1
330	людьми он	1	1
331	они сами	1	1
332	он пытался	1	1
333	которые так	1	1
334	в них	1	1
335	вот почему	1	1
336	этого слова	1	1
337	всего необходимо	1	1
338	из своих	2	1
339	не вполне	1	1
340	согласиться с	1	1
341	него нет	1	1
342	с одной	1	1
343	время о	1	1
344	является по	1	1
345	этом случае	1	1
346	но особенно	2	1
347	ориентация на	1	1
348	не скажет	1	1
349	и образ	1	1
350	он есть	1	1
351	с собой	1	1
352	и эта	1	1
353	всю эту	1	1
354	теперь уже	1	1
355	ведь с	1	1
356	возвращается к	1	1
357	объясняется и	1	1
358	не раз	1	1
359	не из	1	1
360	мы бы	1	1
361	творца и	1	1
362	во многом	1	1
363	собой но	2	1
364	о том	2	1
365	к одному	1	1
366	и хотя	1	1
367	ее не	1	1
368	на этот	1	1
369	тогда и	1	1
370	о его	2	1
371	русской литературы	2	1
372	героя с	1	1
373	оказалось что	1	1
374	оправдать этого	1	1
375	когда в	1	1
376	совершенно в	1	1
377	и есть	1	1
378	таком виде	1	1
379	но при	2	1
380	первого же	2	1
381	с другим	1	1
382	говорит роман	1	1
383	и достоевский	1	1
384	как будто	3	1
385	роли в	1	1
386	как же	2	1
387	можно было	1	1
388	из первых	1	1
389	с этими	1	1
390	о нем	1	1
391	обратимся к	1	1
392	борьбу с	1	1
393	позиции в	1	1
394	все в	1	1
395	к своей	1	1
396	бы сказали	1	1
397	в своем	3	1
398	в данном	2	1
399	и при	1	1
400	линия сюжета	2	1
