N	2gram	Savitsky_P_1	StatiiOP
215	два основных	1	1
216	и другие	1	1
217	к жизни	1	1
218	не все	1	1
219	история и	1	1
220	и я	1	1
221	в истории	1	1
222	россии в	5	1
223	в своем	4	1
224	и где	1	1
225	склонность к	1	1
226	но некоторое	1	1
227	применении к	1	1
228	вопросом о	1	1
229	и как	3	1
230	оказывается в	1	1
231	будем знать	1	1
232	более или	1	1
233	тяготеет к	1	1
234	духа в	1	1
235	стороны следуя	1	1
236	представляет собой	1	1
237	думать что	2	1
238	в известном	1	1
239	но на	1	1
240	к исторически	1	1
241	в нем	3	1
242	связанные с	1	1
243	значение которого	1	1
244	не к	2	1
245	вне рамок	1	1
246	какой бы	1	1
247	как оно	1	1
248	а затем	1	1
249	поэзии и	1	1
250	сейчас является	1	1
251	на этой	1	1
252	о в	5	1
253	силы они	1	1
254	поэзии с	1	1
255	интересов и	1	1
256	в ином	1	1
257	времени эта	1	1
258	но каждый	1	1
259	простор для	1	1
260	говорится о	1	1
261	мы знаем	1	1
262	нисколько не	1	1
263	г о	4	1
264	и з	2	1
265	хх века	2	1
266	или менее	1	1
267	рассматривать с	1	1
268	как по	1	1
269	и при	1	1
270	на фоне	1	1
271	эта не	1	1
272	творчества и	2	1
273	друг другу	2	1
274	и эти	1	1
275	того кто	1	1
276	по себе	4	1
277	и очень	1	1
278	что есть	1	1
279	иной раз	1	1
280	не о	2	1
281	л и	4	1
282	своего существования	1	1
283	и именно	1	1
284	можно судить	1	1
285	того чтобы	1	1
286	исторические процессы	1	1
287	казалось бы	1	1
288	бы неправильно	1	1
289	как она	1	1
290	друг друга	1	1
291	в смене	1	1
292	они несомненно	1	1
293	xviii века	1	1
294	г е	1	1
295	осуществлены только	1	1
296	и г	2	1
297	никакого сомнения	1	1
298	и о	5	1
299	теми кто	1	1
300	н с	2	1
301	значительной мере	2	1
302	в ее	2	1
303	совершенно ясно	1	1
304	в собственном	1	1
305	и этим	1	1
306	в пределах	8	1
307	так было	1	1
308	в рамки	1	1
309	чем шире	1	1
310	в годы	1	1
311	чтобы дать	1	1
312	те же	1	1
313	ясно что	1	1
314	особенно в	1	1
315	приближением к	1	1
316	к первому	1	1
317	является в	2	1
318	весьма мало	2	1
319	в эпоху	1	1
320	о котором	1	1
321	стремление к	1	1
322	в а	2	1
323	находится в	1	1
324	это но	1	1
325	в порядке	3	1
326	в применении	1	1
327	тех кто	4	1
328	и который	1	1
329	может не	1	1
330	в значительной	2	1
331	вопросу о	1	1
332	связь между	1	1
333	говорить об	1	1
334	это имеет	1	1
335	что и	1	1
336	есть с	1	1
337	именно в	2	1
338	которая и	1	1
339	по стилю	1	1
340	также в	1	1
341	в свете	1	1
342	а она	1	1
343	судить по	1	1
344	известном смысле	1	1
345	его в	1	1
346	именно о	1	1
347	бы из	1	1
348	века как	1	1
349	одних и	2	1
350	вопрос об	1	1
351	собою как	1	1
352	не одну	1	1
353	именно на	1	1
354	в живом	1	1
355	что русская	1	1
356	на пути	4	1
357	из них	2	1
358	к соединению	1	1
359	гораздо большей	4	1
360	во всей	2	1
361	современности и	1	1
362	в других	1	1
363	представляют собой	1	1
364	где в	2	1
365	тем чем	1	1
366	из двух	1	1
367	не были	1	1
368	возможно что	1	1
369	ней и	1	1
370	связаны с	1	1
371	и тех	1	1
372	было и	1	1
373	идеи идея	1	1
374	к более	1	1
375	и политического	4	1
376	не означает	1	1
377	л а	2	1
378	там где	1	1
379	и силы	1	1
380	в одно	1	1
381	нет ничего	1	1
382	в частности	2	1
383	и любовью	1	1
384	люди и	1	1
385	не благодаря	1	1
386	в данном	1	1
387	знать что	2	1
388	наряду с	3	1
389	этой последней	1	1
390	его другим	1	1
391	должно быть	2	1
392	xix в	1	1
393	западная европа	1	1
394	в формах	1	1
395	но для	1	1
396	тем и	1	1
397	об отношении	1	1
398	том виде	1	1
399	чтобы понять	1	1
400	или иным	1	1
401	для нас	2	1
402	по размерам	1	1
403	что народ	1	1
404	хотя бы	8	1
405	первый вариант	1	1
406	них и	1	1
407	давно уже	1	1
408	отношении к	5	1
409	политического и	1	1
410	отношением к	1	1
411	они как	1	1
412	является и	1	1
413	одновременно и	1	1
414	и еще	1	1
415	живого и	1	1
416	есть и	1	1
417	в делах	1	1
418	в трех	1	1
419	пути к	1	1
420	поэтики в	1	1
421	более раннего	1	1
422	так же	1	1
423	они не	1	1
