N	2gram	Bakhtin_fo_1	DiskursI
492	если бы	5	1
493	в словах	1	1
494	одно это	1	1
495	но такая	1	1
496	но здесь	1	1
497	жанровые разновидности	1	1
498	то они	1	1
499	все прочие	1	1
500	иное значение	1	1
501	нас в	3	1
502	места и	1	1
503	наконец в	1	1
504	романа в	5	1
505	в теории	1	1
506	человека как	1	1
507	аффектов и	1	1
508	герой в	1	1
509	с ними	1	1
510	на мотивах	1	1
511	уже одно	1	1
512	не имеющих	1	1
513	которое мы	1	1
514	комплекс мотивов	1	1
515	например с	1	1
516	до нас	5	1
517	и кончая	2	1
518	всех его	1	1
519	события эти	1	1
520	стороны он	1	1
521	со всеми	3	1
522	чаще всего	1	1
523	до наших	2	1
524	события и	1	1
525	не имеют	3	1
526	в большинстве	1	1
527	только на	3	1
528	этого понятия	1	1
529	вернуться к	1	1
530	то и	1	1
531	на определенной	1	1
532	xvii веке	2	1
533	его и	2	1
534	но для	2	1
535	он имеет	1	1
536	истории этого	2	1
537	что происходило	1	1
538	мотивах превращения	1	1
539	и их	8	1
540	всяком случае	1	1
541	он весь	2	1
542	в конце	9	1
543	исторический роман	1	1
544	не о	2	1
545	друг друга	3	1
546	мы можем	1	1
547	к чужой	1	1
548	почвой для	1	1
549	как раз	13	1
550	не обладает	1	1
551	всегда строится	1	1
552	жанровые формы	1	1
553	момент в	2	1
554	значение чем	1	1
555	последующие века	1	1
556	тем чем	1	1
557	но эти	1	1
558	литературе имеет	1	1
559	себе они	1	1
560	с другим	1	1
561	до сих	3	1
562	связаны с	3	1
563	что человек	1	1
564	сюда же	1	1
565	и тождества	1	1
566	и существовал	1	1
567	в каких	1	1
568	и прежде	2	1
569	было бы	2	1
570	еще и	2	1
571	было и	4	1
572	себя и	3	1
573	говорит о	1	1
574	к более	1	1
575	громадное значение	1	1
576	от этого	2	1
577	есть к	1	1
578	стремится к	1	1
579	бы назвать	1	1
580	не на	1	1
581	принципиальных различий	2	1
582	объединены в	1	1
583	от мира	1	1
584	разных местах	1	1
585	этом случае	1	1
586	в одно	3	1
587	в связи	5	1
588	что жанр	1	1
589	с помощью	2	1
590	но оно	2	1
591	не способна	1	1
592	разные эпохи	1	1
593	вместе с	3	1
594	превращения и	2	1
595	в иных	1	1
596	романного жанра	1	1
597	целого он	1	1
598	их к	2	1
599	наряду с	5	1
600	в той	4	1
601	однако эти	1	1
602	деятельности это	1	1
603	характером но	1	1
604	основе этих	1	1
605	да и	3	1
606	моменты жизни	1	1
607	перед кем-то	1	1
608	остается неизменным	1	1
609	подглядывания и	2	1
610	не создает	1	1
611	этого слова	1	1
612	на дорогу	1	1
613	быть и	2	1
614	событие которое	1	1
615	сих пор	3	1
616	в основном	5	1
617	природу и	1	1
618	в чем	2	1
619	при всем	1	1
620	ближе к	1	1
621	без которой	1	1
622	это уже	1	1
623	и времени	3	1
624	случаях когда	1	1
625	указать на	1	1
626	не существует	1	1
627	понятно что	4	1
628	в результате	6	1
629	вопрос о	2	1
630	себя самого	1	1
631	в исторический	2	1
632	у них	2	1
633	в собственно	1	1
634	случая как	2	1
635	это он	1	1
636	тем более	1	1
637	мы должны	2	1
638	отмечу что	1	1
639	она же	2	1
640	или не	2	1
641	личности и	2	1
642	не являются	2	1
643	здесь только	2	1
644	не знает	3	1
645	его таким	1	1
646	о такой	1	1
647	жанровых разновидностей	1	1
648	и также	1	1
649	всех других	1	1
650	культуры в	1	1
651	строится на	1	1
652	жанров и	1	1
653	событиях и	1	1
654	и другие	5	1
655	или во	1	1
656	им и	1	1
657	в таком	3	1
